epoch,train_total_loss,train_task_loss,train_recon_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_mse,val_mae,val_r2,val_proxy_recon_r2,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_mean,val_kstar_std,val_omega_entropy_mean
1.0,1.3358490467071533,1.2357510328292847,1.0009801387786865,5.636945724487305,3.104499340057373,3.004319906234741,1.0017942190170288,3.004320091114594,1.3183065979061501,-0.07515188026232751,-0.0017942068415197632,-0.4729525191789342,3.493712301951694e-07,5.386892795562744,0.01818026602268219,1.817610502243042
2.0,1.0872738361358643,0.9870944619178772,1.0017942190170288,3.1590545177459717,3.123403787612915,3.0231642723083496,1.002395749092102,3.023164247906619,1.3146884885084416,-0.07359846780491752,-0.0023957488548143058,-0.45885978348636247,8.52314211415977e-07,5.4317803382873535,0.015936223790049553,1.8169609308242798
3.0,0.9748668074607849,0.8746272325515747,1.002395749092102,2.3384249210357666,3.1813528537750244,3.0811245441436768,1.0022821426391602,3.081124251445797,1.327108552676463,-0.09081007898637557,-0.0022820202363349473,-0.5614555256064689,4.6457977430261586e-10,5.470338344573975,0.015318827703595161,1.815713882446289
4.0,0.9025938510894775,0.8023656606674194,1.0022821426391602,1.9969284534454346,3.1842527389526367,3.084117889404297,1.001349687576294,3.0841178723634193,1.3294761312031558,-0.08962579193803077,-0.001349683839450888,-0.7135807588637777,1.3146851827294805e-17,5.488467693328857,0.017442431300878525,1.8153009414672852
5.0,0.845343291759491,0.7452083230018616,1.001349687576294,1.1600168943405151,3.148085117340088,3.0480992794036865,0.9998574256896973,3.0480993736599706,1.3213435861622058,-0.07508812536161075,0.00014259324582033273,-0.8482065104706613,3.439970976080219e-30,5.480268478393555,0.022243091836571693,1.8165500164031982
6.0,0.8154696822166443,0.7154839634895325,0.9998574256896973,1.0155733823776245,3.170773983001709,3.0709359645843506,0.9983803033828735,3.0709359804202396,1.3319328708367215,-0.08464091563096594,0.0016197670522619667,-0.9129587393738336,6.868764993304513e-42,5.457681179046631,0.026956334710121155,1.8183913230895996
7.0,0.7949689626693726,0.6951309442520142,0.9983803033828735,1.0228885412216187,3.1869874000549316,3.087299346923828,0.9968799948692322,3.087299157373466,1.3375653552512328,-0.091749756943108,0.003119976578813244,-0.9389591540534937,1.5506405465088076e-49,5.428686618804932,0.03140278160572052,1.8202496767044067
8.0,0.7719604969024658,0.6722725033760071,0.9968799948692322,0.9475815296173096,3.1649093627929688,3.065366268157959,0.9954308271408081,3.065366171648184,1.3300338715433129,-0.0834436542638612,0.0045692215720321006,-0.9489398427873534,2.0305922100448183e-53,5.396054267883301,0.03520042076706886,1.8218435049057007
9.0,0.7477620244026184,0.6482189297676086,0.9954308271408081,0.5205624103546143,3.1363587379455566,3.0369529724121094,0.9940581321716309,3.0369530807814678,1.32069177881238,-0.07280532395674273,0.005941902448596936,-0.958521667012233,5.815789514602444e-58,5.361339569091797,0.03825576975941658,1.8230290412902832
10.0,0.7311482429504395,0.6317424178123474,0.9940581321716309,0.6213926076889038,3.1247646808624268,3.0254881381988525,0.9927657842636108,3.025488001163835,1.319918125814625,-0.07038239194291744,0.007234266155732083,-0.9639745178157589,4.6988161506276335e-61,5.32581901550293,0.040609173476696014,1.8237272500991821
