epoch,train_task_loss,train_grad_norm,val_task_loss,val_mae,val_r2
1.0,0.993682324886322,3.19887113571167,2.9069528579711914,1.2964545404132823,-0.045587016846683724
2.0,0.8536248803138733,2.137732982635498,2.841413736343384,1.270462435322715,-0.018621126671573784
3.0,0.763862133026123,1.7526289224624634,2.7594070434570312,1.2504462442364346,0.013704312329462953
4.0,0.6933885812759399,0.9438108205795288,2.7075488567352295,1.2406169159891733,0.033682331857887694
5.0,0.6527847051620483,0.986072838306427,2.679727792739868,1.2295459940426305,0.0443554589629784
6.0,0.618864893913269,0.7880513072013855,2.6700222492218018,1.2208573821469944,0.04809906670372036
7.0,0.5914205312728882,0.5375179052352905,2.6604111194610596,1.21606131483074,0.051387101202778285
8.0,0.5730019807815552,0.7249115109443665,2.630826711654663,1.2115001615479053,0.06149629073394247
9.0,0.553983211517334,0.6484997272491455,2.596804618835449,1.2109467978747985,0.07240558857342975
10.0,0.5354663729667664,0.48892107605934143,2.5770208835601807,1.2160960125549922,0.07740610198840824
11.0,0.5194006562232971,0.6339901685714722,2.5723659992218018,1.2234115563562338,0.07692359286658274
12.0,0.5035458207130432,0.6103180050849915,2.5734758377075195,1.2293384724056744,0.0747944306983576
13.0,0.4876514673233032,0.4133594036102295,2.5788533687591553,1.2373460021335632,0.07093873313790378
14.0,0.47439759969711304,0.48009544610977173,2.590689182281494,1.2500241797939506,0.06344059665606316
15.0,0.4643378257751465,0.507551372051239,2.6080269813537598,1.2654744764281944,0.0526839267399451
16.0,0.45272016525268555,0.3449626863002777,2.622431993484497,1.2785823708823458,0.04335180581942192
17.0,0.4423423409461975,0.4709717929363251,2.6293773651123047,1.284923167200759,0.038625494156026174
18.0,0.432181179523468,0.5251067876815796,2.620865821838379,1.2827645595129016,0.04163979439250274
19.0,0.4188828766345978,0.405049204826355,2.5936191082000732,1.2734257640161861,0.05268655388727883
20.0,0.4072987735271454,0.39154642820358276,2.5710837841033936,1.2657041104834978,0.06149826175168464
21.0,0.3924458920955658,0.3842794895172119,2.55841064453125,1.2614600915377112,0.06582865098242717
22.0,0.37692248821258545,0.3274146616458893,2.537966251373291,1.254960277061345,0.07309500845783658
23.0,0.36530670523643494,0.4461714029312134,2.524036407470703,1.248133260594455,0.07821253116312477
24.0,0.3526405692100525,0.3320951759815216,2.5072994232177734,1.2406293690754948,0.08400262309599994
25.0,0.3424328863620758,0.42726701498031616,2.5104820728302,1.2422358142705916,0.08095724210276443
26.0,0.32985836267471313,0.4137915074825287,2.518592119216919,1.2478836073300266,0.07510987602207801
27.0,0.31844669580459595,0.4214443266391754,2.5430660247802734,1.2571102399731788,0.06352615687983919
28.0,0.30643680691719055,0.6551361083984375,2.535184621810913,1.254649963589724,0.06480604988905224
29.0,0.30566099286079407,1.8909637928009033,2.5757336616516113,1.2685189567943753,0.047626615263082726
30.0,0.2871484160423279,0.8562859892845154,2.585355520248413,1.2754936122307272,0.04159245897178895
31.0,0.27554795145988464,0.312790185213089,2.593369483947754,1.2808504615783354,0.036362372499296615
32.0,0.2679760158061981,0.9627631902694702,2.6182403564453125,1.2878475031695527,0.025560030159415086
33.0,0.2657656669616699,1.6800847053527832,2.6097588539123535,1.2839883680025004,0.02792263302536563
34.0,0.25124359130859375,0.617651104927063,2.621800422668457,1.2905500932265017,0.021711575427310503
35.0,0.24905824661254883,1.6364104747772217,2.6551547050476074,1.3040404409120763,0.007213837703482033
36.0,0.2393961101770401,1.3516695499420166,2.649895668029785,1.3015198861213513,0.009072776377783273
37.0,0.22875231504440308,0.3448353409767151,2.6360299587249756,1.2953089152455726,0.01491904400309968
38.0,0.23025265336036682,1.5811580419540405,2.646888256072998,1.3004904597341507,0.010256075503782103
39.0,0.22026336193084717,1.332715630531311,2.6346113681793213,1.300455308127725,0.014442936255021762
40.0,0.212923064827919,0.5584714412689209,2.6223487854003906,1.2966662484263494,0.019725140851985606
41.0,0.20837140083312988,0.9346559643745422,2.627645492553711,1.2953885356705128,0.019321777271062934
42.0,0.21172212064266205,2.097990036010742,2.603964328765869,1.2872074299781215,0.029321889073981384
43.0,0.20000247657299042,0.945109486579895,2.5776710510253906,1.2854186380599542,0.038661964372092926
44.0,0.20428600907325745,2.5979177951812744,2.5750691890716553,1.2885927966069148,0.03934406227739238
