display_name,family,variant,seed,experiment,target_column,feature_bundle,best_epoch,best_val_task_loss,test_r2,test_baseline_persistence_r2,test_baseline_panel_ols_r2,test_baseline_grouped_ardl_r2,test_baseline_best_simple_r2,test_r2_delta_vs_persistence,test_r2_delta_vs_panel_ols,test_r2_delta_vs_grouped_ardl,test_mae,test_mse
No Recon Regularization,ablation,no_recon_regularization,11,economics_ablation_no_recon_regularization_seed11,ctfp,effective_labor_aware,12,2.3241963386535645,0.052119549223943504,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8847136530060509,0.031113991945836614,0.1412265121720067,1.4816535381203555,3.8165694948444893
No AC Encoder,ablation,no_ac_encoder,2,economics_ablation_no_ac_encoder_seed2,ctfp,effective_labor_aware,25,2.558161735534668,0.05199832275853191,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8848348794714624,0.03099276548042502,0.14110528570659514,1.4998241260907228,3.8088233920384047
CMDL,cmdl,,19,economics_cmdl_seed19,ctfp,effective_labor_aware,23,2.5880303382873535,0.051616165155113414,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8852170370748809,0.030610607877006524,0.14072312810317664,1.4838251217845357,3.811678277904302
CMDL,cmdl,,10,economics_cmdl_seed10,ctfp,effective_labor_aware,9,2.5087697505950928,0.05106527044841145,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8857679317815829,0.03005971317030456,0.14017223339647467,1.4897285793341903,3.8160089387734115
No Recon Regularization,ablation,no_recon_regularization,10,economics_ablation_no_recon_regularization_seed10,ctfp,effective_labor_aware,9,2.508209705352783,0.05096836205345291,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8858648401765414,0.029962804775346023,0.14007532500151615,1.489843072550155,3.816401763189177
CMDL,cmdl,,7,economics_cmdl_seed7,ctfp,effective_labor_aware,23,2.616425037384033,0.050207730758636306,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8866254714713581,0.029202173480529416,0.13931469370669952,1.4949069760893425,3.812951871866885
Uniform Lag,ablation,uniform_lag,2,economics_ablation_uniform_lag_seed2,ctfp,effective_labor_aware,71,2.426227569580078,0.050001006396326465,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8868321958336679,0.028995449118219576,0.13910796934438968,1.5049920093273612,3.815606389031058
No Recon Regularization,ablation,no_recon_regularization,19,economics_ablation_no_recon_regularization_seed19,ctfp,effective_labor_aware,23,2.590334892272949,0.04988931738778385,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8869438848422104,0.02888376010967696,0.13899628033584707,1.4838478398535948,3.8193649549454185
No Recon Regularization,ablation,no_recon_regularization,8,economics_ablation_no_recon_regularization_seed8,ctfp,effective_labor_aware,22,2.550114631652832,0.04852078285059412,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8883124193794002,0.027515225572487232,0.13762774579865733,1.489739809393243,3.822097873942981
No Recon Regularization,ablation,no_recon_regularization,7,economics_ablation_no_recon_regularization_seed7,ctfp,effective_labor_aware,23,2.6422576904296875,0.04800120673501836,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8888319954949759,0.026995649456911474,0.1371081696830816,1.4969205301564712,3.821031539744319
No Recon Regularization,ablation,no_recon_regularization,0,economics_ablation_no_recon_regularization_seed0,ctfp,effective_labor_aware,17,2.4199609756469727,0.04632101770157289,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8905121845284214,0.025315460423466,0.13542798064963613,1.4857392684837165,3.8379117889532823
CMDL,cmdl,,0,economics_cmdl_seed0,ctfp,effective_labor_aware,17,2.418583393096924,0.04450360476069796,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8923295974692964,0.02349804748259107,0.13361056770876117,1.4874505677943242,3.8457590790034475
Uniform Lag,ablation,uniform_lag,10,economics_ablation_uniform_lag_seed10,ctfp,effective_labor_aware,8,2.5742132663726807,0.0401354149785502,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8966977872514441,0.01912985770044331,0.12924237792661342,1.488379672212564,3.8577792450189854
No AC Encoder,ablation,no_ac_encoder,7,economics_ablation_no_ac_encoder_seed7,ctfp,effective_labor_aware,15,2.443742036819458,0.038861168405608805,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.8979720338243855,0.017855611127501916,0.12796813135367202,1.4950590462513984,3.872558749372489
No AC Encoder,ablation,no_ac_encoder,13,economics_ablation_no_ac_encoder_seed13,ctfp,effective_labor_aware,14,2.6537387371063232,0.03609342037251452,0.9368332022299943,0.02100555727810689,-0.08910696294806322,0.9368332022299943,-0.9007397818574798,0.015087863094407631,0.12520038332057776,1.4816111600137778,3.8729576855758587
