display_name,family,variant,target_column,feature_bundle,anchor_proxy_name,proxy_index,proxy_name,expected_sign,n_seeds,n_valid,rho_mean,rho_std,adjusted_rho_mean,adjusted_rho_std,adjusted_rho_min,adjusted_rho_max,positive_seed_share,p_value_median,mechanism_status
CMDL,cmdl,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,1,effective_labor_anchor,-1.0,20,20,0.10869306317884078,0.6375755700462864,-0.10869306317884078,0.6375755700462864,-0.9158007819379382,0.9480997499207496,0.35,1.5598374370185923e-07,mixed_or_negative
CMDL,cmdl,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,2,employment_level,-1.0,20,20,0.10098111193707551,0.6413634630421133,-0.10098111193707551,0.6413634630421133,-0.9040541016519321,0.9585960339544223,0.35,7.098925579651737e-09,mixed_or_negative
CMDL,cmdl,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,3,hc_level,-1.0,20,20,-0.14291243342999044,0.4024740606345056,0.14291243342999044,0.4024740606345056,-0.5875629600929874,0.8064175266809906,0.7,0.0005812736745079686,candidate_positive
CMDL,cmdl,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,4,hc_trend,-1.0,20,20,0.04600969538791573,0.4232594913851222,-0.04600969538791573,0.4232594913851222,-0.7987918706632384,0.7864992427177628,0.5,0.0028315071952903386,mixed_or_negative
