display_name,family,variant,target_column,feature_bundle,anchor_proxy_name,anchor_expected_sign,n_seeds,test_r2_mean,test_r2_std,test_r2_delta_vs_persistence_mean,test_r2_delta_vs_persistence_std,test_r2_delta_vs_panel_ols_mean,test_r2_delta_vs_panel_ols_std,test_r2_delta_vs_grouped_ardl_mean,test_r2_delta_vs_grouped_ardl_std,test_effective_kstar_proxy_spearman_adjusted_rho_mean,test_effective_kstar_proxy_spearman_adjusted_rho_std,test_effective_kstar_proxy_mean_spearman_adjusted_rho_mean,test_effective_kstar_proxy_mean_spearman_adjusted_rho_std,test_effective_kstar_std_mean,test_effective_kstar_std_std,test_effective_lag_entropy_mean_mean,test_effective_lag_entropy_mean_std,test_effective_lag_top1_share_mean,test_effective_lag_top1_share_std,test_z_std_mean,test_z_std_std,test_z_proxy_spearman_adjusted_rho_mean,test_z_proxy_spearman_adjusted_rho_std,test_z_anchor_adjusted_rho_mean,test_z_anchor_adjusted_rho_std,test_omega_entropy_penalty_mean,test_omega_entropy_penalty_std,test_omega_entropy_band_violation_share_mean,test_omega_entropy_band_violation_share_std,test_z_anchor_loss_mean,test_z_anchor_loss_std,test_lag_gate_sensitivity_range_mean,test_lag_gate_sensitivity_range_std,test_proxy_signal_r2_mean,test_proxy_signal_r2_std,test_effective_kstar_proxy_spearman_adjusted_rho_positive_share,test_effective_kstar_proxy_mean_spearman_adjusted_rho_positive_share,test_z_proxy_spearman_adjusted_rho_positive_share,test_z_anchor_adjusted_rho_positive_share,mechanism_positive_seed_share
CMDL,cmdl,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,20,0.05414579722609828,0.03732275649988708,-0.882687405003896,0.03732275649988711,0.03314023994799139,0.03732275649988708,0.1432527601741615,0.03732275649988709,-0.10869306317884078,0.6375755700462864,-0.038753118736253964,0.5537050648688089,0.167288800607006,0.15455778530076064,1.852976734801312,0.15121127062840764,0.8539772727272726,0.1710426457586428,0.20885708199633296,0.11864054064638883,-0.10625726462611391,0.6870962669306183,-0.10625726462611391,0.6870962669306183,0.0,0.0,0.0,0.0,0.0,0.0,0.49912182092666624,0.45856116444363665,0.30519307202047286,0.07601404517215417,0.35,0.45,0.45,0.45,0.35
Grouped ARDL,grouped_ardl,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,20,-0.08910696294806322,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No AC Encoder,ablation,no_ac_encoder,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,20,0.05182138369893837,0.03536224171050445,-0.885011818531056,0.03536224171050444,0.030815826420831482,0.03536224171050445,0.1409283466470016,0.03536224171050445,,,,,0.0,0.0,1.8390983335912854,0.1818451060312393,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
No Recon Regularization,ablation,no_recon_regularization,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,20,0.055258671701891325,0.03293678214680605,-0.8815745305281031,0.03293678214680605,0.03425311442378444,0.03293678214680605,0.14436563464995456,0.032936782146806044,0.1637728505512311,0.43661904935324936,0.31164277411855873,0.3636645460050742,0.1092029128666679,0.09692198571838705,1.8443850112207187,0.14319193098635818,0.8738636363636363,0.16886821653038792,0.13454012692465006,0.06852862537942307,-0.19057976119192707,0.45009360198255105,-0.19057976119192707,0.45009360198255105,0.0,0.0,0.0,0.0,0.0,0.0,0.3387750625610352,0.29510527516750645,0.22078877964616744,0.09757293080896666,0.6,0.7,0.25,0.25,0.6
Plain LSTM,plain_lstm,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,20,0.1024200233199964,0.021352519193636114,-0.8344131789099979,0.02135251919363611,0.08141446604188951,0.021352519193636118,0.19152698626805964,0.02135251919363611,-0.017294734488074767,0.07025297235314164,-0.11703983048425366,0.05614416857751136,1.8942366941108069,0.21678594572734114,1.8726283457911408,0.08704002554453437,0.32670454545454547,0.04647113791825134,,,,,,,,,,,,,,,,,0.25,0.05,,,0.25
Uniform Lag,ablation,uniform_lag,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,20,0.10396524533015572,0.028008368866228584,-0.8328679568998385,0.02800836886622857,0.08295968805204883,0.028008368866228588,0.19307220827821894,0.02800836886622858,,,,,0.0,0.0,2.3025851124040755,0.0,1.0,0.0,0.3525894936770134,0.24143666311814155,-0.03459811207777115,0.7627791133224102,-0.03459811207777115,0.7627791133224102,0.0,0.0,0.0,0.0,0.0,0.0,0.7348997116088867,0.6314100717291308,0.3346550645675254,0.06941779178059146,,,0.5,0.5,
