display_name,family,variant,target_column,feature_bundle,anchor_proxy_name,anchor_expected_sign,n_seeds,test_r2_mean,test_r2_std,test_r2_delta_vs_persistence_mean,test_r2_delta_vs_persistence_std,test_r2_delta_vs_panel_ols_mean,test_r2_delta_vs_panel_ols_std,test_r2_delta_vs_grouped_ardl_mean,test_r2_delta_vs_grouped_ardl_std,test_effective_kstar_proxy_spearman_adjusted_rho_mean,test_effective_kstar_proxy_spearman_adjusted_rho_std,test_effective_kstar_proxy_mean_spearman_adjusted_rho_mean,test_effective_kstar_proxy_mean_spearman_adjusted_rho_std,test_effective_kstar_std_mean,test_effective_kstar_std_std,test_effective_lag_entropy_mean_mean,test_effective_lag_entropy_mean_std,test_effective_lag_top1_share_mean,test_effective_lag_top1_share_std,test_z_std_mean,test_z_std_std,test_z_proxy_spearman_adjusted_rho_mean,test_z_proxy_spearman_adjusted_rho_std,test_z_anchor_adjusted_rho_mean,test_z_anchor_adjusted_rho_std,test_omega_entropy_penalty_mean,test_omega_entropy_penalty_std,test_omega_entropy_band_violation_share_mean,test_omega_entropy_band_violation_share_std,test_z_anchor_loss_mean,test_z_anchor_loss_std,test_lag_gate_sensitivity_range_mean,test_lag_gate_sensitivity_range_std,test_proxy_signal_r2_mean,test_proxy_signal_r2_std,test_effective_kstar_proxy_spearman_adjusted_rho_positive_share,test_effective_kstar_proxy_mean_spearman_adjusted_rho_positive_share,test_z_proxy_spearman_adjusted_rho_positive_share,test_z_anchor_adjusted_rho_positive_share,mechanism_positive_seed_share
CMDL,cmdl,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,0.06407644302276816,0.017004410159614642,-0.8727567592072262,0.017004410159614704,0.04307088574466126,0.01700441015961464,0.15318340597083138,0.01700441015961464,0.06948211287614618,0.38657173362045283,0.2651838023786881,0.1275673270014597,0.08012757198312305,0.09034306456406775,1.825414567127635,0.15297202960514303,0.8825757575757575,0.20338475391907274,0.20955448088424275,0.07468957751312856,-0.12098317541944043,0.3517563414872214,-0.12098317541944043,0.3517563414872214,0.0,0.0,0.0,0.0,0.0,0.0,0.26169872283935547,0.2996229601217841,0.2256419047220438,0.022079470794339744,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
Grouped ARDL,grouped_ardl,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,-0.08910696294806324,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No AC Encoder,ablation,no_ac_encoder,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,0.05019666030830564,0.017712327149167924,-0.8866365419216887,0.017712327149167966,0.02919110303019876,0.017712327149167924,0.13930362325636889,0.01771232714916794,,,,,0.0,0.0,1.8981806342236112,0.12399198756047244,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
No Recon Regularization,ablation,no_recon_regularization,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,0.06378959660423102,0.015129071907387947,-0.8730436056257633,0.015129071907387966,0.042784039326124124,0.015129071907387945,0.15289655955229425,0.015129071907387942,0.34225634884294326,0.4266186752719876,0.5490237516583895,0.2697248895178336,0.12011497531937528,0.16854377552347322,1.821270443845753,0.1402254463824808,0.9393939393939394,0.05719571541871778,0.22944017200604108,0.04108195405635305,-0.28880631185939215,0.49863555187260583,-0.28880631185939215,0.49863555187260583,0.0,0.0,0.0,0.0,0.0,0.0,0.37607336044311523,0.5221570619573159,0.26478482639751005,0.09314994641191371,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
Plain LSTM,plain_lstm,,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,0.07804074666754308,0.06064340862395678,-0.8587924555624512,0.06064340862395678,0.05703518938943619,0.06064340862395677,0.16714770961560632,0.060643408623956764,-0.009169449945380187,0.12893442507678074,-0.08322673090564948,0.11996467980986347,1.846353657315146,0.2114236122691455,1.8958940766616112,0.0967682041699248,0.33712121212121215,0.06258602894643298,,,,,,,,,,,,,,,,,0.3333333333333333,0.3333333333333333,,,0.3333333333333333
Uniform Lag,ablation,uniform_lag,ctfp,effective_labor_aware,proxy_effective_labor_anchor,-1.0,3,0.08345956104015001,0.02981669561437933,-0.8533736411898443,0.02981669561437936,0.06245400376204311,0.02981669561437932,0.17256652398821323,0.02981669561437933,,,,,0.0,0.0,2.3025851124040755,0.0,1.0,0.0,0.1751201277709605,0.07140163032754651,0.3103037347516232,0.5888649378507614,0.3103037347516232,0.5888649378507614,0.0,0.0,0.0,0.0,0.0,0.0,0.3773484230041504,0.3469112197062492,0.2946346400736015,0.12216608294957518,,,0.6666666666666666,0.6666666666666666,
