epoch,train_task_loss,train_grad_norm,val_task_loss,val_mae,val_r2
1.0,1.1783840656280518,7.7180962562561035,2.946962356567383,1.3152488523187595,-0.061742428268632334
2.0,0.9166199564933777,2.4466745853424072,2.885603427886963,1.29083303819855,-0.03831675497511411
3.0,0.8618377447128296,3.5191152095794678,2.8147759437561035,1.2714736449839124,-0.00908456810668229
4.0,0.7791585922241211,2.596982955932617,2.7758498191833496,1.2609190860036479,0.008206350788841632
5.0,0.7115374207496643,1.4073585271835327,2.7446987628936768,1.2539234044608858,0.021371019496342996
6.0,0.675442636013031,1.5724177360534668,2.695359230041504,1.2393050052818249,0.040494815221376546
7.0,0.6449562311172485,1.4113397598266602,2.6530539989471436,1.2221915032961548,0.056907253012437355
8.0,0.6176108121871948,1.0723618268966675,2.655384063720703,1.2160104085888825,0.0570862562036184
9.0,0.5932565331459045,0.9082455635070801,2.700857639312744,1.2245439843867312,0.041350468189290224
10.0,0.5743210911750793,0.7885732650756836,2.741689920425415,1.2351452660055435,0.026799101328552472
11.0,0.559432327747345,0.9793588519096375,2.733677864074707,1.2350843327338665,0.029564371733371713
12.0,0.5403954386711121,0.7745300531387329,2.695606231689453,1.2289523835801943,0.04266669759549413
13.0,0.5216620564460754,0.42720603942871094,2.664583206176758,1.2261003393849188,0.05257096064671196
14.0,0.5083045363426208,0.7856038808822632,2.6549644470214844,1.2302512193952377,0.054470002007549
15.0,0.4930208623409271,0.7595670819282532,2.65777587890625,1.2371520765168085,0.051800580100915185
16.0,0.4749399721622467,0.4109136164188385,2.65459942817688,1.2426737998153619,0.05108130879634357
17.0,0.4622657895088196,0.6017265319824219,2.633603811264038,1.2453507008348508,0.05615934179386267
18.0,0.45067915320396423,0.6659524440765381,2.6148838996887207,1.2509492553671766,0.05905032705226957
19.0,0.4365067780017853,0.5615373253822327,2.6213061809539795,1.2639623385974008,0.05153489887754679
20.0,0.4239337146282196,0.5194345116615295,2.6467509269714355,1.279383535182922,0.03754467438861947
21.0,0.4134974479675293,0.7938163876533508,2.6563169956207275,1.2853107476310635,0.03189736104132124
22.0,0.3989376425743103,0.7529723644256592,2.6471996307373047,1.2807936163506273,0.03547247200479973
23.0,0.38204315304756165,0.39724335074424744,2.647367238998413,1.277682080949572,0.03595265722353295
24.0,0.3695918321609497,0.5200839638710022,2.6611735820770264,1.2801719504570814,0.030527241219668044
25.0,0.3556118905544281,0.4722583591938019,2.672290325164795,1.2826961842436118,0.026102132258366273
26.0,0.34246572852134705,0.4186301529407501,2.6813323497772217,1.2829909405007847,0.022864350048547588
27.0,0.3319147229194641,0.6538768410682678,2.6972227096557617,1.285478719309057,0.0163624375766724
28.0,0.31940266489982605,0.4495173692703247,2.7084059715270996,1.2870667891111225,0.011635693593688046
29.0,0.30904337763786316,0.6468217372894287,2.724722146987915,1.2946856425454218,0.0038402373510082097
30.0,0.2974769175052643,0.7160785794258118,2.754312038421631,1.310159097326863,-0.01073330051945857
31.0,0.2887127697467804,1.258754014968872,2.757542133331299,1.3122978718037661,-0.01244037092130775
32.0,0.2816154658794403,1.0961004495620728,2.7633779048919678,1.314518875740539,-0.015980411889339075
33.0,0.27014195919036865,0.7557330131530762,2.7627859115600586,1.315056459182718,-0.01603805935837349
34.0,0.25955161452293396,0.6025086641311646,2.7685916423797607,1.3193282590505215,-0.018855823461866688
35.0,0.2495669722557068,0.8592278957366943,2.773010015487671,1.323361000566475,-0.02183629543573895
36.0,0.24870897829532623,1.4510343074798584,2.7587473392486572,1.3185110237558768,-0.015498440081417486
37.0,0.23449793457984924,0.5111480951309204,2.754282236099243,1.3183757484075613,-0.013718046134973535
38.0,0.22962920367717743,0.7826576828956604,2.758883237838745,1.3241882073837614,-0.017023663090237118
