epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_income_level_spearman_rho,val_kstar_proxy_income_level_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_income_recent_level_spearman_rho,val_kstar_proxy_income_recent_level_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_income_growth_signal_spearman_rho,val_kstar_proxy_income_growth_signal_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_omega_peak_share_3,val_z_std,val_z_proxy_spearman_rho,val_z_proxy_spearman_p,val_z_proxy_spearman_adjusted_rho,val_z_proxy_metric_valid,val_z_anchor_spearman_rho,val_z_anchor_spearman_p,val_z_anchor_expected_sign,val_z_anchor_adjusted_rho,val_z_anchor_metric_valid,val_lag_gate_sensitivity_slope,val_lag_gate_sensitivity_range,val_lag_gate_grid_min_kstar,val_lag_gate_grid_max_kstar,val_proxy_recon_r2,val_proxy_anchor_recon_r2,val_proxy_metric_valid,val_proxy_1_recon_r2,val_proxy_proxy_income_level_recon_r2,val_proxy_2_recon_r2,val_proxy_proxy_income_recent_level_recon_r2,val_proxy_3_recon_r2,val_proxy_proxy_income_growth_signal_recon_r2
1.0,1.4179579019546509,1.4179579019546509,1.0170221328735352,1.003104329109192,0.0,0.0,0.0,7.2684341669852435,7.2684341669852435,7.2684341669852435,0.0,1.0,4.857847213745117,4.857847213745117,1.0170361995697021,1.003643274307251,0.0,0.0,0.0,4.857847352561284,2.1776043925256956,0.0,2.235682964324951,0.032712054243616714,0.0,-1.0,-0.5857142857142857,0.005273422501026666,0.5857142857142857,1.0,-0.8064935064935065,1.0075535527922034e-05,0.8064935064935065,1.0,-0.5857142857142857,0.005273422501026666,0.5857142857142857,1.0,-0.5857142857142857,0.5857142857142857,-0.7324675324675325,0.00015959227909270518,0.7324675324675325,1.0,-0.7324675324675325,0.7324675324675325,-0.8207792207792207,5.160782548523603e-06,0.8207792207792207,1.0,-0.8207792207792207,0.8207792207792207,2.2573304573694863,6.0,2.252640962600708,5.0,2.2267292976379394,5.0,2.2017014980316163,5.0,0.886792981397319,0.021793107923081187,1.0,0.0,1.0,0.0,0.02498432936916332,0.5857142857142857,0.005273422501026666,-0.5857142857142857,1.0,0.5857142857142857,0.005273422501026666,-1.0,-0.5857142857142857,1.0,-1.3158695579702937,0.10799622535705566,2.176604986190796,2.2846012115478516,-0.01703631562057591,-0.003643417956192385,1.0,-0.003643417956192385,-0.003643417956192385,0.018186670378323333,0.018186670378323333,-0.06565219928385901,-0.06565219928385901
2.0,1.1913154125213623,1.1913154125213623,1.0170361995697021,1.003643274307251,0.0,0.0,0.0,6.197696032097351,6.197696032097351,6.197696032097351,0.0,1.0,4.097146034240723,4.097146034240723,1.0169777870178223,1.0043480396270752,0.0,0.0,0.0,4.097146070456794,1.9965509449442227,0.0,2.2623956203460693,0.03284543303712977,0.0,-1.0,-0.6246753246753247,0.002467394475033326,0.6246753246753247,1.0,-0.8259740259740259,3.987720946468169e-06,0.8259740259740259,1.0,-0.6246753246753247,0.002467394475033326,0.6246753246753247,1.0,-0.6246753246753247,0.6246753246753247,-0.7688311688311688,4.6558420458817486e-05,0.7688311688311688,1.0,-0.7688311688311688,0.7688311688311688,-0.8103896103896104,8.441533572149073e-06,0.8103896103896104,1.0,-0.8103896103896104,0.8103896103896104,2.2864243586858115,6.0,2.2792454242706297,5.0,2.252920150756836,5.0,2.2261868953704833,5.0,0.9021205210819632,0.018158419967094396,1.0,0.0,1.0,0.0,0.02620374044028792,0.6246753246753247,0.002467394475033326,-0.6246753246753247,1.0,0.6246753246753247,0.002467394475033326,-1.0,-0.6246753246753247,1.0,-1.2624257198467215,0.10881614685058594,2.2012906074523926,2.3101067543029785,-0.016977880555878417,-0.0043480063327994145,1.0,-0.0043480063327994145,-0.0043480063327994145,0.02087501072208542,0.02087501072208542,-0.06746064605692159,-0.06746064605692159
3.0,1.0115913152694702,1.0115913152694702,1.0169777870178223,1.0043480396270752,0.0,0.0,0.0,5.408256402001828,5.408256402001828,5.408256402001828,0.0,1.0,3.4880051612854004,3.4880051612854004,1.0168275833129883,1.0052268505096436,0.0,0.0,0.0,3.4880050472989463,1.83959715316693,0.0,2.287153720855713,0.033393440090506245,0.0,-1.0,-0.6935064935064935,0.0004898974010404606,0.6935064935064935,1.0,-0.8363636363636363,2.3196074473363676e-06,0.8363636363636363,1.0,-0.6935064935064935,0.0004898974010404606,0.6935064935064935,1.0,-0.6935064935064935,0.6935064935064935,-0.8090909090909091,8.958357547402355e-06,0.8090909090909091,1.0,-0.8090909090909091,0.8090909090909091,-0.7779220779220779,3.305455558896248e-05,0.7779220779220779,1.0,-0.7779220779220779,0.7779220779220779,2.3135386308034263,6.0,2.3043045520782472,5.0,2.2775874614715574,5.0,2.2479070663452148,5.0,0.9133751227711757,0.014999007972187737,1.0,0.0,1.0,0.0,0.02806218942090209,0.6935064935064935,0.0004898974010404606,-0.6935064935064935,1.0,0.6935064935064935,0.0004898974010404606,-1.0,-0.6935064935064935,1.0,-1.2020258617189243,0.11039590835571289,2.223245143890381,2.3336410522460938,-0.016827439804568134,-0.00522692294270799,1.0,-0.00522692294270799,-0.00522692294270799,0.024212655231366953,0.024212655231366953,-0.06946805170236359,-0.06946805170236359
4.0,0.8656721711158752,0.8656721711158752,1.0168275833129883,1.0052268505096436,0.0,0.0,0.0,4.825896916331837,4.825896916331837,4.825896916331837,0.0,1.0,3.0134332180023193,3.0134332180023193,1.0165506601333618,1.0063029527664185,0.0,0.0,0.0,3.013433091465134,1.7085329338553406,0.0,2.3093857765197754,0.034567138206365276,0.0,-1.0,-0.7207792207792209,0.0002277337244462252,0.7207792207792209,1.0,-0.8454545454545455,1.399110699362322e-06,0.8454545454545455,1.0,-0.7207792207792209,0.0002277337244462252,0.7207792207792209,1.0,-0.7207792207792209,0.7207792207792209,-0.8233766233766234,4.541183409442103e-06,0.8233766233766234,1.0,-0.8233766233766234,0.8233766233766234,-0.7766233766233767,3.474548938772688e-05,0.7766233766233767,1.0,-0.7766233766233767,0.7766233766233767,2.3382206757863364,6.0,2.327316999435425,5.0,2.300108480453491,5.0,2.2661306858062744,5.0,0.9209986979993355,0.012393923979073128,1.0,0.0,1.0,0.0,0.030695925497917217,0.7207792207792209,0.0002277337244462252,-0.7207792207792209,1.0,0.7207792207792209,0.0002277337244462252,-1.0,-0.7207792207792209,1.0,-1.1415471390625094,0.11335158348083496,2.24161696434021,2.354968547821045,-0.01655068183623683,-0.0063029442522439805,1.0,-0.0063029442522439805,-0.0063029442522439805,0.028342657197163112,0.028342657197163112,-0.07169175845363052,-0.07169175845363052
5.0,0.7400064468383789,0.7400064468383789,1.0165506601333618,1.0063029527664185,0.0,0.0,0.0,4.387171166107897,4.387171166107897,4.387171166107897,0.0,1.0,2.646174907684326,2.646174907684326,1.0161465406417847,1.0075604915618896,0.0,0.0,0.0,2.6461748674369208,1.6007714411687284,0.0,2.3288776874542236,0.03638850312755933,0.0,-1.0,-0.7493506493506493,9.239644804249909e-05,0.7493506493506493,1.0,-0.8285714285714286,3.494265356687368e-06,0.8285714285714286,1.0,-0.7493506493506493,9.239644804249909e-05,0.7493506493506493,1.0,-0.7493506493506493,0.7493506493506493,-0.8311688311688311,3.0551627702847524e-06,0.8311688311688311,1.0,-0.8311688311688311,0.8311688311688311,-0.7311688311688312,0.00016616963570321975,0.7311688311688312,1.0,-0.7311688311688312,0.7311688311688312,2.360287626584371,6.0,2.3479926586151123,5.0,2.320152521133423,5.0,2.2807973861694335,5.0,0.9256934569922114,0.010264822919925682,0.8095238095238095,0.0,0.8095238095238095,0.19047619047619047,0.034114663340470815,0.7493506493506493,9.239644804249909e-05,-0.7493506493506493,1.0,0.7493506493506493,9.239644804249909e-05,-1.0,-0.7493506493506493,1.0,-1.0802171266578575,0.11939454078674316,2.256300926208496,2.3756954669952393,-0.01614654460348471,-0.007560491047328366,1.0,-0.007560491047328366,-0.007560491047328366,0.033224575641202736,0.033224575641202736,-0.07410371840432872,-0.07410371840432872
6.0,0.6290018558502197,0.6290018558502197,1.0161465406417847,1.0075604915618896,0.0,0.0,0.0,3.984362503936435,3.984362503936435,3.984362503936435,0.0,1.0,2.356722831726074,2.356722831726074,1.015628695487976,1.0089669227600098,0.0,0.0,0.0,2.356722776351895,1.511084604830969,0.0,2.3453288078308105,0.038775838759211756,0.0,-1.0,-0.7805194805194805,2.9886010509309136e-05,0.7805194805194805,1.0,-0.8324675324675326,2.8543499718687187e-06,0.8324675324675326,1.0,-0.7805194805194805,2.9886010509309136e-05,0.7805194805194805,1.0,-0.7805194805194805,0.7805194805194805,-0.8506493506493505,1.0328766943533915e-06,0.8506493506493505,1.0,-0.8506493506493505,0.8506493506493505,-0.7207792207792209,0.0002277337244462252,0.7207792207792209,1.0,-0.7207792207792209,0.7207792207792209,2.379440665245056,6.0,2.3659356117248533,5.0,2.3372897624969484,5.0,2.29182710647583,5.0,0.9281459500562749,0.008570234635179662,0.6190476190476191,0.0,0.6190476190476191,0.38095238095238093,0.03822889023185784,0.7805194805194805,2.9886010509309136e-05,-0.7805194805194805,1.0,0.7805194805194805,2.9886010509309136e-05,-1.0,-0.7805194805194805,1.0,-1.0285258707509002,0.12385153770446777,2.2682580947875977,2.3921096324920654,-0.015628696402351056,-0.008966987952489847,1.0,-0.008966987952489847,-0.008966987952489847,0.03873244016691291,0.03873244016691291,-0.07665154142147634,-0.07665154142147634
7.0,0.5336995720863342,0.5336995720863342,1.015628695487976,1.0089669227600098,0.0,0.0,0.0,3.6022969267808547,3.6022969267808547,3.6022969267808547,0.0,1.0,2.1191039085388184,2.1191039085388184,1.0150059461593628,1.0104914903640747,0.0,0.0,0.0,2.1191040388521554,1.4334885722824506,0.0,2.35847544670105,0.0416587946828854,0.0,-1.0,-0.7922077922077921,1.8668396670120594e-05,0.7922077922077921,1.0,-0.8363636363636363,2.3196074473363676e-06,0.8363636363636363,1.0,-0.7922077922077921,1.8668396670120594e-05,0.7922077922077921,1.0,-0.7922077922077921,0.7922077922077921,-0.8584415584415584,6.409520654006245e-07,0.8584415584415584,1.0,-0.8584415584415584,0.8584415584415584,-0.7103896103896103,0.00030795937349621525,0.7103896103896103,1.0,-0.7103896103896103,0.7103896103896103,2.395437757174174,6.0,2.380836820602417,5.0,2.351174783706665,5.0,2.299060344696045,5.0,0.9290271408596311,0.007351264819695889,0.5238095238095238,0.0,0.47619047619047616,0.5238095238095238,0.042921881368349006,0.7922077922077921,1.8668396670120594e-05,-0.7922077922077921,1.0,0.7922077922077921,1.8668396670120594e-05,-1.0,-0.7922077922077921,1.0,-0.983917133336794,0.12882637977600098,2.2768702507019043,2.4056966304779053,-0.015005964141588243,-0.010491631267584234,1.0,-0.010491631267584234,-0.010491631267584234,0.04474915620429054,0.04474915620429054,-0.07927541736147181,-0.07927541736147181
8.0,0.44513261318206787,0.44513261318206787,1.0150059461593628,1.0104914903640747,0.0,0.0,0.0,3.2032296381729184,3.2032296381729184,3.2032296381729184,0.0,1.0,1.9116169214248657,1.9116169214248657,1.0142621994018555,1.0121138095855713,0.0,0.0,0.0,1.911616822773171,1.3618804344109126,0.0,2.367647886276245,0.04511214619866358,0.0,-1.0,-0.8064935064935065,1.0075535527922034e-05,0.8064935064935065,1.0,-0.8246753246753247,4.256579710186723e-06,0.8246753246753247,1.0,-0.8064935064935065,1.0075535527922034e-05,0.8064935064935065,1.0,-0.8064935064935065,0.8064935064935065,-0.8610389610389609,5.43284638216625e-07,0.8610389610389609,1.0,-0.8610389610389609,0.8610389610389609,-0.6805194805194805,0.0006861487068079914,0.6805194805194805,1.0,-0.6805194805194805,0.6805194805194805,2.4077813227971396,6.0,2.3920711994171144,5.0,2.361029052734375,5.0,2.3016835689544677,5.0,0.9289026527793729,0.00679336727588754,0.6190476190476191,0.0,0.38095238095238093,0.6190476190476191,0.04810229437050666,0.8064935064935065,1.0075535527922034e-05,-0.8064935064935065,1.0,0.8064935064935065,1.0075535527922034e-05,-1.0,-0.8064935064935065,1.0,-0.9501480431887908,0.13515758514404297,2.2807390689849854,2.4158966541290283,-0.014262182862574005,-0.012113913879414628,1.0,-0.012113913879414628,-0.012113913879414628,0.05122721589782353,0.05122721589782353,-0.08189985060613147,-0.08189985060613147
9.0,0.3666064441204071,0.3666064441204071,1.0142621994018555,1.0121138095855713,0.0,0.0,0.0,2.8372769206021156,2.8372769206021156,2.8372769206021156,0.0,1.0,1.717424988746643,1.717424988746643,1.013397455215454,1.0137810707092285,0.0,0.0,0.0,1.717424897597075,1.290640659275509,0.0,2.3724770545959473,0.04911488440468083,0.0,-1.0,-0.8324675324675326,2.8543499718687187e-06,0.8324675324675326,1.0,-0.8324675324675326,2.8543499718687187e-06,0.8324675324675326,1.0,-0.8324675324675326,2.8543499718687187e-06,0.8324675324675326,1.0,-0.8324675324675326,0.8324675324675326,-0.8766233766233766,1.8697860892632527e-07,0.8766233766233766,1.0,-0.8766233766233766,0.8766233766233766,-0.6675324675324676,0.0009457098107349513,0.6675324675324676,1.0,-0.6675324675324676,0.6675324675324676,2.416175961494446,6.0,2.399263620376587,5.0,2.3663979530334474,5.0,2.2993303775787353,5.0,0.9282611316760856,0.007009778672843861,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.05355441606949901,0.8324675324675326,2.8543499718687187e-06,-0.8324675324675326,1.0,0.8324675324675326,2.8543499718687187e-06,-1.0,-0.8324675324675326,1.0,-0.9286135442908348,0.1428072452545166,2.2795212268829346,2.422328472137451,-0.013397414053793874,-0.013781039372124937,1.0,-0.013781039372124937,-0.013781039372124937,0.05797326941412051,0.05797326941412051,-0.08438447220337819,-0.08438447220337819
10.0,0.29612743854522705,0.29612743854522705,1.013397455215454,1.0137810707092285,0.0,0.0,0.0,2.491408150856604,2.491408150856604,2.491408150856604,0.0,1.0,1.528573751449585,1.528573751449585,1.012415885925293,1.015439748764038,0.0,0.0,0.0,1.5285736860744734,1.2164135121163868,0.0,2.3728935718536377,0.05378262450837102,0.0,-1.0,-0.8467532467532467,1.2982333748379679e-06,0.8467532467532467,1.0,-0.8454545454545455,1.399110699362322e-06,0.8454545454545455,1.0,-0.8467532467532467,1.2982333748379679e-06,0.8467532467532467,1.0,-0.8467532467532467,0.8467532467532467,-0.8896103896103895,6.850166044242067e-08,0.8896103896103895,1.0,-0.8896103896103895,0.8896103896103895,-0.6662337662337662,0.0009757283731243901,0.6662337662337662,1.0,-0.6662337662337662,0.6662337662337662,2.4207038482030234,6.0,2.4024142265319823,5.0,2.3671738624572756,5.0,2.2917207717895507,5.0,0.9273233410761866,0.00815815496043255,0.6666666666666666,0.0,0.3333333333333333,0.6666666666666666,0.05909480508635699,0.8467532467532467,1.2982333748379679e-06,-0.8467532467532467,1.0,0.8467532467532467,1.2982333748379679e-06,-1.0,-0.8467532467532467,1.0,-0.9213077616489689,0.15216779708862305,2.2728848457336426,2.4250526428222656,-0.012415904320507912,-0.01543973159139278,1.0,-0.01543973159139278,-0.01543973159139278,0.06482674653236076,0.06482674653236076,-0.0866347279024926,-0.0866347279024926
