variant,target_column,effective_lambda_r_mean,effective_lambda_r_std,matched_init_to_full_cmdl_mean,matched_init_to_full_cmdl_std,best_epoch_mean,best_epoch_std,best_val_task_loss_mean,best_val_task_loss_std,proxy_refit_applied_mean,proxy_refit_applied_std,proxy_metric_interpretable_mean,proxy_metric_interpretable_std,train_total_loss_mean,train_total_loss_std,train_task_loss_mean,train_task_loss_std,train_recon_loss_mean,train_recon_loss_std,train_mse_mean,train_mse_std,train_mae_mean,train_mae_std,train_r2_mean,train_r2_std,train_proxy_recon_r2_mean,train_proxy_recon_r2_std,train_proxy_metric_valid_mean,train_proxy_metric_valid_std,train_kstar_proxy_spearman_rho_mean,train_kstar_proxy_spearman_rho_std,train_kstar_proxy_spearman_p_mean,train_kstar_proxy_spearman_p_std,train_kstar_mean_mean,train_kstar_mean_std,train_kstar_std_mean,train_kstar_std_std,train_kstar_proxy_metric_valid_mean,train_kstar_proxy_metric_valid_std,train_omega_entropy_mean_mean,train_omega_entropy_mean_std,val_total_loss_mean,val_total_loss_std,val_task_loss_mean,val_task_loss_std,val_recon_loss_mean,val_recon_loss_std,val_mse_mean,val_mse_std,val_mae_mean,val_mae_std,val_r2_mean,val_r2_std,val_proxy_recon_r2_mean,val_proxy_recon_r2_std,val_proxy_metric_valid_mean,val_proxy_metric_valid_std,val_kstar_proxy_spearman_rho_mean,val_kstar_proxy_spearman_rho_std,val_kstar_proxy_spearman_p_mean,val_kstar_proxy_spearman_p_std,val_kstar_mean_mean,val_kstar_mean_std,val_kstar_std_mean,val_kstar_std_std,val_kstar_proxy_metric_valid_mean,val_kstar_proxy_metric_valid_std,val_omega_entropy_mean_mean,val_omega_entropy_mean_std,test_total_loss_mean,test_total_loss_std,test_task_loss_mean,test_task_loss_std,test_recon_loss_mean,test_recon_loss_std,test_mse_mean,test_mse_std,test_mae_mean,test_mae_std,test_r2_mean,test_r2_std,test_proxy_recon_r2_mean,test_proxy_recon_r2_std,test_proxy_metric_valid_mean,test_proxy_metric_valid_std,test_kstar_proxy_spearman_rho_mean,test_kstar_proxy_spearman_rho_std,test_kstar_proxy_spearman_p_mean,test_kstar_proxy_spearman_p_std,test_kstar_mean_mean,test_kstar_mean_std,test_kstar_std_mean,test_kstar_std_std,test_kstar_proxy_metric_valid_mean,test_kstar_proxy_metric_valid_std,test_omega_entropy_mean_mean,test_omega_entropy_mean_std
no_recon_regularization,ctfp,0.0,0.0,1.0,0.0,35.333333333333336,25.146238950056393,2.42980949083964,0.018164129108489805,1.0,0.0,1.0,0.0,0.2790948698918025,0.14198483539500595,0.2790948698918025,0.14198483539500595,0.7526721358299255,0.06297166971083362,0.27909486495862385,0.1419848288331405,0.38239336952815073,0.11672066023843007,0.6351210521274431,0.1827509995298614,0.24732785896534035,0.06297163763502221,1.0,0.0,-0.29248705575710615,0.36663051506164535,0.25858391580376944,0.4179441608394931,3.703730503718058,0.8157665100959544,0.15137786092236638,0.22132556883663232,1.0,0.0,1.8239137729008992,0.14249836418274683,2.42980949083964,0.018164129108489805,2.42980949083964,0.018164129108489805,0.7526721358299255,0.06297166971083362,2.429809477256945,0.01816419422959703,1.218022974693649,0.009198172626420708,0.11498256545965589,0.010169687024491007,0.24732785896534035,0.06297163763502221,1.0,0.0,-0.29248705575710615,0.36663051506164535,0.25858391580376944,0.4179441608394931,3.703730503718058,0.8157665100959544,0.15137786092236638,0.22132556883663232,1.0,0.0,1.8239137729008992,0.14249836418274683,3.773775657018026,0.05689102430867273,3.773775657018026,0.05689102430867273,0.7526721358299255,0.06297166971083362,3.7737753915044405,0.05689115243316217,1.4803263914024545,0.006220836347086599,0.06162342241599483,0.01372564995377813,0.24732785896534035,0.06297163763502221,1.0,0.0,-0.29248705575710615,0.36663051506164535,0.25858391580376944,0.4179441608394931,3.703730503718058,0.8157665100959544,0.15137786092236638,0.22132556883663232,1.0,0.0,1.8239137729008992,0.14249836418274683
