experiment,model,variant,target_column,source_path,seed,effective_lambda_r,matched_init_to_full_cmdl,causal_ablation_validity,best_epoch,best_val_task_loss,proxy_refit_status,proxy_refit_applied,proxy_metric_interpretable,proxy_refit_reason,run_dir,train_total_loss,train_task_loss,train_recon_loss,train_mse,train_mae,train_r2,train_proxy_recon_r2,train_proxy_metric_valid,train_kstar_proxy_spearman_rho,train_kstar_proxy_spearman_p,train_kstar_mean,train_kstar_std,train_kstar_proxy_metric_valid,train_omega_entropy_mean,val_total_loss,val_task_loss,val_recon_loss,val_mse,val_mae,val_r2,val_proxy_recon_r2,val_proxy_metric_valid,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_mean,val_kstar_std,val_kstar_proxy_metric_valid,val_omega_entropy_mean,test_total_loss,test_task_loss,test_recon_loss,test_mse,test_mae,test_r2,test_proxy_recon_r2,test_proxy_metric_valid,test_kstar_proxy_spearman_rho,test_kstar_proxy_spearman_p,test_kstar_mean,test_kstar_std,test_kstar_proxy_metric_valid,test_omega_entropy_mean
formal_mechanism_ablation_no_recon_regularization_seed0,cmdl_ablation,no_recon_regularization,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,0,0.0,True,matched_init_effective_lambda_only,17,2.4199378490448,applied_ols,True,True,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware_matched_init\ablation\formal_mechanism_ablation_no_recon_regularization_seed0,0.4153383672237396,0.4153383672237396,0.7973324060440063,0.4153383568285644,0.4879401866064746,0.4579541007091963,0.20266761477709075,1.0,-0.2250889366348491,0.034990495083055115,2.7769649028778076,0.04026681184768677,1.0,1.66241455078125,2.4199378490448,2.4199378490448,0.7973324060440063,2.419937862523842,1.2117611739668064,0.1267214346453708,0.20266761477709075,1.0,-0.2250889366348491,0.034990495083055115,2.7769649028778076,0.04026681184768677,1.0,1.66241455078125,3.838505983352661,3.838505983352661,0.7973324060440063,3.8385058615172833,1.4858206871500277,0.046186096456460754,0.20266761477709075,1.0,-0.2250889366348491,0.034990495083055115,2.7769649028778076,0.04026681184768677,1.0,1.66241455078125
formal_mechanism_ablation_no_recon_regularization_seed1,cmdl_ablation,no_recon_regularization,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,1,0.0,True,matched_init_effective_lambda_only,25,2.4507718086242676,applied_ols,True,True,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware_matched_init\ablation\formal_mechanism_ablation_no_recon_regularization_seed1,0.28995397686958313,0.28995397686958313,0.7800363302230835,0.28995396993759526,0.4022051838650753,0.6244229518869634,0.21996367466304803,1.0,0.03576837730266635,0.7407612523281247,4.021153926849365,0.007620168384164572,1.0,1.9319449663162231,2.4507718086242676,2.4507718086242676,0.7800363302230835,2.4507718678192814,1.2137242876924574,0.10938098690388787,0.21996367466304803,1.0,0.03576837730266635,0.7407612523281247,4.021153926849365,0.007620168384164572,1.0,1.9319449663162231,3.7317111492156982,3.7317111492156982,0.7800363302230835,3.7317107795020146,1.473571957597282,0.07245017034762066,0.21996367466304803,1.0,0.03576837730266635,0.7407612523281247,4.021153926849365,0.007620168384164572,1.0,1.9319449663162231
formal_mechanism_ablation_no_recon_regularization_seed2,cmdl_ablation,no_recon_regularization,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2,0.0,True,matched_init_effective_lambda_only,64,2.4187188148498535,applied_ols,True,True,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware_matched_init\ablation\formal_mechanism_ablation_no_recon_regularization_seed2,0.13199226558208466,0.13199226558208466,0.6806476712226868,0.13199226810971185,0.2570347381129022,0.8229861037861697,0.3193522874558823,1.0,-0.6881406079391357,1.2859497702598464e-13,4.313072681427002,0.4062466025352478,1.0,1.8773818016052246,2.4187188148498535,2.4187188148498535,0.6806476712226868,2.4187187014277116,1.2285834624216836,0.10884527482970897,0.3193522874558823,1.0,-0.6881406079391357,1.2859497702598464e-13,4.313072681427002,0.4062466025352478,1.0,1.8773818016052246,3.7511098384857178,3.7511098384857178,0.6806476712226868,3.7511095334940237,1.4815865294600536,0.06623400044390308,0.3193522874558823,1.0,-0.6881406079391357,1.2859497702598464e-13,4.313072681427002,0.4062466025352478,1.0,1.8773818016052246
