epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_income_level_spearman_rho,val_kstar_proxy_income_level_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_income_recent_level_spearman_rho,val_kstar_proxy_income_recent_level_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_income_growth_signal_spearman_rho,val_kstar_proxy_income_growth_signal_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_omega_peak_share_3
1.0,0.8404530882835388,0.8404530882835388,,,,,,5.072317224474073,5.072317224474073,5.072317224474073,0.0,1.0,2.576495409011841,2.576495409011841,,,,,,2.5764953684324703,1.528193443658806,0.0,2.0583958625793457,0.2138311942713804,0.0,-1.0,-0.18181818181818182,0.43023793249590314,0.18181818181818182,1.0,-0.27792207792207796,0.2225320652788446,0.27792207792207796,1.0,-0.18181818181818182,0.43023793249590314,0.18181818181818182,1.0,-0.18181818181818182,0.18181818181818182,-0.17792207792207793,0.4403496824576795,0.17792207792207793,1.0,-0.17792207792207793,0.17792207792207793,-0.374025974025974,0.09485806555451039,0.374025974025974,1.0,-0.374025974025974,0.374025974025974,2.0248844822247825,6.0,2.0113341093063353,5.0,2.2092711448669435,5.0,1.994795322418213,5.0,1.0336552727321595,0.23116778258072984,0.8571428571428571,0.047619047619047616,0.8571428571428571,0.09523809523809523
2.0,0.6718708872795105,0.6718708872795105,,,,,,4.1614453092916355,4.1614453092916355,4.1614453092916355,0.0,1.0,2.105997085571289,2.105997085571289,,,,,,2.105997256254421,1.3902616025436492,0.0,2.0053861141204834,0.018109344936886183,0.0,-1.0,-0.1883116883116883,0.4136637589062404,0.1883116883116883,1.0,-0.28441558441558445,0.21146401385264044,0.28441558441558445,1.0,-0.1883116883116883,0.4136637589062404,0.1883116883116883,1.0,-0.1883116883116883,0.1883116883116883,-0.18441558441558442,0.42356621430502056,0.18441558441558442,1.0,-0.18441558441558442,0.18441558441558442,-0.39350649350649347,0.07758803344921028,0.39350649350649347,1.0,-0.39350649350649347,0.39350649350649347,2.002501626809438,6.0,2.0051361083984376,5.0,2.019152545928955,5.0,1.9953307628631591,5.0,1.0865213758498857,0.003889736761758716,0.9523809523809523,0.047619047619047616,0.9523809523809523,0.0
3.0,0.5416998863220215,0.5416998863220215,,,,,,3.536021802822272,3.536021802822272,3.536021802822272,0.0,1.0,1.7167972326278687,1.7167972326278687,,,,,,1.7167972757724332,1.2620395762579781,0.0,2.0498461723327637,0.21277802805245716,0.0,-1.0,-0.2545454545454545,0.26548784934396497,0.2545454545454545,1.0,-0.3701298701298701,0.0986265069357616,0.3701298701298701,1.0,-0.2545454545454545,0.26548784934396497,0.2545454545454545,1.0,-0.2545454545454545,0.2545454545454545,-0.274025974025974,0.22935235226578057,0.274025974025974,1.0,-0.274025974025974,0.274025974025974,-0.4402597402597402,0.0457880777293722,0.4402597402597402,1.0,-0.4402597402597402,0.4402597402597402,2.1657670537630715,6.0,2.0033961296081544,5.0,2.011377787590027,5.0,1.9956591129302979,5.0,1.0338804624146838,0.23119670904930753,0.9523809523809523,0.0,0.9523809523809523,0.047619047619047616
4.0,0.43935272097587585,0.43935272097587585,,,,,,3.157393644561205,3.157393644561205,3.157393644561205,0.0,1.0,1.4029507637023926,1.4029507637023926,,,,,,1.402950650946217,1.1460042031747955,0.0,2.007272958755493,0.028061871695924608,0.0,-1.0,-0.1922077922077922,0.4038885272768977,0.1922077922077922,1.0,-0.34545454545454546,0.12507807750179883,0.34545454545454546,1.0,-0.1922077922077922,0.4038885272768977,0.1922077922077922,1.0,-0.1922077922077922,0.1922077922077922,-0.2350649350649351,0.3050302888415488,0.2350649350649351,1.0,-0.2350649350649351,0.2350649350649351,-0.4909090909090909,0.023839688371383023,0.4909090909090909,1.0,-0.4909090909090909,0.4909090909090909,2.0190797249476113,6.0,2.0028656721115112,5.0,2.0088869094848634,5.0,1.9958979129791259,5.0,1.0845424186016952,0.0034851783194537567,1.0,0.0,1.0,0.0
5.0,0.3537725508213043,0.3537725508213043,,,,,,2.878962892555143,2.878962892555143,2.878962892555143,0.0,1.0,1.1523265838623047,1.1523265838623047,,,,,,1.1523265522322326,1.042066256205241,0.0,2.003835439682007,0.014390134809652635,0.0,-1.0,-0.18441558441558442,0.42356621430502056,0.18441558441558442,1.0,-0.32727272727272727,0.14757448251475364,0.32727272727272727,1.0,-0.18441558441558442,0.42356621430502056,0.18441558441558442,1.0,-0.18441558441558442,0.18441558441558442,-0.2324675324675325,0.31055989862791317,0.2324675324675325,1.0,-0.2324675324675325,0.2324675324675325,-0.4883116883116883,0.02470752493518718,0.4883116883116883,1.0,-0.4883116883116883,0.4883116883116883,2.0075303316116333,6.0,2.0029457569122315,5.0,2.008017587661743,5.0,1.9961092710494994,5.0,1.0845010631321526,0.0024980566378200674,1.0,0.0,1.0,0.0
6.0,0.28053101897239685,0.28053101897239685,,,,,,2.571864995017403,2.571864995017403,2.571864995017403,0.0,1.0,0.9513983130455017,0.9513983130455017,,,,,,0.9513983356989129,0.9482926570233845,0.0,2.003166913986206,0.010530690723045414,0.0,-1.0,-0.18571428571428572,0.4202513335237499,0.18571428571428572,1.0,-0.3311688311688311,0.14253086581850202,0.3311688311688311,1.0,-0.18571428571428572,0.4202513335237499,0.18571428571428572,1.0,-0.18571428571428572,0.18571428571428572,-0.24545454545454545,0.28351670883126684,0.24545454545454545,1.0,-0.24545454545454545,0.24545454545454545,-0.5168831168831168,0.0164265280840293,0.5168831168831168,1.0,-0.5168831168831168,0.5168831168831168,2.004507084687551,6.0,2.003513526916504,5.0,2.0080242395401,5.0,1.9963554620742798,5.0,1.0839002013673047,0.00264265992369042,1.0,0.0,1.0,0.0
7.0,0.21661707758903503,0.21661707758903503,,,,,,2.196540136464772,2.196540136464772,2.196540136464772,0.0,1.0,0.787149965763092,0.787149965763092,,,,,,0.787149896792039,0.8615698331878299,0.0,2.003476142883301,0.008960086877646925,0.0,-1.0,-0.20649350649350648,0.3691521306594588,0.20649350649350648,1.0,-0.31428571428571433,0.16528805484305464,0.31428571428571433,1.0,-0.20649350649350648,0.3691521306594588,0.20649350649350648,1.0,-0.20649350649350648,0.20649350649350648,-0.2506493506493506,0.2731235283481196,0.2506493506493506,1.0,-0.2506493506493506,0.2506493506493506,-0.487012987012987,0.02515075825591802,0.487012987012987,1.0,-0.487012987012987,0.487012987012987,2.0038155913352966,6.0,2.004592037200928,5.0,2.008709979057312,5.0,1.9967191457748412,5.0,1.0831071856421326,0.0028677573783603607,1.0,0.0,1.0,0.0
8.0,0.1652761697769165,0.1652761697769165,,,,,,1.787469589342215,1.787469589342215,1.787469589342215,0.0,1.0,0.647449254989624,0.647449254989624,,,,,,0.6474492833349441,0.7777373180502937,0.0,2.0044867992401123,0.0083677647056159,0.0,-1.0,-0.23766233766233766,0.2995610974844405,0.23766233766233766,1.0,-0.34545454545454546,0.12507807750179883,0.34545454545454546,1.0,-0.23766233766233766,0.2995610974844405,0.23766233766233766,1.0,-0.23766233766233766,0.23766233766233766,-0.3051948051948052,0.17852871608932544,0.3051948051948052,1.0,-0.3051948051948052,0.3051948051948052,-0.5012987012987012,0.020607851918442464,0.5012987012987012,1.0,-0.5012987012987012,0.5012987012987012,2.004333257675171,6.0,2.0062673568725584,5.0,2.0100498676300047,5.0,1.9973278522491456,5.0,1.0821309002436186,0.0031696295805618345,1.0,0.0,1.0,0.0
9.0,0.12435254454612732,0.12435254454612732,,,,,,1.3869543229590888,1.3869543229590888,1.3869543229590888,0.0,1.0,0.5220889449119568,0.5220889449119568,,,,,,0.5220889628175712,0.69217515985171,0.0,2.0062403678894043,0.00838183374572945,0.0,-1.0,-0.2935064935064935,0.19659251726168667,0.2935064935064935,1.0,-0.41298701298701296,0.0627844372189399,0.41298701298701296,1.0,-0.2935064935064935,0.19659251726168667,0.2935064935064935,1.0,-0.2935064935064935,0.2935064935064935,-0.37142857142857144,0.09735837325949603,0.37142857142857144,1.0,-0.37142857142857144,0.37142857142857144,-0.5532467532467533,0.009281014982756764,0.5532467532467533,1.0,-0.5532467532467533,0.5532467532467533,2.0058148900667825,6.0,2.008707571029663,5.0,2.0121763229370115,5.0,1.998347783088684,5.0,1.0809328948075514,0.003569292312031739,1.0,0.0,1.0,0.0
10.0,0.09400052577257156,0.09400052577257156,,,,,,1.0854611430097831,1.0854611430097831,1.0854611430097831,0.0,1.0,0.4078730642795563,0.4078730642795563,,,,,,0.40787308343130996,0.603543758392334,0.0,2.0088489055633545,0.00887113745963867,0.0,-1.0,-0.2792207792207792,0.22028859486514027,0.2792207792207792,1.0,-0.44675324675324674,0.042323919728474726,0.44675324675324674,1.0,-0.2792207792207792,0.22028859486514027,0.2792207792207792,1.0,-0.2792207792207792,0.2792207792207792,-0.37922077922077924,0.08999962703369178,0.37922077922077924,1.0,-0.37922077922077924,0.37922077922077924,-0.6142857142857143,0.0030502365456209725,0.6142857142857143,1.0,-0.6142857142857143,0.6142857142857143,2.008244434992472,6.0,2.012043571472168,5.0,2.015274000167847,5.0,1.9999540805816651,5.0,1.0794904297976988,0.004085735825163705,1.0,0.0,1.0,0.0
