epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_atm_count_spearman_rho,val_kstar_proxy_atm_count_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_terminal_count_spearman_rho,val_kstar_proxy_terminal_count_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_credit_card_depth_spearman_rho,val_kstar_proxy_credit_card_depth_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q2_mean,val_kstar_anchor_q3_mean,val_kstar_anchor_q4_mean,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_z_std,val_z_proxy_spearman_rho,val_z_proxy_spearman_p,val_z_proxy_spearman_adjusted_rho,val_z_proxy_metric_valid,val_z_anchor_spearman_rho,val_z_anchor_spearman_p,val_z_anchor_expected_sign,val_z_anchor_adjusted_rho,val_z_anchor_metric_valid,val_lag_gate_sensitivity_slope,val_lag_gate_sensitivity_range,val_lag_gate_grid_min_kstar,val_lag_gate_grid_max_kstar,val_proxy_recon_r2,val_proxy_anchor_recon_r2,val_proxy_metric_valid,val_proxy_1_recon_r2,val_proxy_proxy_atm_count_recon_r2,val_proxy_2_recon_r2,val_proxy_proxy_terminal_count_recon_r2,val_proxy_3_recon_r2,val_proxy_proxy_credit_card_depth_recon_r2
1.0,1.3863428831100464,1.363110899925232,0.23232027888298035,0.011985174380242825,0.0,0.0,0.0,15.88886365068581,15.88886365068581,15.888761331940742,0.057021458324343036,1.0,17.152185440063477,17.12947654724121,0.22708584368228912,0.009728880599141121,0.0,0.0,0.0,17.12947538360819,4.121109493431591,0.0,1.0756975412368774,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2681333129667927,0.0,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.868521511554718,0.8458129167556763,0.22708584368228912,0.009728880599141121,0.0,0.0,0.0,12.186234270808121,12.186234270808121,12.186102781694018,0.056610043346159954,1.0,15.430291175842285,15.408014297485352,0.22276420891284943,0.007968764752149582,0.0,0.0,0.0,15.408015286879417,3.9086348584720065,0.0,1.0753977298736572,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2673829686064459,5.551115123125783e-17,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.4897749423980713,0.4674985110759735,0.22276420891284943,0.007968764752149582,0.0,0.0,0.0,8.336281026124118,8.336281026124118,8.336091054917553,0.056278509579949676,1.0,13.888367652893066,13.8665189743042,0.21848304569721222,0.006294231861829758,0.0,0.0,0.0,13.866518289008614,3.707985472111475,0.0,1.0751038789749146,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2666453375857485,5.551115123125783e-17,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.25794103741645813,0.2360927313566208,0.21848304569721222,0.006294231861829758,0.0,0.0,0.0,4.98165304029044,4.98165304029044,4.981338611220398,0.05597011881197235,1.0,12.542718887329102,12.521273612976074,0.21445362269878387,0.004799656104296446,0.0,0.0,0.0,12.521274155814838,3.523734441825322,0.0,1.0748159885406494,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.265922430701955,5.551115123125783e-17,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.13724128901958466,0.11579593271017075,0.21445362269878387,0.004799656104296446,0.0,0.0,0.0,2.3088052205639085,2.3088052205639085,2.3081332052588603,0.05570146573132961,1.0,11.445323944091797,11.424253463745117,0.21070492267608643,0.0034876535646617413,0.0,0.0,0.0,11.42425399040684,3.3667918613978793,0.0,1.0745478868484497,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2652474530900911,5.551115123125783e-17,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.10657361894845963,0.08550312370061874,0.21070492267608643,0.0034876535646617413,0.0,0.0,0.0,1.6034743065388612,1.6034743065388612,1.6025142106289918,0.055480234880731845,1.0,10.832070350646973,10.811307907104492,0.20762695372104645,0.002523558447137475,0.0,0.0,0.0,10.811308053810757,3.277410172280811,0.0,1.074407696723938,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2648938704798053,1.1893979835722249e-08,1.0,1.0,0.0,6.346668452023863e-09,,,,0.0,,,-1.0,,0.0,1.6580691342016132,0.0,1.074407696723938,1.074407696723938,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.11022575944662094,0.08946306258440018,0.20762695372104645,0.002523558447137475,0.0,0.0,0.0,2.4114084483469425,2.4114084483469425,2.410774096729016,0.055307859291471924,1.0,10.576988220214844,10.55639362335205,0.20594240725040436,0.00213104416616261,0.0,0.0,0.0,10.556394434920552,3.2408442951384044,0.0,1.0743683576583862,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.26479427469011263,0.0,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.11284837126731873,0.09225413203239441,0.20594240725040436,0.00213104416616261,0.0,0.0,0.0,2.8234811018431016,2.8234811018431016,2.822942008084364,0.05517201698102257,1.0,10.561294555664062,10.540787696838379,0.20507104694843292,0.0020399580243974924,0.0,0.0,0.0,10.54078711389451,3.2404743943895613,0.0,1.074393391609192,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.26485822210471627,0.0,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.10061755031347275,0.08011044561862946,0.20507104694843292,0.0020399580243974924,0.0,0.0,0.0,2.7638625096418283,2.7638625096418283,2.763314273742106,0.05504722278882855,1.0,10.715801239013672,10.695321083068848,0.20480209589004517,0.0021565291099250317,0.0,0.0,0.0,10.695320138514372,3.2657750050226846,0.0,1.0744646787643433,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.26503699721215657,5.551115123125783e-17,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.08240260928869247,0.06192240118980408,0.20480209589004517,0.0021565291099250317,0.0,0.0,0.0,2.4335263155478772,2.4335263155478772,2.4329062393575445,0.05493231252328996,1.0,10.998308181762695,10.977808952331543,0.20499184727668762,0.002428487641736865,0.0,0.0,0.0,10.97780915352327,3.3098598434811546,0.0,1.074569582939148,2.538667380809545e-08,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2653016454566456,1.2661790314083978e-08,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
