experiment,model,ablation,feature_bundle,seed,max_lag,seq_features,best_epoch,train_years,val_years,test_years,proxy_static_cross_section_degenerate,target_entity_mean_degenerate,zero_variance_proxy_static_columns,summary_path,test_mse,test_mae,test_r2,test_r2_delta_vs_train_mean,test_r2_delta_vs_entity_mean,test_r2_delta_vs_persistence,test_r2_delta_vs_panel_ols,test_r2_delta_vs_grouped_ardl,test_kstar_mean,test_kstar_std,test_kstar_proxy_spearman_adjusted_rho,test_kstar_proxy_mean_spearman_adjusted_rho,test_lag_gate_sensitivity_range,test_omega_entropy_mean,test_omega_top1_share,test_proxy_recon_r2,test_proxy_anchor_recon_r2,test_baseline_grouped_ardl_r2,test_baseline_grouped_ardl_effective_lag_mean
multiseq_overlap_cmdl_seed42,cmdl,none,multiseq_overlap,42,2,6,1,"2019,2020,2021","2020,2021,2022","2021,2022,2023",True,True,"proxy_atm_count,proxy_terminal_count,proxy_credit_card_depth,static_noncash_value,static_withdrawal_value",C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\smoke\multiseq_overlap_cmdl_seed42\summary.json,30.26838322239158,5.492638787343388,0.0,0.0,0.0,0.0,0.0,0.0,1.0777949094772339,0.0,,,0.0,0.27335041536594257,1.0,,,0.0,
multiseq_overlap_no_ac_encoder_seed42,cmdl,no_ac_encoder,multiseq_overlap,42,2,6,1,"2019,2020,2021","2020,2021,2022","2021,2022,2023",True,True,"proxy_atm_count,proxy_terminal_count,proxy_credit_card_depth,static_noncash_value,static_withdrawal_value",C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\smoke\multiseq_overlap_no_ac_encoder_seed42\summary.json,32.72222780131837,5.7084835696788065,0.0,0.0,0.0,0.0,0.0,0.0,1.8153150081634521,0.0,,,0.0,0.47842370556407054,1.0,,,0.0,
multiseq_overlap_no_recon_regularization_seed42,cmdl,no_recon_regularization,multiseq_overlap,42,2,6,1,"2019,2020,2021","2020,2021,2022","2021,2022,2023",True,True,"proxy_atm_count,proxy_terminal_count,proxy_credit_card_depth,static_noncash_value,static_withdrawal_value",C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\smoke\multiseq_overlap_no_recon_regularization_seed42\summary.json,30.268383234577215,5.492638788762546,0.0,0.0,0.0,0.0,0.0,0.0,1.0777949094772339,0.0,,,0.0,0.27335041536594257,1.0,,,0.0,
multiseq_overlap_plain_lstm_seed42,plain_lstm,none,multiseq_overlap,42,2,6,1,"2019,2020,2021","2020,2021,2022","2021,2022,2023",True,True,"proxy_atm_count,proxy_terminal_count,proxy_credit_card_depth,static_noncash_value,static_withdrawal_value",C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\smoke\multiseq_overlap_plain_lstm_seed42\summary.json,37.267363485694716,6.091486174081053,0.0,0.0,0.0,0.0,0.0,0.0,1.4047619104385376,0.19633836312465053,,,,0.5611191812545857,1.0,,,0.0,
multiseq_overlap_uniform_lag_seed42,cmdl,uniform_lag,multiseq_overlap,42,2,6,1,"2019,2020,2021","2020,2021,2022","2021,2022,2023",True,True,"proxy_atm_count,proxy_terminal_count,proxy_credit_card_depth,static_noncash_value,static_withdrawal_value",C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\smoke\multiseq_overlap_uniform_lag_seed42\summary.json,31.45938497839716,5.598345561396508,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,,,0.0,0.6931471805599453,1.0,,,0.0,
single_feature_cmdl_seed42,cmdl,none,single_overlap,42,2,1,1,"2019,2020,2021","2020,2021,2022","2021,2022,2023",True,True,"proxy_atm_count,proxy_terminal_count,proxy_credit_card_depth,static_noncash_value,static_withdrawal_value",C:\DevSpace\PyDevspace\CMDL\RQ_res\outputs\informal_acgate\smoke\single_feature_cmdl_seed42\summary.json,33.62492238668068,5.787911491734641,0.0,0.0,0.0,0.0,0.0,0.0,1.0756975412368774,0.0,,,0.0,0.2681333129667927,1.0,,,0.0,
