epoch,train_task_loss,train_grad_norm,val_task_loss,val_mae,val_r2
1.0,1.1378504037857056,8.750925064086914,2.8101065158843994,1.3244652147351934,-0.01345858698489899
2.0,0.8420345187187195,3.261566400527954,2.692655324935913,1.272550751336949,0.028370747904866416
3.0,0.8049824833869934,2.5928354263305664,2.675671339035034,1.2607218754481326,0.03398935907216007
4.0,0.8057178258895874,3.54011607170105,2.668116569519043,1.261573292879444,0.036402463363374514
5.0,0.7783540487289429,2.5075526237487793,2.6990363597869873,1.2812033116492922,0.023583671403418327
6.0,0.7508589625358582,0.596506655216217,2.7640886306762695,1.3115554744074347,-0.003066395575920903
7.0,0.769713282585144,1.8363043069839478,2.7872657775878906,1.3237198176299871,-0.012994900193835516
8.0,0.7738413214683533,2.6142032146453857,2.7642712593078613,1.319062982939861,-0.004695173101101531
9.0,0.7600017786026001,2.3471765518188477,2.713416337966919,1.3028605169277976,0.014642861796400453
10.0,0.7514845728874207,1.3661227226257324,2.660579204559326,1.281928224538481,0.034931045992601696
11.0,0.7410014271736145,0.2167472541332245,2.637700080871582,1.2694584881872728,0.043784566591240505
12.0,0.7351605892181396,1.3571473360061646,2.64465594291687,1.2681734360980266,0.04113306674845211
13.0,0.7383461594581604,1.7603591680526733,2.6655125617980957,1.2742936191374832,0.03291880721027466
14.0,0.7297887206077576,1.5082403421401978,2.7001454830169678,1.2871255567367894,0.019031564327073258
15.0,0.7110209465026855,0.49427857995033264,2.7432453632354736,1.302622382423248,0.0012849089016190307
16.0,0.706394374370575,0.6415793299674988,2.7714836597442627,1.3134245257260222,-0.01098201505398357
17.0,0.7010619044303894,1.2203116416931152,2.774829864501953,1.3147348623906234,-0.013573011152539524
18.0,0.6979214549064636,1.1177334785461426,2.753225088119507,1.3072941461154683,-0.006244018798639062
19.0,0.6870377659797668,0.4039783477783203,2.725074052810669,1.297175316323498,0.0036502084512286537
20.0,0.6784565448760986,0.6342504024505615,2.7111988067626953,1.293155976338312,0.00754735741356886
21.0,0.6674131155014038,1.1892755031585693,2.7213988304138184,1.2980875355318526,0.0014236398206369794
22.0,0.6548298597335815,1.050729751586914,2.7555606365203857,1.3125426170035182,-0.014783452297412977
23.0,0.6418139338493347,0.19081923365592957,2.801255226135254,1.3285175677191354,-0.035469591544266245
24.0,0.6391085386276245,0.9220160841941833,2.825255870819092,1.3337158419361168,-0.046476743017084675
25.0,0.6331272125244141,0.7862452864646912,2.8298721313476562,1.3295046409140483,-0.048536394065968214
26.0,0.6126670241355896,0.2395719587802887,2.8402864933013916,1.327191457766193,-0.05250041601228622
27.0,0.6086238026618958,0.9168320894241333,2.871774911880493,1.3343549289486625,-0.06565375361518137
28.0,0.5956740975379944,0.6963279247283936,2.917325258255005,1.3469807972115548,-0.08504658201688596
29.0,0.5754599571228027,0.23923960328102112,2.9567575454711914,1.3563229356412634,-0.10207901633581062
30.0,0.5740903615951538,0.6290675401687622,2.9762587547302246,1.357647765815879,-0.11072042481622892
31.0,0.5548251271247864,0.6425929069519043,2.97515869140625,1.3523299879937742,-0.1110019931397081
