experiment,scenario,best_epoch,best_val_task_loss,total_loss,task_loss,recon_loss,kstar_mae,kstar_rmse,kstar_spearman_rho,kstar_spearman_p,z_spearman_rho,z_spearman_p,proxy_recon_r2,omega_entropy_mean,omega_peak_accuracy
E1a_linear,linear,5.0,0.2157493382692337,0.28024810552597046,0.1629372090101242,1.1731088161468506,2.2846121788024902,2.789332911152997,0.964456116767309,2.1150815174673823e-116,0.9703352583814596,4.756547071973233e-124,-23.433924451760163,1.656894996685149,0.055
E1b_identification,linear,,,,,,,,,,0.9703352583814596,4.756547071973233e-124,-23.433924451760163,,
E1c_nonlinear,nonlinear,5.0,0.19311602413654327,0.27141517400741577,0.1541835218667984,1.1723164319992065,2.554524927139282,2.8254577724008443,0.9440274518224542,2.56377262249484e-97,0.9711767794194857,2.8705824429336e-125,-23.415079231939377,1.6079079246566568,0.12
