display_name,family,variant,seed,experiment,target_column,feature_bundle,lag_method,anchor_proxy_name,anchor_expected_sign,proxy_refit_status,proxy_metric_interpretable,test_effective_kstar_proxy_spearman_rho,test_effective_kstar_proxy_spearman_adjusted_rho,test_effective_kstar_proxy_mean_spearman_rho,test_effective_kstar_proxy_mean_spearman_adjusted_rho,test_effective_kstar_proxy_metric_valid,test_effective_kstar_mean,test_effective_kstar_std,test_effective_lag_entropy_mean,test_effective_lag_entropy_std,test_effective_lag_top1_share,test_z_std,test_z_proxy_spearman_adjusted_rho,test_z_anchor_adjusted_rho,test_omega_entropy_penalty,test_omega_entropy_band_violation_share,test_z_anchor_loss,test_lag_gate_sensitivity_slope,test_lag_gate_sensitivity_range,test_proxy_signal_r2,test_proxy_signal_metric_valid,omega_transform,lambda_omega_entropy,omega_entropy_min,omega_entropy_max,lambda_z_anchor,z_anchor_target_sign
No Recon Regularization,ablation,no_recon_regularization,2,energy_ablation_no_recon_regularization_seed2,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.8706862757495668,0.8706862757495668,-0.9192200204858433,0.9192200204858433,True,4.367918491363525,0.1435961594174682,1.7395339620744426,0.07334775995835056,1.0,0.0930256697720774,0.8706862757495668,0.8706862757495668,0.0,0.0,0.0,1.5057255112425512,0.39516401290893555,0.8290142926877162,True,softmax,0.0,,,0.0,1.0
CMDL,cmdl,,2,energy_cmdl_seed2,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.8706862757495668,0.8706862757495668,-0.9192200204858433,0.9192200204858433,True,4.367867469787598,0.14358600315068207,1.7395633890749649,0.07333542930702515,1.0,0.09301078663707747,0.8706862757495668,0.8706862757495668,0.0,0.0,0.0,1.5058757016546451,0.3951401710510254,0.8290050613052348,True,softmax,0.0,,,0.0,1.0
CMDL,cmdl,,19,energy_cmdl_seed19,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.8754663058460526,0.8754663058460526,-0.8912985748428786,0.8912985748428786,True,6.716113090515137,0.17959423419472526,1.8704901535978757,0.015382512837724155,1.0,0.18281892137943387,-0.9221790867360488,-0.9221790867360488,0.0,0.0,0.0,-0.9211580565333729,0.4189453125,0.8389992949525468,True,softmax,0.0,,,0.0,1.0
No Recon Regularization,ablation,no_recon_regularization,19,energy_ablation_no_recon_regularization_seed19,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.8754663058460526,0.8754663058460526,-0.8912985748428786,0.8912985748428786,True,6.71613883972168,0.17957672862249058,1.8704883006782667,0.01538091683261421,1.0,0.18281255249296327,-0.9221790867360488,-0.9221790867360488,0.0,0.0,0.0,-0.9210974203870843,0.41890668869018555,0.8389981951949103,True,softmax,0.0,,,0.0,1.0
No Recon Regularization,ablation,no_recon_regularization,16,energy_ablation_no_recon_regularization_seed16,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.9189924000050581,0.9189924000050581,-0.9220526309133903,0.9220526309133903,True,4.454137802124023,0.07130106133042788,1.9037555618179254,0.008359806637674721,1.0,0.2076487310088943,-0.9189924000050581,-0.9189924000050581,0.0,0.0,0.0,-0.3484472907483169,0.1786646842956543,0.8550503769965264,True,softmax,0.0,,,0.0,1.0
CMDL,cmdl,,16,energy_cmdl_seed16,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.9189924000050581,0.9189924000050581,-0.9220526309133903,0.9220526309133903,True,4.454153060913086,0.07129881166101476,1.9037573388100224,0.00835931329414361,1.0,0.20764992100331542,-0.9189924000050581,-0.9189924000050581,0.0,0.0,0.0,-0.3484359759143993,0.17865943908691406,0.8550496368592756,True,softmax,0.0,,,0.0,1.0
CMDL,cmdl,,4,energy_cmdl_seed4,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.9554875504242593,0.9554875504242593,-0.9602928716852768,0.9602928716852768,True,4.977517127990723,0.12505788752611607,1.9867757183560848,0.01148387349126774,1.0,0.27016329477113354,0.9554875504242593,0.9554875504242593,0.0,0.0,0.0,0.46405041552064424,0.28731822967529297,0.852710253226746,True,softmax,0.0,,,0.0,1.0
No Recon Regularization,ablation,no_recon_regularization,4,energy_ablation_no_recon_regularization_seed4,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.9554875504242593,0.9554875504242593,-0.9602928716852768,0.9602928716852768,True,4.977499961853027,0.12505581641910948,1.986779712179079,0.011482553738993479,1.0,0.2701660586973162,0.9554875504242593,0.9554875504242593,0.0,0.0,0.0,0.4640391890240369,0.28731346130371094,0.8527069311983629,True,softmax,0.0,,,0.0,1.0
CMDL,cmdl,,8,energy_cmdl_seed8,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.9579407933838313,0.9579407933838313,-0.9667927009699161,0.9667927009699161,True,4.528223514556885,0.4144411896468119,1.8367763964257795,0.01119608109615104,0.5512820512820513,0.3594745916207448,-0.9579407933838313,-0.9579407933838313,0.0,0.0,0.0,-1.1668908164735612,0.9486007690429688,0.8542314555254414,True,softmax,0.0,,,0.0,1.0
No Recon Regularization,ablation,no_recon_regularization,8,energy_ablation_no_recon_regularization_seed8,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,-0.9579407933838313,0.9579407933838313,-0.9667927009699161,0.9667927009699161,True,4.52822732925415,0.41442987301616097,1.8367742759188785,0.011197304649881456,0.5512820512820513,0.3594714747813653,-0.9579407933838313,-0.9579407933838313,0.0,0.0,0.0,-1.1668662300512538,0.948575496673584,0.8542308814242103,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,17,energy_ablation_uniform_lag_seed17,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.19377874958352817,-0.9724073394959469,-0.9724073394959469,0.0,0.0,0.0,0.9284005521029095,0.46702098846435547,0.9099674459987126,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,5,energy_ablation_uniform_lag_seed5,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.17569313069727896,0.9465597693445793,0.9465597693445793,0.0,0.0,0.0,-2.584834790341355,1.1564044952392578,0.9079499215973895,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,12,energy_ablation_uniform_lag_seed12,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.18340369165648432,-0.9288053718433464,-0.9288053718433464,0.0,0.0,0.0,-1.2411088918480941,0.5806193351745605,0.8933734550178682,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,2,energy_ablation_uniform_lag_seed2,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.24583537322235877,-0.9761504318466344,-0.9761504318466344,0.0,0.0,0.0,1.6417670773370827,0.9765810966491699,0.8813765908782897,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,9,energy_ablation_uniform_lag_seed9,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.1876681905655334,0.9350522894826692,0.9350522894826692,0.0,0.0,0.0,0.46199629715376705,0.20628881454467773,0.8766567237501547,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,11,energy_ablation_uniform_lag_seed11,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.12579447767664934,0.9151481429962441,0.9151481429962441,0.0,0.0,0.0,0.9172959661707717,0.30844688415527344,0.8730730038471161,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,4,energy_ablation_uniform_lag_seed4,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.2645154631254496,0.9716991868890603,0.9716991868890603,0.0,0.0,0.0,0.43072161868025605,0.2618417739868164,0.8604950655537472,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,10,energy_ablation_uniform_lag_seed10,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.34870747549009173,-0.9640106728714323,-0.9640106728714323,0.0,0.0,0.0,-0.14578171837429746,0.14612340927124023,0.8603204036960705,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,19,energy_ablation_uniform_lag_seed19,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.21179972575460812,-0.9173737654750312,-0.9173737654750312,0.0,0.0,0.0,-2.2306403576051514,1.1131892204284668,0.8379002142837125,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,15,energy_ablation_uniform_lag_seed15,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.17410423339280415,0.9044499803993474,0.9044499803993474,0.0,0.0,0.0,-0.5232204785859245,0.22899293899536133,0.8374902031421415,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,8,energy_ablation_uniform_lag_seed8,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.28913673030359555,-0.925998052580331,-0.925998052580331,0.0,0.0,0.0,-0.8133287335143782,0.5739431381225586,0.8323790103597352,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,1,energy_ablation_uniform_lag_seed1,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.22029295876924443,0.85983636616548,0.85983636616548,0.0,0.0,0.0,-0.6985772201294672,0.3523900508880615,0.8306047397825346,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,18,energy_ablation_uniform_lag_seed18,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.18439278658334007,0.9218755927616686,0.9218755927616686,0.0,0.0,0.0,-0.026790290913242122,0.0325927734375,0.828220368612382,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,13,energy_ablation_uniform_lag_seed13,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.3473353495927157,-0.8149192579572325,-0.8149192579572325,0.0,0.0,0.0,0.4124373543677397,0.35329270362854004,0.8231905628381909,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,6,energy_ablation_uniform_lag_seed6,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.11997436443317633,-0.8325724908003389,-0.8325724908003389,0.0,0.0,0.0,0.34319079920325035,0.10576486587524414,0.8098185397798998,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,16,energy_ablation_uniform_lag_seed16,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.20233943371272553,-0.7808267681685402,-0.7808267681685402,0.0,0.0,0.0,-0.5299036397249595,0.275787353515625,0.7947262021971974,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,14,energy_ablation_uniform_lag_seed14,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.12929641648957946,-0.8287282337915248,-0.8287282337915248,0.0,0.0,0.0,-0.9848483183717001,0.34752869606018066,0.7819202727448124,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,3,energy_ablation_uniform_lag_seed3,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.196332810868985,-0.7274877021712464,-0.7274877021712464,0.0,0.0,0.0,-0.005746012864987872,0.009346961975097656,0.6849815738485604,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,7,energy_ablation_uniform_lag_seed7,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.11646758123682599,-0.7210131640511386,-0.7210131640511386,0.0,0.0,0.0,0.5757634297279436,0.1961836814880371,0.6204109077842173,True,softmax,0.0,,,0.0,1.0
Uniform Lag,ablation,uniform_lag,0,energy_ablation_uniform_lag_seed0,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,applied_ols,True,,,,,False,5.5,0.0,2.3025851124040755,4.440892098500626e-16,1.0,0.08598344125336754,-0.35692155945320503,-0.35692155945320503,0.0,0.0,0.0,-0.6717671801821657,0.18066835403442383,0.07189129306708068,True,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,0,energy_grouped_ardl_seed0,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,1,energy_grouped_ardl_seed1,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,2,energy_grouped_ardl_seed2,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,3,energy_grouped_ardl_seed3,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,4,energy_grouped_ardl_seed4,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,5,energy_grouped_ardl_seed5,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,6,energy_grouped_ardl_seed6,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,7,energy_grouped_ardl_seed7,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,8,energy_grouped_ardl_seed8,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,9,energy_grouped_ardl_seed9,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,10,energy_grouped_ardl_seed10,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,11,energy_grouped_ardl_seed11,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,12,energy_grouped_ardl_seed12,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,13,energy_grouped_ardl_seed13,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,14,energy_grouped_ardl_seed14,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,15,energy_grouped_ardl_seed15,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,16,energy_grouped_ardl_seed16,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,17,energy_grouped_ardl_seed17,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,18,energy_grouped_ardl_seed18,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
Grouped ARDL,grouped_ardl,,19,energy_grouped_ardl_seed19,co2_per_unit_energy,minimal,grouped_distributed_lag_ols,proxy_government_effectiveness,-1.0,,,,,,,,5.989824566738116,,,,,,,,,,,,,,,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,0,energy_ablation_no_ac_encoder_seed0,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,4.787174224853516,0.0,1.8865176256894607,4.440892098500626e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,1,energy_ablation_no_ac_encoder_seed1,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,3.6245758533477783,0.0,1.8984838357175862,8.881784197001252e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,2,energy_ablation_no_ac_encoder_seed2,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,4.1830596923828125,0.0,1.847362495950594,2.220446049250313e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,3,energy_ablation_no_ac_encoder_seed3,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,5.174973487854004,0.0,1.6758489759196387,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,4,energy_ablation_no_ac_encoder_seed4,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,4.951290130615234,0.0,1.9896007672863603,2.220446049250313e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,5,energy_ablation_no_ac_encoder_seed5,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,5.748934745788574,0.0,2.0457175437483257,8.881784197001252e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,6,energy_ablation_no_ac_encoder_seed6,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,4.653682708740234,0.0,1.7692707404948396,1.1102230246251565e-15,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,7,energy_ablation_no_ac_encoder_seed7,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,5.249798774719238,0.0,2.055053158592184,4.440892098500626e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,8,energy_ablation_no_ac_encoder_seed8,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,4.234991550445557,0.0,1.7707484380632865,8.881784197001252e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,9,energy_ablation_no_ac_encoder_seed9,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,4.631323337554932,0.0,1.8049387081373822,8.881784197001252e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,10,energy_ablation_no_ac_encoder_seed10,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,6.358904838562012,0.0,2.0941776521774487,4.440892098500626e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,11,energy_ablation_no_ac_encoder_seed11,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,5.3565826416015625,0.0,2.0111347993944837,0.0,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,12,energy_ablation_no_ac_encoder_seed12,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,5.786511421203613,0.0,1.9444205650672706,6.661338147750939e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,13,energy_ablation_no_ac_encoder_seed13,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,3.9592089653015137,0.0,1.8151346709205198,4.440892098500626e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,14,energy_ablation_no_ac_encoder_seed14,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,3.006768226623535,0.0,1.1444622583377277,2.220446049250313e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,15,energy_ablation_no_ac_encoder_seed15,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,5.506220817565918,0.0,1.5796741150805342,4.440892098500626e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,16,energy_ablation_no_ac_encoder_seed16,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,4.431642532348633,0.0,1.8958191206602224,1.1102230246251565e-15,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,17,energy_ablation_no_ac_encoder_seed17,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,4.086841583251953,0.0,1.8765213016238464,6.661338147750939e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,18,energy_ablation_no_ac_encoder_seed18,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,5.348592758178711,0.0,1.9548636036724911,2.220446049250313e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
No AC Encoder,ablation,no_ac_encoder,19,energy_ablation_no_ac_encoder_seed19,co2_per_unit_energy,minimal,learned_omega,proxy_government_effectiveness,-1.0,skipped_rank_deficient,False,,,,,False,6.895777225494385,0.0,1.8395328910293454,2.220446049250313e-16,1.0,0.0,,,0.0,0.0,0.0,,0.0,,False,softmax,0.0,,,0.0,1.0
