display_name,family,variant,seed,experiment,target_column,feature_bundle,best_epoch,best_val_task_loss,test_r2,test_baseline_persistence_r2,test_baseline_panel_ols_r2,test_baseline_grouped_ardl_r2,test_baseline_best_simple_r2,test_r2_delta_vs_persistence,test_r2_delta_vs_panel_ols,test_r2_delta_vs_grouped_ardl,test_mae,test_mse
Plain LSTM,plain_lstm,,4,energy_lstm_seed4,co2_per_unit_energy,minimal,24,13.835046768188477,-0.021783489266800182,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7806225443941766,-0.6546433167270644,-0.6288614667741339,16.58175007144236,24167.279767149652
Plain LSTM,plain_lstm,,10,energy_lstm_seed10,co2_per_unit_energy,minimal,25,13.885993957519531,-0.02196721741664487,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7808062725440212,-0.6548270448769091,-0.6290451949239786,16.705805296689753,24162.83172486562
CMDL,cmdl,,11,energy_cmdl_seed11,co2_per_unit_energy,minimal,24,13.992125511169434,-0.02235559144651622,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7811946465738926,-0.6552154189067805,-0.6294335689538499,16.756871812553026,24164.39519694095
No Recon Regularization,ablation,no_recon_regularization,11,energy_ablation_no_recon_regularization_seed11,co2_per_unit_energy,minimal,24,13.992146492004395,-0.02235575669224003,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7811948118196164,-0.6552155841525042,-0.6294337341995737,16.756871772179792,24164.395062351767
Uniform Lag,ablation,uniform_lag,16,energy_ablation_uniform_lag_seed16,co2_per_unit_energy,minimal,19,14.066697120666504,-0.022512330084543453,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7813513852119198,-0.6553721575448077,-0.6295903075918772,16.729661517766598,24178.39039852922
Uniform Lag,ablation,uniform_lag,2,energy_ablation_uniform_lag_seed2,co2_per_unit_energy,minimal,21,14.198596000671387,-0.02279190534226046,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7816309604696369,-0.6556517328025248,-0.6298698828495942,16.671011849002053,24178.712511349015
CMDL,cmdl,,13,energy_cmdl_seed13,co2_per_unit_energy,minimal,24,14.408406257629395,-0.022901938264392168,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7817409933917685,-0.6557617657246564,-0.6299799157717259,16.738069062644584,24179.45888935766
No Recon Regularization,ablation,no_recon_regularization,13,energy_ablation_no_recon_regularization_seed13,co2_per_unit_energy,minimal,24,14.408407211303711,-0.0229019768057724,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7817410319331488,-0.6557618042660367,-0.6299799543131062,16.73806309583174,24179.45841298224
No AC Encoder,ablation,no_ac_encoder,18,energy_ablation_no_ac_encoder_seed18,co2_per_unit_energy,minimal,20,14.370190620422363,-0.023440010764418855,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7822790658917952,-0.6562998382246831,-0.6305179882717525,16.708972914206086,24184.51767152026
Plain LSTM,plain_lstm,,19,energy_lstm_seed19,co2_per_unit_energy,minimal,20,14.085831642150879,-0.024144272787860317,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7829833279152367,-0.6570041002481246,-0.6312222502951941,16.733669920185676,24174.765579191593
CMDL,cmdl,,1,energy_cmdl_seed1,co2_per_unit_energy,minimal,21,13.996672630310059,-0.024177986134401325,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7830170412617777,-0.6570378135946656,-0.6312559636417351,16.774848719905567,24180.133730314352
No Recon Regularization,ablation,no_recon_regularization,1,energy_ablation_no_recon_regularization_seed1,co2_per_unit_energy,minimal,21,13.996773719787598,-0.024178230610183465,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7830172857375598,-0.6570380580704477,-0.6312562081175171,16.774889298243068,24180.134749191235
Plain LSTM,plain_lstm,,17,energy_lstm_seed17,co2_per_unit_energy,minimal,22,14.085143089294434,-0.024412022164127856,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7832510772915042,-0.6572718496243921,-0.6314899996714616,16.759663831544085,24181.170920606943
Uniform Lag,ablation,uniform_lag,0,energy_ablation_uniform_lag_seed0,co2_per_unit_energy,minimal,20,14.200980186462402,-0.024460588838157937,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7832996439655343,-0.6573204162984222,-0.6315385663454917,16.73966351028683,24180.637812237273
Plain LSTM,plain_lstm,,3,energy_lstm_seed3,co2_per_unit_energy,minimal,29,13.95721435546875,-0.02468794352577845,0.7588390551273764,0.6328598274602643,0.6070779775073337,0.7588390551273764,-0.7835269986531548,-0.6575477709860427,-0.6317659210331121,16.78234339426829,24170.259424084245
