display_name,family,variant,target_column,feature_bundle,anchor_proxy_name,anchor_expected_sign,n_seeds,test_r2_mean,test_r2_std,test_r2_delta_vs_persistence_mean,test_r2_delta_vs_persistence_std,test_r2_delta_vs_panel_ols_mean,test_r2_delta_vs_panel_ols_std,test_r2_delta_vs_grouped_ardl_mean,test_r2_delta_vs_grouped_ardl_std,test_effective_kstar_proxy_spearman_adjusted_rho_mean,test_effective_kstar_proxy_spearman_adjusted_rho_std,test_effective_kstar_proxy_mean_spearman_adjusted_rho_mean,test_effective_kstar_proxy_mean_spearman_adjusted_rho_std,test_effective_kstar_std_mean,test_effective_kstar_std_std,test_effective_lag_entropy_mean_mean,test_effective_lag_entropy_mean_std,test_effective_lag_top1_share_mean,test_effective_lag_top1_share_std,test_z_std_mean,test_z_std_std,test_z_proxy_spearman_adjusted_rho_mean,test_z_proxy_spearman_adjusted_rho_std,test_z_anchor_adjusted_rho_mean,test_z_anchor_adjusted_rho_std,test_omega_entropy_penalty_mean,test_omega_entropy_penalty_std,test_omega_entropy_band_violation_share_mean,test_omega_entropy_band_violation_share_std,test_z_anchor_loss_mean,test_z_anchor_loss_std,test_lag_gate_sensitivity_range_mean,test_lag_gate_sensitivity_range_std,test_proxy_signal_r2_mean,test_proxy_signal_r2_std,test_effective_kstar_proxy_spearman_adjusted_rho_positive_share,test_effective_kstar_proxy_mean_spearman_adjusted_rho_positive_share,test_z_proxy_spearman_adjusted_rho_positive_share,test_z_anchor_adjusted_rho_positive_share,mechanism_positive_seed_share
CMDL,cmdl,,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,20,-0.028567153527486667,0.0050179120056919975,-0.787406208654863,0.005017912005691999,-0.6614269809877509,0.005017912005691999,-0.6356451310348203,0.005017912005691999,-0.014338563591048492,0.7852597646993221,-0.012375967696228707,0.7927340785382065,0.10791174350509096,0.09272373172963219,1.857061770785299,0.19518926113043433,0.8903846153846153,0.1760552460721882,0.17308134897207664,0.09697835682550242,-0.16861113569974326,0.7939907905641347,-0.16861113569974326,0.7939907905641347,0.0,0.0,0.0,0.0,0.0,0.0,0.2690467834472656,0.2115973478900027,0.6736955048053642,0.25437849925387257,0.5,0.45,0.4,0.4,0.5
Grouped ARDL,grouped_ardl,,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,20,0.6070779775073337,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No AC Encoder,ablation,no_ac_encoder,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,20,-0.028401154046766686,0.004633887071293897,-0.7872402091741431,0.004633887071293873,-0.6612609815070309,0.004633887071293873,-0.6354791315541004,0.004633887071293873,,,,,0.0,0.0,1.8449641633781773,0.20883989259055402,1.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
No Recon Regularization,ablation,no_recon_regularization,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,20,-0.0285662963737612,0.005017599756864618,-0.7874053515011376,0.00501759975686462,-0.6614261238340254,0.00501759975686462,-0.6356442738810949,0.00501759975686462,-0.014375235811601873,0.7852816558441251,-0.012406317125649168,0.7927515024056012,0.1079111921268568,0.09271854474977635,1.8570607984909384,0.19519419577934288,0.8903846153846153,0.1760552460721882,0.17308337352941036,0.09697762955696296,-0.16861113569974326,0.7939907905641347,-0.16861113569974326,0.7939907905641347,0.0,0.0,0.0,0.0,0.0,0.0,0.26904250383377076,0.21158798895758327,0.673699121797782,0.25438189212664386,0.5,0.45,0.4,0.4,0.5
Plain LSTM,plain_lstm,,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,20,-0.0287711308091675,0.004242278150817936,-0.7876101859365439,0.00424227815081794,-0.6616309582694317,0.00424227815081794,-0.6358491083165012,0.00424227815081794,0.09253877741880136,0.11876642398415951,0.08967927028779356,0.11876977341610649,1.3312766845690542,0.1927313368279374,2.0590659580534374,0.06684890056545097,0.6,0.10437006509652175,,,,,,,,,,,,,,,,,0.75,0.7,,,0.75
Uniform Lag,ablation,uniform_lag,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,20,-0.029856017581911698,0.0034992931430746633,-0.7886950727092881,0.003499293143074669,-0.662715845042176,0.003499293143074669,-0.6369339950892454,0.003499293143074669,,,,,0.0,0.0,2.3025851124040755,0.0,1.0,0.0,0.20014261922041712,0.0716195605711508,-0.21462967412334497,0.8662566155863071,-0.21462967412334497,0.8662566155863071,0.0,0.0,0.0,0.0,0.0,0.0,0.39365037679672243,0.33442313056113765,0.7908373249389906,0.18326826059135762,,,0.35,0.35,
