display_name,family,variant,target_column,feature_bundle,anchor_proxy_name,proxy_index,proxy_name,expected_sign,n_seeds,n_valid,rho_mean,rho_std,adjusted_rho_mean,adjusted_rho_std,adjusted_rho_min,adjusted_rho_max,positive_seed_share,p_value_median,mechanism_status
CMDL,cmdl,,co2_per_unit_energy,minimal,proxy_government_effectiveness,1,government_effectiveness,-1.0,20,20,0.014338563591048492,0.7852597646993221,-0.014338563591048492,0.7852597646993221,-0.9348499601664157,0.9579407933838313,0.5,1.051328982144136e-20,mixed_or_negative
CMDL,cmdl,,co2_per_unit_energy,minimal,proxy_government_effectiveness,2,regulatory_quality,-1.0,20,20,-0.001061864716137706,0.7824571438947887,0.001061864716137706,0.7824571438947887,-0.8931448298536906,0.9686642471452598,0.45,2.663286099668377e-17,mixed_or_negative
CMDL,cmdl,,co2_per_unit_energy,minimal,proxy_government_effectiveness,3,rule_of_law,-1.0,20,20,0.022257868444112726,0.7889690626531016,-0.022257868444112726,0.7889690626531016,-0.946281566534731,0.950125823543545,0.45,6.753766835016781e-19,mixed_or_negative
