epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_atm_count_spearman_rho,val_kstar_proxy_atm_count_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_terminal_count_spearman_rho,val_kstar_proxy_terminal_count_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_credit_card_depth_spearman_rho,val_kstar_proxy_credit_card_depth_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q2_mean,val_kstar_anchor_q3_mean,val_kstar_anchor_q4_mean,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2
11.0,0.010539904236793518,0.010539904236793518,,,,,,0.8521774981349515,0.8521774981349515,0.8521774981349515,0.0,1.0,14.44873046875,14.44873046875,,,,,,14.448731021749685,3.7954126568067643,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
12.0,0.007615921087563038,0.007615921087563038,,,,,,0.39241171489726806,0.39241171489726806,0.39241171489726806,0.0,1.0,14.750755310058594,14.750755310058594,,,,,,14.750755589364154,3.8350346514156888,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
13.0,0.010643582791090012,0.010643582791090012,,,,,,0.7228365753800086,0.7228365753800086,0.7228365753800086,0.0,1.0,14.899264335632324,14.899264335632324,,,,,,14.8992642574722,3.8546575024014427,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
14.0,0.01401528436690569,0.01401528436690569,,,,,,1.0156803619381478,1.0156803619381478,1.0156803619381478,0.0,1.0,14.877355575561523,14.877355575561523,,,,,,14.8773562941583,3.8522959692137584,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
15.0,0.013421278446912766,0.013421278446912766,,,,,,1.0508130251608783,1.0508130251608783,1.0508130251608783,0.0,1.0,14.721319198608398,14.721319198608398,,,,,,14.721318911283483,3.83252329485757,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
16.0,0.01007006037980318,0.01007006037980318,,,,,,0.8860538672527271,0.8860538672527271,0.8860538672527271,0.0,1.0,14.47380256652832,14.47380256652832,,,,,,14.473802072700856,3.800617950303214,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
17.0,0.005924996919929981,0.005924996919929981,,,,,,0.6290978922757074,0.6290978922757074,0.6290978922757074,0.0,1.0,14.182291984558105,14.182291984558105,,,,,,14.182292494546962,3.762526830037435,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
18.0,0.002628784393891692,0.002628784393891692,,,,,,0.24034827911037246,0.24034827911037246,0.24034827911037246,0.0,1.0,13.902693748474121,13.902693748474121,,,,,,13.90269230969014,3.7255423863728843,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
19.0,0.001970831770449877,0.001970831770449877,,,,,,0.22469700664141878,0.22469700664141878,0.22469700664141878,0.0,1.0,13.678855895996094,13.678855895996094,,,,,,13.678856402240006,3.6956351427804854,0.0,1.952380895614624,0.14677176197545183,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.06601418385948724,0.20346881192548424,0.9047619047619048,0.09523809523809523,0.9047619047619048
20.0,0.0037096235901117325,0.0037096235901117325,,,,,,0.48666079425186376,0.48666079425186376,0.48666079425186376,0.0,1.0,13.535237312316895,13.535237312316895,,,,,,13.535237924868987,3.676334574109032,0.0,1.952380895614624,0.14677176197545183,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.06601418385948724,0.20346881192548424,0.9047619047619048,0.09523809523809523,0.9047619047619048
21.0,0.005051242653280497,0.005051242653280497,,,,,,0.638179457474017,0.638179457474017,0.638179457474017,0.0,1.0,13.476773262023926,13.476773262023926,,,,,,13.476772069562028,3.6685024301211038,0.0,1.952380895614624,0.14677176197545183,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.06601418385948724,0.20346881192548424,0.9047619047619048,0.09523809523809523,0.9047619047619048
22.0,0.0057007744908332825,0.0057007744908332825,,,,,,0.6797058699555696,0.6797058699555696,0.6797058699555696,0.0,1.0,13.4960355758667,13.4960355758667,,,,,,13.496035978357405,3.671216839835757,0.0,1.952380895614624,0.14677176197545183,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.06601418385948724,0.20346881192548424,0.9047619047619048,0.09523809523809523,0.9047619047619048
23.0,0.004542491864413023,0.004542491864413023,,,,,,0.5726650221298185,0.5726650221298185,0.5726650221298185,0.0,1.0,13.571735382080078,13.571735382080078,,,,,,13.571735583496778,3.6815772226878574,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
24.0,0.002649376867339015,0.002649376867339015,,,,,,0.38781832805590616,0.38781832805590616,0.38781832805590616,0.0,1.0,13.679265022277832,13.679265022277832,,,,,,13.679265321958248,3.696196885336013,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
25.0,0.0016610524617135525,0.0016610524617135525,,,,,,0.2251679683240657,0.2251679683240657,0.2251679683240657,0.0,1.0,13.798087120056152,13.798087120056152,,,,,,13.798086252943634,3.7122689059802463,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
26.0,0.0009840814163908362,0.0009840814163908362,,,,,,0.10706618352969251,0.10706618352969251,0.10706618352969251,0.0,1.0,13.900834083557129,13.900834083557129,,,,,,13.900834354451122,3.7261000076929727,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
27.0,0.0014298579189926386,0.0014298579189926386,,,,,,0.24766829418178204,0.24766829418178204,0.24766829418178204,0.0,1.0,13.971002578735352,13.971002578735352,,,,,,13.97100432680317,3.7355170789219083,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
28.0,0.0019528170814737678,0.0019528170814737678,,,,,,0.3717519091031042,0.3717519091031042,0.3717519091031042,0.0,1.0,13.99748706817627,13.99748706817627,,,,,,13.997488999983423,3.739065232731047,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
29.0,0.002574903191998601,0.002574903191998601,,,,,,0.4535162419653341,0.4535162419653341,0.4535162419653341,0.0,1.0,13.975497245788574,13.975497245788574,,,,,,13.975497495096617,3.736123902457101,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
30.0,0.0022784941829741,0.0022784941829741,,,,,,0.43916286600769516,0.43916286600769516,0.43916286600769516,0.0,1.0,13.911542892456055,13.911542892456055,,,,,,13.911542202683583,3.7275541311218623,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
31.0,0.0016311218496412039,0.0016311218496412039,,,,,,0.3523969797676713,0.3523969797676713,0.3523969797676713,0.0,1.0,13.819249153137207,13.819249153137207,,,,,,13.819248348733895,3.7151509580158053,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
32.0,0.0010957542108371854,0.0010957542108371854,,,,,,0.23400696544890562,0.23400696544890562,0.23400696544890562,0.0,1.0,13.714502334594727,13.714502334594727,,,,,,13.714502122782452,3.701021061057136,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
33.0,0.0004980857484042645,0.0004980857484042645,,,,,,0.10764010766476438,0.10764010766476438,0.10764010766476438,0.0,1.0,13.61119270324707,13.61119270324707,,,,,,13.611192337149864,3.687020778656006,0.0,1.952380895614624,0.14677176197545183,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.06601418385948724,0.20346881192548424,0.9047619047619048,0.09523809523809523,0.9047619047619048
34.0,0.0005746469832956791,0.0005746469832956791,,,,,,0.09566862845304205,0.09566862845304205,0.09566862845304205,0.0,1.0,13.525934219360352,13.525934219360352,,,,,,13.525934309646841,3.6754171677998135,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
35.0,0.0008415381307713687,0.0008415381307713687,,,,,,0.21121605429603665,0.21121605429603665,0.21121605429603665,0.0,1.0,13.47022819519043,13.47022819519043,,,,,,13.470228709544575,3.6677926494961692,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
36.0,0.0009418314439244568,0.0009418314439244568,,,,,,0.26369025639882965,0.26369025639882965,0.26369025639882965,0.0,1.0,13.446951866149902,13.446951866149902,,,,,,13.446951893000454,3.6645697979699996,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
37.0,0.0012330727186053991,0.0012330727186053991,,,,,,0.3197261376447435,0.3197261376447435,0.3197261376447435,0.0,1.0,13.458534240722656,13.458534240722656,,,,,,13.45853406223058,3.666085030351366,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
38.0,0.0009064493351615965,0.0009064493351615965,,,,,,0.2753519821381289,0.2753519821381289,0.2753519821381289,0.0,1.0,13.497078895568848,13.497078895568848,,,,,,13.49707763152676,3.6712641375405446,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
39.0,0.000539771921467036,0.000539771921467036,,,,,,0.2042455161862472,0.2042455161862472,0.2042455161862472,0.0,1.0,13.552764892578125,13.552764892578125,,,,,,13.552763801543497,3.678768657502674,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
40.0,0.0003846863401122391,0.0003846863401122391,,,,,,0.10881333578006938,0.10881333578006938,0.10881333578006938,0.0,1.0,13.612601280212402,13.612601280212402,,,,,,13.612601860986636,3.6868244977224442,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
41.0,0.0003330226172693074,0.0003330226172693074,,,,,,0.04889258964529064,0.04889258964529064,0.04889258964529064,0.0,1.0,13.664758682250977,13.664758682250977,,,,,,13.664758685285355,3.693845283417475,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
42.0,0.00045801527448929846,0.00045801527448929846,,,,,,0.10516459709348146,0.10516459709348146,0.10516459709348146,0.0,1.0,13.699951171875,13.699951171875,,,,,,13.699951834479323,3.698583824293954,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
43.0,0.0004955653566867113,0.0004955653566867113,,,,,,0.14861095433061308,0.14861095433061308,0.14861095433061308,0.0,1.0,13.71448040008545,13.71448040008545,,,,,,13.71448062685815,3.7005503461474465,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
44.0,0.0006908801733516157,0.0006908801733516157,,,,,,0.19565960828306586,0.19565960828306586,0.19565960828306586,0.0,1.0,13.704795837402344,13.704795837402344,,,,,,13.70479613543819,3.69927465064185,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
45.0,0.0005715271108783782,0.0005715271108783782,,,,,,0.1937259525527644,0.1937259525527644,0.1937259525527644,0.0,1.0,13.673423767089844,13.673423767089844,,,,,,13.673424566292956,3.6950805272374834,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
46.0,0.0003735297650564462,0.0003735297650564462,,,,,,0.14585184354163672,0.14585184354163672,0.14585184354163672,0.0,1.0,13.628098487854004,13.628098487854004,,,,,,13.628098407720282,3.689004506383623,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
47.0,0.00021598183957394212,0.00021598183957394212,,,,,,0.08295966012356232,0.08295966012356232,0.08295966012356232,0.0,1.0,13.577116012573242,13.577116012573242,,,,,,13.577117614883228,3.682161291440328,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
48.0,0.00013732319348491728,0.00013732319348491728,,,,,,0.03964423728701113,0.03964423728701113,0.03964423728701113,0.0,1.0,13.52778148651123,13.52778148651123,,,,,,13.527781738058804,3.6755233236721585,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
49.0,9.776397200766951e-05,9.776397200766951e-05,,,,,,0.05265268660473908,0.05265268660473908,0.05265268660473908,0.0,1.0,13.4877347946167,13.4877347946167,,,,,,13.487734610586658,3.670140096119472,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
50.0,0.0001744455803418532,0.0001744455803418532,,,,,,0.10514816464058718,0.10514816464058718,0.10514816464058718,0.0,1.0,13.463274002075195,13.463274002075195,,,,,,13.463273893325647,3.666870605377924,0.0,1.9047619104385376,0.19633836312465053,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.13202818351216705,0.27218269333748635,0.8095238095238095,0.19047619047619047,0.8095238095238095
51.0,0.000269100972218439,0.000269100972218439,,,,,,0.09275746625039515,0.09275746625039515,0.09275746625039515,0.0,1.0,13.451465606689453,13.451465606689453,,,,,,13.451465367104813,3.6653221249580383,0.0,1.9285714626312256,0.17496355305594127,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.09902118368582714,0.24255092254399718,0.8571428571428571,0.14285714285714285,0.8571428571428571
