family,display_name,experiment,model,variant,lag_method,tracking_backend,device,domain,scenario,seed,target_column,feature_bundle,seq_feature_names,proxy_feature_names,static_feature_names,source_path,stats_end_year,year_start,year_end,train_end_year,val_end_year,train_year_start,train_year_end,val_year_start,val_year_end,test_year_start,test_year_end,n_entities,full_seq_length,max_lag,d_model,seq_features,n_proxies,static_dim,lambda_r,effective_lambda_r,temperature,lag_bias_strength,lstm_layers,dropout,noise_std,best_epoch,best_val_task_loss,proxy_refit_status,proxy_refit_applied,proxy_metric_interpretable,proxy_refit_reason,proxy_design_rank,proxy_design_columns,proxy_latent_std,proxy_target_std,run_dir,output_root,train_total_loss,train_task_loss,train_recon_loss,train_mse,train_mae,train_r2,train_proxy_recon_r2,train_proxy_metric_valid,train_kstar_proxy_spearman_rho,train_kstar_proxy_spearman_p,train_kstar_mean,train_kstar_std,train_kstar_proxy_metric_valid,train_omega_entropy_mean,train_proxy_signal_r2,train_proxy_signal_metric_valid,train_effective_kstar_proxy_spearman_rho,train_effective_kstar_proxy_spearman_p,train_effective_kstar_mean,train_effective_kstar_std,train_effective_lag_entropy_mean,train_effective_kstar_proxy_metric_valid,val_total_loss,val_task_loss,val_recon_loss,val_mse,val_mae,val_r2,val_proxy_recon_r2,val_proxy_metric_valid,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_mean,val_kstar_std,val_kstar_proxy_metric_valid,val_omega_entropy_mean,val_proxy_signal_r2,val_proxy_signal_metric_valid,val_effective_kstar_proxy_spearman_rho,val_effective_kstar_proxy_spearman_p,val_effective_kstar_mean,val_effective_kstar_std,val_effective_lag_entropy_mean,val_effective_kstar_proxy_metric_valid,test_total_loss,test_task_loss,test_recon_loss,test_mse,test_mae,test_r2,test_proxy_recon_r2,test_proxy_metric_valid,test_kstar_proxy_spearman_rho,test_kstar_proxy_spearman_p,test_kstar_mean,test_kstar_std,test_kstar_proxy_metric_valid,test_omega_entropy_mean,test_proxy_signal_r2,test_proxy_signal_metric_valid,test_effective_kstar_proxy_spearman_rho,test_effective_kstar_proxy_spearman_p,test_effective_kstar_mean,test_effective_kstar_std,test_effective_lag_entropy_mean,test_effective_kstar_proxy_metric_valid,train_posthoc_kstar_proxy_spearman_rho,train_posthoc_kstar_proxy_spearman_p,train_posthoc_kstar_mean,train_posthoc_kstar_std,train_lag_profile_entropy_mean,val_posthoc_kstar_proxy_spearman_rho,val_posthoc_kstar_proxy_spearman_p,val_posthoc_kstar_mean,val_posthoc_kstar_std,val_lag_profile_entropy_mean,test_posthoc_kstar_proxy_spearman_rho,test_posthoc_kstar_proxy_spearman_p,test_posthoc_kstar_mean,test_posthoc_kstar_std,test_lag_profile_entropy_mean
ablation,No AC Encoder,formal_mechanism_ablation_no_ac_encoder_seed0,cmdl_ablation,no_ac_encoder,learned_omega,json,cpu,economics,linear,0,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.0,1.0,1.0,2,0.05,0.1,23,2.537254571914673,skipped_rank_deficient,False,False,rank_deficient_design,1.0,2.0,0.0,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_ac_encoder_seed0,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation,0.32621392607688904,0.32621392607688904,1.2565356492996216,0.3262139007078981,0.4260064174956245,0.5683405155686428,,0.0,0.0,1.0,3.1112914085388184,3.3717478231665154e-07,1.0,1.791825771331787,,False,0.0,1.0,3.1112914085388184,3.3717478231665154e-07,1.791825771331787,True,2.537254571914673,2.537254571914673,1.2565356492996216,2.53725435076859,1.2409582868303088,0.08224688747244323,,0.0,0.0,1.0,3.1112914085388184,3.3717478231665154e-07,1.0,1.791825771331787,,False,0.0,1.0,3.1112914085388184,3.3717478231665154e-07,1.791825771331787,True,3.884035348892212,3.884035348892212,1.2565356492996216,3.88403542378703,1.5007023489362175,0.03472033825901547,,0.0,0.0,1.0,3.1112914085388184,3.3717478231665154e-07,1.0,1.791825771331787,,False,0.0,1.0,3.1112914085388184,3.3717478231665154e-07,1.791825771331787,True,,,,,,,,,,,,,,,
ablation,No AC Encoder,formal_mechanism_ablation_no_ac_encoder_seed1,cmdl_ablation,no_ac_encoder,learned_omega,json,cpu,economics,linear,1,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.0,1.0,1.0,2,0.05,0.1,24,2.5785698890686035,skipped_rank_deficient,False,False,rank_deficient_design,1.0,2.0,0.0,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_ac_encoder_seed1,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation,0.36519214510917664,0.36519214510917664,1.2060736417770386,0.36519215018957785,0.44963822863876823,0.524005596369454,,0.0,0.0,1.0,4.5870361328125,3.3717478231665154e-07,1.0,1.979895830154419,,False,0.0,1.0,4.5870361328125,3.3717478231665154e-07,1.979895830154419,True,2.5785698890686035,2.5785698890686035,1.2060736417770386,2.5785698104889803,1.2440503635514302,0.06030508499769096,,0.0,0.0,1.0,4.5870361328125,3.3717478231665154e-07,1.0,1.979895830154419,,False,0.0,1.0,4.5870361328125,3.3717478231665154e-07,1.979895830154419,True,3.743415355682373,3.743415355682373,1.2060736417770386,3.7434155397262487,1.4674291852845933,0.06798572297338992,,0.0,0.0,1.0,4.5870361328125,3.3717478231665154e-07,1.0,1.979895830154419,,False,0.0,1.0,4.5870361328125,3.3717478231665154e-07,1.979895830154419,True,,,,,,,,,,,,,,,
ablation,No AC Encoder,formal_mechanism_ablation_no_ac_encoder_seed2,cmdl_ablation,no_ac_encoder,learned_omega,json,cpu,economics,linear,2,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.0,1.0,1.0,2,0.05,0.1,25,2.5532546043395996,skipped_rank_deficient,False,False,rank_deficient_design,1.0,2.0,0.0,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_ac_encoder_seed2,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation,0.33215004205703735,0.33215004205703735,1.3557783365249634,0.3321500651749806,0.4340235716229316,0.5690999763352713,,0.0,0.0,1.0,3.7127912044525146,2.384185791015625e-07,1.0,1.960397720336914,,False,0.0,1.0,3.7127912044525146,2.384185791015625e-07,1.960397720336914,True,2.5532546043395996,2.5532546043395996,1.3557783365249634,2.553254411298114,1.2477954535544002,0.07078263745318471,,0.0,0.0,1.0,3.7127912044525146,2.384185791015625e-07,1.0,1.960397720336914,,False,0.0,1.0,3.7127912044525146,2.384185791015625e-07,1.960397720336914,True,3.8065881729125977,3.8065881729125977,1.3557783365249634,3.8065882934124766,1.4990915977951855,0.052569681255897484,,0.0,0.0,1.0,3.7127912044525146,2.384185791015625e-07,1.0,1.960397720336914,,False,0.0,1.0,3.7127912044525146,2.384185791015625e-07,1.960397720336914,True,,,,,,,,,,,,,,,
ablation,No Recon Regularization,formal_mechanism_ablation_no_recon_regularization_seed0,cmdl_ablation,no_recon_regularization,learned_omega,json,cpu,economics,linear,0,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.0,1.0,1.0,2,0.05,0.1,23,2.535799980163574,applied_ols,True,True,,2.0,2.0,0.16931228978770113,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_recon_regularization_seed0,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation,0.3232326805591583,0.3232326805591583,0.6175504326820374,0.32323266438637016,0.4242057598611141,0.5732230654395903,0.3824495226551041,1.0,0.8889789017646439,6.50788243526539e-31,3.0660390853881836,0.04605717957019806,1.0,1.7980560064315796,0.3824495226551041,True,0.8889789017646439,6.50788243526539e-31,3.0660390853881836,0.04605717957019806,1.7980560064315796,True,2.535799980163574,2.535799980163574,0.6175504326820374,2.5357998210627994,1.2424039747601263,0.08318621277921484,0.3824495226551041,1.0,0.8889789017646439,6.50788243526539e-31,3.0660390853881836,0.04605717957019806,1.0,1.7980560064315796,0.3824495226551041,True,0.8889789017646439,6.50788243526539e-31,3.0660390853881836,0.04605717957019806,1.7980560064315796,True,3.8921632766723633,3.8921632766723633,0.6175504326820374,3.8921634760221986,1.5016229417646172,0.03299722176397597,0.3824495226551041,1.0,0.8889789017646439,6.50788243526539e-31,3.0660390853881836,0.04605717957019806,1.0,1.7980560064315796,0.3824495226551041,True,0.8889789017646439,6.50788243526539e-31,3.0660390853881836,0.04605717957019806,1.7980560064315796,True,,,,,,,,,,,,,,,
ablation,No Recon Regularization,formal_mechanism_ablation_no_recon_regularization_seed1,cmdl_ablation,no_recon_regularization,learned_omega,json,cpu,economics,linear,1,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.0,1.0,1.0,2,0.05,0.1,25,2.5856034755706787,applied_ols,True,True,,2.0,2.0,0.1410648220502177,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_recon_regularization_seed1,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation,0.3516497313976288,0.3516497313976288,0.7483605742454529,0.3516497362739739,0.4410747529462499,0.5418333879709869,0.2516395105703868,1.0,0.37263569441020045,0.000349786839909031,4.5409393310546875,0.06711594760417938,1.0,1.9798954725265503,0.2516395105703868,True,0.37263569441020045,0.000349786839909031,4.5409393310546875,0.06711594760417938,1.9798954725265503,True,2.5856034755706787,2.5856034755706787,0.7483605742454529,2.5856032807067173,1.2449521203137313,0.058641239968190075,0.2516395105703868,1.0,0.37263569441020045,0.000349786839909031,4.5409393310546875,0.06711594760417938,1.0,1.9798954725265503,0.2516395105703868,True,0.37263569441020045,0.000349786839909031,4.5409393310546875,0.06711594760417938,1.9798954725265503,True,3.749483585357666,3.749483585357666,0.7483605742454529,3.7494833395618756,1.469880815064657,0.06653583029878898,0.2516395105703868,1.0,0.37263569441020045,0.000349786839909031,4.5409393310546875,0.06711594760417938,1.0,1.9798954725265503,0.2516395105703868,True,0.37263569441020045,0.000349786839909031,4.5409393310546875,0.06711594760417938,1.9798954725265503,True,,,,,,,,,,,,,,,
ablation,No Recon Regularization,formal_mechanism_ablation_no_recon_regularization_seed2,cmdl_ablation,no_recon_regularization,learned_omega,json,cpu,economics,linear,2,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.0,1.0,1.0,2,0.05,0.1,25,2.5631675720214844,applied_ols,True,True,,2.0,2.0,0.06935767045350141,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_recon_regularization_seed2,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation,0.3308617174625397,0.3308617174625397,0.6904378533363342,0.33086172939796826,0.43345980587393496,0.5709877347590306,0.3095621444472958,1.0,0.6127646085026945,2.2220463438215674e-10,3.756376028060913,0.07946217805147171,1.0,1.9637929201126099,0.3095621444472958,True,0.6127646085026945,2.2220463438215674e-10,3.756376028060913,0.07946217805147171,1.9637929201126099,True,2.5631675720214844,2.5631675720214844,0.6904378533363342,2.5631678969243366,1.250640753788916,0.06729513748614402,0.3095621444472958,1.0,0.6127646085026945,2.2220463438215674e-10,3.756376028060913,0.07946217805147171,1.0,1.9637929201126099,0.3095621444472958,True,0.6127646085026945,2.2220463438215674e-10,3.756376028060913,0.07946217805147171,1.9637929201126099,True,3.8162667751312256,3.8162667751312256,0.6904378533363342,3.816266435881937,1.5013587476606434,0.050155853671818386,0.3095621444472958,1.0,0.6127646085026945,2.2220463438215674e-10,3.756376028060913,0.07946217805147171,1.0,1.9637929201126099,0.3095621444472958,True,0.6127646085026945,2.2220463438215674e-10,3.756376028060913,0.07946217805147171,1.9637929201126099,True,,,,,,,,,,,,,,,
ablation,Uniform Lag,formal_mechanism_ablation_uniform_lag_seed0,cmdl_ablation,uniform_lag,learned_omega,json,cpu,economics,linear,0,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.1,1.0,1.0,2,0.05,0.1,23,2.4900951385498047,applied_ols,True,True,,2.0,2.0,0.27992042875760503,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_uniform_lag_seed0,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation,0.4302510619163513,0.3620118796825409,0.6823917627334595,0.36201189044845344,0.4419956773967759,0.5381068424725365,0.3176081807987186,1.0,,,5.5,0.0,0.0,2.3025853633880615,0.3176081807987186,True,,,5.5,0.0,2.3025853633880615,False,2.5583343505859375,2.4900951385498047,0.6823917627334595,2.490095203142506,1.2256915643599562,0.09341480370002601,0.3176081807987186,1.0,,,5.5,0.0,0.0,2.3025853633880615,0.3176081807987186,True,,,5.5,0.0,2.3025853633880615,False,3.631866216659546,3.563627004623413,0.6823917627334595,3.563626490441002,1.4434182521934913,0.1137942570523659,0.3176081807987186,1.0,,,5.5,0.0,0.0,2.3025853633880615,0.3176081807987186,True,,,5.5,0.0,2.3025853633880615,False,,,,,,,,,,,,,,,
ablation,Uniform Lag,formal_mechanism_ablation_uniform_lag_seed1,cmdl_ablation,uniform_lag,learned_omega,json,cpu,economics,linear,1,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.1,1.0,1.0,2,0.05,0.1,24,2.546074390411377,applied_ols,True,True,,2.0,2.0,0.15674664242221842,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_uniform_lag_seed1,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation,0.45328789949417114,0.37010666728019714,0.8318121433258057,0.3701066753902618,0.45150624021588365,0.5281233632849527,0.16818789935623238,1.0,,,5.5,0.0,0.0,2.3025853633880615,0.16818789935623238,True,,,5.5,0.0,2.3025853633880615,False,2.629255533218384,2.546074390411377,0.8318121433258057,2.5460742550989535,1.2320314869496294,0.072282498637973,0.16818789935623238,1.0,,,5.5,0.0,0.0,2.3025853633880615,0.16818789935623238,True,,,5.5,0.0,2.3025853633880615,False,3.7325758934020996,3.6493947505950928,0.8318121433258057,3.6493944097945126,1.4560770555955143,0.09157400713409183,0.16818789935623238,1.0,,,5.5,0.0,0.0,2.3025853633880615,0.16818789935623238,True,,,5.5,0.0,2.3025853633880615,False,,,,,,,,,,,,,,,
ablation,Uniform Lag,formal_mechanism_ablation_uniform_lag_seed2,cmdl_ablation,uniform_lag,learned_omega,json,cpu,economics,linear,2,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.1,1.0,1.0,2,0.05,0.1,67,2.416465997695923,applied_ols,True,True,,2.0,2.0,0.25317946957171117,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_uniform_lag_seed2,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation,0.19849824905395508,0.12269720435142517,0.7580103278160095,0.12269720368133401,0.2477065046892823,0.8355364001278047,0.24198960211848405,1.0,,,5.5,0.0,0.0,2.3025853633880615,0.24198960211848405,True,,,5.5,0.0,2.3025853633880615,False,2.49226713180542,2.416465997695923,0.7580103278160095,2.4164660276562366,1.2039265181590577,0.09230245399211455,0.24198960211848405,1.0,,,5.5,0.0,0.0,2.3025853633880615,0.24198960211848405,True,,,5.5,0.0,2.3025853633880615,False,3.885359048843384,3.8095579147338867,0.7580103278160095,3.809557850683357,1.5059204507285937,0.05159957954635391,0.24198960211848405,1.0,,,5.5,0.0,0.0,2.3025853633880615,0.24198960211848405,True,,,5.5,0.0,2.3025853633880615,False,,,,,,,,,,,,,,,
cmdl,CMDL,formal_mechanism_cmdl_seed0,cmdl,,learned_omega,json,cpu,economics,linear,0,ctfp,effective_labor_aware,"x_cap_deepening,x_log_rgdpna_growth,x_log_ck_growth","proxy_effective_labor_anchor,proxy_employment_level,proxy_hc_level,proxy_hc_trend","static_log_rgdpna,static_log_ck",C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2007,1980,2023,2007,2013,1980,2007,1998,2013,2004,2023,88,44,10,64,3,4,2,0.1,0.1,1.0,1.0,2,0.05,0.1,17,2.419916868209839,applied_ols,True,True,,2.0,2.0,0.2188972153121116,0.9999999992181845,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\cmdl\formal_mechanism_cmdl_seed0,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\cmdl,0.4950913190841675,0.41535767912864685,0.7973363995552063,0.41535765229325994,0.48795548548003703,0.45793243990484966,0.20266362525068934,1.0,-0.2250889366348491,0.034990495083055115,2.7769381999969482,0.04026934877038002,1.0,1.6624031066894531,0.20266362525068934,True,-0.2250889366348491,0.034990495083055115,2.7769381999969482,0.04026934877038002,1.6624031066894531,True,2.499650478363037,2.419916868209839,0.7973363995552063,2.419916943727831,1.2117382457504529,0.12673667200904334,0.20266362525068934,1.0,-0.2250889366348491,0.034990495083055115,2.7769381999969482,0.04026934877038002,1.0,1.6624031066894531,0.20266362525068934,True,-0.2250889366348491,0.034990495083055115,2.7769381999969482,0.04026934877038002,1.6624031066894531,True,3.9182448387145996,3.8385112285614014,0.7973363995552063,3.8385111450141594,1.4858162001394621,0.04618508182232321,0.20266362525068934,1.0,-0.2250889366348491,0.034990495083055115,2.7769381999969482,0.04026934877038002,1.0,1.6624031066894531,0.20266362525068934,True,-0.2250889366348491,0.034990495083055115,2.7769381999969482,0.04026934877038002,1.6624031066894531,True,,,,,,,,,,,,,,,
