workbook_row_index,observed_block_code,global_year,global_county,ti__unnamed_1561_level_1,ti__unnamed_1562_level_1,ti__unnamed_1563_level_1,ti__unnamed_1564_level_1,ti__unnamed_1565_level_1,ti__unnamed_1566_level_1
5631,TI,,,,,,,,
5632,TI,,,,,,,,
5633,TI,,,,,,,,
5634,TI,,,,,,,,
5635,TI,,,,,,,,
5636,TI,,,,,,,,
5637,TI,,,,,,,,
5638,TI,,,,,,,,
5639,TI,,,,,,,,
5640,TI,,,,,,,,
5641,TI,,,,,,,,
5642,TI,,,,,,,,
5643,TI,,,,,,,,
5644,TI,,,,,,,,
5645,TI,,,,,,,,
5646,TI,,,,,,,,
5647,TI,,,,,,,,
5648,TI,,,,,,,,
5649,TI,,,,,,,,
5650,TI,,,,,,,,
5651,TI,,,,,,,,
5652,TI,,,,,,,,
5653,TI,,,,,,,,
5654,TI,,,,,,,,
5655,TI,,,,,,,,
5656,TI,,,,,,,,
5657,TI,,,,,,,,
5658,TI,,,,,,,,
5659,TI,,,,,,,,
5660,TI,,,,,,,,
5661,TI,,,,,,,,
5662,TI,,,,,,,,
5663,TI,,,,,,,,
5664,TI,,,,,,,,
5665,TI,,,,,,,,
5666,TI,,,,,,,,
5667,TI,,,,,,,,
5668,TI,,,,,,,,
5669,TI,,,,,,,,
5670,TI,,,,,,,,
5671,TI,,,,,,,,
5672,TI,,,,,,,,
5673,TI,,,,,,,,
5674,TI,,,,,,,,
5675,TI,,,,,,,,
5676,TI,,,,,,,,
5677,TI,,,,,,,,
5678,TI,,,,,,,,
5679,TI,,,,,,,,
5680,TI,,,,,,,,
5681,TI,,,,,,,,
5682,TI,,,,,,,,
5683,TI,,,,,,,,
5684,TI,,,,,,,,
5685,TI,,,,,,,,
5686,TI,,,,,,,,
5687,TI,,,,,,,,
5688,TI,,,,,,,,
5689,TI,,,,,,,,
5690,TI,,,,,,,,
5691,TI,,,,,,,,
5692,TI,,,,,,,,
5693,TI,,,,,,,,
5694,TI,,,,,,,,
5695,TI,,,,,,,,
5696,TI,,,,,,,,
5697,TI,,,,,,,,
5698,TI,,,,,,,,
5699,TI,,,,,,,,
5700,TI,,,,,,,,
5701,TI,,,,,,,,
5702,TI,,,,,,,,
5703,TI,,,,,,,,
5704,TI,,,,,,,,
5705,TI,,,,,,,,
5706,TI,,,,,,,,
5707,TI,,,,,,,,
5708,TI,,,,,,,,
5709,TI,,,,,,,,
5710,TI,,,,,,,,
5711,TI,,,,,,,,
5712,TI,,,,,,,,
5713,TI,,,,,,,,
5714,TI,,,,,,,,
5715,TI,,,,,,,,
5716,TI,,,,,,,,
5717,TI,,,,,,,,
5718,TI,,,,,,,,
5719,TI,,,,,,,,
5720,TI,,,,,,,,
5721,TI,,,,,,,,
5722,TI,,,,,,,,
5723,TI,,,,,,,,
5724,TI,,,,,,,,
5725,TI,,,,,,,,
5726,TI,,,,,,,,
5727,TI,,,,,,,,
5728,TI,,,,,,,,
5729,TI,,,,,,,,
5730,TI,,,,,,,,
5731,TI,,,,,,,,
5732,TI,,,,,,,,
5733,TI,,,,,,,,
5734,TI,,,,,,,,
5735,TI,,,,,,,,
5736,TI,,,,,,,,
5737,TI,,,,,,,,
5738,TI,,,,,,,,
5739,TI,,,,,,,,
5740,TI,,,,,,,,
5741,TI,,,,,,,,
5742,TI,,,,,,,,
5743,TI,,,,,,,,
5744,TI,,,,,,,,
5745,TI,,,,,,,,
5746,TI,,,,,,,,
5747,TI,,,,,,,,
5748,TI,,,,,,,,
5749,TI,,,,,,,,
5750,TI,,,,,,,,
5751,TI,,,,,,,,
5752,TI,,,,,,,,
5753,TI,,,,,,,,
5754,TI,,,,,,,,
5755,TI,,,,,,,,
5756,TI,,,,,,,,
5757,TI,,,,,,,,
5758,TI,,,,,,,,
5759,TI,,,,,,,,
5760,TI,,,,,,,,
5761,TI,,,,,,,,
5762,TI,,,,,,,,
5763,TI,,,,,,,,
5764,TI,,,,,,,,
5765,TI,,,,,,,,
5766,TI,,,,,,,,
5767,TI,,,,,,,,
5768,TI,,,,,,,,
5769,TI,,,,,,,,
5770,TI,,,,,,,,
5771,TI,,,,,,,,
5772,TI,,,,,,,,
5773,TI,,,,,,,,
5774,TI,,,,,,,,
5775,TI,,,,,,,,
5776,TI,,,,,,,,
5777,TI,,,,,,,,
5778,TI,,,,,,,,
5779,TI,,,,,,,,
5780,TI,,,,,,,,
5781,TI,,,,,,,,
5782,TI,,,,,,,,
5783,TI,,,,,,,,
5784,TI,,,,,,,,
5785,TI,,,,,,,,
5786,TI,,,,,,,,
5787,TI,,,,,,,,
5788,TI,,,,,,,,
5789,TI,,,,,,,,
5790,TI,,,,,,,,
5791,TI,,,,,,,,
5792,TI,,,,,,,,
5793,TI,,,,,,,,
5794,TI,,,,,,,,
5795,TI,,,,,,,,
5796,TI,,,,,,,,
5797,TI,,,,,,,,
5798,TI,,,,,,,,
5799,TI,,,,,,,,
5800,TI,,,,,,,,
5801,TI,,,,,,,,
5802,TI,,,,,,,,
5803,TI,,,,,,,,
5804,TI,,,,,,,,
5805,TI,,,,,,,,
5806,TI,,,,,,,,
5807,TI,,,,,,,,
5808,TI,,,,,,,,
5809,TI,,,,,,,,
5810,TI,,,,,,,,
5811,TI,,,,,,,,
5812,TI,,,,,,,,
5813,TI,,,,,,,,
5814,TI,,,,,,,,
5815,TI,,,,,,,,
5816,TI,,,,,,,,
5817,TI,,,,,,,,
5818,TI,,,,,,,,
5819,TI,,,,,,,,
5820,TI,,,,,,,,
5821,TI,,,,,,,,
5822,TI,,,,,,,,
5823,TI,,,,,,,,
5824,TI,,,,,,,,
5825,TI,,,,,,,,
5826,TI,,,,,,,,
5827,TI,,,,,,,,
5828,TI,,,,,,,,
5829,TI,,,,,,,,
5830,TI,,,,,,,,
5831,TI,,,,,,,,
5832,TI,,,,,,,,
5833,TI,,,,,,,,
5834,TI,,,,,,,,
5835,TI,,,,,,,,
5836,TI,,,,,,,,
5837,TI,,,,,,,,
5838,TI,,,,,,,,
5839,TI,,,,,,,,
5840,TI,,,,,,,,
5841,TI,,,,,,,,
5842,TI,,,,,,,,
5843,TI,,,,,,,,
5844,TI,,,,,,,,
5845,TI,,,,,,,,
5846,TI,,,,,,,,
5847,TI,,,,,,,,
5848,TI,,,,,,,,
5849,TI,,,,,,,,
5850,TI,,,,,,,,
5851,TI,,,,,,,,
5852,TI,,,,,,,,
5853,TI,,,,,,,,
5854,TI,,,,,,,,
5855,TI,,,,,,,,
5856,TI,,,,,,,,
5857,TI,,,,,,,,
5858,TI,,,,,,,,
5859,TI,,,,,,,,
5860,TI,,,,,,,,
5861,TI,,,,,,,,
5862,TI,,,,,,,,
5863,TI,,,,,,,,
5864,TI,,,,,,,,
5865,TI,,,,,,,,
5866,TI,,,,,,,,
5867,TI,,,,,,,,
5868,TI,,,,,,,,
5869,TI,,,,,,,,
5870,TI,,,,,,,,
5871,TI,,,,,,,,
5872,TI,,,,,,,,
5873,TI,,,,,,,,
5874,TI,,,,,,,,
5875,TI,,,,,,,,
5876,TI,,,,,,,,
5877,TI,,,,,,,,
5878,TI,,,,,,,,
5879,TI,,,,,,,,
5880,TI,,,,,,,,
5881,TI,,,,,,,,
5882,TI,,,,,,,,
5883,TI,,,,,,,,
5884,TI,,,,,,,,
5885,TI,,,,,,,,
5886,TI,,,,,,,,
5887,TI,,,,,,,,
5888,TI,,,,,,,,
5889,TI,,,,,,,,
5890,TI,,,,,,,,
5891,TI,,,,,,,,
5892,TI,,,,,,,,
5893,TI,,,,,,,,
5894,TI,,,,,,,,
5895,TI,,,,,,,,
5896,TI,,,,,,,,
5897,TI,,,,,,,,
5898,TI,,,,,,,,
5899,TI,,,,,,,,
5900,TI,,,,,,,,
5901,TI,,,,,,,,
5902,TI,,,,,,,,
5903,TI,,,,,,,,
5904,TI,,,,,,,,
5905,TI,,,,,,,,
5906,TI,,,,,,,,
5907,TI,,,,,,,,
5908,TI,,,,,,,,
5909,TI,,,,,,,,
5910,TI,,,,,,,,
5911,TI,,,,,,,,
5912,TI,,,,,,,,
5913,TI,,,,,,,,
5914,TI,,,,,,,,
5915,TI,,,,,,,,
5916,TI,,,,,,,,
5917,TI,,,,,,,,
5918,TI,,,,,,,,
5919,TI,,,,,,,,
5920,TI,,,,,,,,
5921,TI,,,,,,,,
5922,TI,,,,,,,,
5923,TI,,,,,,,,
5924,TI,,,,,,,,
5925,TI,,,,,,,,
5926,TI,,,,,,,,
5927,TI,,,,,,,,
5928,TI,,,,,,,,
5929,TI,,,,,,,,
5930,TI,,,,,,,,
5931,TI,,,,,,,,
5932,TI,,,,,,,,
5933,TI,,,,,,,,
5934,TI,,,,,,,,
5935,TI,,,,,,,,
5936,TI,,,,,,,,
5937,TI,,,,,,,,
5938,TI,,,,,,,,
5939,TI,,,,,,,,
5940,TI,,,,,,,,
5941,TI,,,,,,,,
5942,TI,,,,,,,,
5943,TI,,,,,,,,
5944,TI,,,,,,,,
5945,TI,,,,,,,,
5946,TI,,,,,,,,
5947,TI,,,,,,,,
5948,TI,,,,,,,,
5949,TI,,,,,,,,
5950,TI,,,,,,,,
5951,TI,,,,,,,,
5952,TI,,,,,,,,
5953,TI,,,,,,,,
5954,TI,,,,,,,,
5955,TI,,,,,,,,
5956,TI,,,,,,,,
5957,TI,,,,,,,,
5958,TI,,,,,,,,
5959,TI,,,,,,,,
5960,TI,,,,,,,,
5961,TI,,,,,,,,
5962,TI,,,,,,,,
5963,TI,,,,,,,,
5964,TI,,,,,,,,
5965,TI,,,,,,,,
5966,TI,,,,,,,,
5967,TI,,,,,,,,
5968,TI,,,,,,,,
5969,TI,,,,,,,,
5970,TI,,,,,,,,
5971,TI,,,,,,,,
5972,TI,,,,,,,,
5973,TI,,,,,,,,
5974,TI,,,,,,,,
5975,TI,,,,,,,,
5976,TI,,,,,,,,
5977,TI,,,,,,,,
5978,TI,,,,,,,,
5979,TI,,,,,,,,
5980,TI,,,,,,,,
5981,TI,,,,,,,,
5982,TI,,,,,,,,
5983,TI,,,,,,,,
5984,TI,,,,,,,,
5985,TI,,,,,,,,
5986,TI,,,,,,,,
5987,TI,,,,,,,,
5988,TI,,,,,,,,
5989,TI,,,,,,,,
5990,TI,,,,,,,,
5991,TI,,,,,,,,
5992,TI,,,,,,,,
5993,TI,,,,,,,,
5994,TI,,,,,,,,
5995,TI,,,,,,,,
5996,TI,,,,,,,,
5997,TI,,,,,,,,
5998,TI,,,,,,,,
5999,TI,,,,,,,,
6000,TI,,,,,,,,
6001,TI,,,,,,,,
6002,TI,,,,,,,,
6003,TI,,,,,,,,
6004,TI,,,,,,,,
6005,TI,,,,,,,,
6006,TI,,,,,,,,
6007,TI,,,,,,,,
6008,TI,,,,,,,,
6009,TI,,,,,,,,
6010,TI,,,,,,,,
6011,TI,,,,,,,,
6012,TI,,,,,,,,
6013,TI,,,,,,,,
6014,TI,,,,,,,,
6015,TI,,,,,,,,
6016,TI,,,,,,,,
6017,TI,,,,,,,,
6018,TI,,,,,,,,
6019,TI,,,,,,,,
6020,TI,,,,,,,,
6021,TI,,,,,,,,
6022,TI,,,,,,,,
6023,TI,,,,,,,,
6024,TI,,,,,,,,
6025,TI,,,,,,,,
6026,TI,,,,,,,,
6027,TI,,,,,,,,
6028,TI,,,,,,,,
6029,TI,,,,,,,,
6030,TI,,,,,,,,
6031,TI,,,,,,,,
6032,TI,,,,,,,,
6033,TI,,,,,,,,
6034,TI,,,,,,,,
6035,TI,,,,,,,,
6036,TI,,,,,,,,
6037,TI,,,,,,,,
6038,TI,,,,,,,,
6039,TI,,,,,,,,
6040,TI,,,,,,,,
6041,TI,,,,,,,,
6042,TI,,,,,,,,
6043,TI,,,,,,,,
6044,TI,,,,,,,,
6045,TI,,,,,,,,
6046,TI,,,,,,,,
6047,TI,,,,,,,,
6048,TI,,,,,,,,
6049,TI,,,,,,,,
6050,TI,,,,,,,,
6051,TI,,,,,,,,
6052,TI,,,,,,,,
6053,TI,,,,,,,,
6054,TI,,,,,,,,
6055,TI,,,,,,,,
6056,TI,,,,,,,,
6057,TI,,,,,,,,
6058,TI,,,,,,,,
6059,TI,,,,,,,,
6060,TI,,,,,,,,
6061,TI,,,,,,,,
6062,TI,,,,,,,,
6063,TI,,,,,,,,
6064,TI,,,,,,,,
6065,TI,,,,,,,,
6066,TI,,,,,,,,
6067,TI,,,,,,,,
6068,TI,,,,,,,,
6069,TI,,,,,,,,
6070,TI,,,,,,,,
6071,TI,,,,,,,,
6072,TI,,,,,,,,
6073,TI,,,,,,,,
6074,TI,,,,,,,,
6075,TI,,,,,,,,
6076,TI,,,,,,,,
6077,TI,,,,,,,,
6078,TI,,,,,,,,
6079,TI,,,,,,,,
6080,TI,,,,,,,,
6081,TI,,,,,,,,
6082,TI,,,,,,,,
6083,TI,,,,,,,,
6084,TI,,,,,,,,
6085,TI,,,,,,,,
6086,TI,,,,,,,,
6087,TI,,,,,,,,
6088,TI,,,,,,,,
6089,TI,,,,,,,,
6090,TI,,,,,,,,
6091,TI,,,,,,,,
6092,TI,,,,,,,,
6093,TI,,,,,,,,
6094,TI,,,,,,,,
6095,TI,,,,,,,,
6096,TI,,,,,,,,
6097,TI,,,,,,,,
6098,TI,,,,,,,,
6099,TI,,,,,,,,
6100,TI,,,,,,,,
6101,TI,,,,,,,,
6102,TI,,,,,,,,
6103,TI,,,,,,,,
6104,TI,,,,,,,,
6105,TI,,,,,,,,
6106,TI,,,,,,,,
6107,TI,,,,,,,,
6108,TI,,,,,,,,
6109,TI,,,,,,,,
6110,TI,,,,,,,,
6111,TI,,,,,,,,
6112,TI,,,,,,,,
6113,TI,,,,,,,,
6114,TI,,,,,,,,
6115,TI,,,,,,,,
6116,TI,,,,,,,,
6117,TI,,,,,,,,
6118,TI,,,,,,,,
6119,TI,,,,,,,,
6120,TI,,,,,,,,
6121,TI,,,,,,,,
6122,TI,,,,,,,,
6123,TI,,,,,,,,
6124,TI,,,,,,,,
6125,TI,,,,,,,,
6126,TI,,,,,,,,
6127,TI,,,,,,,,
6128,TI,,,,,,,,
6129,TI,,,,,,,,
6130,TI,,,,,,,,
6131,TI,,,,,,,,
6132,TI,,,,,,,,
6133,TI,,,,,,,,
6134,TI,,,,,,,,
6135,TI,,,,,,,,
6136,TI,,,,,,,,
6137,TI,,,,,,,,
6138,TI,,,,,,,,
6139,TI,,,,,,,,
6140,TI,,,,,,,,
6141,TI,,,,,,,,
6142,TI,,,,,,,,
6143,TI,,,,,,,,
6144,TI,,,,,,,,
6145,TI,,,,,,,,
6146,TI,,,,,,,,
6147,TI,,,,,,,,
6148,TI,,,,,,,,
6149,TI,,,,,,,,
6150,TI,,,,,,,,
6151,TI,,,,,,,,
6152,TI,,,,,,,,
6153,TI,,,,,,,,
6154,TI,,,,,,,,
6155,TI,,,,,,,,
6156,TI,,,,,,,,
6157,TI,,,,,,,,
6158,TI,,,,,,,,
6159,TI,,,,,,,,
6160,TI,,,,,,,,
6161,TI,,,,,,,,
6162,TI,,,,,,,,
6163,TI,,,,,,,,
6164,TI,,,,,,,,
6165,TI,,,,,,,,
6166,TI,,,,,,,,
6167,TI,,,,,,,,
6168,TI,,,,,,,,
6169,TI,,,,,,,,
6170,TI,,,,,,,,
6171,TI,,,,,,,,
6172,TI,,,,,,,,
6173,TI,,,,,,,,
6174,TI,,,,,,,,
6175,TI,,,,,,,,
6176,TI,,,,,,,,
6177,TI,,,,,,,,
6178,TI,,,,,,,,
6179,TI,,,,,,,,
6180,TI,,,,,,,,
6181,TI,,,,,,,,
6182,TI,,,,,,,,
6183,TI,,,,,,,,
6184,TI,,,,,,,,
6185,TI,,,,,,,,
6186,TI,,,,,,,,
6187,TI,,,,,,,,
6188,TI,,,,,,,,
6189,TI,,,,,,,,
6190,TI,,,,,,,,
6191,TI,,,,,,,,
6192,TI,,,,,,,,
6193,TI,,,,,,,,
6194,TI,,,,,,,,
6195,TI,,,,,,,,
6196,TI,,,,,,,,
6197,TI,,,,,,,,
6198,TI,,,,,,,,
6199,TI,,,,,,,,
6200,TI,,,,,,,,
6201,TI,,,,,,,,
6202,TI,,,,,,,,
6203,TI,,,,,,,,
6204,TI,,,,,,,,
6205,TI,,,,,,,,
6206,TI,,,,,,,,
6207,TI,,,,,,,,
6208,TI,,,,,,,,
6209,TI,,,,,,,,
6210,TI,,,,,,,,
6211,TI,,,,,,,,
6212,TI,,,,,,,,
6213,TI,,,,,,,,
6214,TI,,,,,,,,
6215,TI,,,,,,,,
6216,TI,,,,,,,,
6217,TI,,,,,,,,
6218,TI,,,,,,,,
6219,TI,,,,,,,,
6220,TI,,,,,,,,
6221,TI,,,,,,,,
6222,TI,,,,,,,,
6223,TI,,,,,,,,
6224,TI,,,,,,,,
6225,TI,,,,,,,,
6226,TI,,,,,,,,
6227,TI,,,,,,,,
6228,TI,,,,,,,,
6229,TI,,,,,,,,
6230,TI,,,,,,,,
6231,TI,,,,,,,,
6232,TI,,,,,,,,
6233,TI,,,,,,,,
6234,TI,,,,,,,,
6235,TI,,,,,,,,
6236,TI,,,,,,,,
6237,TI,,,,,,,,
6238,TI,,,,,,,,
6239,TI,,,,,,,,
6240,TI,,,,,,,,
6241,TI,,,,,,,,
6242,TI,,,,,,,,
6243,TI,,,,,,,,
6244,TI,,,,,,,,
6245,TI,,,,,,,,
6246,TI,,,,,,,,
6247,TI,,,,,,,,
6248,TI,,,,,,,,
6249,TI,,,,,,,,
6250,TI,,,,,,,,
6251,TI,,,,,,,,
6252,TI,,,,,,,,
6253,TI,,,,,,,,
6254,TI,,,,,,,,
6255,TI,,,,,,,,
6256,TI,,,,,,,,
6257,TI,,,,,,,,
6258,TI,,,,,,,,
6259,TI,,,,,,,,
6260,TI,,,,,,,,
6261,TI,,,,,,,,
6262,TI,,,,,,,,
6263,TI,,,,,,,,
6264,TI,,,,,,,,
6265,TI,,,,,,,,
6266,TI,,,,,,,,
6267,TI,,,,,,,,
6268,TI,,,,,,,,
6269,TI,,,,,,,,
6270,TI,,,,,,,,
6271,TI,,,,,,,,
6272,TI,,,,,,,,
6273,TI,,,,,,,,
6274,TI,,,,,,,,
6275,TI,,,,,,,,
6276,TI,,,,,,,,
6277,TI,,,,,,,,
6278,TI,,,,,,,,
6279,TI,,,,,,,,
6280,TI,,,,,,,,
6281,TI,,,,,,,,
6282,TI,,,,,,,,
6283,TI,,,,,,,,
6284,TI,,,,,,,,
6285,TI,,,,,,,,
6286,TI,,,,,,,,
6287,TI,,,,,,,,
6288,TI,,,,,,,,
6289,TI,,,,,,,,
6290,TI,,,,,,,,
6291,TI,,,,,,,,
6292,TI,,,,,,,,
6293,TI,,,,,,,,
6294,TI,,,,,,,,
6295,TI,,,,,,,,
6296,TI,,,,,,,,
6297,TI,,,,,,,,
6298,TI,,,,,,,,
6299,TI,,,,,,,,
6300,TI,,,,,,,,
6301,TI,,,,,,,,
6302,TI,,,,,,,,
6303,TI,,,,,,,,
6304,TI,,,,,,,,
6305,TI,,,,,,,,
6306,TI,,,,,,,,
6307,TI,,,,,,,,
6308,TI,,,,,,,,
6309,TI,,,,,,,,
6310,TI,,,,,,,,
6311,TI,,,,,,,,
6312,TI,,,,,,,,
6313,TI,,,,,,,,
6314,TI,,,,,,,,
6315,TI,,,,,,,,
6316,TI,,,,,,,,
6317,TI,,,,,,,,
6318,TI,,,,,,,,
6319,TI,,,,,,,,
6320,TI,,,,,,,,
6321,TI,,,,,,,,
6322,TI,,,,,,,,
6323,TI,,,,,,,,
6324,TI,,,,,,,,
6325,TI,,,,,,,,
6326,TI,,,,,,,,
6327,TI,,,,,,,,
6328,TI,,,,,,,,
6329,TI,,,,,,,,
6330,TI,,,,,,,,
6331,TI,,,,,,,,
6332,TI,,,,,,,,
6333,TI,,,,,,,,
6334,TI,,,,,,,,
6335,TI,,,,,,,,
6336,TI,,,,,,,,
6337,TI,,,,,,,,
6338,TI,,,,,,,,
6339,TI,,,,,,,,
6340,TI,,,,,,,,
6341,TI,,,,,,,,
6342,TI,,,,,,,,
6343,TI,,,,,,,,
6344,TI,,,,,,,,
6345,TI,,,,,,,,
6346,TI,,,,,,,,
6347,TI,,,,,,,,
6348,TI,,,,,,,,
6349,TI,,,,,,,,
6350,TI,,,,,,,,
6351,TI,,,,,,,,
6352,TI,,,,,,,,
6353,TI,,,,,,,,
6354,TI,,,,,,,,
6355,TI,,,,,,,,
6356,TI,,,,,,,,
6357,TI,,,,,,,,
6358,TI,,,,,,,,
6359,TI,,,,,,,,
6360,TI,,,,,,,,
6361,TI,,,,,,,,
6362,TI,,,,,,,,
6363,TI,,,,,,,,
6364,TI,,,,,,,,
6365,TI,,,,,,,,
6366,TI,,,,,,,,
6367,TI,,,,,,,,
6368,TI,,,,,,,,
6369,TI,,,,,,,,
6370,TI,,,,,,,,
6371,TI,,,,,,,,
6372,TI,,,,,,,,
6373,TI,,,,,,,,
6374,TI,,,,,,,,
6375,TI,,,,,,,,
6376,TI,,,,,,,,
6377,TI,,,,,,,,
6378,TI,,,,,,,,
6379,TI,,,,,,,,
6380,TI,,,,,,,,
6381,TI,,,,,,,,
6382,TI,,,,,,,,
6383,TI,,,,,,,,
6384,TI,,,,,,,,
6385,TI,,,,,,,,
6386,TI,,,,,,,,
6387,TI,,,,,,,,
6388,TI,,,,,,,,
6389,TI,,,,,,,,
6390,TI,,,,,,,,
6391,TI,,,,,,,,
6392,TI,,,,,,,,
6393,TI,,,,,,,,
6394,TI,,,,,,,,
6395,TI,,,,,,,,
6396,TI,,,,,,,,
6397,TI,,,,,,,,
6398,TI,,,,,,,,
6399,TI,,,,,,,,
6400,TI,,,,,,,,
6401,TI,,,,,,,,
6402,TI,,,,,,,,
6403,TI,,,,,,,,
6404,TI,,,,,,,,
6405,TI,,,,,,,,
6406,TI,,,,,,,,
6407,TI,,,,,,,,
6408,TI,,,,,,,,
6409,TI,,,,,,,,
6410,TI,,,,,,,,
6411,TI,,,,,,,,
6412,TI,,,,,,,,
6413,TI,,,,,,,,
6414,TI,,,,,,,,
6415,TI,,,,,,,,
6416,TI,,,,,,,,
6417,TI,,,,,,,,
6418,TI,,,,,,,,
6419,TI,,,,,,,,
6420,TI,,,,,,,,
6421,TI,,,,,,,,
6422,TI,,,,,,,,
6423,TI,,,,,,,,
6424,TI,,,,,,,,
6425,TI,,,,,,,,
6426,TI,,,,,,,,
6427,TI,,,,,,,,
6428,TI,,,,,,,,
6429,TI,,,,,,,,
6430,TI,,,,,,,,
6431,TI,,,,,,,,
6432,TI,,,,,,,,
6433,TI,,,,,,,,
6434,TI,,,,,,,,
6435,TI,,,,,,,,
6436,TI,,,,,,,,
6437,TI,,,,,,,,
6438,TI,,,,,,,,
6439,TI,,,,,,,,
6440,TI,,,,,,,,
6441,TI,,,,,,,,
6442,TI,,,,,,,,
6443,TI,,,,,,,,
6444,TI,,,,,,,,
6445,TI,,,,,,,,
6446,TI,,,,,,,,
6447,TI,,,,,,,,
6448,TI,,,,,,,,
6449,TI,,,,,,,,
6450,TI,,,,,,,,
6451,TI,,,,,,,,
6452,TI,,,,,,,,
6453,TI,,,,,,,,
6454,TI,,,,,,,,
6455,TI,,,,,,,,
6456,TI,,,,,,,,
6457,TI,,,,,,,,
6458,TI,,,,,,,,
6459,TI,,,,,,,,
6460,TI,,,,,,,,
6461,TI,,,,,,,,
6462,TI,,,,,,,,
6463,TI,,,,,,,,
6464,TI,,,,,,,,
6465,TI,,,,,,,,
6466,TI,,,,,,,,
6467,TI,,,,,,,,
6468,TI,,,,,,,,
6469,TI,,,,,,,,
6470,TI,,,,,,,,
6471,TI,,,,,,,,
6472,TI,,,,,,,,
6473,TI,,,,,,,,
6474,TI,,,,,,,,
6475,TI,,,,,,,,
6476,TI,,,,,,,,
6477,TI,,,,,,,,
6478,TI,,,,,,,,
6479,TI,,,,,,,,
6480,TI,,,,,,,,
6481,TI,,,,,,,,
6482,TI,,,,,,,,
6483,TI,,,,,,,,
6484,TI,,,,,,,,
6485,TI,,,,,,,,
6486,TI,,,,,,,,
6487,TI,,,,,,,,
6488,TI,,,,,,,,
6489,TI,,,,,,,,
6490,TI,,,,,,,,
6491,TI,,,,,,,,
6492,TI,,,,,,,,
6493,TI,,,,,,,,
6494,TI,,,,,,,,
6495,TI,,,,,,,,
6496,TI,,,,,,,,
6497,TI,,,,,,,,
6498,TI,,,,,,,,
6499,TI,,,,,,,,
6500,TI,,,,,,,,
6501,TI,,,,,,,,
6502,TI,,,,,,,,
6503,TI,,,,,,,,
6504,TI,,,,,,,,
6505,TI,,,,,,,,
6506,TI,,,,,,,,
6507,TI,,,,,,,,
6508,TI,,,,,,,,
6509,TI,,,,,,,,
6510,TI,,,,,,,,
6511,TI,,,,,,,,
6512,TI,,,,,,,,
6513,TI,,,,,,,,
6514,TI,,,,,,,,
6515,TI,,,,,,,,
6516,TI,,,,,,,,
6517,TI,,,,,,,,
6518,TI,,,,,,,,
6519,TI,,,,,,,,
6520,TI,,,,,,,,
6521,TI,,,,,,,,
6522,TI,,,,,,,,
6523,TI,,,,,,,,
6524,TI,,,,,,,,
6525,TI,,,,,,,,
6526,TI,,,,,,,,
6527,TI,,,,,,,,
6528,TI,,,,,,,,
6529,TI,,,,,,,,
6530,TI,,,,,,,,
6531,TI,,,,,,,,
6532,TI,,,,,,,,
6533,TI,,,,,,,,
6534,TI,,,,,,,,
6535,TI,,,,,,,,
6536,TI,,,,,,,,
6537,TI,,,,,,,,
6538,TI,,,,,,,,
6539,TI,,,,,,,,
6540,TI,,,,,,,,
6541,TI,,,,,,,,
6542,TI,,,,,,,,
6543,TI,,,,,,,,
6544,TI,,,,,,,,
6545,TI,,,,,,,,
6546,TI,,,,,,,,
6547,TI,,,,,,,,
6548,TI,,,,,,,,
6549,TI,,,,,,,,
6550,TI,,,,,,,,
6551,TI,,,,,,,,
6552,TI,,,,,,,,
6553,TI,,,,,,,,
6554,TI,,,,,,,,
6555,TI,,,,,,,,
6556,TI,,,,,,,,
6557,TI,,,,,,,,
6558,TI,,,,,,,,
6559,TI,,,,,,,,
6560,TI,,,,,,,,
6561,TI,,,,,,,,
6562,TI,,,,,,,,
6563,TI,,,,,,,,
6564,TI,,,,,,,,
6565,TI,,,,,,,,
6566,TI,,,,,,,,
6567,TI,,,,,,,,
6568,TI,,,,,,,,
6569,TI,,,,,,,,
6570,TI,,,,,,,,
6571,TI,,,,,,,,
6572,TI,,,,,,,,
6573,TI,,,,,,,,
6574,TI,,,,,,,,
6575,TI,,,,,,,,
6576,TI,,,,,,,,
6577,TI,,,,,,,,
6578,TI,,,,,,,,
6579,TI,,,,,,,,
6580,TI,,,,,,,,
6581,TI,,,,,,,,
6582,TI,,,,,,,,
6583,TI,,,,,,,,
6584,TI,,,,,,,,
6585,TI,,,,,,,,
6586,TI,,,,,,,,
6587,TI,,,,,,,,
6588,TI,,,,,,,,
6589,TI,,,,,,,,
6590,TI,,,,,,,,
6591,TI,,,,,,,,
6592,TI,,,,,,,,
6593,TI,,,,,,,,
6594,TI,,,,,,,,
6595,TI,,,,,,,,
6596,TI,,,,,,,,
6597,TI,,,,,,,,
6598,TI,,,,,,,,
6599,TI,,,,,,,,
6600,TI,,,,,,,,
6601,TI,,,,,,,,
6602,TI,,,,,,,,
6603,TI,,,,,,,,
6604,TI,,,,,,,,
6605,TI,,,,,,,,
6606,TI,,,,,,,,
6607,TI,,,,,,,,
6608,TI,,,,,,,,
6609,TI,,,,,,,,
6610,TI,,,,,,,,
6611,TI,,,,,,,,
6612,TI,,,,,,,,
6613,TI,,,,,,,,
6614,TI,,,,,,,,
6615,TI,,,,,,,,
6616,TI,,,,,,,,
6617,TI,,,,,,,,
6618,TI,,,,,,,,
6619,TI,,,,,,,,
6620,TI,,,,,,,,
6621,TI,,,,,,,,
