workbook_row_index,observed_block_code,global_year,global_county,rifm__unnamed_1912_level_1,rifm__anm_lda_brott,rifm__unnamed_1914_level_1,rifm__anm_lda_brott_1,rifm__unnamed_1916_level_1,rifm__anm_lda_brott_2,rifm__unnamed_1918_level_1,rifm__anm_lda_brott_3,rifm__unnamed_1920_level_1,rifm__anm_lda_brott_4,rifm__unnamed_1922_level_1,rifm__brottsf_rebyggande_r_det,rifm__unnamed_1924_level_1,rifm__unnamed_1925_level_1,rifm__unnamed_1926_level_1,rifm__anm_lda_brott_5,rifm__unnamed_1928_level_1,rifm__brottsf_rebyggande_r_det_1,rifm__unnamed_1930_level_1,rifm__unnamed_1931_level_1,rifm__unnamed_1932_level_1,rifm__anm_lda_brott_6,rifm__unnamed_1934_level_1,rifm__brottsf_rebyggande_r_det_2,rifm__unnamed_1936_level_1,rifm__unnamed_1937_level_1,rifm__unnamed_1938_level_1,rifm__anm_lda_brott_7,rifm__unnamed_1940_level_1,rifm__brottsf_rebyggande_r_det_3,rifm__anm_lda_brott_8,rifm__unnamed_1943_level_1,rifm__brottsf_rebyggande_r_det_4,rifm__unnamed_1945_level_1,rifm__anm_lda_brott_9,rifm__unnamed_1947_level_1,rifm__anm_lda_brott_10,rifm__unnamed_1949_level_1,rifm__brottsf_rebyggande_r_det_5,rifm__unnamed_1951_level_1,rifm__unnamed_1952_level_1,rifm__anm_lda_brott_11,rifm__unnamed_1954_level_1,rifm__anm_lda_brott_12,rifm__unnamed_1956_level_1,rifm__brottsf_rebyggande_r_det_6,rifm__unnamed_1958_level_1,rifm__anm_lda_brott_13,rifm__unnamed_1960_level_1,rifm__anm_lda_brott_14,rifm__unnamed_1962_level_1,rifm__brottsf_rebyggande_r_det_7,rifm__unnamed_1964_level_1,rifm__unnamed_1965_level_1,rifm__unnamed_1966_level_1,rifm__anm_lda_brott_15,rifm__unnamed_1968_level_1,rifm__anm_lda_brott_16,rifm__unnamed_1970_level_1,rifm__anm_lda_brott_17,rifm__unnamed_1972_level_1,rifm__anm_lda_brott_18,rifm__unnamed_1974_level_1,rifm__anm_lda_brott_19,rifm__unnamed_1976_level_1
4559,RIFM,,,..,"1312 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, fullbordat",..,"1312 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, fullbordat",..,"1312 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, fullbordat",0,"1312 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, fullbordat",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4076 - Grovt vapenbrott, synnerligen grovt vapenbrott. innehav av jaktvapen",0,,,,,"4076 - Grovt vapenbrott, synnerligen grovt vapenbrott. innehav av jaktvapen",0,,,,,,,"9667 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",..,"9667 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",..,"9667 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",..,"9667 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",0,"9667 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",0
4560,RIFM,,,..,"1313 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, förberedelse, försök, stämpling m.m.",..,"1313 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, förberedelse, försök, stämpling m.m.",..,"1313 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, förberedelse, försök, stämpling m.m.",0,"1313 - Allmänfarlig ödeläggelse genom sprängning inkl. grovt, förberedelse, försök, stämpling m.m.",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4077 - Vapenbrott. innehav av annat vapen (upphörde år 2023),..,,,,,4077 - Vapenbrott. innehav av annat vapen (upphörde år 2023),..,,,,,,,"9668 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",..,"9668 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",..,"9668 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",..,"9668 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",0,"9668 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",0
4561,RIFM,,,..,1314 - Spridande av gift eller smitta inkl. grovt,..,1314 - Spridande av gift eller smitta inkl. grovt,..,1314 - Spridande av gift eller smitta inkl. grovt,0,1314 - Spridande av gift eller smitta inkl. grovt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4078 - Grovt vapenbrott, synnerligen grovt vapenbrott. innehav av annat vapen (upphörde år 2023)",..,,,,,"4078 - Grovt vapenbrott, synnerligen grovt vapenbrott. innehav av annat vapen (upphörde år 2023)",..,,,,,,,"9669 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",..,"9669 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",..,"9669 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",..,"9669 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",0,"9669 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",0
4562,RIFM,,,..,1315 - Förgöring inkl. grovt,..,1315 - Förgöring inkl. grovt,..,1315 - Förgöring inkl. grovt,0,1315 - Förgöring inkl. grovt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4079 - Vapenbrott. överlåtelse eller utlåning av skjutvapen,0,,,,,4079 - Vapenbrott. överlåtelse eller utlåning av skjutvapen,0,,,,,,,"9670 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, obekanta, inomhus",..,"9670 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, obekanta, inomhus",..,"9670 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, obekanta, inomhus",..,"9670 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, obekanta, inomhus",0,"9670 - Oaktsam våldtäkt, mot kvinna 18 år eller äldre, obekanta, inomhus",0
4563,RIFM,,,..,1316 - Vårdslöshet med gift eller smittämne,..,1316 - Vårdslöshet med gift eller smittämne,..,1316 - Vårdslöshet med gift eller smittämne,0,1316 - Vårdslöshet med gift eller smittämne,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4080 - Grovt vapenbrott, synnerligen grovt vapenbrott. överlåtelse eller utlåning av skjutvapen",0,,,,,"4080 - Grovt vapenbrott, synnerligen grovt vapenbrott. överlåtelse eller utlåning av skjutvapen",0,,,,,,,"9671 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",..,"9671 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",..,"9671 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",..,"9671 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",0,"9671 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom parrelation, inomhus",0
4564,RIFM,,,..,"1401 - Förfalskningsbrott, check",..,"1401 - Förfalskningsbrott, check",..,"1401 - Förfalskningsbrott, check",0,"1401 - Förfalskningsbrott, check",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4081 - Annat brott mot vapenlagen,0,,,,,4081 - Annat brott mot vapenlagen,0,,,,,,,"9672 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",..,"9672 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",..,"9672 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",..,"9672 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",0,"9672 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj, inomhus",0
4565,RIFM,,,..,"1402 - Förfalskningsbrott, svenskt körkort",..,"1402 - Förfalskningsbrott, svenskt körkort",..,"1402 - Förfalskningsbrott, svenskt körkort",0,"1402 - Förfalskningsbrott, svenskt körkort",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4082 - Olovlig spelverksamhet inkl. grovt,0,,,,,4082 - Olovlig spelverksamhet inkl. grovt,0,,,,,,,"9673 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",..,"9673 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",..,"9673 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",..,"9673 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",0,"9673 - Oaktsam våldtäkt, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation, inomhus",0
4566,RIFM,,,..,1403 - Urkförfalskn/grov urkförfalskn/undertr urk Ej samb bedräg sv pass (upphörde år 2001),..,1403 - Urkförfalskn/grov urkförfalskn/undertr urk Ej samb bedräg sv pass (upphörde år 2001),..,1403 - Urkförfalskn/grov urkförfalskn/undertr urk Ej samb bedräg sv pass (upphörde år 2001),..,1403 - Urkförfalskn/grov urkförfalskn/undertr urk Ej samb bedräg sv pass (upphörde år 2001),..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4083 - Främjande av olovligt spel inkl. grovt,0,,,,,4083 - Främjande av olovligt spel inkl. grovt,0,,,,,,,"9674 - Oaktsam våldtäkt, mot man 18 år eller äldre, obekanta, inomhus",..,"9674 - Oaktsam våldtäkt, mot man 18 år eller äldre, obekanta, inomhus",..,"9674 - Oaktsam våldtäkt, mot man 18 år eller äldre, obekanta, inomhus",..,"9674 - Oaktsam våldtäkt, mot man 18 år eller äldre, obekanta, inomhus",0,"9674 - Oaktsam våldtäkt, mot man 18 år eller äldre, obekanta, inomhus",0
4567,RIFM,,,..,"1404 - Förfalskningsbrott, tjänste- eller identitetskort",..,"1404 - Förfalskningsbrott, tjänste- eller identitetskort",..,"1404 - Förfalskningsbrott, tjänste- eller identitetskort",0,"1404 - Förfalskningsbrott, tjänste- eller identitetskort",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4084 - Spelfusk inkl. grovt,0,,,,,4084 - Spelfusk inkl. grovt,0,,,,,,,"9675 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",..,"9675 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",..,"9675 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",..,"9675 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",0,"9675 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",0
4568,RIFM,,,..,"1405 - Förfalskningsbrott, annan legitimationshandling",..,"1405 - Förfalskningsbrott, annan legitimationshandling",..,"1405 - Förfalskningsbrott, annan legitimationshandling",0,"1405 - Förfalskningsbrott, annan legitimationshandling",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4085 - Överträdelse av kontaktförbud med elektronisk övervakning,0,,,,,4085 - Överträdelse av kontaktförbud med elektronisk övervakning,0,,,,,,,"9676 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",..,"9676 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",..,"9676 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",..,"9676 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0,"9676 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0
4569,RIFM,,,..,"1406 - Förfalskningsbrott, övrig urkundsförfalskning",..,"1406 - Förfalskningsbrott, övrig urkundsförfalskning",..,"1406 - Förfalskningsbrott, övrig urkundsförfalskning",0,"1406 - Förfalskningsbrott, övrig urkundsförfalskning",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4086 - Överträdelse av kontaktförbud,..,,,,,4086 - Överträdelse av kontaktförbud,..,,,,,,,"9677 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",..,"9677 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",..,"9677 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",..,"9677 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",0,"9677 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",0
4570,RIFM,,,..,"1407 - Signaturförfalskning, brukande av det förfalskade",..,"1407 - Signaturförfalskning, brukande av det förfalskade",..,"1407 - Signaturförfalskning, brukande av det förfalskade",0,"1407 - Signaturförfalskning, brukande av det förfalskade",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4087 - Olovlig befattning med smuggelgods, övriga varor, ej alkohol, tobak, icke narkotikaklassade läkemedel, narkotika, vapen eller brandfarliga och explosiva varor",..,,,,,"4087 - Olovlig befattning med smuggelgods, övriga varor, ej alkohol, tobak, icke narkotikaklassade läkemedel, narkotika, vapen eller brandfarliga och explosiva varor",..,,,,,,,"9678 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",..,"9678 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",..,"9678 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",..,"9678 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",0,"9678 - Sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",0
4571,RIFM,,,..,1408 - Penningförfalsk/olovl befattn  bruk spridn falska pengar,..,1408 - Penningförfalsk/olovl befattn  bruk spridn falska pengar,..,1408 - Penningförfalsk/olovl befattn  bruk spridn falska pengar,0,1408 - Penningförfalsk/olovl befattn  bruk spridn falska pengar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4088 - Överträdelse av kontaktförbud, mot flicka under 18 år",0,,,,,"4088 - Överträdelse av kontaktförbud, mot flicka under 18 år",0,,,,,,,"9679 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom parrelation",..,"9679 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom parrelation",..,"9679 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom parrelation",..,"9679 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom parrelation",0,"9679 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom parrelation",0
4572,RIFM,,,..,1409 - Övriga brott mot 14 kap. BrB,..,1409 - Övriga brott mot 14 kap. BrB,..,1409 - Övriga brott mot 14 kap. BrB,0,1409 - Övriga brott mot 14 kap. BrB,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4089 - Överträdelse av kontaktförbud, mot pojke  under 18 år",0,,,,,"4089 - Överträdelse av kontaktförbud, mot pojke  under 18 år",0,,,,,,,"9680 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj",..,"9680 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj",..,"9680 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj",..,"9680 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0,"9680 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0
4573,RIFM,,,..,1410 - Förfalsk handl anv för illegal invandr: sv /utl pass/resedok m.m.,..,1410 - Förfalsk handl anv för illegal invandr: sv /utl pass/resedok m.m.,..,1410 - Förfalsk handl anv för illegal invandr: sv /utl pass/resedok m.m.,0,1410 - Förfalsk handl anv för illegal invandr: sv /utl pass/resedok m.m.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4090 - Överträdelse av kontaktförbud, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",0,,,,,"4090 - Överträdelse av kontaktförbud, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",0,,,,,,,"9681 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",..,"9681 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",..,"9681 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",..,"9681 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",0,"9681 - Sexuellt övergrepp, mot man 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",0
4574,RIFM,,,..,"1501 - Mened, osann partsutsaga eller ovarsam utsaga",..,"1501 - Mened, osann partsutsaga eller ovarsam utsaga",..,"1501 - Mened, osann partsutsaga eller ovarsam utsaga",0,"1501 - Mened, osann partsutsaga eller ovarsam utsaga",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4091 - Överträdelse av kontaktförbud, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0,,,,,"4091 - Överträdelse av kontaktförbud, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0,,,,,,,"9682 - Sexuellt övergrepp, mot man 18 år eller äldre, obekanta",..,"9682 - Sexuellt övergrepp, mot man 18 år eller äldre, obekanta",..,"9682 - Sexuellt övergrepp, mot man 18 år eller äldre, obekanta",..,"9682 - Sexuellt övergrepp, mot man 18 år eller äldre, obekanta",0,"9682 - Sexuellt övergrepp, mot man 18 år eller äldre, obekanta",0
4575,RIFM,,,..,"1502 - Övr brott kap.15, osann/ovarsam utsaga vid nord domstol mm (upphörde år 2009)",..,"1502 - Övr brott kap.15, osann/ovarsam utsaga vid nord domstol mm (upphörde år 2009)",..,"1502 - Övr brott kap.15, osann/ovarsam utsaga vid nord domstol mm (upphörde år 2009)",..,"1502 - Övr brott kap.15, osann/ovarsam utsaga vid nord domstol mm (upphörde år 2009)",..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4092 - Överträdelse av kontaktförbud, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation",0,,,,,"4092 - Överträdelse av kontaktförbud, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation",0,,,,,,,"9683 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",..,"9683 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",..,"9683 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",..,"9683 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",0,"9683 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom parrelation",0
4576,RIFM,,,..,1503 - Missbr urkund avs sv/utl pass/resedok/främlingspass mm,..,1503 - Missbr urkund avs sv/utl pass/resedok/främlingspass mm,..,1503 - Missbr urkund avs sv/utl pass/resedok/främlingspass mm,0,1503 - Missbr urkund avs sv/utl pass/resedok/främlingspass mm,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4093 - Överträdelse av kontaktförbud, mot kvinna 18 år eller äldre, obekanta",0,,,,,"4093 - Överträdelse av kontaktförbud, mot kvinna 18 år eller äldre, obekanta",0,,,,,,,"9684 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",..,"9684 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",..,"9684 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",..,"9684 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0,"9684 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0
4577,RIFM,,,..,"1504 - Brukande av osann urkund, gäller pass",..,"1504 - Brukande av osann urkund, gäller pass",..,"1504 - Brukande av osann urkund, gäller pass",0,"1504 - Brukande av osann urkund, gäller pass",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4094 - Överträdelse av kontaktförbud, mot man 18 år eller äldre, är eller har varit närstående genom parrelation",0,,,,,"4094 - Överträdelse av kontaktförbud, mot man 18 år eller äldre, är eller har varit närstående genom parrelation",0,,,,,,,"9685 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",..,"9685 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",..,"9685 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",..,"9685 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",0,"9685 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, är eller har varit bekanta genom annan slags relation ",0
4578,RIFM,,,..,1505 - Falsk och vårdslös beskyllning,..,1505 - Falsk och vårdslös beskyllning,..,1505 - Falsk och vårdslös beskyllning,0,1505 - Falsk och vårdslös beskyllning,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4095 - Överträdelse av kontaktförbud, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0,,,,,"4095 - Överträdelse av kontaktförbud, mot man 18 år eller äldre, är eller har varit närstående genom släktskap/familj",0,,,,,,,"9686 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",..,"9686 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",..,"9686 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",..,"9686 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",0,"9686 - Oaktsamt sexuellt övergrepp, mot kvinna 18 år eller äldre, obekanta",0
