workbook_row_index,observed_block_code,global_year,global_county,prid__swedish_monetary_financial_institutions_updated_10_january_2025,prid__unnamed_1464_level_1,prid__unnamed_1465_level_1,prid__unnamed_1466_level_1,prid__unnamed_1467_level_1,prid__unnamed_1468_level_1,prid__unnamed_1469_level_1,prid__unnamed_1470_level_1,prid__unnamed_1471_level_1
48316,PRID,,,,,,,,,,,
48317,PRID,,,,,,,,,,,
48318,PRID,,,,,,,,,,,
48319,PRID,,,,,,,,,,,
48320,PRID,,,,,,,,,,,
48321,PRID,,,,,,,,,,,
48322,PRID,,,,,,,,,,,
48323,PRID,,,,,,,,,,,
48324,PRID,,,,,,,,,,,
48325,PRID,,,,,,,,,,,
48326,PRID,,,,,,,,,,,
48327,PRID,,,,,,,,,,,
48328,PRID,,,,,,,,,,,
48329,PRID,,,,,,,,,,,
48330,PRID,,,,,,,,,,,
48331,PRID,,,,,,,,,,,
48332,PRID,,,,,,,,,,,
48333,PRID,,,,,,,,,,,
48334,PRID,,,,,,,,,,,
48335,PRID,,,,,,,,,,,
48336,PRID,,,,,,,,,,,
48337,PRID,,,,,,,,,,,
48338,PRID,,,,,,,,,,,
48339,PRID,,,,,,,,,,,
48340,PRID,,,,,,,,,,,
48341,PRID,,,,,,,,,,,
48342,PRID,,,,,,,,,,,
48343,PRID,,,,,,,,,,,
48344,PRID,,,,,,,,,,,
48345,PRID,,,,,,,,,,,
48346,PRID,,,,,,,,,,,
48347,PRID,,,,,,,,,,,
48348,PRID,,,,,,,,,,,
48349,PRID,,,,,,,,,,,
48350,PRID,,,,,,,,,,,
48351,PRID,,,,,,,,,,,
48352,PRID,,,,,,,,,,,
48353,PRID,,,,,,,,,,,
48354,PRID,,,,,,,,,,,
48355,PRID,,,,,,,,,,,
48356,PRID,,,,,,,,,,,
48357,PRID,,,,,,,,,,,
48358,PRID,,,,,,,,,,,
48359,PRID,,,,,,,,,,,
48360,PRID,,,,,,,,,,,
48361,PRID,,,,,,,,,,,
48362,PRID,,,,,,,,,,,
48363,PRID,,,,,,,,,,,
48364,PRID,,,,,,,,,,,
48365,PRID,,,,,,,,,,,
48366,PRID,,,,,,,,,,,
48367,PRID,,,,,,,,,,,
48368,PRID,,,,,,,,,,,
48369,PRID,,,,,,,,,,,
48370,PRID,,,,,,,,,,,
48371,PRID,,,,,,,,,,,
48372,PRID,,,,,,,,,,,
48373,PRID,,,,,,,,,,,
48374,PRID,,,,,,,,,,,
48375,PRID,,,,,,,,,,,
48376,PRID,,,,,,,,,,,
48377,PRID,,,,,,,,,,,
48378,PRID,,,,,,,,,,,
48379,PRID,,,,,,,,,,,
48380,PRID,,,,,,,,,,,
48381,PRID,,,,,,,,,,,
48382,PRID,,,,,,,,,,,
48383,PRID,,,,,,,,,,,
48384,PRID,,,,,,,,,,,
48385,PRID,,,,,,,,,,,
48386,PRID,,,,,,,,,,,
48387,PRID,,,,,,,,,,,
48388,PRID,,,,,,,,,,,
48389,PRID,,,,,,,,,,,
48390,PRID,,,,,,,,,,,
48391,PRID,,,,,,,,,,,
48392,PRID,,,,,,,,,,,
48393,PRID,,,,,,,,,,,
48394,PRID,,,,,,,,,,,
48395,PRID,,,,,,,,,,,
48396,PRID,,,,,,,,,,,
48397,PRID,,,,,,,,,,,
48398,PRID,,,,,,,,,,,
48399,PRID,,,,,,,,,,,
48400,PRID,,,,,,,,,,,
48401,PRID,,,,,,,,,,,
48402,PRID,,,,,,,,,,,
48403,PRID,,,,,,,,,,,
48404,PRID,,,,,,,,,,,
48405,PRID,,,,,,,,,,,
48406,PRID,,,,,,,,,,,
48407,PRID,,,,,,,,,,,
48408,PRID,,,,,,,,,,,
48409,PRID,,,,,,,,,,,
48410,PRID,,,,,,,,,,,
48411,PRID,,,,,,,,,,,
48412,PRID,,,,,,,,,,,
48413,PRID,,,,,,,,,,,
48414,PRID,,,,,,,,,,,
48415,PRID,,,,,,,,,,,
48416,PRID,,,,,,,,,,,
48417,PRID,,,,,,,,,,,
48418,PRID,,,,,,,,,,,
48419,PRID,,,,,,,,,,,
48420,PRID,,,,,,,,,,,
48421,PRID,,,,,,,,,,,
48422,PRID,,,,,,,,,,,
48423,PRID,,,,,,,,,,,
48424,PRID,,,,,,,,,,,
48425,PRID,,,,,,,,,,,
48426,PRID,,,,,,,,,,,
48427,PRID,,,,,,,,,,,
48428,PRID,,,,,,,,,,,
48429,PRID,,,,,,,,,,,
48430,PRID,,,,,,,,,,,
48431,PRID,,,,,,,,,,,
48432,PRID,,,,,,,,,,,
48433,PRID,,,,,,,,,,,
48434,PRID,,,,,,,,,,,
48435,PRID,,,,,,,,,,,
48436,PRID,,,,,,,,,,,
48437,PRID,,,,,,,,,,,
48438,PRID,,,,,,,,,,,
48439,PRID,,,,,,,,,,,
48440,PRID,,,,,,,,,,,
48441,PRID,,,,,,,,,,,
48442,PRID,,,,,,,,,,,
48443,PRID,,,,,,,,,,,
48444,PRID,,,,,,,,,,,
48445,PRID,,,,,,,,,,,
48446,PRID,,,,,,,,,,,
48447,PRID,,,,,,,,,,,
48448,PRID,,,,,,,,,,,
48449,PRID,,,,,,,,,,,
48450,PRID,,,,,,,,,,,
48451,PRID,,,,,,,,,,,
48452,PRID,,,,,,,,,,,
48453,PRID,,,,,,,,,,,
48454,PRID,,,,,,,,,,,
48455,PRID,,,,,,,,,,,
48456,PRID,,,,,,,,,,,
48457,PRID,,,,,,,,,,,
48458,PRID,,,,,,,,,,,
48459,PRID,,,,,,,,,,,
48460,PRID,,,,,,,,,,,
48461,PRID,,,,,,,,,,,
48462,PRID,,,,,,,,,,,
48463,PRID,,,,,,,,,,,
48464,PRID,,,,,,,,,,,
48465,PRID,,,,,,,,,,,
48466,PRID,,,,,,,,,,,
48467,PRID,,,,,,,,,,,
48468,PRID,,,,,,,,,,,
48469,PRID,,,,,,,,,,,
48470,PRID,,,,,,,,,,,
48471,PRID,,,,,,,,,,,
48472,PRID,,,,,,,,,,,
48473,PRID,,,,,,,,,,,
48474,PRID,,,,,,,,,,,
48475,PRID,,,,,,,,,,,
48476,PRID,,,,,,,,,,,
48477,PRID,,,,,,,,,,,
48478,PRID,,,,,,,,,,,
48479,PRID,,,,,,,,,,,
48480,PRID,,,,,,,,,,,
48481,PRID,,,,,,,,,,,
48482,PRID,,,,,,,,,,,
48483,PRID,,,,,,,,,,,
48484,PRID,,,,,,,,,,,
48485,PRID,,,,,,,,,,,
48486,PRID,,,,,,,,,,,
48487,PRID,,,,,,,,,,,
48488,PRID,,,,,,,,,,,
48489,PRID,,,,,,,,,,,
48490,PRID,,,,,,,,,,,
48491,PRID,,,,,,,,,,,
48492,PRID,,,,,,,,,,,
48493,PRID,,,,,,,,,,,
48494,PRID,,,,,,,,,,,
48495,PRID,,,,,,,,,,,
48496,PRID,,,,,,,,,,,
48497,PRID,,,,,,,,,,,
48498,PRID,,,,,,,,,,,
48499,PRID,,,,,,,,,,,
48500,PRID,,,,,,,,,,,
48501,PRID,,,,,,,,,,,
48502,PRID,,,,,,,,,,,
48503,PRID,,,,,,,,,,,
48504,PRID,,,,,,,,,,,
48505,PRID,,,,,,,,,,,
48506,PRID,,,,,,,,,,,
48507,PRID,,,,,,,,,,,
48508,PRID,,,,,,,,,,,
48509,PRID,,,,,,,,,,,
48510,PRID,,,,,,,,,,,
48511,PRID,,,,,,,,,,,
48512,PRID,,,,,,,,,,,
48513,PRID,,,,,,,,,,,
48514,PRID,,,,,,,,,,,
48515,PRID,,,,,,,,,,,
48516,PRID,,,,,,,,,,,
48517,PRID,,,,,,,,,,,
48518,PRID,,,,,,,,,,,
48519,PRID,,,,,,,,,,,
48520,PRID,,,,,,,,,,,
48521,PRID,,,,,,,,,,,
48522,PRID,,,,,,,,,,,
48523,PRID,,,,,,,,,,,
48524,PRID,,,,,,,,,,,
48525,PRID,,,,,,,,,,,
48526,PRID,,,,,,,,,,,
48527,PRID,,,,,,,,,,,
48528,PRID,,,,,,,,,,,
48529,PRID,,,,,,,,,,,
48530,PRID,,,,,,,,,,,
48531,PRID,,,,,,,,,,,
48532,PRID,,,,,,,,,,,
48533,PRID,,,,,,,,,,,
48534,PRID,,,,,,,,,,,
48535,PRID,,,,,,,,,,,
48536,PRID,,,,,,,,,,,
48537,PRID,,,,,,,,,,,
48538,PRID,,,,,,,,,,,
48539,PRID,,,,,,,,,,,
48540,PRID,,,,,,,,,,,
48541,PRID,,,,,,,,,,,
48542,PRID,,,,,,,,,,,
48543,PRID,,,,,,,,,,,
48544,PRID,,,,,,,,,,,
48545,PRID,,,,,,,,,,,
48546,PRID,,,,,,,,,,,
48547,PRID,,,,,,,,,,,
48548,PRID,,,,,,,,,,,
48549,PRID,,,,,,,,,,,
48550,PRID,,,,,,,,,,,
48551,PRID,,,,,,,,,,,
48552,PRID,,,,,,,,,,,
48553,PRID,,,,,,,,,,,
48554,PRID,,,,,,,,,,,
48555,PRID,,,,,,,,,,,
48556,PRID,,,,,,,,,,,
48557,PRID,,,,,,,,,,,
48558,PRID,,,,,,,,,,,
48559,PRID,,,,,,,,,,,
48560,PRID,,,,,,,,,,,
48561,PRID,,,,,,,,,,,
48562,PRID,,,,,,,,,,,
48563,PRID,,,,,,,,,,,
48564,PRID,,,,,,,,,,,
48565,PRID,,,,,,,,,,,
48566,PRID,,,,,,,,,,,
48567,PRID,,,,,,,,,,,
48568,PRID,,,,,,,,,,,
48569,PRID,,,,,,,,,,,
48570,PRID,,,,,,,,,,,
48571,PRID,,,,,,,,,,,
48572,PRID,,,,,,,,,,,
48573,PRID,,,,,,,,,,,
48574,PRID,,,,,,,,,,,
48575,PRID,,,,,,,,,,,
48576,PRID,,,,,,,,,,,
48577,PRID,,,,,,,,,,,
48578,PRID,,,,,,,,,,,
48579,PRID,,,,,,,,,,,
48580,PRID,,,,,,,,,,,
48581,PRID,,,,,,,,,,,
48582,PRID,,,,,,,,,,,
48583,PRID,,,,,,,,,,,
48584,PRID,,,,,,,,,,,
48585,PRID,,,,,,,,,,,
48586,PRID,,,,,,,,,,,
48587,PRID,,,,,,,,,,,
48588,PRID,,,,,,,,,,,
48589,PRID,,,,,,,,,,,
48590,PRID,,,,,,,,,,,
48591,PRID,,,,,,,,,,,
48592,PRID,,,,,,,,,,,
48593,PRID,,,,,,,,,,,
48594,PRID,,,,,,,,,,,
48595,PRID,,,,,,,,,,,
48596,PRID,,,,,,,,,,,
48597,PRID,,,,,,,,,,,
48598,PRID,,,,,,,,,,,
48599,PRID,,,,,,,,,,,
48600,PRID,,,,,,,,,,,
48601,PRID,,,,,,,,,,,
48602,PRID,,,,,,,,,,,
48603,PRID,,,,,,,,,,,
48604,PRID,,,,,,,,,,,
48605,PRID,,,,,,,,,,,
48606,PRID,,,,,,,,,,,
48607,PRID,,,,,,,,,,,
48608,PRID,,,,,,,,,,,
48609,PRID,,,,,,,,,,,
48610,PRID,,,,,,,,,,,
48611,PRID,,,,,,,,,,,
48612,PRID,,,,,,,,,,,
48613,PRID,,,,,,,,,,,
48614,PRID,,,,,,,,,,,
48615,PRID,,,,,,,,,,,
48616,PRID,,,,,,,,,,,
48617,PRID,,,,,,,,,,,
48618,PRID,,,,,,,,,,,
48619,PRID,,,,,,,,,,,
48620,PRID,,,,,,,,,,,
48621,PRID,,,,,,,,,,,
48622,PRID,,,,,,,,,,,
48623,PRID,,,,,,,,,,,
48624,PRID,,,,,,,,,,,
48625,PRID,,,,,,,,,,,
48626,PRID,,,,,,,,,,,
48627,PRID,,,,,,,,,,,
48628,PRID,,,,,,,,,,,
48629,PRID,,,,,,,,,,,
48630,PRID,,,,,,,,,,,
48631,PRID,,,,,,,,,,,
48632,PRID,,,,,,,,,,,
48633,PRID,,,,,,,,,,,
48634,PRID,,,,,,,,,,,
48635,PRID,,,,,,,,,,,
48636,PRID,,,,,,,,,,,
48637,PRID,,,,,,,,,,,
48638,PRID,,,,,,,,,,,
48639,PRID,,,,,,,,,,,
48640,PRID,,,,,,,,,,,
48641,PRID,,,,,,,,,,,
48642,PRID,,,,,,,,,,,
48643,PRID,,,,,,,,,,,
48644,PRID,,,,,,,,,,,
48645,PRID,,,,,,,,,,,
48646,PRID,,,,,,,,,,,
48647,PRID,,,,,,,,,,,
48648,PRID,,,,,,,,,,,
48649,PRID,,,,,,,,,,,
48650,PRID,,,,,,,,,,,
48651,PRID,,,,,,,,,,,
48652,PRID,,,,,,,,,,,
48653,PRID,,,,,,,,,,,
48654,PRID,,,,,,,,,,,
48655,PRID,,,,,,,,,,,
48656,PRID,,,,,,,,,,,
48657,PRID,,,,,,,,,,,
48658,PRID,,,,,,,,,,,
48659,PRID,,,,,,,,,,,
48660,PRID,,,,,,,,,,,
48661,PRID,,,,,,,,,,,
48662,PRID,,,,,,,,,,,
48663,PRID,,,,,,,,,,,
48664,PRID,,,,,,,,,,,
48665,PRID,,,,,,,,,,,
48666,PRID,,,,,,,,,,,
48667,PRID,,,,,,,,,,,
48668,PRID,,,,,,,,,,,
48669,PRID,,,,,,,,,,,
48670,PRID,,,,,,,,,,,
48671,PRID,,,,,,,,,,,
48672,PRID,,,,,,,,,,,
48673,PRID,,,,,,,,,,,
48674,PRID,,,,,,,,,,,
48675,PRID,,,,,,,,,,,
48676,PRID,,,,,,,,,,,
48677,PRID,,,,,,,,,,,
48678,PRID,,,,,,,,,,,
48679,PRID,,,,,,,,,,,
48680,PRID,,,,,,,,,,,
48681,PRID,,,,,,,,,,,
48682,PRID,,,,,,,,,,,
48683,PRID,,,,,,,,,,,
48684,PRID,,,,,,,,,,,
48685,PRID,,,,,,,,,,,
48686,PRID,,,,,,,,,,,
48687,PRID,,,,,,,,,,,
48688,PRID,,,,,,,,,,,
48689,PRID,,,,,,,,,,,
48690,PRID,,,,,,,,,,,
48691,PRID,,,,,,,,,,,
48692,PRID,,,,,,,,,,,
48693,PRID,,,,,,,,,,,
48694,PRID,,,,,,,,,,,
48695,PRID,,,,,,,,,,,
48696,PRID,,,,,,,,,,,
48697,PRID,,,,,,,,,,,
48698,PRID,,,,,,,,,,,
48699,PRID,,,,,,,,,,,
48700,PRID,,,,,,,,,,,
48701,PRID,,,,,,,,,,,
48702,PRID,,,,,,,,,,,
48703,PRID,,,,,,,,,,,
48704,PRID,,,,,,,,,,,
48705,PRID,,,,,,,,,,,
48706,PRID,,,,,,,,,,,
48707,PRID,,,,,,,,,,,
48708,PRID,,,,,,,,,,,
48709,PRID,,,,,,,,,,,
48710,PRID,,,,,,,,,,,
48711,PRID,,,,,,,,,,,
48712,PRID,,,,,,,,,,,
48713,PRID,,,,,,,,,,,
48714,PRID,,,,,,,,,,,
48715,PRID,,,,,,,,,,,
48716,PRID,,,,,,,,,,,
48717,PRID,,,,,,,,,,,
48718,PRID,,,,,,,,,,,
48719,PRID,,,,,,,,,,,
48720,PRID,,,,,,,,,,,
48721,PRID,,,,,,,,,,,
48722,PRID,,,,,,,,,,,
48723,PRID,,,,,,,,,,,
48724,PRID,,,,,,,,,,,
48725,PRID,,,,,,,,,,,
48726,PRID,,,,,,,,,,,
48727,PRID,,,,,,,,,,,
48728,PRID,,,,,,,,,,,
48729,PRID,,,,,,,,,,,
48730,PRID,,,,,,,,,,,
48731,PRID,,,,,,,,,,,
48732,PRID,,,,,,,,,,,
48733,PRID,,,,,,,,,,,
48734,PRID,,,,,,,,,,,
48735,PRID,,,,,,,,,,,
48736,PRID,,,,,,,,,,,
48737,PRID,,,,,,,,,,,
48738,PRID,,,,,,,,,,,
48739,PRID,,,,,,,,,,,
48740,PRID,,,,,,,,,,,
48741,PRID,,,,,,,,,,,
48742,PRID,,,,,,,,,,,
48743,PRID,,,,,,,,,,,
48744,PRID,,,,,,,,,,,
48745,PRID,,,,,,,,,,,
48746,PRID,,,,,,,,,,,
48747,PRID,,,,,,,,,,,
48748,PRID,,,,,,,,,,,
48749,PRID,,,,,,,,,,,
48750,PRID,,,,,,,,,,,
48751,PRID,,,,,,,,,,,
48752,PRID,,,,,,,,,,,
48753,PRID,,,,,,,,,,,
48754,PRID,,,,,,,,,,,
48755,PRID,,,,,,,,,,,
48756,PRID,,,,,,,,,,,
48757,PRID,,,,,,,,,,,
48758,PRID,,,,,,,,,,,
48759,PRID,,,,,,,,,,,
48760,PRID,,,,,,,,,,,
48761,PRID,,,,,,,,,,,
48762,PRID,,,,,,,,,,,
48763,PRID,,,,,,,,,,,
48764,PRID,,,,,,,,,,,
48765,PRID,,,,,,,,,,,
48766,PRID,,,,,,,,,,,
48767,PRID,,,,,,,,,,,
48768,PRID,,,,,,,,,,,
48769,PRID,,,,,,,,,,,
48770,PRID,,,,,,,,,,,
48771,PRID,,,,,,,,,,,
48772,PRID,,,,,,,,,,,
48773,PRID,,,,,,,,,,,
48774,PRID,,,,,,,,,,,
48775,PRID,,,,,,,,,,,
48776,PRID,,,,,,,,,,,
48777,PRID,,,,,,,,,,,
48778,PRID,,,,,,,,,,,
48779,PRID,,,,,,,,,,,
48780,PRID,,,,,,,,,,,
48781,PRID,,,,,,,,,,,
48782,PRID,,,,,,,,,,,
48783,PRID,,,,,,,,,,,
48784,PRID,,,,,,,,,,,
48785,PRID,,,,,,,,,,,
48786,PRID,,,,,,,,,,,
48787,PRID,,,,,,,,,,,
48788,PRID,,,,,,,,,,,
48789,PRID,,,,,,,,,,,
48790,PRID,,,,,,,,,,,
48791,PRID,,,,,,,,,,,
48792,PRID,,,,,,,,,,,
48793,PRID,,,,,,,,,,,
48794,PRID,,,,,,,,,,,
48795,PRID,,,,,,,,,,,
48796,PRID,,,,,,,,,,,
48797,PRID,,,,,,,,,,,
48798,PRID,,,,,,,,,,,
48799,PRID,,,,,,,,,,,
48800,PRID,,,,,,,,,,,
48801,PRID,,,,,,,,,,,
48802,PRID,,,,,,,,,,,
48803,PRID,,,,,,,,,,,
48804,PRID,,,,,,,,,,,
48805,PRID,,,,,,,,,,,
48806,PRID,,,,,,,,,,,
48807,PRID,,,,,,,,,,,
48808,PRID,,,,,,,,,,,
48809,PRID,,,,,,,,,,,
48810,PRID,,,,,,,,,,,
48811,PRID,,,,,,,,,,,
48812,PRID,,,,,,,,,,,
48813,PRID,,,,,,,,,,,
48814,PRID,,,,,,,,,,,
48815,PRID,,,,,,,,,,,
48816,PRID,,,,,,,,,,,
48817,PRID,,,,,,,,,,,
48818,PRID,,,,,,,,,,,
48819,PRID,,,,,,,,,,,
48820,PRID,,,,,,,,,,,
48821,PRID,,,,,,,,,,,
48822,PRID,,,,,,,,,,,
48823,PRID,,,,,,,,,,,
48824,PRID,,,,,,,,,,,
48825,PRID,,,,,,,,,,,
48826,PRID,,,,,,,,,,,
48827,PRID,,,,,,,,,,,
48828,PRID,,,,,,,,,,,
48829,PRID,,,,,,,,,,,
48830,PRID,,,,,,,,,,,
48831,PRID,,,,,,,,,,,
48832,PRID,,,,,,,,,,,
48833,PRID,,,,,,,,,,,
48834,PRID,,,,,,,,,,,
48835,PRID,,,,,,,,,,,
48836,PRID,,,,,,,,,,,
48837,PRID,,,,,,,,,,,
48838,PRID,,,,,,,,,,,
48839,PRID,,,,,,,,,,,
48840,PRID,,,,,,,,,,,
48841,PRID,,,,,,,,,,,
48842,PRID,,,,,,,,,,,
48843,PRID,,,,,,,,,,,
48844,PRID,,,,,,,,,,,
48845,PRID,,,,,,,,,,,
48846,PRID,,,,,,,,,,,
48847,PRID,,,,,,,,,,,
48848,PRID,,,,,,,,,,,
48849,PRID,,,,,,,,,,,
48850,PRID,,,,,,,,,,,
48851,PRID,,,,,,,,,,,
48852,PRID,,,,,,,,,,,
48853,PRID,,,,,,,,,,,
48854,PRID,,,,,,,,,,,
48855,PRID,,,,,,,,,,,
48856,PRID,,,,,,,,,,,
48857,PRID,,,,,,,,,,,
48858,PRID,,,,,,,,,,,
48859,PRID,,,,,,,,,,,
48860,PRID,,,,,,,,,,,
48861,PRID,,,,,,,,,,,
48862,PRID,,,,,,,,,,,
48863,PRID,,,,,,,,,,,
48864,PRID,,,,,,,,,,,
48865,PRID,,,,,,,,,,,
48866,PRID,,,,,,,,,,,
48867,PRID,,,,,,,,,,,
48868,PRID,,,,,,,,,,,
48869,PRID,,,,,,,,,,,
48870,PRID,,,,,,,,,,,
48871,PRID,,,,,,,,,,,
48872,PRID,,,,,,,,,,,
48873,PRID,,,,,,,,,,,
48874,PRID,,,,,,,,,,,
48875,PRID,,,,,,,,,,,
48876,PRID,,,,,,,,,,,
48877,PRID,,,,,,,,,,,
48878,PRID,,,,,,,,,,,
48879,PRID,,,,,,,,,,,
48880,PRID,,,,,,,,,,,
48881,PRID,,,,,,,,,,,
48882,PRID,,,,,,,,,,,
48883,PRID,,,,,,,,,,,
48884,PRID,,,,,,,,,,,
48885,PRID,,,,,,,,,,,
48886,PRID,,,,,,,,,,,
48887,PRID,,,,,,,,,,,
48888,PRID,,,,,,,,,,,
48889,PRID,,,,,,,,,,,
48890,PRID,,,,,,,,,,,
48891,PRID,,,,,,,,,,,
48892,PRID,,,,,,,,,,,
48893,PRID,,,,,,,,,,,
48894,PRID,,,,,,,,,,,
48895,PRID,,,,,,,,,,,
48896,PRID,,,,,,,,,,,
48897,PRID,,,,,,,,,,,
48898,PRID,,,,,,,,,,,
48899,PRID,,,,,,,,,,,
48900,PRID,,,,,,,,,,,
48901,PRID,,,,,,,,,,,
48902,PRID,,,,,,,,,,,
48903,PRID,,,,,,,,,,,
48904,PRID,,,,,,,,,,,
48905,PRID,,,,,,,,,,,
48906,PRID,,,,,,,,,,,
48907,PRID,,,,,,,,,,,
48908,PRID,,,,,,,,,,,
48909,PRID,,,,,,,,,,,
48910,PRID,,,,,,,,,,,
48911,PRID,,,,,,,,,,,
48912,PRID,,,,,,,,,,,
48913,PRID,,,,,,,,,,,
48914,PRID,,,,,,,,,,,
48915,PRID,,,,,,,,,,,
48916,PRID,,,,,,,,,,,
48917,PRID,,,,,,,,,,,
48918,PRID,,,,,,,,,,,
48919,PRID,,,,,,,,,,,
48920,PRID,,,,,,,,,,,
48921,PRID,,,,,,,,,,,
48922,PRID,,,,,,,,,,,
48923,PRID,,,,,,,,,,,
48924,PRID,,,,,,,,,,,
48925,PRID,,,,,,,,,,,
48926,PRID,,,,,,,,,,,
48927,PRID,,,,,,,,,,,
48928,PRID,,,,,,,,,,,
48929,PRID,,,,,,,,,,,
48930,PRID,,,,,,,,,,,
48931,PRID,,,,,,,,,,,
48932,PRID,,,,,,,,,,,
48933,PRID,,,,,,,,,,,
48934,PRID,,,,,,,,,,,
48935,PRID,,,,,,,,,,,
48936,PRID,,,,,,,,,,,
48937,PRID,,,,,,,,,,,
48938,PRID,,,,,,,,,,,
48939,PRID,,,,,,,,,,,
48940,PRID,,,,,,,,,,,
48941,PRID,,,,,,,,,,,
48942,PRID,,,,,,,,,,,
48943,PRID,,,,,,,,,,,
48944,PRID,,,,,,,,,,,
48945,PRID,,,,,,,,,,,
48946,PRID,,,,,,,,,,,
48947,PRID,,,,,,,,,,,
48948,PRID,,,,,,,,,,,
48949,PRID,,,,,,,,,,,
48950,PRID,,,,,,,,,,,
48951,PRID,,,,,,,,,,,
48952,PRID,,,,,,,,,,,
48953,PRID,,,,,,,,,,,
48954,PRID,,,,,,,,,,,
48955,PRID,,,,,,,,,,,
48956,PRID,,,,,,,,,,,
48957,PRID,,,,,,,,,,,
48958,PRID,,,,,,,,,,,
48959,PRID,,,,,,,,,,,
48960,PRID,,,,,,,,,,,
48961,PRID,,,,,,,,,,,
48962,PRID,,,,,,,,,,,
48963,PRID,,,,,,,,,,,
48964,PRID,,,,,,,,,,,
48965,PRID,,,,,,,,,,,
48966,PRID,,,,,,,,,,,
48967,PRID,,,,,,,,,,,
48968,PRID,,,,,,,,,,,
48969,PRID,,,,,,,,,,,
48970,PRID,,,,,,,,,,,
48971,PRID,,,,,,,,,,,
48972,PRID,,,,,,,,,,,
48973,PRID,,,,,,,,,,,
48974,PRID,,,,,,,,,,,
48975,PRID,,,,,,,,,,,
48976,PRID,,,,,,,,,,,
48977,PRID,,,,,,,,,,,
48978,PRID,,,,,,,,,,,
48979,PRID,,,,,,,,,,,
48980,PRID,,,,,,,,,,,
48981,PRID,,,,,,,,,,,
48982,PRID,,,,,,,,,,,
48983,PRID,,,,,,,,,,,
48984,PRID,,,,,,,,,,,
48985,PRID,,,,,,,,,,,
48986,PRID,,,,,,,,,,,
48987,PRID,,,,,,,,,,,
48988,PRID,,,,,,,,,,,
48989,PRID,,,,,,,,,,,
48990,PRID,,,,,,,,,,,
48991,PRID,,,,,,,,,,,
48992,PRID,,,,,,,,,,,
48993,PRID,,,,,,,,,,,
48994,PRID,,,,,,,,,,,
48995,PRID,,,,,,,,,,,
48996,PRID,,,,,,,,,,,
48997,PRID,,,,,,,,,,,
48998,PRID,,,,,,,,,,,
48999,PRID,,,,,,,,,,,
49000,PRID,,,,,,,,,,,
49001,PRID,,,,,,,,,,,
49002,PRID,,,,,,,,,,,
49003,PRID,,,,,,,,,,,
49004,PRID,,,,,,,,,,,
49005,PRID,,,,,,,,,,,
49006,PRID,,,,,,,,,,,
49007,PRID,,,,,,,,,,,
49008,PRID,,,,,,,,,,,
49009,PRID,,,,,,,,,,,
49010,PRID,,,,,,,,,,,
49011,PRID,,,,,,,,,,,
49012,PRID,,,,,,,,,,,
49013,PRID,,,,,,,,,,,
49014,PRID,,,,,,,,,,,
49015,PRID,,,,,,,,,,,
49016,PRID,,,,,,,,,,,
49017,PRID,,,,,,,,,,,
49018,PRID,,,,,,,,,,,
49019,PRID,,,,,,,,,,,
49020,PRID,,,,,,,,,,,
49021,PRID,,,,,,,,,,,
49022,PRID,,,,,,,,,,,
49023,PRID,,,,,,,,,,,
49024,PRID,,,,,,,,,,,
49025,PRID,,,,,,,,,,,
49026,PRID,,,,,,,,,,,
49027,PRID,,,,,,,,,,,
49028,PRID,,,,,,,,,,,
49029,PRID,,,,,,,,,,,
49030,PRID,,,,,,,,,,,
49031,PRID,,,,,,,,,,,
49032,PRID,,,,,,,,,,,
49033,PRID,,,,,,,,,,,
49034,PRID,,,,,,,,,,,
49035,PRID,,,,,,,,,,,
49036,PRID,,,,,,,,,,,
49037,PRID,,,,,,,,,,,
49038,PRID,,,,,,,,,,,
49039,PRID,,,,,,,,,,,
49040,PRID,,,,,,,,,,,
49041,PRID,,,,,,,,,,,
49042,PRID,,,,,,,,,,,
49043,PRID,,,,,,,,,,,
49044,PRID,,,,,,,,,,,
49045,PRID,,,,,,,,,,,
49046,PRID,,,,,,,,,,,
49047,PRID,,,,,,,,,,,
49048,PRID,,,,,,,,,,,
49049,PRID,,,,,,,,,,,
49050,PRID,,,,,,,,,,,
49051,PRID,,,,,,,,,,,
49052,PRID,,,,,,,,,,,
49053,PRID,,,,,,,,,,,
49054,PRID,,,,,,,,,,,
49055,PRID,,,,,,,,,,,
49056,PRID,,,,,,,,,,,
49057,PRID,,,,,,,,,,,
49058,PRID,,,,,,,,,,,
49059,PRID,,,,,,,,,,,
49060,PRID,,,,,,,,,,,
49061,PRID,,,,,,,,,,,
49062,PRID,,,,,,,,,,,
49063,PRID,,,,,,,,,,,
49064,PRID,,,,,,,,,,,
49065,PRID,,,,,,,,,,,
49066,PRID,,,,,,,,,,,
49067,PRID,,,,,,,,,,,
49068,PRID,,,,,,,,,,,
49069,PRID,,,,,,,,,,,
49070,PRID,,,,,,,,,,,
49071,PRID,,,,,,,,,,,
49072,PRID,,,,,,,,,,,
49073,PRID,,,,,,,,,,,
49074,PRID,,,,,,,,,,,
49075,PRID,,,,,,,,,,,
49076,PRID,,,,,,,,,,,
49077,PRID,,,,,,,,,,,
49078,PRID,,,,,,,,,,,
49079,PRID,,,,,,,,,,,
49080,PRID,,,,,,,,,,,
49081,PRID,,,,,,,,,,,
49082,PRID,,,,,,,,,,,
49083,PRID,,,,,,,,,,,
