track,variant_id,run_group,feature_bundle,max_lag,proxy_perturbation,test_mse_mean,test_mse_std,test_mse_min,test_mse_max,test_mae_mean,test_mae_std,test_mae_min,test_mae_max,test_r2_mean,test_r2_std,test_r2_min,test_r2_max,test_kstar_std_mean,test_kstar_std_std,test_kstar_std_min,test_kstar_std_max,test_kstar_proxy_spearman_adjusted_rho_mean,test_kstar_proxy_spearman_adjusted_rho_std,test_kstar_proxy_spearman_adjusted_rho_min,test_kstar_proxy_spearman_adjusted_rho_max,test_kstar_proxy_mean_spearman_adjusted_rho_mean,test_kstar_proxy_mean_spearman_adjusted_rho_std,test_kstar_proxy_mean_spearman_adjusted_rho_min,test_kstar_proxy_mean_spearman_adjusted_rho_max,test_lag_gate_sensitivity_range_mean,test_lag_gate_sensitivity_range_std,test_lag_gate_sensitivity_range_min,test_lag_gate_sensitivity_range_max,test_omega_entropy_mean_mean,test_omega_entropy_mean_std,test_omega_entropy_mean_min,test_omega_entropy_mean_max,run_count,seed_count
feature_subset,feature_subset_pca1_overlap_k2,CMDL,multiseq_overlap_pca1_region_proxy,2,none,25.954276388661633,2.202937014143827,21.12736246630681,29.473711511027854,5.085542489233471,0.21755707392084214,4.590971015748524,5.423621583552587,0.0,0.0,0.0,0.0,1.839628966903226e-05,5.295319123236579e-05,4.171456171415837e-08,0.00023424185534373548,0.041196881301819165,0.21195183990837138,-0.2859929861080225,0.7506493506493507,0.02330698989293845,0.17681945198411705,-0.32597402597402597,0.6506493506493506,3.3968687057495116e-05,7.787591397954894e-05,1.1920928955078125e-07,0.0003186464309692383,0.4119878517304551,0.099233270266982,0.25898374509056593,0.48606088019019417,20,20
feature_subset,feature_subset_pca1_overlap_k2,Plain LSTM,multiseq_overlap_pca1_region_proxy,2,none,27.018723854525604,3.9151170546075353,21.499102530136216,37.91703346842205,5.178996200291883,0.366586137541037,4.6295140868141536,6.1450449622103145,0.0,0.0,0.0,0.0,0.007744911289420085,0.034636296245697716,0.0,0.1548982257884017,0.12483755678647183,,0.12483755678647183,0.12483755678647183,0.18874249657002293,,0.18874249657002293,0.18874249657002293,,,,,0.6896762348551497,0.01552254108426732,0.6237282664640352,0.6931471805599453,20,20
feature_subset,feature_subset_rpcyd_fullspan_k3,CMDL,rpcyd_fullspan_region_proxy,3,none,1.5580880835646869,0.21825441838342785,1.1081679967613864,1.9124268151508772,1.214792682727178,0.09277146405271143,1.0074236828183372,1.3576504484055534,0.0,0.0,0.0,0.0,0.04126269199199476,0.04795100231573641,0.0021933048024740777,0.19493844870603746,-0.015584415584415595,0.6816372509993246,-0.9545454545454546,0.9272727272727272,-0.12980519480519478,0.6829000270448727,-0.961038961038961,0.9207792207792208,0.11593028306961059,0.13836546208350595,0.006326079368591309,0.5785603523254395,0.7226592536697647,0.15569394831708838,0.46944516536148984,0.9366456150168755,20,20
feature_subset,feature_subset_rpcyd_fullspan_k3,Plain LSTM,rpcyd_fullspan_region_proxy,3,none,1.2054945055836013,0.16765899809657478,0.9544291920581311,1.5689745204283794,1.0509790164137645,0.08156314176326057,0.9240513718317426,1.2122036313253737,0.0,0.0,0.0,0.0,0.011898920069859223,0.0028768537850458607,0.006385224695271236,0.018311103465724288,0.04675324675324675,0.24260132516174657,-0.39090909090909093,0.48571428571428565,0.033116883116883114,0.30658023843204163,-0.5727272727272726,0.5714285714285714,,,,,1.0927453660950857,0.0008793930723476296,1.09090830921851,1.0943864610393232,20,20
feature_subset,feature_subset_rpcyd_overlap_k2,CMDL,rpcyd_overlap_region_proxy,2,none,23.464629266861007,1.5739125481849643,20.45495873855524,26.36202472727877,4.8379711027656285,0.1624296803727778,4.517187601044064,5.130827960513887,0.0,0.0,0.0,0.0,1.6004669922441226e-05,3.782207962067929e-05,4.171456171415837e-08,0.00014050705180029783,-0.019639360882992916,0.24177375361109538,-0.5636363636363637,0.7402597402597402,-0.07448209024641458,0.24866671770222287,-0.7571428571428571,0.4714285714285714,4.7135353088378904e-05,0.00011515683879246632,1.1920928955078125e-07,0.00045168399810791016,0.4118975324842249,0.09929738467607203,0.26040691279380057,0.4838402281366747,20,20
feature_subset,feature_subset_rpcyd_overlap_k2,Plain LSTM,rpcyd_overlap_region_proxy,2,none,21.794293085681907,0.7305779187322293,20.380195708649325,23.314910768658578,4.664773520543461,0.07810905307216877,4.510893373262315,4.824848439012255,0.0,0.0,0.0,0.0,0.2504460423228399,0.09574729462145048,0.0,0.37261980221984287,-0.12902138578044034,0.32151339370212983,-0.7500231295477457,0.43320011272198167,-0.09490647474050001,0.28305323268780136,-0.6322184495140684,0.43320011272198167,,,,,0.299686434182484,0.16655618855642612,0.08218848003645521,0.6931471805599453,20,20
feature_subset,feature_subset_rpcyd_ratio_overlap_k2,CMDL,rpcyd_ratio_overlap_region_proxy,2,none,23.646688377606026,1.496534928889047,21.04174992434518,26.780648531759404,4.853871756827547,0.15118411454321978,4.5834376357850575,5.160468562727883,0.0,0.0,0.0,0.0,9.173333510197739e-06,1.6962631274976663e-05,0.0,5.7901107293966585e-05,-0.0752507170172322,0.3410295201020404,-0.7928465765709573,0.5363636363636364,0.005067525484870287,0.2925922590178686,-0.6946350646249241,0.7359532703838062,2.4205446243286134e-05,4.6438768767397694e-05,0.0,0.00016236305236816406,0.35363285858420485,0.10463390677630822,0.2617417993496025,0.48485842977559884,20,20
feature_subset,feature_subset_rpcyd_ratio_overlap_k2,Plain LSTM,rpcyd_ratio_overlap_region_proxy,2,none,22.833771705181466,1.040082461958731,20.68114576924908,25.23639003697206,4.771209512012346,0.10803120013978343,4.542941377276466,5.014564040161314,0.0,0.0,0.0,0.0,0.23894135207591116,0.04961947628529632,0.1467717619754518,0.34972079342642204,0.11869262490405193,0.24902831065247572,-0.3482698178549329,0.5865219569670885,0.0897334660676499,0.22623564835283147,-0.4003708855687832,0.5417330075259654,,,,,0.4460558547526568,0.11142741844116222,0.25165120510049593,0.6271331809072656,20,20
feature_subset,feature_subset_rydgdp_ratio_overlap_k2,CMDL,rydgdp_ratio_overlap_region_proxy,2,none,22.39517471796144,1.1641409057051575,19.44039288170651,24.443397722594653,4.725787386014348,0.12257289166400746,4.406289265269325,4.929827113946279,0.0,0.0,0.0,0.0,1.1682125516357271e-05,2.6023187622114075e-05,7.487992989604201e-08,0.00010539644757983386,-0.007266378253704709,0.28116693917335284,-0.7389610389610389,0.7857142857142857,-0.055715593485645844,0.2564720168405099,-0.8142857142857143,0.5363636363636364,3.476738929748535e-05,8.205091373012745e-05,2.384185791015625e-07,0.0003414154052734375,0.4179883235872044,0.09723599815447657,0.266597788547353,0.486542413891702,20,20
feature_subset,feature_subset_rydgdp_ratio_overlap_k2,Plain LSTM,rydgdp_ratio_overlap_region_proxy,2,none,22.714466245973018,1.0428527419748201,21.085565487486086,25.338784411140594,4.75915176996163,0.10800752996236034,4.58544431413923,5.025332002412705,0.0,0.0,0.0,0.0,0.21589472243629215,0.04150434324747498,0.10647942749998997,0.28730468614986127,0.1150911349628159,0.19344655221186022,-0.3246368403847287,0.4395969635110647,0.11570383944196645,0.21099423493201533,-0.3572636585138471,0.48243704264279,,,,,0.547955313968428,0.04746944038974468,0.46123308876100344,0.6601401807336055,20,20
fullspan_income,fullspan_income_k2,CMDL,single_fullspan_region_proxy,2,none,1.623376827351129,0.2339738280126037,1.0585372903525898,2.074050142634727,1.2405930873893556,0.10012575118312325,0.9804356722604661,1.416673031118181,0.0,0.0,0.0,0.0,0.007246251692069707,0.03237285234283803,5.619579801452537e-08,0.144783247835004,-0.15516349816603914,0.2758723467785298,-0.9272727272727272,-0.0,-0.15296415549798595,0.2614615856614679,-0.8080546057876918,-0.0,5.2982568740844725e-05,0.0001485100812631161,1.1920928955078125e-07,0.0006657838821411133,0.4086129643647918,0.10398000729436989,0.2575048867275173,0.49159785849748777,20,20
fullspan_income,fullspan_income_k2,No AC Encoder,single_fullspan_region_proxy,2,none,1.6039765469597473,0.21209866920611614,1.0488948166535443,1.9442152168151698,1.2333308915770242,0.09223463858534105,0.9789909370361812,1.3723883013876657,0.0,0.0,0.0,0.0,2.538667380809545e-09,1.1353265671502974e-08,0.0,5.07733476161909e-08,0.0,,-0.0,-0.0,0.0,,-0.0,-0.0,0.0,0.0,0.0,0.0,0.41905797195093175,0.10116952002018062,0.25748210725860976,0.49160287636585487,20,20
fullspan_income,fullspan_income_k2,No Recon,single_fullspan_region_proxy,2,none,1.6233063382057815,0.23398432665512192,1.0585016659282218,2.0741492619867627,1.2405643366158956,0.10013087028808282,0.9804173140298753,1.4167085460254125,0.0,0.0,0.0,0.0,0.007247062306013678,0.03237647686075021,4.469785164658121e-08,0.14479945732002653,-0.15472513671070431,0.2749494199545093,-0.9272727272727272,-0.0,-0.1522188638727189,0.2609878000606834,-0.8080546057876918,-0.0,5.2994489669799806e-05,0.00014858921553731304,1.1920928955078125e-07,0.0006661415100097656,0.40861257303912435,0.10398009397268052,0.25750467943350897,0.49159775822850477,20,20
fullspan_income,fullspan_income_k2,Plain LSTM,single_fullspan_region_proxy,2,none,1.3892663571174815,0.18414641267453885,1.1171615198858387,1.7541792158121543,1.1341444605872746,0.08310401156456418,0.9937685444241479,1.2849676249519226,0.0,0.0,0.0,0.0,0.00416940499688445,0.0009801340657565442,0.0021874478935026693,0.006077147793202237,-0.030259740259740257,0.21864884267241133,-0.39090909090909093,0.3948051948051948,-0.03318181818181819,0.29382524172373425,-0.5883116883116883,0.4909090909090909,,,,,0.6925930386765773,0.0002858778149176411,0.6918816324720181,0.692939445734098,20,20
fullspan_income,fullspan_income_k2,Uniform Lag,single_fullspan_region_proxy,2,none,1.6176314997226016,0.19776373311268095,1.1540852266540982,1.918366692856825,1.239612891702425,0.08444304182759975,1.0291252571438987,1.3624592527510628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.037138402462005615,0.16571529107567043,1.1920928955078125e-07,0.7411835193634033,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,20,20
fullspan_income,fullspan_income_k3,CMDL,single_fullspan_region_proxy,3,none,1.5580880835646869,0.21825441838342785,1.1081679967613864,1.9124268151508772,1.214792682727178,0.09277146405271143,1.0074236828183372,1.3576504484055534,0.0,0.0,0.0,0.0,0.04126269199199476,0.04795100231573641,0.0021933048024740777,0.19493844870603746,-0.015584415584415595,0.6816372509993246,-0.9545454545454546,0.9272727272727272,-0.12980519480519478,0.6829000270448727,-0.961038961038961,0.9207792207792208,0.11593028306961059,0.13836546208350595,0.006326079368591309,0.5785603523254395,0.7226592536697647,0.15569394831708838,0.46944516536148984,0.9366456150168755,20,20
fullspan_income,fullspan_income_k3,No AC Encoder,single_fullspan_region_proxy,3,none,1.5506366388238981,0.22768323361042736,1.1065412082964337,1.9153606900632814,1.2113844390426363,0.09663355073739584,1.0067710611555312,1.3587198834570626,0.0,0.0,0.0,0.0,5.515518753784234e-09,1.7035831471219652e-08,0.0,5.953702745949378e-08,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.7107572433464083,0.1437155868223295,0.4721877106215397,0.9436157955404038,20,20
fullspan_income,fullspan_income_k3,No Recon,single_fullspan_region_proxy,3,none,1.5580222624154385,0.21825446808320165,1.1081241864167202,1.9123691141009982,1.2147666462830133,0.0927723292907499,1.0074115007642717,1.3576310049919855,0.0,0.0,0.0,0.0,0.041261106008721994,0.047947080970066884,0.0021934156653507226,0.1949134787588254,-0.015584415584415595,0.6816372509993246,-0.9545454545454546,0.9272727272727272,-0.12980519480519478,0.6829000270448727,-0.961038961038961,0.9207792207792208,0.11592603921890259,0.13835445640844032,0.0063250064849853516,0.5784941911697388,0.7226588906161727,0.1556937328721975,0.4694449885346942,0.9366444725540626,20,20
fullspan_income,fullspan_income_k3,Plain LSTM,single_fullspan_region_proxy,3,none,1.2054945055836013,0.16765899809657478,0.9544291920581311,1.5689745204283794,1.0509790164137645,0.08156314176326057,0.9240513718317426,1.2122036313253737,0.0,0.0,0.0,0.0,0.011898920069859223,0.0028768537850458607,0.006385224695271236,0.018311103465724288,0.04675324675324675,0.24260132516174657,-0.39090909090909093,0.48571428571428565,0.033116883116883114,0.30658023843204163,-0.5727272727272726,0.5714285714285714,,,,,1.0927453660950857,0.0008793930723476296,1.09090830921851,1.0943864610393232,20,20
fullspan_income,fullspan_income_k3,Uniform Lag,single_fullspan_region_proxy,3,none,1.431694878612085,0.25154333386918254,0.9406223348659082,1.8190290064199552,1.1597938129353145,0.11377145208681945,0.9230783137064131,1.3200120083869449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0636931300163269,0.055559608874585234,0.0061054229736328125,0.23227310180664062,1.0986122916069843,0.0,1.0986122916069843,1.0986122916069843,20,20
reference,reference_overlap_multiseq_k2,CMDL,multiseq_overlap_region_proxy,2,none,28.991725394561733,3.2778284454503845,24.47689836033086,36.91217245595314,5.366171383715811,0.29475389512589567,4.943198856853304,6.051716611144089,0.0,0.0,0.0,0.0,0.02858711816173009,0.09106951399137177,0.0,0.3612230623202423,0.034600377425733506,0.2887325348127738,-0.5324675324675324,0.8077922077922077,0.011546144289419651,0.3017581375346035,-0.5389610389610389,0.851948051948052,0.06918190717697144,0.21295480867872774,0.0,0.746833324432373,0.37067811955761754,0.1018306055698959,0.26129992424807347,0.4852297737457045,20,20
reference,reference_overlap_multiseq_k2,No AC Encoder,multiseq_overlap_region_proxy,2,none,28.855421454947855,3.1765890775053744,24.478164603014047,36.95122193269945,5.354425018954845,0.2857211476946787,4.943324091888609,6.05493265496833,0.0,0.0,0.0,0.0,2.538667380809545e-09,1.1353265671502976e-08,0.0,5.07733476161909e-08,0.0,,-0.0,-0.0,0.0,,-0.0,-0.0,0.0,0.0,0.0,0.0,0.3625147055088869,0.10571743348516817,0.2612941708252753,0.49564067901171555,20,20
reference,reference_overlap_multiseq_k2,No Recon,multiseq_overlap_region_proxy,2,none,28.995659949325578,3.279483093615072,24.47742762325342,36.91247168417387,5.366514448679629,0.294910654056191,4.943252427237375,6.051742212403388,0.0,0.0,0.0,0.0,0.02834203615199298,0.09056587822150709,4.171456171415836e-08,0.3612222953859742,0.0306857942286147,0.272536409473352,-0.5324675324675324,0.8077922077922077,0.01052139999034781,0.28567493388564824,-0.5389610389610389,0.851948051948052,0.06958974599838257,0.21409584982216906,0.0,0.7468332052230835,0.3704175718322715,0.10198062295348724,0.26129960453328677,0.48522971879648924,20,20
reference,reference_overlap_multiseq_k2,Plain LSTM,multiseq_overlap_region_proxy,2,none,29.354928782361146,2.4652253560436543,24.930158808620305,34.9162082523105,5.405140930192457,0.2258794049981206,4.984294247059595,5.899017805677085,0.0,0.0,0.0,0.0,0.015419974290340166,0.045322494848660695,0.0,0.1485642999965294,0.16482651556572434,0.3227348173381416,-0.18251489887592276,0.4554297618102968,0.150347182207656,0.2969263269181237,-0.1622354656674869,0.4286397758214558,,,,,0.686389009634302,0.020744819922393222,0.6243570375556055,0.6931471805599453,20,20
reference,reference_overlap_multiseq_k2,Uniform Lag,multiseq_overlap_region_proxy,2,none,28.022430452740387,3.653470069223018,24.341521301311154,37.85822296272728,5.274588605761528,0.327228556347214,4.930059799126217,6.128507966086978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.07418726682662964,0.22659264365825882,0.0,0.738956093788147,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,20,20
reference,reference_overlap_single_k2,CMDL,single_overlap_region_proxy,2,none,23.464629266861007,1.5739125481849643,20.45495873855524,26.36202472727877,4.8379711027656285,0.1624296803727778,4.517187601044064,5.130827960513887,0.0,0.0,0.0,0.0,1.6004669922441226e-05,3.782207962067929e-05,4.171456171415837e-08,0.00014050705180029783,-0.019639360882992916,0.24177375361109538,-0.5636363636363637,0.7402597402597402,-0.07448209024641458,0.24866671770222287,-0.7571428571428571,0.4714285714285714,4.7135353088378904e-05,0.00011515683879246632,1.1920928955078125e-07,0.00045168399810791016,0.4118975324842249,0.09929738467607203,0.26040691279380057,0.4838402281366747,20,20
