epoch,train_task_loss,train_grad_norm,val_task_loss,val_mae,val_r2
1.0,1.6138215065002441,8.574371337890625,17.129047393798828,2.5241559154113244,-0.03798317756491335
2.0,1.242836356163025,3.777897357940674,16.33262825012207,2.4142537184923283,0.02772259883055565
3.0,1.1175106763839722,3.2480075359344482,16.088973999023438,2.3781002172643046,0.05217783653965211
4.0,1.0471947193145752,2.6236655712127686,16.099658966064453,2.3745245430698123,0.05568086226742556
5.0,0.9907395839691162,2.6956465244293213,16.08462142944336,2.364069690136836,0.058973056139471146
6.0,0.924159824848175,2.274353504180908,16.00699806213379,2.3471476201417767,0.06524896410189125
7.0,0.85755455493927,1.198838472366333,15.90411376953125,2.324325544332775,0.07207328284754196
8.0,0.8211801648139954,1.3290296792984009,15.851679801940918,2.30645324749291,0.07586730849527638
9.0,0.7966736555099487,1.6735641956329346,15.792781829833984,2.290139491433023,0.0809469023773764
10.0,0.7659172415733337,1.4439470767974854,15.651687622070312,2.264866154332462,0.0922842425361577
11.0,0.7346735596656799,1.1279007196426392,15.368400573730469,2.220187380770619,0.11359573681236436
12.0,0.708713710308075,0.787074625492096,15.019486427307129,2.164536491822467,0.1385034389125466
13.0,0.6888588666915894,0.8367313742637634,14.77731704711914,2.1252182916953015,0.1539730762220137
14.0,0.6725343465805054,1.1361113786697388,14.679265975952148,2.1074892344454734,0.1574473923692539
15.0,0.6498774886131287,0.8534716963768005,14.677885055541992,2.106467637199606,0.15218349607649473
16.0,0.6308001279830933,0.4928038418292999,14.660588264465332,2.104565462177126,0.14698496756450072
17.0,0.6152097582817078,0.6903973817825317,14.557246208190918,2.0907106057294986,0.1484440446975994
18.0,0.6058019995689392,0.8397116661071777,14.398595809936523,2.0713666573119087,0.1553668821661181
19.0,0.5900607705116272,0.7245272994041443,14.257174491882324,2.05787263228757,0.16241302223738666
20.0,0.5741283893585205,0.3988933265209198,14.158894538879395,2.052484025673256,0.16690841705275208
21.0,0.5637025833129883,0.6845388412475586,14.09698486328125,2.050440614621163,0.16873076875706391
22.0,0.5485694408416748,0.7816644310951233,14.085143089294434,2.0533263875772523,0.16666690133752837
23.0,0.5324968695640564,0.5228902697563171,14.157553672790527,2.068209386898332,0.1589004367553146
24.0,0.5139287114143372,0.41996636986732483,14.26883316040039,2.087479634146787,0.14978097863794
25.0,0.5004923939704895,0.6115676164627075,14.338431358337402,2.100307150124015,0.14528430629089908
26.0,0.48810866475105286,0.6678729057312012,14.301068305969238,2.0977391999425827,0.1488784937774063
27.0,0.4714593291282654,0.41840115189552307,14.275238990783691,2.0973719998808082,0.15178478472113494
28.0,0.4575720429420471,0.5089483261108398,14.349122047424316,2.1117158849847018,0.1474094420050099
29.0,0.4503108859062195,0.49038267135620117,14.458231925964355,2.131056108342834,0.13914532344963795
30.0,0.43678006529808044,0.46968623995780945,14.542181015014648,2.1502427202768817,0.13108542987973723
31.0,0.42490068078041077,0.4520922303199768,14.66100788116455,2.17666542238524,0.12112470676322497
32.0,0.41498416662216187,0.4976659417152405,14.69607162475586,2.1920585746470933,0.11676047666415525
33.0,0.40643858909606934,0.40025758743286133,14.635404586791992,2.1966672220484265,0.11774236346944611
34.0,0.40158674120903015,0.6443790793418884,14.816904067993164,2.2307481196784598,0.10414246890282551
35.0,0.39386025071144104,0.7601217031478882,14.887598991394043,2.2485814875162915,0.09572785724594722
36.0,0.38066917657852173,0.3897378146648407,15.041064262390137,2.2748309913803784,0.08254385996376927
37.0,0.37256523966789246,0.5247967839241028,15.190214157104492,2.2980745192497776,0.07112928698127664
38.0,0.36467015743255615,0.4291345477104187,15.186507225036621,2.3013887918349276,0.06935302625370948
39.0,0.3537599444389343,0.302776575088501,15.233951568603516,2.3097034712047435,0.0643430860316625
40.0,0.3479088842868805,0.4221450388431549,15.400468826293945,2.3327453734699444,0.05164191949019679
41.0,0.3383266031742096,0.3516805171966553,15.466226577758789,2.3426871975927623,0.04462755290863285
42.0,0.3339731693267822,0.3298569917678833,15.546123504638672,2.3550431424688196,0.03825035579981484
