epoch,train_total_loss,train_task_loss,train_recon_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_kstar_mae,val_kstar_rmse,val_kstar_spearman_rho,val_kstar_spearman_p,val_z_spearman_rho,val_z_spearman_p,val_proxy_recon_r2,val_omega_entropy_mean,val_omega_peak_accuracy
1.0,0.6435182094573975,0.6435182094573975,1.0591051578521729,8.842341423034668,0.412692666053772,0.412692666053772,1.0642547607421875,4.929577827453613,5.464489029846757,0.9454770196998667,4.156895670321124e-20,0.9677298311444654,2.372856355078748e-24,-16.881838697433356,1.4014449563965834,0.025
2.0,0.4026367962360382,0.4026367962360382,1.0566420555114746,4.249318599700928,0.3354891240596771,0.3354891240596771,1.0622671842575073,4.825532925128937,5.367593867401524,0.9449835041869218,4.911829844150219e-20,0.9675422138836773,2.644842767846237e-24,-16.862914913442218,1.4410417403613203,0.025
3.0,0.3140360713005066,0.3140360713005066,1.054481863975525,3.9605929851531982,0.2652794420719147,0.2652794420719147,1.060263991355896,4.715299260616303,5.265919358327898,0.9449835041869218,4.911829844150219e-20,0.9679174484052534,2.1274729695679854e-24,-16.84443741510316,1.4792861845872272,0.025
4.0,0.2304556965827942,0.2304556965827942,1.0522979497909546,1.1329388618469238,0.2669840157032013,0.2669840157032013,1.0585623979568481,4.617275178432465,5.176461273112508,0.9449835041869218,4.911829844150219e-20,0.9688555347091935,1.2204660208328971e-24,-16.829235127015476,1.5103729241081134,0.025
5.0,0.21030497550964355,0.21030497550964355,1.0504374504089355,2.654507875442505,0.24751700460910797,0.24751700460910797,1.0568609237670898,4.526643931865692,5.084514355889063,0.9449835041869218,4.911829844150219e-20,0.9688555347091935,1.2204660208328971e-24,-16.814632800295488,1.5392752074158966,0.025
6.0,0.18006116151809692,0.18006116151809692,1.0485727787017822,1.9838799238204956,0.22564925253391266,0.22564925253391266,1.0551323890686035,4.437269103527069,4.988529046848955,0.9449835041869218,4.911829844150219e-20,0.9688555347091935,1.2204660208328971e-24,-16.800529202681616,1.5661278819363005,0.025
7.0,0.15720134973526,0.15720134973526,1.0466735363006592,0.6444038152694702,0.222539484500885,0.222539484500885,1.0534318685531616,4.346685528755188,4.892034816510278,0.9449835041869218,4.911829844150219e-20,0.9709193245778612,3.377099557092435e-25,-16.78746727078593,1.589721614781571,0.025
8.0,0.1538727581501007,0.1538727581501007,1.0447996854782104,1.4195818901062012,0.21423457562923431,0.21423457562923431,1.0517417192459106,4.253747987747192,4.793929196511691,0.9449835041869218,4.911829844150219e-20,0.9711069418386492,2.9911710868622763e-25,-16.775345248536958,1.6102696838563078,0.025
9.0,0.14334306120872498,0.14334306120872498,1.0429308414459229,0.6017230153083801,0.2119184136390686,0.2119184136390686,1.0500682592391968,4.158914721012115,4.694814689240485,0.9431081452377311,9.134493183304391e-20,0.9705440900562854,4.294601705746363e-25,-16.76430977394165,1.627685414069327,0.025
10.0,0.1406480371952057,0.1406480371952057,1.0410735607147217,1.0409117937088013,0.2044622302055359,0.2044622302055359,1.0484364032745361,4.063033223152161,4.595681292800073,0.9431081452377311,9.134493183304391e-20,0.9705440900562854,4.294601705746363e-25,-16.75462786601214,1.6419841901864451,0.025
11.0,0.13411156833171844,0.13411156833171844,1.0392547845840454,0.8447071313858032,0.1970575898885727,0.1970575898885727,1.0468692779541016,3.9669468641281127,4.497468266378141,0.9431081452377311,9.134493183304391e-20,0.9711069418386492,2.9911710868622763e-25,-16.746523182371238,1.6532070162818424,0.075
12.0,0.12845741212368011,0.12845741212368011,1.0374996662139893,0.39774978160858154,0.19556216895580292,0.19556216895580292,1.045382022857666,3.8713962197303773,4.400968936027721,0.9423185204170192,1.1787286541419505e-19,0.9696060037523453,7.728290724203717e-25,-16.74011178850494,1.6614448006935512,0.05
13.0,0.12758401036262512,0.12758401036262512,1.0358248949050903,0.9192923307418823,0.19081729650497437,0.19081729650497437,1.0439893007278442,3.788839876651764,4.307115205291501,0.9393574273393497,2.9730255832533456e-19,0.9660412757973734,6.1625174522628485e-24,-16.735446353191033,1.666934937277824,0.05
14.0,0.12290441244840622,0.12290441244840622,1.0342471599578857,0.470535010099411,0.1880500316619873,0.1880500316619873,1.0427013635635376,3.709144079685211,4.216571235332169,0.9393574273393497,2.9730255832533456e-19,0.9622889305816135,4.3694477060515323e-23,-16.732513134226735,1.670066866390822,0.05
15.0,0.12028666585683823,0.12028666585683823,1.032778263092041,0.48493045568466187,0.1862894594669342,0.1862894594669342,1.0415236949920654,3.631566607952118,4.129641481086943,0.9335339442865997,1.612710193732098e-18,0.9489681050656661,1.2190751114639484e-20,-16.731237312315766,1.6713423907543032,0.05
16.0,0.11882056295871735,0.11882056295871735,1.031424880027771,0.7079790234565735,0.1829642802476883,0.1829642802476883,1.040454387664795,3.5560964822769163,4.046265228636386,0.9320533977477651,2.4192167812222427e-18,0.9330206378986868,1.8581112977952642e-18,-16.731498220938445,1.6712408910297545,0.05
17.0,0.11519055813550949,0.11519055813550949,1.0301854610443115,0.29479166865348816,0.18182478845119476,0.18182478845119476,1.0394965410232544,3.4827404975891114,3.96638002815907,0.9320533977477651,2.4192167812222427e-18,0.9003752345215761,2.625385390171922e-15,-16.733167599368652,1.6703056670992198,0.05
18.0,0.11367423087358475,0.11367423087358475,1.0290648937225342,0.41510841250419617,0.1804768294095993,0.1804768294095993,1.038646936416626,3.4113445043563844,3.8897516458193877,0.9320533977477651,2.4192167812222427e-18,0.8750469043151972,1.5463928202427907e-13,-16.736078209260075,1.66896337123735,0.05
19.0,0.11249694228172302,0.11249694228172302,1.0280603170394897,0.6053524613380432,0.17637678980827332,0.17637678980827332,1.0379027128219604,3.341602849960327,3.815992344042092,0.9281052736442057,6.832677861093091e-18,0.85140712945591,3.3536696223311336e-12,-16.740052404626432,1.6675936943872354,0.05
20.0,0.10972174257040024,0.10972174257040024,1.0271700620651245,0.28552302718162537,0.17288409173488617,0.17288409173488617,1.0372576713562012,3.2732683658599853,3.7447996878496497,0.9182349633853074,7.213713501300049e-17,0.8345215759849908,2.218998097763613e-11,-16.74490356492652,1.6664581773186966,0.05
21.0,0.10736547410488129,0.10736547410488129,1.0263878107070923,0.3265913426876068,0.17003871500492096,0.17003871500492096,1.0366957187652588,3.2059092283248902,3.6754830996217738,0.9162609013335278,1.1153094373392724e-16,0.8320825515947469,2.8648218158518467e-11,-16.750494654767476,1.6655519623869957,0.05
22.0,0.1061592847108841,0.1061592847108841,1.0256962776184082,0.4954240024089813,0.16651824116706848,0.16651824116706848,1.0362147092819214,3.147384798526764,3.6079040312729083,0.9162609013335278,1.1153094373392724e-16,0.8320825515947469,2.8648218158518467e-11,-16.756664233725818,1.664992101265275,0.05
23.0,0.10370112210512161,0.10370112210512161,1.0250941514968872,0.241037517786026,0.16403228044509888,0.16403228044509888,1.0358026027679443,3.0898977160453795,3.541566757270636,0.9182349633853074,7.213713501300049e-17,0.8356472795497187,1.9694645898409508e-11,-16.763317133898124,1.6646656327944798,0.05
24.0,0.10230552405118942,0.10230552405118942,1.02456796169281,0.2639633119106293,0.16200609505176544,0.16200609505176544,1.0354523658752441,3.0322371125221252,3.476319682799933,0.9220843843862777,2.9858636418390075e-17,0.8440900562851783,7.81598965672167e-12,-16.770363039884813,1.6644623182464062,0.05
25.0,0.10039476305246353,0.10039476305246353,1.0241104364395142,0.43580082058906555,0.15896692872047424,0.15896692872047424,1.0351598262786865,2.9741175770759583,3.4119074486579084,0.931954694645176,2.4847039836124947e-18,0.8630393996247656,7.925922045710067e-13,-16.77768021082824,1.664301363220727,0.05
26.0,0.09748197346925735,0.09748197346925735,1.0237176418304443,0.21882939338684082,0.15663231909275055,0.15663231909275055,1.034916639328003,2.915218234062195,3.348072825687069,0.9339287566969557,1.44512913616067e-18,0.8733583489681053,1.9653177887418667e-13,-16.78524174114088,1.663946309924326,0.05
27.0,0.09640179574489594,0.09640179574489594,1.023379921913147,0.2315053641796112,0.15490226447582245,0.15490226447582245,1.0347167253494263,2.8555611610412597,3.2849604726223443,0.9350144908254344,1.064973058137776e-18,0.8956848030018764,6.033346809884987e-15,-16.793003302576295,1.6631902364348292,0.05
28.0,0.09527581930160522,0.09527581930160522,1.0230907201766968,0.36714521050453186,0.15283513069152832,0.15283513069152832,1.0345546007156372,2.7950846910476685,3.2226387778276986,0.9376794745953371,4.920458247544825e-19,0.9183864915572235,6.973278631488743e-17,-16.800954386631464,1.661819970054664,0.05
29.0,0.09241587668657303,0.09241587668657303,1.0228437185287476,0.14012165367603302,0.15170487761497498,0.15170487761497498,1.0344300270080566,2.7337751746177674,3.1612289905174937,0.9376794745953371,4.920458247544825e-19,0.9437148217636024,7.490859590563958e-20,-16.809011997698672,1.659715665002366,0.05
30.0,0.09138772636651993,0.09138772636651993,1.022639274597168,0.295448362827301,0.15049070119857788,0.15049070119857788,1.034343957901001,2.6719746351242066,3.1011990699028824,0.9418250049040743,1.3798476792596176e-19,0.9581613508442779,3.033090315130018e-22,-16.817000882917217,1.6568333354307565,0.05
31.0,0.08943220227956772,0.08943220227956772,1.022479772567749,0.3259245455265045,0.14894019067287445,0.14894019067287445,1.034292221069336,2.609781801700592,3.0427586279285297,0.9418250049040743,1.3798476792596176e-19,0.9651031894934335,1.0258232313957223e-23,-16.824924092510344,1.6529864964711458,0.05
32.0,0.08720697462558746,0.08720697462558746,1.0223604440689087,0.1160220131278038,0.14840249717235565,0.14840249717235565,1.034273624420166,2.5603269577026366,2.9861488957140465,0.9418250049040743,1.3798476792596176e-19,0.9757973733583492,1.0759232180104886e-26,-16.83267585849881,1.6481152541731767,0.05
33.0,0.08527133613824844,0.08527133613824844,1.0222806930541992,0.3163210451602936,0.14752061665058136,0.14752061665058136,1.0342862606048584,2.526554226875305,2.9316009268975254,0.943799066955854,7.286060810295981e-20,0.978986866791745,7.545454832134404e-28,-16.840184950625698,1.6421404673728213,0.05
34.0,0.0829576700925827,0.0829576700925827,1.022238850593567,0.11770522594451904,0.14718414843082428,0.14718414843082428,1.0343319177627563,2.492699182033539,2.8795384199072593,0.943799066955854,7.286060810295981e-20,0.9829268292682929,1.5103830455968298e-29,-16.847259337566967,1.6351498332223517,0.05
35.0,0.08343970030546188,0.08343970030546188,1.0222386121749878,0.3177015483379364,0.14497603476047516,0.14497603476047516,1.0344129800796509,2.4592477440834046,2.8307348279042706,0.9457731290076336,3.7580337218746655e-20,0.9838649155722327,5.203325879743683e-30,-16.853658916477237,1.6275083546047004,0.05
36.0,0.08134076744318008,0.08134076744318008,1.0222845077514648,0.11378984153270721,0.14304251968860626,0.14304251968860626,1.034534215927124,2.4265133261680605,2.785528662364121,0.9457731290076336,3.7580337218746655e-20,0.9844277673545968,2.663172928753674e-30,-16.85907067283638,1.6196916309900176,0.05
37.0,0.07881319522857666,0.07881319522857666,1.0223846435546875,0.2871723175048828,0.14089833199977875,0.14089833199977875,1.0346899032592773,2.394451689720154,2.743578953624643,0.9465627538283455,2.8636972188665173e-20,0.9851782363977488,1.0486640589814802e-30,-16.86365596140227,1.611674500227479,0.05
38.0,0.07898165285587311,0.07898165285587311,1.0225311517715454,0.08601155132055283,0.13973285257816315,0.13973285257816315,1.034886360168457,2.3637595534324647,2.705486931022429,0.9465627538283455,2.8636972188665173e-20,0.9846153846153848,2.1187533741968886e-30,-16.867129229461046,1.6043567605751803,0.05
