seed,experiment,epoch,train_total_loss,train_task_loss,train_recon_loss,val_total_loss,val_task_loss,val_mse,val_mae,val_kstar_mean,val_kstar_std,val_kstar_proxy_spearman_adjusted_rho,val_lag_gate_sensitivity_range,val_omega_entropy_mean,val_omega_peak_share_1,val_omega_peak_share_2,val_omega_peak_share_3
0,fullspan_income_k3_cmdl_seed0,12,0.7106678485870361,0.5985177159309387,1.1215012073516846,1.783601999282837,1.671100378036499,1.6711003697797078,1.2828526631707238,2.4767816066741943,0.11366742335054816,-0.13376623376623376,0.3443748950958252,0.8758775440226381,0.0,0.14285714285714285,0.8571428571428571
0,fullspan_income_k3_cmdl_seed0,13,0.6715934872627258,0.5590919256210327,1.1250157356262207,1.743656039237976,1.6307809352874756,1.6307809315958832,1.2671891379924047,2.4763197898864746,0.1117080152449289,-0.15454545454545454,0.33833980560302734,0.8775830553244368,0.0,0.14285714285714285,0.8571428571428571
0,fullspan_income_k3_cmdl_seed0,14,0.625084400177002,0.5122092366218567,1.1287513971328735,1.7419121265411377,1.6286375522613525,1.6286376575499446,1.2664981349593116,2.4744691848754883,0.11048265676576871,-0.21038961038961035,0.33442234992980957,0.8796146714904474,0.0,0.14285714285714285,0.8571428571428571
0,fullspan_income_k3_cmdl_seed0,15,0.5715044140815735,0.45822978019714355,1.1327461004257202,1.7676033973693848,1.6539037227630615,1.6539037822559806,1.276554863367762,2.4707067012786865,0.11016611998518325,-0.2675324675324675,0.33306002616882324,0.8821352157997895,0.0,0.14285714285714285,0.8571428571428571
0,fullspan_income_k3_cmdl_seed0,16,0.5218862891197205,0.4081866443157196,1.1369962692260742,1.8108546733856201,1.6966947317123413,1.6966948051428365,1.293261515242713,2.4639651775360107,0.11105833583264164,-0.28051948051948056,0.3349020481109619,0.8854179262375697,0.0,0.14285714285714285,0.8571428571428571
0,fullspan_income_k3_cmdl_seed0,17,0.47544389963150024,0.36128389835357666,1.1416000127792358,1.8606899976730347,1.7460496425628662,1.7460495960401698,1.3121433556079865,2.452951669692993,0.11342975687175726,-0.38311688311688313,0.3403036594390869,0.8895437502289882,0.0,0.14285714285714285,0.8571428571428571
0,fullspan_income_k3_cmdl_seed0,18,0.4331810176372528,0.31854063272476196,1.1464039087295532,1.9012080430984497,1.7860997915267944,1.7860997484608103,1.3270644353968757,2.437328815460205,0.11687758887399007,-0.41558441558441556,0.3494575023651123,0.8940369420421244,0.0,0.23809523809523808,0.7619047619047619
0,fullspan_income_k3_cmdl_seed0,19,0.39703789353370667,0.281929612159729,1.1510827541351318,1.9159409999847412,1.80039381980896,1.8003939270210454,1.3318971963155837,2.417539596557617,0.120525370443066,-0.4454545454545455,0.3600127696990967,0.8981094031766148,0.0,0.2857142857142857,0.7142857142857143
0,fullspan_income_k3_cmdl_seed0,20,0.36786019802093506,0.2523130178451538,1.155471920967102,1.8954280614852905,1.7794653177261353,1.7794652684302836,1.3231112517061687,2.393799066543579,0.1235517330598024,-0.4051948051948052,0.36661362648010254,0.9009857236001808,0.0,0.2857142857142857,0.7142857142857143
0,fullspan_income_k3_cmdl_seed0,21,0.33323934674263,0.21727661788463593,1.1596273183822632,1.8381543159484863,1.7217798233032227,1.7217799528091187,1.2998276090338117,2.366180658340454,0.1252680321315623,-0.4194805194805195,0.3671565055847168,0.9017795898929967,0.0,0.2857142857142857,0.7142857142857143
0,fullspan_income_k3_cmdl_seed0,22,0.3037923574447632,0.1874179095029831,1.163744568824768,1.7477673292160034,1.630976676940918,1.6309766627976376,1.2627320956616175,2.3349246978759766,0.12512180709763815,-0.40129870129870127,0.3597867488861084,0.8994498222286695,0.0,0.3333333333333333,0.6666666666666666
0,fullspan_income_k3_cmdl_seed0,23,0.26923733949661255,0.1524467170238495,1.1679060459136963,1.6308339834213257,1.5136152505874634,1.5136150757274005,1.2133417640413557,2.300513982772827,0.12283611233061258,-0.3077922077922078,0.3434467315673828,0.8928508396061716,0.0,0.6190476190476191,0.38095238095238093
0,fullspan_income_k3_cmdl_seed0,24,0.23404699563980103,0.11682825535535812,1.1721874475479126,1.4949336051940918,1.3772661685943604,1.377266079871419,1.1535358216081346,2.263765811920166,0.11846996666264487,-0.28441558441558445,0.31844425201416016,0.8809494170816127,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,25,0.20445692539215088,0.08678949624300003,1.1766743659973145,1.3483819961547852,1.230236291885376,1.2302361772496402,1.0854938470181965,2.2258987426757812,0.11241438604219856,-0.2571428571428571,0.29491424560546875,0.8632145730958362,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,26,0.1797112226486206,0.06156551092863083,1.1814570426940918,1.2091310024261475,1.0904903411865234,1.0904903713041885,1.0166535874207814,2.189634323120117,0.10535931749362318,-0.21818181818181817,0.26784634590148926,0.8409441706626344,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,27,0.16374273598194122,0.04510202258825302,1.1864070892333984,1.094536542892456,0.9754231572151184,0.9754231829516307,0.9562123843601772,2.1599056720733643,0.09862762897183955,-0.20129870129870128,0.24128389358520508,0.81889902449781,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,28,0.1590161770582199,0.03990281745791435,1.1911336183547974,1.0121614933013916,0.8926320672035217,0.8926320830712227,0.910002411830993,2.1402721405029297,0.09367911756688861,-0.2194805194805195,0.21922433376312256,0.8025667289774315,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,29,0.15830036997795105,0.038770925253629684,1.1952943801879883,0.9590907692909241,0.8392559289932251,0.839255951566915,0.8785637475195385,2.1299710273742676,0.09082472746243604,-0.24545454545454545,0.2034590244293213,0.7935304304602113,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,30,0.16233612596988678,0.042501289397478104,1.1983482837677002,0.9263602495193481,0.8063358068466187,0.8063357940456541,0.8584184078943162,2.1270182132720947,0.08976874470508159,-0.29740259740259745,0.1952219009399414,0.7910156997135567,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,31,0.1648084819316864,0.0447840541601181,1.2002441883087158,0.9018757939338684,0.7817636132240295,0.7817636433363644,0.8435029529389881,2.129101276397705,0.0899215639960699,-0.34545454545454546,0.20095276832580566,0.7931922360913328,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,32,0.17031747102737427,0.0502052940428257,1.2011216878890991,0.8758322596549988,0.7557305097579956,0.755730496342484,0.8285441483770098,2.134706497192383,0.09073901402377425,-0.3571428571428571,0.20882630348205566,0.7986757149678764,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,33,0.17249427735805511,0.05239252373576164,1.2010174989700317,0.8447096347808838,0.724689781665802,0.7246897536734668,0.8113356544857934,2.142488479614258,0.09182294989410368,-0.3649350649350649,0.21736693382263184,0.8061131665473149,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,34,0.17001906037330627,0.04999919608235359,1.2001986503601074,0.8096891641616821,0.6898145079612732,0.6898145405912113,0.7923296959627242,2.1520559787750244,0.09299734979121997,-0.36883116883116884,0.22591280937194824,0.8150205973821982,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,35,0.16358278691768646,0.043708138167858124,1.1987464427947998,0.7739977836608887,0.6543282270431519,0.6543281930209619,0.7731883823871613,2.163774013519287,0.09426960688097898,-0.37142857142857144,0.23466825485229492,0.8255185892186538,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,36,0.15542814135551453,0.0357586070895195,1.196695327758789,0.7451111674308777,0.625698983669281,0.62569891966731,0.7582764100460779,2.178334951400757,0.09579629669335962,-0.348051948051948,0.2456190586090088,0.8377924674840884,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,37,0.14787475764751434,0.028462592512369156,1.1941215991973877,0.7271949648857117,0.608083188533783,0.6080831677605475,0.7502139820939019,2.195741653442383,0.09745288258569913,-0.38831168831168833,0.2574172019958496,0.8513590938278045,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,38,0.14126653969287872,0.022154785692691803,1.191117525100708,0.7218913435935974,0.6031108498573303,0.6031108298969103,0.7499858524118151,2.2157418727874756,0.09907166382837654,-0.3766233766233766,0.26883792877197266,0.8654693657410742,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,39,0.13638781011104584,0.017607301473617554,1.1878050565719604,0.727384090423584,0.6089478731155396,0.6089478090869103,0.7563156613281795,2.2372922897338867,0.10029059812390519,-0.37532467532467534,0.2784230709075928,0.8789713656235953,0.0,0.9523809523809523,0.047619047619047616
0,fullspan_income_k3_cmdl_seed0,40,0.13303117454051971,0.01459497306495905,1.1843619346618652,0.738677442073822,0.6205915212631226,0.6205915416196279,0.7659782412506285,2.259279489517212,0.10077639056709049,-0.4285714285714285,0.2847890853881836,0.8910065934445897,0.0,0.8095238095238095,0.19047619047619047
0,fullspan_income_k3_cmdl_seed0,41,0.13141773641109467,0.013331812806427479,1.1808592081069946,0.750826358795166,0.6330924034118652,0.6330924350108437,0.7758121433712187,2.2803142070770264,0.10029750550040305,-0.4285714285714285,0.28705763816833496,0.9009714930750806,0.0,0.8095238095238095,0.19047619047619047
0,fullspan_income_k3_cmdl_seed0,42,0.13157567381858826,0.013841701671481133,1.177339792251587,0.7572791576385498,0.6398827433586121,0.6398827341444292,0.7817295051756359,2.298832416534424,0.09891916940103603,-0.448051948051948,0.28549695014953613,0.9085894925604242,0.0,0.7619047619047619,0.23809523809523808
0,fullspan_income_k3_cmdl_seed0,43,0.13143989443778992,0.014043496921658516,1.1739639043807983,0.7547215223312378,0.6376513838768005,0.6376514287277381,0.7818082840669722,2.3141214847564697,0.09686639254875415,-0.448051948051948,0.28096914291381836,0.9141837912538174,0.0,0.6666666666666666,0.3333333333333333
0,fullspan_income_k3_cmdl_seed0,44,0.13237431645393372,0.015304205939173698,1.1707011461257935,0.7429224252700806,0.6261528730392456,0.6261528781287109,0.7758383112294334,2.3260562419891357,0.0944971536831134,-0.448051948051948,0.27495598793029785,0.9182206095536604,0.0,0.5714285714285714,0.42857142857142855
0,fullspan_income_k3_cmdl_seed0,45,0.1325875073671341,0.015817977488040924,1.1676952838897705,0.7236498594284058,0.6071544885635376,0.6071544885196223,0.7648134997912815,2.3350107669830322,0.0920672689241576,-0.448051948051948,0.2683694362640381,0.9211844912488668,0.0,0.5238095238095238,0.47619047619047616
0,fullspan_income_k3_cmdl_seed0,46,0.13230203092098236,0.015806661918759346,1.164953589439392,0.7008473873138428,0.5846083760261536,0.5846083362701816,0.7511047465460641,2.341653347015381,0.08969633021500374,-0.448051948051948,0.26167869567871094,0.9234685966068916,0.0,0.5238095238095238,0.47619047619047616
0,fullspan_income_k3_cmdl_seed0,47,0.13244867324829102,0.016209667548537254,1.1623899936676025,0.6781966090202332,0.5622001886367798,0.5622001915023638,0.7370453079541525,2.3467817306518555,0.08739048133834099,-0.4285714285714285,0.25504422187805176,0.9253576378861422,0.0,0.5238095238095238,0.47619047619047616
0,fullspan_income_k3_cmdl_seed0,48,0.13131985068321228,0.015323434956371784,1.1599642038345337,0.6576713919639587,0.5419028401374817,0.5419028064223242,0.7239592529478527,2.350877046585083,0.08522652889633256,-0.4285714285714285,0.24870634078979492,0.9269639716719724,0.0,0.5238095238095238,0.47619047619047616
0,fullspan_income_k3_cmdl_seed0,49,0.13020454347133636,0.014435981400310993,1.15768563747406,0.6407602429389954,0.5252060890197754,0.5252061261641091,0.7129450724238441,2.3543267250061035,0.08318723590013112,-0.4,0.2426309585571289,0.9283756308364529,0.0,0.47619047619047616,0.5238095238095238
0,fullspan_income_k3_cmdl_seed0,50,0.12743917107582092,0.011884992010891438,1.1555417776107788,0.6281043291091919,0.5127554535865784,0.5127554666289449,0.7045494204475766,2.3574516773223877,0.08125750304799116,-0.3649350649350649,0.23678350448608398,0.9296449242891048,0.0,0.47619047619047616,0.5238095238095238
0,fullspan_income_k3_cmdl_seed0,51,0.1259249597787857,0.01057608611881733,1.1534886360168457,0.6177847981452942,0.50263512134552,0.5026351572658447,0.6975528796513876,2.3603038787841797,0.07944618565512591,-0.32987012987012987,0.23113036155700684,0.9307925877981257,0.0,0.3333333333333333,0.6666666666666666
0,fullspan_income_k3_cmdl_seed0,52,0.12480340152978897,0.009653749875724316,1.1514965295791626,0.6076032519340515,0.49264657497406006,0.49264658937888683,0.6904782000042143,2.3627102375030518,0.07775304617945089,-0.3207792207792208,0.22565579414367676,0.9318383143947317,0.0,0.2857142857142857,0.7142857142857143
0,fullspan_income_k3_cmdl_seed0,53,0.12437088787555695,0.009414197877049446,1.149566888809204,0.5958822965621948,0.4811193346977234,0.4811193323977006,0.6821172350928897,2.36468243598938,0.07614358036956487,-0.3051948051948052,0.22031116485595703,0.9328190377774732,0.0,0.2857142857142857,0.7142857142857143
0,fullspan_income_k3_cmdl_seed0,54,0.12287525832653046,0.008112273178994656,1.1476298570632935,0.5823116302490234,0.46773743629455566,0.46773738616329397,0.6722533787999835,2.3664753437042236,0.07462539052129982,-0.3051948051948052,0.21513915061950684,0.9337403468850584,0.0,0.2857142857142857,0.7142857142857143
0,fullspan_income_k3_cmdl_seed0,55,0.1224137619137764,0.00783956702798605,1.1457419395446777,0.5683635473251343,0.4539763033390045,0.4539762332776532,0.661945226646605,2.3683974742889404,0.07317331207646433,-0.28831168831168835,0.21015644073486328,0.9346034267715585,0.0,0.2857142857142857,0.7142857142857143
0,fullspan_income_k3_cmdl_seed0,56,0.12226696312427521,0.007879693061113358,1.143872618675232,0.5564526915550232,0.44225573539733887,0.44225574917627836,0.6530594712211972,2.3710484504699707,0.07168751194196114,-0.287012987012987,0.20517277717590332,0.9354067284411103,0.0,0.2857142857142857,0.7142857142857143
0,fullspan_income_k3_cmdl_seed0,57,0.12233152985572815,0.008134552277624607,1.1419697999954224,0.5471689701080322,0.4331681430339813,0.4331681443764977,0.6461183286848522,2.374647855758667,0.07011181924495816,-0.28051948051948056,0.2000112533569336,0.9361206329280888,0.0,0.23809523809523808,0.7619047619047619
0,fullspan_income_k3_cmdl_seed0,58,0.12261112034320831,0.00861026719212532,1.1400084495544434,0.5431373119354248,0.429333359003067,0.42933334667263423,0.6431780741328285,2.3795580863952637,0.06844432359948391,-0.28051948051948056,0.19490289688110352,0.9366456150168755,0.0,0.19047619047619047,0.8095238095238095
0,fullspan_income_k3_cmdl_seed0,59,0.12312325835227966,0.009319277480244637,1.1380398273468018,0.544845700263977,0.43122974038124084,0.4312297239349473,0.644663773831867,2.3858513832092285,0.06661817213451517,-0.2701298701298701,0.1898026466369629,0.9368878125679587,0.0,0.19047619047619047,0.8095238095238095
0,fullspan_income_k3_cmdl_seed0,60,0.12190742790699005,0.008291449397802353,1.1361597776412964,0.5513442754745483,0.4379095733165741,0.4379095599234854,0.6498004112924848,2.393134593963623,0.06465430380225032,-0.2701298701298701,0.18466734886169434,0.936764334979259,0.0,0.19047619047619047,0.8095238095238095
0,fullspan_income_k3_cmdl_seed0,61,0.12100949883460999,0.0075747729279100895,1.1343472003936768,0.5608711838722229,0.4476218819618225,0.4476218934736248,0.6572115052314031,2.4009668827056885,0.06253586322194615,-0.2701298701298701,0.17911815643310547,0.9362603385385944,0.0,0.19047619047619047,0.8095238095238095
0,fullspan_income_k3_cmdl_seed0,62,0.120480015873909,0.007230719551444054,1.1324928998947144,0.5704957842826843,0.45743420720100403,0.4574341814171473,0.6646427994682675,2.4089395999908447,0.06033384073475795,-0.26883116883116887,0.17328119277954102,0.9353863513484922,0.0,0.19047619047619047,0.8095238095238095
0,fullspan_income_k3_cmdl_seed0,63,0.1200263649225235,0.006964792497456074,1.1306157112121582,0.579131543636322,0.46625104546546936,0.46625104290315783,0.6712790131568909,2.416544198989868,0.05816870500936913,-0.2662337662337662,0.16760635375976562,0.9342329181972383,0.0,0.14285714285714285,0.8571428571428571
0,fullspan_income_k3_cmdl_seed0,64,0.11990191787481308,0.007021430414170027,1.1288049221038818,0.5858842134475708,0.47317615151405334,0.4731761680802419,0.6764720933777946,2.4236316680908203,0.056066170245375,-0.2662337662337662,0.1621713638305664,0.9328854115655973,0.0,0.14285714285714285,0.8571428571428571
0,fullspan_income_k3_cmdl_seed0,65,0.11932510882616043,0.00661704083904624,1.1270806789398193,0.5908883810043335,0.4783419668674469,0.4783419574887815,0.6803875934510004,2.4300906658172607,0.05408310683599012,-0.2662337662337662,0.15700221061706543,0.9314222366838324,0.0,0.14285714285714285,0.8571428571428571
0,fullspan_income_k3_cmdl_seed0,66,0.11799342185258865,0.0054469844326376915,1.1254643201828003,0.5959864258766174,0.48359158635139465,0.48359158143476816,0.6843273838361105,2.4362149238586426,0.0521482733221322,-0.26493506493506497,0.1519317626953125,0.9298068985601754,0.0,0.09523809523809523,0.9047619047619048
0,fullspan_income_k3_cmdl_seed0,67,0.11840546131134033,0.006010602694004774,1.123948574066162,0.6031641364097595,0.4909161627292633,0.4909161594256964,0.6897329092025757,2.442089796066284,0.05025231416480525,-0.26493506493506497,0.14692091941833496,0.928036956295203,0.0,0.09523809523809523,0.9047619047619048
0,fullspan_income_k3_cmdl_seed0,68,0.11825726181268692,0.006009301636368036,1.1224795579910278,0.6124933362007141,0.5003872513771057,0.5003872405465559,0.6965958163851783,2.4477710723876953,0.04839000802874361,-0.26493506493506497,0.14197897911071777,0.926109203596976,0.0,0.047619047619047616,0.9523809523809523
0,fullspan_income_k3_cmdl_seed0,69,0.11783027648925781,0.005724174436181784,1.1210609674453735,0.6220830678939819,0.5101065635681152,0.5101065579833989,0.7035410006841024,2.452885627746582,0.0466462368045525,-0.26493506493506497,0.13732433319091797,0.9242117612144779,0.0,0.047619047619047616,0.9523809523809523
0,fullspan_income_k3_cmdl_seed0,70,0.1178034245967865,0.0058269016444683075,1.1197651624679565,0.6314566731452942,0.5196061134338379,0.5196060962183189,0.7102362627074832,2.4574131965637207,0.04507419665730639,-0.26493506493506497,0.13306450843811035,0.9223962553257675,0.0,0.047619047619047616,0.9523809523809523
0,fullspan_income_k3_cmdl_seed0,71,0.1175551488995552,0.005704568699002266,1.118505835533142,0.6397026777267456,0.52796870470047,0.5279687247385428,0.7160143994149708,2.4612929821014404,0.043640536219340886,-0.26493506493506497,0.12917065620422363,0.9207580376837067,0.0,0.0,1.0
0,fullspan_income_k3_cmdl_seed0,72,0.1172293946146965,0.005495431367307901,1.1173396110534668,0.6455236077308655,0.5338950753211975,0.5338950705953321,0.7200127187229338,2.464414358139038,0.042419194678376126,-0.28051948051948056,0.12581372261047363,0.9193942690155665,0.0,0.0,1.0
0,fullspan_income_k3_cmdl_seed0,73,0.11729129403829575,0.005662768147885799,1.1162852048873901,0.6487131118774414,0.5371810793876648,0.5371810638053428,0.7221694503511701,2.466975450515747,0.041340536837404726,-0.28051948051948056,0.12287521362304688,0.9182528695738137,0.0,0.0,1.0
1,fullspan_income_k3_cmdl_seed1,1,2.1040053367614746,1.9664803743362427,1.3752490282058716,6.100869655609131,5.96385383605957,5.963853729581395,2.3866688192245507,1.3951349258422852,0.013243455421719124,-0.06103896103896104,0.04123044013977051,0.648056188638625,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,2,1.633411169052124,1.496395468711853,1.3701565265655518,5.070878028869629,4.934443950653076,4.9344434811910745,2.1665167975283803,1.3846843242645264,0.014049120380091129,-0.11688311688311687,0.03887653350830078,0.6398055260810969,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,3,1.2751103639602661,1.1386760473251343,1.3643430471420288,4.164144992828369,4.028298377990723,4.028298094616587,1.955132513440081,1.3763065338134766,0.015652228017289323,-0.1909090909090909,0.03749847412109375,0.6332118849707596,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,4,1.0248205661773682,0.888974130153656,1.3584638833999634,3.3812029361724854,3.2459118366241455,3.24591156797765,1.7548718397461234,1.3705453872680664,0.017815333260377684,-0.33766233766233766,0.0383000373840332,0.6286620376396292,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,5,0.8614230751991272,0.7261318564414978,1.3529119491577148,2.7394139766693115,2.604614734649658,2.6046147809206546,1.5738178954592772,1.368308424949646,0.020301963906429837,-0.4285714285714285,0.04646015167236328,0.6269363933960249,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,6,0.7544334530830383,0.6196340918540955,1.3479933738708496,2.2506585121154785,2.116264581680298,2.116264460493562,1.421517921877759,1.3694425821304321,0.022873994700167027,-0.4701298701298702,0.05436742305755615,0.6279505032229639,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,7,0.6754326820373535,0.5410387516021729,1.343938946723938,1.9033604860305786,1.7692809104919434,1.7692808614471547,1.3025225805384772,1.3733302354812622,0.025389513468468728,-0.48441558441558447,0.061599016189575195,0.6311826973815159,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,8,0.6081919074058533,0.47411230206489563,1.3407962322235107,1.6676924228668213,1.5338414907455444,1.5338415093606388,1.2146647643475306,1.379460096359253,0.02780484980065898,-0.5025974025974026,0.06810104846954346,0.6361728996375904,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,9,0.5365371704101562,0.4026861786842346,1.3385095596313477,1.5120292901992798,1.3783349990844727,1.3783349998074543,1.1522758596000218,1.3874140977859497,0.030151460257442714,-0.5077922077922078,0.07406115531921387,0.6425276540007578,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,10,0.46369442343711853,0.3300001323223114,1.3369429111480713,1.4104377031326294,1.2768372297286987,1.276837161388333,1.1089054168689818,1.396937608718872,0.03243696370537754,-0.5376623376623377,0.07998466491699219,0.6499849530943165,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,11,0.3888632655143738,0.2552627623081207,1.3360048532485962,1.3430466651916504,1.2094899415969849,1.2094900178985906,1.078374050912403,1.407835841178894,0.034708266089588845,-0.5363636363636364,0.08672475814819336,0.6583308763023434,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,12,0.32296156883239746,0.18940486013889313,1.3355672359466553,1.2916659116744995,1.1581093072891235,1.1581093048205884,1.0538077751795452,1.4200167655944824,0.03698113258451732,-0.5337662337662338,0.09362328052520752,0.667432156358875,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,13,0.26986080408096313,0.13630419969558716,1.3355658054351807,1.2343415021896362,1.1007572412490845,1.1007571649112615,1.0255479727472578,1.433168649673462,0.03930112585194753,-0.551948051948052,0.10066461563110352,0.6769993571064368,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,14,0.23867520689964294,0.10509094595909119,1.3358426094055176,1.1453784704208374,1.0117721557617188,1.0117721334153855,0.9811118323178518,1.4452050924301147,0.041176886775051214,-0.5584415584415584,0.1067054271697998,0.6855608037072024,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,15,0.21927088499069214,0.08566459268331528,1.3360629081726074,1.023561716079712,0.8899641633033752,0.8899641911771674,0.9178243258169719,1.4525870084762573,0.04150870161803188,-0.5584415584415584,0.10884654521942139,0.6908080705615407,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,16,0.20901182293891907,0.075414277613163,1.3359752893447876,0.8865197896957397,0.7529457211494446,0.7529456743118025,0.8414180555513927,1.456483244895935,0.040666667044233246,-0.5584415584415584,0.10788190364837646,0.6936431353602776,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,17,0.199448823928833,0.06587474793195724,1.3357408046722412,0.7518551349639893,0.6182546615600586,0.6182547046434792,0.7588091095288595,1.4599906206130981,0.03895923432953877,-0.5727272727272726,0.10496187210083008,0.6962051827305099,1.0,0.0,0.0
1,fullspan_income_k3_cmdl_seed1,18,0.19013388454914093,0.056533414870500565,1.3360047340393066,0.6352290511131287,0.5015231966972351,0.5015231670594366,0.6788189737569719,1.4671188592910767,0.037384622762013785,-0.5831168831168831,0.10241544246673584,0.7011483122942712,1.0,0.0,0.0
