seed,experiment,entity_id,entity_code,entity_name,test_year_count,entity_test_mse,entity_test_mae,k_star,omega_peak,omega_1,omega_2,omega_3,proxy_income_level_true,proxy_income_level_pred,proxy_income_recent_level_true,proxy_income_recent_level_pred,proxy_income_growth_signal_true,proxy_income_growth_signal_pred
1,fullspan_income_k3_cmdl_seed1,13,SE232,Västra Götaland,3,1.799283763166983,1.3219629128774006,1.5399305820465088,1,0.703583836555481,0.05290161073207855,0.24351449310779572,0.672421932220459,0.5184782147407532,0.9395136833190918,0.6341673135757446,1.2788063287734985,0.8727082014083862
1,fullspan_income_k3_cmdl_seed1,14,SE311,Värmland,3,3.492270197794815,1.8595651189486186,1.5257506370544434,1,0.7107614278793335,0.052726373076438904,0.2365121692419052,-0.8402035236358643,0.32444989681243896,-0.5693495273590088,0.39684510231018066,0.23329639434814453,0.5461176633834839
1,fullspan_income_k3_cmdl_seed1,15,SE312,Dalarna,3,1.5733110075459062,1.2370498975118,1.4612600803375244,1,0.743323028087616,0.05209368094801903,0.20458324253559113,-0.2823609411716461,-0.6563540697097778,-0.42844921350479126,-0.8028075695037842,-0.9081844687461853,-1.1047821044921875
1,fullspan_income_k3_cmdl_seed1,16,SE313,Gävleborg,3,1.5778165216819058,1.232285777727763,1.4458699226379395,1,0.7510684132575989,0.05199321731925011,0.1969383805990219,-0.62269526720047,-0.9207537174224854,-0.8649656772613525,-1.1262032985687256,-1.4164929389953613,-1.5498223304748535
1,fullspan_income_k3_cmdl_seed1,17,SE321,Västernorrland,3,1.2361863408177527,1.0862226883570354,1.4865878820419312,1,0.7305530905723572,0.052305739372968674,0.21714112162590027,0.2921362519264221,-0.24925899505615234,0.03829967975616455,-0.3048766851425171,-1.1413333415985107,-0.4195554256439209
1,fullspan_income_k3_cmdl_seed1,18,SE322,Jämtland,3,1.7019483287107278,1.2812039057413738,1.4849052429199219,1,0.7314022779464722,0.05229003354907036,0.2163076400756836,-0.913016140460968,-0.27533233165740967,-0.8165866136550903,-0.33676767349243164,-0.2615734338760376,-0.463442325592041
1,fullspan_income_k3_cmdl_seed1,19,SE331,Västerbotten,3,1.3264388086725158,1.1245604753494263,1.5057814121246338,1,0.7208596467971802,0.05249932035803795,0.22664102911949158,0.04706485569477081,0.03944194316864014,-0.0063640098087489605,0.048242807388305664,-0.012376036494970322,0.06638920307159424
1,fullspan_income_k3_cmdl_seed1,20,SE332,Norrbotten,3,2.120827255560348,1.4371002515157063,1.5459717512130737,1,0.7005243301391602,0.05297950282692909,0.24649614095687866,0.6600732803344727,0.599228024482727,0.6620081067085266,0.7329350113868713,0.7299321293830872,1.00862717628479
2,fullspan_income_k3_cmdl_seed2,0,SE110,Stockholm,3,1.4098676530229663,1.1569729646046956,1.2255100011825562,1,0.8612004518508911,0.05208911374211311,0.08671044558286667,3.1035892963409424,0.8919165730476379,3.122511863708496,0.9121097326278687,2.0450494289398193,0.7231979966163635
2,fullspan_income_k3_cmdl_seed2,1,SE121,Uppsala,3,1.5114968091168113,1.1993813912073772,1.2278457880020142,1,0.8601579070091248,0.05183863639831543,0.08800352364778519,0.7865705490112305,1.0462067127227783,0.8276240229606628,1.0698931217193604,0.5018806457519531,0.8483020067214966
2,fullspan_income_k3_cmdl_seed2,2,SE122,Södermanland,3,1.2658537196770538,1.0980162223180134,1.2077250480651855,1,0.8688367009162903,0.05460163950920105,0.07656167447566986,-0.15379680693149567,-0.2733553647994995,-0.49630576372146606,-0.2795441150665283,-1.5125248432159424,-0.22164636850357056
2,fullspan_income_k3_cmdl_seed2,3,SE123,Östergötland,3,1.3166543420396077,1.1242188215255737,1.2095494270324707,1,0.8680846095085144,0.05428137257695198,0.07763402909040451,-0.4559425711631775,-0.1532505750656128,-0.3133467733860016,-0.15672016143798828,0.49542251229286194,-0.12426108121871948
2,fullspan_income_k3_cmdl_seed2,4,SE124,Örebro,3,1.0462243698979374,0.9945303201675415,1.2094781398773193,1,0.868114173412323,0.05429352447390556,0.07759232819080353,-0.07100757211446762,-0.15793001651763916,-0.18100029230117798,-0.1615055799484253,-0.43909889459609985,-0.1280553936958313
2,fullspan_income_k3_cmdl_seed2,5,SE125,Västmanland,3,1.2089054995576731,1.0739415089289348,1.2171337604522705,1,0.8648728728294373,0.05312036722898483,0.08200672268867493,0.16785933077335358,0.3430066704750061,-0.024768412113189697,0.3507724404335022,-0.7913863062858582,0.2781221270561218
2,fullspan_income_k3_cmdl_seed2,6,SE211,Jönköping,3,1.3277648967091171,1.1255672375361125,1.2270978689193726,1,0.8604923486709595,0.05191724747419357,0.08759034425020218,0.8547183871269226,0.996733546257019,0.8996255993843079,1.0192997455596924,0.7994425296783447,0.8081873655319214
2,fullspan_income_k3_cmdl_seed2,7,SE212,Kronoberg,3,1.4980765120160555,1.1972980101903279,1.2058584690093994,1,0.8695962429046631,0.05494889244437218,0.07545480132102966,-0.12300660461187363,-0.39679837226867676,-0.2900635600090027,-0.4057818651199341,-0.8802432417869568,-0.32173842191696167
2,fullspan_income_k3_cmdl_seed2,8,SE213,Kalmar,3,1.5029495223820344,1.1995477279027302,1.2152572870254517,1,0.8656790256500244,0.05338473990559578,0.0809362381696701,-0.3665507435798645,0.22042858600616455,-0.16980896890163422,0.22541916370391846,0.8647927641868591,0.17873138189315796
2,fullspan_income_k3_cmdl_seed2,9,SE214,Gotland,3,1.6327643849070437,1.262634038925171,1.1995786428451538,1,0.8720660209655762,0.0562894307076931,0.07164459675550461,-1.953405499458313,-0.8185000419616699,-1.7984977960586548,-0.8370310068130493,-0.3196624517440796,-0.6636692881584167
2,fullspan_income_k3_cmdl_seed2,10,SE221,Blekinge,3,1.5940801062488912,1.2397695779800415,1.1931498050689697,1,0.8744105100631714,0.058029260486364365,0.06756027787923813,-0.8427590131759644,-1.267509937286377,-0.9457042217254639,-1.2962063550949097,-1.3352458477020264,-1.027742624282837
2,fullspan_income_k3_cmdl_seed2,11,SE224,Skåne,3,1.1627500644607522,1.0542901754379272,1.2045825719833374,1,0.8701093792915344,0.0551985464990139,0.07469203323125839,-1.003313660621643,-0.48158061504364014,-0.7420020699501038,-0.4924837350845337,0.4868941009044647,-0.39048296213150024
2,fullspan_income_k3_cmdl_seed2,12,SE231,Halland,3,1.9080214437058345,1.3647969961166382,1.2266631126403809,1,0.8606866002082825,0.05196361616253853,0.08734976500272751,1.0436242818832397,0.9680023789405823,1.1576299667358398,0.9899181127548218,1.582605004310608,0.7848911285400391
2,fullspan_income_k3_cmdl_seed2,13,SE232,Västra Götaland,3,1.5115492712883167,1.211755911509196,1.2252120971679688,1,0.8613329529762268,0.052122101187705994,0.08654499053955078,0.672421932220459,0.8722906112670898,0.9395136833190918,0.89203941822052,1.2788063287734985,0.7072845697402954
2,fullspan_income_k3_cmdl_seed2,14,SE311,Värmland,3,2.240965147930813,1.4822423060735066,1.1993918418884277,1,0.8721370100975037,0.05633402615785599,0.07152893394231796,-0.8402035236358643,-0.8312399387359619,-0.5693495273590088,-0.8500593900680542,0.23329639434814453,-0.6739992499351501
2,fullspan_income_k3_cmdl_seed2,15,SE312,Dalarna,3,1.2450415467872584,1.0915097792943318,1.200606107711792,1,0.8716722726821899,0.056049443781375885,0.07227832823991776,-0.2823609411716461,-0.7486339807510376,-0.42844921350479126,-0.7655831575393677,-0.9081844687461853,-0.6070193648338318
2,fullspan_income_k3_cmdl_seed2,16,SE313,Gävleborg,3,1.3369948616756488,1.1291098992029827,1.19660484790802,1,0.8731783032417297,0.057038649916648865,0.06978309899568558,-0.62269526720047,-1.0233218669891357,-0.8649656772613525,-1.0464898347854614,-1.4164929389953613,-0.8297461867332458
2,fullspan_income_k3_cmdl_seed2,17,SE321,Västernorrland,3,1.6011432313527603,1.2446820735931396,1.2217717170715332,1,0.8628532290458679,0.052521713078022,0.08462504297494888,0.2921362519264221,0.6463229656219482,0.03829967975616455,0.6609557867050171,-1.1413333415985107,0.5240617990493774
2,fullspan_income_k3_cmdl_seed2,18,SE322,Jämtland,3,1.626271243843301,1.2542903423309326,1.1939342021942139,1,0.8741372227668762,0.05779146030545235,0.06807135045528412,-0.913016140460968,-1.2113730907440186,-0.8165866136550903,-1.23879873752594,-0.2615734338760376,-0.9822248816490173
2,fullspan_income_k3_cmdl_seed2,19,SE331,Västerbotten,3,1.1146338855093159,1.0354880491892497,1.2178131341934204,1,0.864579439163208,0.053027987480163574,0.08239258080720901,0.04706485569477081,0.38738203048706055,-0.0063640098087489605,0.39615243673324585,-0.012376036494970322,0.31410324573516846
2,fullspan_income_k3_cmdl_seed2,20,SE332,Norrbotten,3,1.9244555362305296,1.3695631821950276,1.2270143032073975,1,0.8605297803878784,0.051926139742136,0.08754409849643707,0.6600732803344727,0.9912031888961792,0.6620081067085266,1.0136442184448242,0.7299321293830872,0.8037031292915344
3,fullspan_income_k3_cmdl_seed3,0,SE110,Stockholm,3,2.1104175807376513,1.4391347964604695,2.5307610034942627,3,0.10498998314142227,0.25925883650779724,0.6357511281967163,3.1035892963409424,0.9055086374282837,3.122511863708496,1.0845866203308105,2.0450494289398193,1.4294434785842896
3,fullspan_income_k3_cmdl_seed3,1,SE121,Uppsala,3,1.2526842865758614,1.1004850467046101,2.5139083862304688,3,0.10215702652931213,0.28177762031555176,0.6160653233528137,0.7865705490112305,0.8346537351608276,0.8276240229606628,0.9997191429138184,0.5018806457519531,1.3175914287567139
3,fullspan_income_k3_cmdl_seed3,2,SE122,Södermanland,3,2.173574036223594,1.4594124952952068,2.41233229637146,3,0.09308663755655289,0.40149441361427307,0.5054189562797546,-0.15379680693149567,-0.6588011980056763,-0.49630576372146606,-0.7890890836715698,-1.5125248432159424,-1.0399892330169678
3,fullspan_income_k3_cmdl_seed3,3,SE123,Östergötland,3,1.4041248287809367,1.1657816569010417,2.428133726119995,3,0.09403392672538757,0.3837985396385193,0.5221675634384155,-0.4559425711631775,-0.02906334400177002,-0.3133467733860016,-0.03481101989746094,0.49542251229286194,-0.045879483222961426
3,fullspan_income_k3_cmdl_seed3,4,SE124,Örebro,3,1.5791380452364716,1.2345871527989705,2.413365364074707,3,0.09314548969268799,0.40034371614456177,0.5065107941627502,-0.07100757211446762,-0.5971578359603882,-0.18100029230117798,-0.7152549028396606,-0.43909889459609985,-0.9426782131195068
3,fullspan_income_k3_cmdl_seed3,5,SE125,Västmanland,3,2.2153644898275977,1.4782565434773762,2.4136898517608643,3,0.09316401928663254,0.3999823331832886,0.5068536996841431,0.16785933077335358,-0.5787167549133301,-0.024768412113189697,-0.6931668519973755,-0.7913863062858582,-0.913567066192627
3,fullspan_income_k3_cmdl_seed3,6,SE211,Jönköping,3,1.3862924357483593,1.1573471625645955,2.509319543838501,3,0.10150320827960968,0.2876740097999573,0.6108227372169495,0.8547183871269226,0.8133735060691833,0.8996255993843079,0.9742304086685181,0.7994425296783447,1.2839982509613037
3,fullspan_income_k3_cmdl_seed3,7,SE212,Kronoberg,3,1.5464339477563698,1.2258395751317341,2.4124293327331543,3,0.09309210628271103,0.401386559009552,0.5055213570594788,-0.12300660461187363,-0.6528242826461792,-0.2900635600090027,-0.7819300889968872,-0.8802432417869568,-1.0305538177490234
3,fullspan_income_k3_cmdl_seed3,8,SE213,Kalmar,3,1.2571587040527656,1.1013541221618652,2.440612316131592,3,0.09486128389835358,0.3696652054786682,0.5354735255241394,-0.3665507435798645,0.22986042499542236,-0.16980896890163422,0.2753187417984009,0.8647927641868591,0.3628596067428589
