base_experiment,experiment,scenario,seed,best_epoch,best_val_task_loss,total_loss,task_loss,recon_loss,kstar_mae,kstar_rmse,kstar_spearman_rho,kstar_spearman_p,z_spearman_rho,z_spearman_p,proxy_recon_r2,omega_entropy_mean,omega_peak_accuracy
E1a_linear,E1a_linear_seed0,linear,0,196.0,0.09552270919084549,0.034913234412670135,0.0316835455596447,0.003229686990380287,1.107111279964447,1.3600221339630143,0.9812976147876092,1.1939870030777358e-143,-0.9898297457436437,1.1643377233982198e-169,0.9484321554031075,1.7422717288081473,0.38
E1c_nonlinear,E1c_nonlinear_seed0,nonlinear,0,156.0,0.16452397406101227,0.053276415914297104,0.04982547089457512,0.0034509452525526285,1.1796168613433837,1.3009563184930897,0.9461120052317797,6.640307258966323e-99,0.9883852096302408,5.568774652977542e-164,0.9479566481458597,1.507383786449783,0.5
E1a_linear,E1a_linear_seed1,linear,1,199.0,0.08336596935987473,0.03332999348640442,0.03000917285680771,0.003320820862427354,0.6964661359786988,0.9088825828973283,0.9848086518531263,1.6286243782347287e-152,0.9921008025200632,1.7741996932702428e-180,0.9394689923693965,1.8607204794597743,0.625
E1c_nonlinear,E1c_nonlinear_seed1,nonlinear,1,196.0,0.1277906894683838,0.04377845674753189,0.04004775732755661,0.003730698488652706,0.7387470549345017,0.8400074891496936,0.960130975670286,1.4780666102518479e-111,0.9921473036825922,9.911360181164883e-181,0.933437455873032,1.3668751377437893,0.52
E1a_linear,E1a_linear_seed2,linear,2,200.0,0.13460135459899902,0.044490963220596313,0.04009781777858734,0.004393146373331547,1.0660644912719726,1.3194812815431145,0.9814468971674445,5.440131891393545e-144,-0.9905617640441013,7.411708205365135e-173,0.9325410104228214,1.9034186508028978,0.55
E1c_nonlinear,E1c_nonlinear_seed2,nonlinear,2,3.0,0.29717421531677246,0.2329823523759842,0.22746509313583374,0.005517265293747187,3.746617302894592,4.191152293706548,-0.9383015192782472,2.966928219424719e-93,0.9694502362559064,8.362354683795226e-123,0.9018358777348379,1.1868793350774292,0.065
E1b_identification,E1b_identification,linear,0,,,,,,,,,,-0.9898297457436437,1.1643377233982198e-169,0.9484321554031075,,
