epoch,train_total_loss,train_task_loss,train_recon_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_mse,val_mae,val_r2,val_proxy_recon_r2,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_mean,val_kstar_std,val_omega_entropy_mean
1.0,1.2735401391983032,1.2735401391983032,1.4194377660751343,8.32481861114502,3.1594834327697754,3.1594834327697754,1.41841459274292,3.159483600623113,1.3925305681258795,-0.13099187973086737,-0.41841453004551465,0.0,1.0,3.6045446395874023,0.0,1.8689252138137817
2.0,0.9403333067893982,0.9403333067893982,1.41841459274292,4.235721588134766,3.1541481018066406,3.1541481018066406,1.4173915386199951,3.154148044598632,1.3715744520389725,-0.12651208114691614,-0.41739166835680863,0.0,1.0,3.578211784362793,0.0,1.8599908351898193
3.0,0.8078557848930359,0.8078557848930359,1.4173915386199951,2.085721969604492,3.1160688400268555,3.1160688400268555,1.4163930416107178,3.1160685643783546,1.339632411969323,-0.10945498908757507,-0.41639305840679897,0.0,1.0,3.5526084899902344,0.0,1.8507611751556396
4.0,0.7764657735824585,0.7764657735824585,1.4163930416107178,2.6260199546813965,3.105142831802368,3.105142831802368,1.4153844118118286,3.1051430793524917,1.329789357348567,-0.10428961230427358,-0.4153842734452906,0.0,1.0,3.5269927978515625,0.0,1.8410239219665527
5.0,0.7453900575637817,0.7453900575637817,1.4153844118118286,2.7772231101989746,3.0898678302764893,3.0898678302764893,1.414368748664856,3.08986761827795,1.3274834134689872,-0.09856456918217853,-0.41436865454451177,0.0,1.0,3.5014126300811768,0.0,1.8308355808258057
6.0,0.6979668140411377,0.6979668140411377,1.414368748664856,1.9210832118988037,3.0692901611328125,3.0692901611328125,1.4133470058441162,3.0692901258713414,1.3299780954562483,-0.09160252599837111,-0.4133470743722063,0.0,1.0,3.4759366512298584,0.0,1.8202307224273682
7.0,0.6600919961929321,0.6600919961929321,1.4133470058441162,1.0290861129760742,3.014643907546997,3.014643907546997,1.4123531579971313,3.014643638128533,1.3251343175768853,-0.07114221937262771,-0.41235308780251323,0.0,1.0,3.4512903690338135,0.0,1.8095701932907104
8.0,0.6400904059410095,0.6400904059410095,1.4123531579971313,0.7382413148880005,2.973639726638794,2.973639726638794,1.4113603830337524,2.9736398831496995,1.319785475322888,-0.05548139311519192,-0.41136045072021243,0.0,1.0,3.4263477325439453,0.0,1.7983304262161255
9.0,0.6331015825271606,0.6331015825271606,1.4113603830337524,1.2235835790634155,2.976133346557617,2.976133346557617,1.410351276397705,2.9761333524362423,1.3231424059896242,-0.05687567228694793,-0.41035121686498766,0.0,1.0,3.4007749557495117,0.0,1.7864080667495728
10.0,0.6196960806846619,0.6196960806846619,1.410351276397705,1.2864227294921875,3.0132153034210205,3.0132153034210205,1.4093269109725952,3.013215268875357,1.3326450531149194,-0.07204698643705458,-0.40932697720579925,0.0,1.0,3.3746376037597656,0.0,1.7737963199615479
11.0,0.5991286039352417,0.5991286039352417,1.4093269109725952,0.8644404411315918,3.070223331451416,3.070223331451416,1.4082887172698975,3.070223105286411,1.3443343703708952,-0.09491878261193402,-0.40828885908257284,0.0,1.0,3.348036050796509,0.0,1.7605104446411133
12.0,0.5827743411064148,0.5827743411064148,1.4082887172698975,0.5043625235557556,3.104459047317505,3.104459047317505,1.4072426557540894,3.1044591261083583,1.3488487000325842,-0.10816534425178466,-0.40724247365851673,0.0,1.0,3.3214502334594727,0.0,1.746688723564148
13.0,0.5731162428855896,0.5731162428855896,1.4072426557540894,0.6961971521377563,3.101447105407715,3.101447105407715,1.406194806098938,3.1014471608029566,1.346621203706378,-0.10682957919954617,-0.40619469567720334,0.0,1.0,3.2952592372894287,0.0,1.7324883937835693
14.0,0.5645880699157715,0.5645880699157715,1.406194806098938,0.9483815431594849,3.0904932022094727,3.0904932022094727,1.4051464796066284,3.0904929551706566,1.3482911671851836,-0.1040444967643156,-0.4051463703727103,0.0,1.0,3.269338369369507,0.0,1.7179101705551147
15.0,0.5523440837860107,0.5523440837860107,1.4051464796066284,0.9186944365501404,3.0931663513183594,3.0931663513183594,1.4040957689285278,3.093166281212871,1.3575040169001098,-0.10875465804110906,-0.40409583795003057,0.0,1.0,3.2435619831085205,0.0,1.7029107809066772
16.0,0.5371195077896118,0.5371195077896118,1.4040957689285278,0.49695295095443726,3.1035749912261963,3.1035749912261963,1.403043508529663,3.103574857867087,1.3690252245655135,-0.11735767234602641,-0.4030434906932161,0.0,1.0,3.217928647994995,0.0,1.6874696016311646
17.0,0.5266962051391602,0.5266962051391602,1.403043508529663,0.38571006059646606,3.093522548675537,3.093522548675537,1.4019912481307983,3.093522474613371,1.3720626538767229,-0.1165655891029705,-0.4019912305909692,0.0,1.0,3.1925148963928223,0.0,1.6716817617416382
