epoch,train_total_loss,train_task_loss,train_recon_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_kstar_mae,val_kstar_rmse,val_kstar_spearman_rho,val_kstar_spearman_p,val_z_spearman_rho,val_z_spearman_p,val_proxy_recon_r2,val_omega_entropy_mean,val_omega_peak_accuracy
1.0,0.9438942670822144,0.5662469863891602,0.3776472806930542,6.879350662231445,0.8093783855438232,0.4824365973472595,0.3269418179988861,1.750775122642517,2.050236379027442,0.9797679580578469,3.698642705673082e-28,-0.9883677298311446,1.0791421856454792e-32,-4.001682836486651,1.4700025111907262,0.225
2.0,0.7770049571990967,0.4059915840625763,0.371013343334198,4.8204216957092285,0.7060012221336365,0.3851486146450043,0.3208526074886322,1.7585054874420165,2.0561216216446305,0.9672996024617327,3.0404235426485636e-24,-0.9883677298311446,1.0791421856454792e-32,-3.935684183887787,1.4829779121606759,0.325
3.0,0.6590500473976135,0.2943437099456787,0.3647063374519348,4.038552284240723,0.6390270590782166,0.32196083664894104,0.3170662224292755,1.7603584289550782,2.056085966650867,0.9109424585368023,3.4272674146994595e-16,-0.9878048780487806,2.6356575065513146e-32,-3.8932623679740406,1.48988860943629,0.225
4.0,0.5571957230567932,0.1963985711336136,0.36079713702201843,1.4725978374481201,0.6161522269248962,0.2981030344963074,0.31804919242858887,1.7568612456321717,2.050453078080465,0.9797679580578469,3.698642705673082e-28,-0.9878048780487806,2.6356575065513146e-32,-3.895018478907288,1.502219575121242,0.225
5.0,0.5260653495788574,0.16425208747386932,0.3618132472038269,2.6455140113830566,0.5655251145362854,0.24530179798603058,0.32022330164909363,1.7535520553588868,2.0435322178855433,0.9797679580578469,3.698642705673082e-28,-0.9883677298311446,1.0791421856454792e-32,-3.9092122322189966,1.519419134856807,0.3
6.0,0.49824267625808716,0.13418368995189667,0.3640589714050293,2.13087797164917,0.5123453140258789,0.18916548788547516,0.32317984104156494,1.7516411900520326,2.036832749782491,0.9797679580578469,3.698642705673082e-28,-0.9883677298311446,1.0791421856454792e-32,-3.9334494726609557,1.5392228530155863,0.325
7.0,0.47965991497039795,0.11255160719156265,0.3671083152294159,0.8737675547599792,0.4882327914237976,0.1617455631494522,0.3264872431755066,1.7512765407562256,2.031474170142557,0.9797679580578469,3.698642705673082e-28,-0.9883677298311446,1.0791421856454792e-32,-3.9642075014162828,1.5589252573581958,0.275
8.0,0.47890421748161316,0.10839137434959412,0.37051284313201904,1.623164415359497,0.47349077463150024,0.14316384494304657,0.3303269147872925,1.7516352653503418,2.0266860232296326,0.9797679580578469,3.698642705673082e-28,-0.9889305816135088,4.225962335777304e-33,-4.00368493577165,1.5802632941543993,0.2
9.0,0.47251561284065247,0.09805361181497574,0.3744620084762573,1.1938824653625488,0.46822822093963623,0.133526012301445,0.3347022235393524,1.752690327167511,2.0230159297478596,0.9797679580578469,3.698642705673082e-28,-0.9889305816135088,4.225962335777304e-33,-4.052380817689115,1.60159370475835,0.175
10.0,0.47038111090660095,0.09142473340034485,0.3789563775062561,0.9350890517234802,0.4647611379623413,0.12525640428066254,0.3395047187805176,1.7542595267295837,2.0207011694957346,0.9797679580578469,3.698642705673082e-28,-0.9889305816135088,4.225962335777304e-33,-4.109252298316213,1.6218385977740994,0.175
11.0,0.47270357608795166,0.08881530910730362,0.38388827443122864,1.2163732051849365,0.45798543095588684,0.11343619227409363,0.3445492386817932,1.7557251930236817,2.019186184804918,0.9797679580578469,3.698642705673082e-28,-0.9889305816135088,4.225962335777304e-33,-4.171980538613421,1.6404617985369883,0.175
12.0,0.47151681780815125,0.08244430273771286,0.3890725076198578,0.7716031074523926,0.4584263265132904,0.10874047875404358,0.3496858477592468,1.7566309928894044,2.0180667740470586,0.9797679580578469,3.698642705673082e-28,-0.9889305816135088,4.225962335777304e-33,-4.238322792890939,1.6571012871735473,0.175
13.0,0.4755600690841675,0.0811980813741684,0.3943619728088379,0.905949056148529,0.46149134635925293,0.10674399137496948,0.35474735498428345,1.756298041343689,2.016498321314522,0.9797679580578469,3.698642705673082e-28,-0.9889305816135088,4.225962335777304e-33,-4.305659034320061,1.6712560521029984,0.175
14.0,0.4791909456253052,0.07960022985935211,0.39959070086479187,1.0091410875320435,0.46279922127723694,0.10314443707466125,0.3596547842025757,1.7548142910003661,2.014387657827249,0.9797679580578469,3.698642705673082e-28,-0.9889305816135088,4.225962335777304e-33,-4.372518274089303,1.6825902078039838,0.175
15.0,0.4810062050819397,0.07632662355899811,0.4046795666217804,0.7074373960494995,0.46669167280197144,0.10263463854789734,0.3640570342540741,1.752362859249115,2.0118182874687625,0.9788199484225708,8.756840006189514e-28,-0.9883677298311446,1.0791421856454792e-32,-4.433382161680737,1.691523548147942,0.175
16.0,0.4851907193660736,0.07591202855110168,0.4092786908149719,0.8604172468185425,0.4702000319957733,0.10239940136671066,0.36780062317848206,1.748906099796295,2.008598788127466,0.9788199484225708,8.756840006189514e-28,-0.9878048780487806,2.6356575065513146e-32,-4.485514644711126,1.698332144354972,0.175
17.0,0.48746418952941895,0.07423041760921478,0.41323378682136536,0.9032302498817444,0.4719957709312439,0.10126812756061554,0.37072762846946716,1.7443809628486633,2.0044989379472855,0.9788199484225708,8.756840006189514e-28,-0.9878048780487806,2.6356575065513146e-32,-4.526156178973461,1.7032849695357892,0.175
18.0,0.48796194791793823,0.0715792253613472,0.41638273000717163,0.7026559114456177,0.47429507970809937,0.10158470273017883,0.37271037697792053,1.738566529750824,1.9990804455014406,0.9788199484225708,8.756840006189514e-28,-0.9878048780487806,2.6356575065513146e-32,-4.553044357634634,1.7066644199565573,0.175
19.0,0.4888702630996704,0.07027720659971237,0.41859304904937744,0.7980724573135376,0.47489598393440247,0.10123678296804428,0.3736591935157776,1.731168305873871,1.991852858834216,0.9788199484225708,8.756840006189514e-28,-0.9878048780487806,2.6356575065513146e-32,-4.564554151833597,1.7087487784983222,0.175
20.0,0.4892943203449249,0.0695224329829216,0.41977187991142273,0.8471393585205078,0.47320395708084106,0.09953305870294571,0.37367090582847595,1.7219205260276795,1.9823474810503947,0.9788199484225708,8.756840006189514e-28,-0.9878048780487806,2.6356575065513146e-32,-4.561977458284181,1.709664645994971,0.175
