experiment,model,variant,target_column,source_path,seed,effective_lambda_r,best_epoch,best_val_task_loss,proxy_refit_status,proxy_refit_applied,proxy_metric_interpretable,proxy_refit_reason,run_dir,train_total_loss,train_task_loss,train_recon_loss,train_mse,train_mae,train_r2,train_proxy_recon_r2,train_proxy_metric_valid,train_kstar_proxy_spearman_rho,train_kstar_proxy_spearman_p,train_kstar_mean,train_kstar_std,train_kstar_proxy_metric_valid,train_omega_entropy_mean,val_total_loss,val_task_loss,val_recon_loss,val_mse,val_mae,val_r2,val_proxy_recon_r2,val_proxy_metric_valid,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_mean,val_kstar_std,val_kstar_proxy_metric_valid,val_omega_entropy_mean,test_total_loss,test_task_loss,test_recon_loss,test_mse,test_mae,test_r2,test_proxy_recon_r2,test_proxy_metric_valid,test_kstar_proxy_spearman_rho,test_kstar_proxy_spearman_p,test_kstar_mean,test_kstar_std,test_kstar_proxy_metric_valid,test_omega_entropy_mean
formal_mechanism_ablation_no_ac_encoder_seed0,cmdl_ablation,no_ac_encoder,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,0,0.0,23,2.537254571914673,skipped_rank_deficient,False,False,rank_deficient_design,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_ac_encoder_seed0,0.32621392607688904,0.32621392607688904,1.2565356492996216,0.3262139007078981,0.4260064174956245,0.5683405155686428,,0.0,0.0,1.0,3.1112914085388184,3.3717478231665154e-07,1.0,1.791825771331787,2.537254571914673,2.537254571914673,1.2565356492996216,2.53725435076859,1.2409582868303088,0.08224688747244323,,0.0,0.0,1.0,3.1112914085388184,3.3717478231665154e-07,1.0,1.791825771331787,3.884035348892212,3.884035348892212,1.2565356492996216,3.88403542378703,1.5007023489362175,0.03472033825901547,,0.0,0.0,1.0,3.1112914085388184,3.3717478231665154e-07,1.0,1.791825771331787
formal_mechanism_ablation_no_ac_encoder_seed1,cmdl_ablation,no_ac_encoder,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,1,0.0,24,2.5785698890686035,skipped_rank_deficient,False,False,rank_deficient_design,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_ac_encoder_seed1,0.36519214510917664,0.36519214510917664,1.2060736417770386,0.36519215018957785,0.44963822863876823,0.524005596369454,,0.0,0.0,1.0,4.5870361328125,3.3717478231665154e-07,1.0,1.979895830154419,2.5785698890686035,2.5785698890686035,1.2060736417770386,2.5785698104889803,1.2440503635514302,0.06030508499769096,,0.0,0.0,1.0,4.5870361328125,3.3717478231665154e-07,1.0,1.979895830154419,3.743415355682373,3.743415355682373,1.2060736417770386,3.7434155397262487,1.4674291852845933,0.06798572297338992,,0.0,0.0,1.0,4.5870361328125,3.3717478231665154e-07,1.0,1.979895830154419
formal_mechanism_ablation_no_ac_encoder_seed2,cmdl_ablation,no_ac_encoder,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2,0.0,25,2.5532546043395996,skipped_rank_deficient,False,False,rank_deficient_design,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_ac_encoder_seed2,0.33215004205703735,0.33215004205703735,1.3557783365249634,0.3321500651749806,0.4340235716229316,0.5690999763352713,,0.0,0.0,1.0,3.7127912044525146,2.384185791015625e-07,1.0,1.960397720336914,2.5532546043395996,2.5532546043395996,1.3557783365249634,2.553254411298114,1.2477954535544002,0.07078263745318471,,0.0,0.0,1.0,3.7127912044525146,2.384185791015625e-07,1.0,1.960397720336914,3.8065881729125977,3.8065881729125977,1.3557783365249634,3.8065882934124766,1.4990915977951855,0.052569681255897484,,0.0,0.0,1.0,3.7127912044525146,2.384185791015625e-07,1.0,1.960397720336914
formal_mechanism_ablation_uniform_lag_seed0,cmdl_ablation,uniform_lag,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,0,0.1,23,2.4900951385498047,applied_ols,True,True,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_uniform_lag_seed0,0.4302510619163513,0.3620118796825409,0.6823917627334595,0.36201189044845344,0.4419956773967759,0.5381068424725365,0.3176081807987186,1.0,,,5.5,0.0,0.0,2.3025853633880615,2.5583343505859375,2.4900951385498047,0.6823917627334595,2.490095203142506,1.2256915643599562,0.09341480370002601,0.3176081807987186,1.0,,,5.5,0.0,0.0,2.3025853633880615,3.631866216659546,3.563627004623413,0.6823917627334595,3.563626490441002,1.4434182521934913,0.1137942570523659,0.3176081807987186,1.0,,,5.5,0.0,0.0,2.3025853633880615
formal_mechanism_ablation_uniform_lag_seed1,cmdl_ablation,uniform_lag,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,1,0.1,24,2.546074390411377,applied_ols,True,True,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_uniform_lag_seed1,0.45328789949417114,0.37010666728019714,0.8318121433258057,0.3701066753902618,0.45150624021588365,0.5281233632849527,0.16818789935623238,1.0,,,5.5,0.0,0.0,2.3025853633880615,2.629255533218384,2.546074390411377,0.8318121433258057,2.5460742550989535,1.2320314869496294,0.072282498637973,0.16818789935623238,1.0,,,5.5,0.0,0.0,2.3025853633880615,3.7325758934020996,3.6493947505950928,0.8318121433258057,3.6493944097945126,1.4560770555955143,0.09157400713409183,0.16818789935623238,1.0,,,5.5,0.0,0.0,2.3025853633880615
formal_mechanism_ablation_uniform_lag_seed2,cmdl_ablation,uniform_lag,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2,0.1,67,2.416465997695923,applied_ols,True,True,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_uniform_lag_seed2,0.19849824905395508,0.12269720435142517,0.7580103278160095,0.12269720368133401,0.2477065046892823,0.8355364001278047,0.24198960211848405,1.0,,,5.5,0.0,0.0,2.3025853633880615,2.49226713180542,2.416465997695923,0.7580103278160095,2.4164660276562366,1.2039265181590577,0.09230245399211455,0.24198960211848405,1.0,,,5.5,0.0,0.0,2.3025853633880615,3.885359048843384,3.8095579147338867,0.7580103278160095,3.809557850683357,1.5059204507285937,0.05159957954635391,0.24198960211848405,1.0,,,5.5,0.0,0.0,2.3025853633880615
formal_mechanism_ablation_no_recon_regularization_seed0,cmdl_ablation,no_recon_regularization,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,0,0.0,23,2.535799980163574,applied_ols,True,True,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_recon_regularization_seed0,0.3232326805591583,0.3232326805591583,0.6175504326820374,0.32323266438637016,0.4242057598611141,0.5732230654395903,0.3824495226551041,1.0,0.8889789017646439,6.50788243526539e-31,3.0660390853881836,0.04605717957019806,1.0,1.7980560064315796,2.535799980163574,2.535799980163574,0.6175504326820374,2.5357998210627994,1.2424039747601263,0.08318621277921484,0.3824495226551041,1.0,0.8889789017646439,6.50788243526539e-31,3.0660390853881836,0.04605717957019806,1.0,1.7980560064315796,3.8921632766723633,3.8921632766723633,0.6175504326820374,3.8921634760221986,1.5016229417646172,0.03299722176397597,0.3824495226551041,1.0,0.8889789017646439,6.50788243526539e-31,3.0660390853881836,0.04605717957019806,1.0,1.7980560064315796
formal_mechanism_ablation_no_recon_regularization_seed1,cmdl_ablation,no_recon_regularization,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,1,0.0,25,2.5856034755706787,applied_ols,True,True,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_recon_regularization_seed1,0.3516497313976288,0.3516497313976288,0.7483605742454529,0.3516497362739739,0.4410747529462499,0.5418333879709869,0.2516395105703868,1.0,0.37263569441020045,0.000349786839909031,4.5409393310546875,0.06711594760417938,1.0,1.9798954725265503,2.5856034755706787,2.5856034755706787,0.7483605742454529,2.5856032807067173,1.2449521203137313,0.058641239968190075,0.2516395105703868,1.0,0.37263569441020045,0.000349786839909031,4.5409393310546875,0.06711594760417938,1.0,1.9798954725265503,3.749483585357666,3.749483585357666,0.7483605742454529,3.7494833395618756,1.469880815064657,0.06653583029878898,0.2516395105703868,1.0,0.37263569441020045,0.000349786839909031,4.5409393310546875,0.06711594760417938,1.0,1.9798954725265503
formal_mechanism_ablation_no_recon_regularization_seed2,cmdl_ablation,no_recon_regularization,ctfp,C:\DevSpace\PyDevspace\CMDL\data\economics\processed\economics_cleaned_long_v2.csv,2,0.0,25,2.5631675720214844,applied_ols,True,True,,C:\DevSpace\PyDevspace\CMDL\outputs\notebook_economics\formal_mechanism_ctfp_effective_labor_aware\ablation\formal_mechanism_ablation_no_recon_regularization_seed2,0.3308617174625397,0.3308617174625397,0.6904378533363342,0.33086172939796826,0.43345980587393496,0.5709877347590306,0.3095621444472958,1.0,0.6127646085026945,2.2220463438215674e-10,3.756376028060913,0.07946217805147171,1.0,1.9637929201126099,2.5631675720214844,2.5631675720214844,0.6904378533363342,2.5631678969243366,1.250640753788916,0.06729513748614402,0.3095621444472958,1.0,0.6127646085026945,2.2220463438215674e-10,3.756376028060913,0.07946217805147171,1.0,1.9637929201126099,3.8162667751312256,3.8162667751312256,0.6904378533363342,3.816266435881937,1.5013587476606434,0.050155853671818386,0.3095621444472958,1.0,0.6127646085026945,2.2220463438215674e-10,3.756376028060913,0.07946217805147171,1.0,1.9637929201126099
