method,seed,stratifier,n_entities,spearman_rho,perm_p_two_sided,kstar_std,degenerate
AC-GATE Original,18,log_capital_per_worker_train,88,-0.13199605508787998,0.2175,0.31916299422867045,False
AC-GATE Original,19,log_gdp_per_worker_train,88,0.08363565918777079,0.439,0.42271037328110744,False
AC-GATE Original,19,hc_mean_train,88,-0.13430312422950938,0.2045,0.42271037328110744,False
AC-GATE Original,19,log_capital_per_worker_train,88,0.06843718079673136,0.544,0.42271037328110744,False
AC-GATE Proxy Shuffled,0,log_gdp_per_worker_train,88,-0.07680250783699061,0.469,0.029070359793579307,False
AC-GATE Proxy Shuffled,0,hc_mean_train,88,-0.06757423127047306,0.5375,0.029070359793579307,False
AC-GATE Proxy Shuffled,0,log_capital_per_worker_train,88,-0.09210665351695961,0.4065,0.029070359793579307,False
AC-GATE Proxy Shuffled,1,log_gdp_per_worker_train,88,-0.07556972279947871,0.481,0.10065394800724091,False
AC-GATE Proxy Shuffled,1,hc_mean_train,88,-0.10255010390616746,0.3425,0.10065394800724091,False
AC-GATE Proxy Shuffled,1,log_capital_per_worker_train,88,-0.0032932971716389003,0.9805,0.10065394800724091,False
AC-GATE Proxy Shuffled,2,log_gdp_per_worker_train,88,-0.12393011869958791,0.2485,0.264319969195115,False
AC-GATE Proxy Shuffled,2,hc_mean_train,88,-0.03280969321263781,0.77,0.264319969195115,False
AC-GATE Proxy Shuffled,2,log_capital_per_worker_train,88,-0.14555669050051076,0.176,0.264319969195115,False
AC-GATE Proxy Shuffled,3,log_gdp_per_worker_train,88,0.017963439118030364,0.872,0.025325942039873643,False
AC-GATE Proxy Shuffled,3,hc_mean_train,88,-0.02801944278116305,0.8005,0.025325942039873643,False
AC-GATE Proxy Shuffled,3,log_capital_per_worker_train,88,0.00648092705434821,0.9545,0.025325942039873643,False
AC-GATE Proxy Shuffled,4,log_gdp_per_worker_train,88,-0.01843894191821352,0.861,0.4589852429044971,False
AC-GATE Proxy Shuffled,4,hc_mean_train,88,0.04353492303899123,0.6795,0.4589852429044971,False
AC-GATE Proxy Shuffled,4,log_capital_per_worker_train,88,0.005970201824521857,0.9525,0.4589852429044971,False
AC-GATE Proxy Shuffled,5,log_gdp_per_worker_train,88,-0.016026205487654543,0.886,0.05715436155012084,False
AC-GATE Proxy Shuffled,5,hc_mean_train,88,-0.0061287027579162425,0.9585,0.05715436155012084,False
AC-GATE Proxy Shuffled,5,log_capital_per_worker_train,88,-0.004279525201648411,0.9655,0.05715436155012084,False
AC-GATE Proxy Shuffled,6,log_gdp_per_worker_train,88,-0.06065302384558488,0.576,0.1379106847785857,False
AC-GATE Proxy Shuffled,6,hc_mean_train,88,0.10291993941742103,0.3325,0.1379106847785857,False
AC-GATE Proxy Shuffled,6,log_capital_per_worker_train,88,-0.08382938255080837,0.4345,0.1379106847785857,False
AC-GATE Proxy Shuffled,7,log_gdp_per_worker_train,88,0.10029586840900287,0.359,0.04473373981029956,False
AC-GATE Proxy Shuffled,7,hc_mean_train,88,0.10742841041175022,0.323,0.04473373981029956,False
AC-GATE Proxy Shuffled,7,log_capital_per_worker_train,88,0.11390933746609842,0.294,0.04473373981029956,False
AC-GATE Proxy Shuffled,8,log_gdp_per_worker_train,88,-0.06611250044028039,0.5555,0.07455620003841168,False
AC-GATE Proxy Shuffled,8,hc_mean_train,88,-0.1285618681976683,0.2245,0.07455620003841168,False
AC-GATE Proxy Shuffled,8,log_capital_per_worker_train,88,-0.031805853967806705,0.787,0.07455620003841168,False
AC-GATE Proxy Shuffled,9,log_gdp_per_worker_train,88,0.023651861505406647,0.8165,0.12341208100152914,False
AC-GATE Proxy Shuffled,9,hc_mean_train,88,-0.015339368109612204,0.892,0.12341208100152914,False
AC-GATE Proxy Shuffled,9,log_capital_per_worker_train,88,0.002359902786094185,0.9835,0.12341208100152914,False
AC-GATE Proxy Shuffled,10,log_gdp_per_worker_train,88,0.07199464619069425,0.503,0.0156187432996206,False
AC-GATE Proxy Shuffled,10,hc_mean_train,88,0.06776795463351064,0.5195,0.0156187432996206,False
AC-GATE Proxy Shuffled,10,log_capital_per_worker_train,88,0.10498045155154805,0.337,0.0156187432996206,False
AC-GATE Proxy Shuffled,11,log_gdp_per_worker_train,88,0.033655031524074536,0.751,0.37848394493055404,False
AC-GATE Proxy Shuffled,11,hc_mean_train,88,-0.05112535662710014,0.629,0.37848394493055404,False
AC-GATE Proxy Shuffled,11,log_capital_per_worker_train,88,0.05755345003698356,0.593,0.37848394493055404,False
AC-GATE Proxy Shuffled,12,log_gdp_per_worker_train,88,0.10601951322602235,0.3225,0.4409198996040302,False
AC-GATE Proxy Shuffled,12,hc_mean_train,88,0.029886231552252476,0.7735,0.4409198996040302,False
AC-GATE Proxy Shuffled,12,log_capital_per_worker_train,88,0.0714663097460463,0.4975,0.4409198996040302,False
AC-GATE Proxy Shuffled,13,log_gdp_per_worker_train,88,0.012715297101194043,0.9025,0.043479149137912364,False
AC-GATE Proxy Shuffled,13,hc_mean_train,88,0.08368849283223558,0.445,0.043479149137912364,False
AC-GATE Proxy Shuffled,13,log_capital_per_worker_train,88,0.004860695290761158,0.961,0.043479149137912364,False
AC-GATE Proxy Shuffled,14,log_gdp_per_worker_train,88,0.01449402979817548,0.8995,0.09120694806475255,False
AC-GATE Proxy Shuffled,14,hc_mean_train,88,0.02319396992004509,0.8315,0.09120694806475255,False
AC-GATE Proxy Shuffled,14,log_capital_per_worker_train,88,0.0779120143707513,0.4615,0.09120694806475255,False
AC-GATE Proxy Shuffled,15,log_gdp_per_worker_train,88,0.015744426050508967,0.883,0.48558500191890824,False
AC-GATE Proxy Shuffled,15,hc_mean_train,88,0.05660244443661724,0.5935,0.48558500191890824,False
AC-GATE Proxy Shuffled,15,log_capital_per_worker_train,88,0.011869958789757318,0.9055,0.48558500191890824,False
AC-GATE Proxy Shuffled,16,log_gdp_per_worker_train,88,-0.12961854108696422,0.212,0.04531100051895646,False
AC-GATE Proxy Shuffled,16,hc_mean_train,88,-0.1535874044591596,0.1445,0.04531100051895646,False
AC-GATE Proxy Shuffled,16,log_capital_per_worker_train,88,-0.0935155507026875,0.404,0.04531100051895646,False
AC-GATE Proxy Shuffled,17,log_gdp_per_worker_train,88,0.08148709097953578,0.446,0.16089742399436413,False
AC-GATE Proxy Shuffled,17,hc_mean_train,88,-0.06459793596562292,0.5325,0.16089742399436413,False
AC-GATE Proxy Shuffled,17,log_capital_per_worker_train,88,0.07461871719911241,0.4925,0.16089742399436413,False
AC-GATE Proxy Shuffled,18,log_gdp_per_worker_train,88,-0.035363319361769584,0.727,0.28992321262279347,False
AC-GATE Proxy Shuffled,18,hc_mean_train,88,-0.06775034341868903,0.5265,0.28992321262279347,False
AC-GATE Proxy Shuffled,18,log_capital_per_worker_train,88,-0.01789299425874397,0.8665,0.28992321262279347,False
AC-GATE Proxy Shuffled,19,log_gdp_per_worker_train,88,-0.01625515128033532,0.8795,0.4100283175818119,False
AC-GATE Proxy Shuffled,19,hc_mean_train,88,0.10471628332922406,0.327,0.4100283175818119,False
AC-GATE Proxy Shuffled,19,log_capital_per_worker_train,88,0.013789581205311546,0.8965,0.4100283175818119,False
