epoch,train_total_loss,train_task_loss,train_recon_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_kstar_mae,val_kstar_rmse,val_kstar_spearman_rho,val_kstar_spearman_p,val_z_spearman_rho,val_z_spearman_p,val_proxy_recon_r2,val_omega_entropy_mean,val_omega_peak_accuracy
1.0,0.5890547633171082,0.5890547633171082,0.3776472806930542,6.767116546630859,0.5136668086051941,0.5136668086051941,0.3297770619392395,3.5722145080566405,3.9870097417331314,0.954965677854123,1.1943563926416937e-21,-0.9883677298311446,1.0791421856454792e-32,-4.034450796578196,1.7536457164953891,0.1
2.0,0.44616222381591797,0.44616222381591797,0.374162495136261,4.973065376281738,0.4258739650249481,0.4258739650249481,0.32664358615875244,3.593654191493988,4.0119635271925675,0.954965677854123,1.1943563926416937e-21,-0.9883677298311446,1.0791421856454792e-32,-4.001070430427531,1.7375900465052958,0.1
3.0,0.3398234248161316,0.3398234248161316,0.371128648519516,4.083686351776123,0.36520621180534363,0.36520621180534363,0.3227716088294983,3.6121166825294493,4.033598467092915,0.9568993939174096,5.276136590122929e-22,-0.9883677298311446,1.0791421856454792e-32,-3.9643039514972696,1.72382368997773,0.1
4.0,0.2447933554649353,0.2447933554649353,0.3671824634075165,1.2503302097320557,0.3463178873062134,0.3463178873062134,0.3193567991256714,3.610091984272003,4.031247389735226,0.9513883031370425,4.946610909261548e-21,-0.9883677298311446,1.0791421856454792e-32,-3.9349775051893627,1.7227637184673505,0.1
5.0,0.21734218299388885,0.21734218299388885,0.3636398911476135,2.634348154067993,0.3009435832500458,0.3009435832500458,0.3157643675804138,3.601575767993927,4.021324531809082,0.9126172960681449,2.425307395467535e-16,-0.9883677298311446,1.0791421856454792e-32,-3.9073612584820387,1.7236485856371597,0.1
6.0,0.18917937576770782,0.18917937576770782,0.35988911986351013,2.0952770709991455,0.2533967196941376,0.2533967196941376,0.3121664822101593,3.5895710587501526,4.007378259681812,0.7191827375012607,1.7135456215613863e-07,-0.9879924953095687,1.9663246396683254e-32,-3.883616081132565,1.724414885791702,0.1
7.0,0.16708919405937195,0.16708919405937195,0.3561147451400757,0.6134884357452393,0.2335444539785385,0.2335444539785385,0.30891260504722595,3.5762836217880247,3.99199605784188,0.3645225760123357,0.020747833968102904,-0.9879924953095687,1.9663246396683254e-32,-3.8662999908900417,1.7242388271826534,0.1
8.0,0.16312137246131897,0.16312137246131897,0.35268545150756836,1.5574605464935303,0.21740984916687012,0.21740984916687012,0.30577388405799866,3.559522008895874,3.972676597692842,-0.38674321265733436,0.013694226064394565,-0.9874296435272046,4.672563750148158e-32,-3.8543217978048356,1.7232675126292178,0.1
9.0,0.15199770033359528,0.15199770033359528,0.3493559658527374,1.0562090873718262,0.20750661194324493,0.20750661194324493,0.3028794229030609,3.540291666984558,3.950617628603952,-0.8922100981840391,1.0898944690080155e-14,-0.9878048780487806,2.6356575065513146e-32,-3.848513163139121,1.7215941685833573,0.1
10.0,0.1442023366689682,0.1442023366689682,0.34625905752182007,0.7467886209487915,0.1998952180147171,0.1998952180147171,0.3002517819404602,3.5187912940979005,3.9260826113693987,-0.9582529951617103,2.9116416023276767e-22,-0.9872420262664166,6.181624609299059e-32,-3.8489202795853754,1.7193168996668047,0.1
11.0,0.14173229038715363,0.14173229038715363,0.34342241287231445,1.182550072669983,0.18831676244735718,0.18831676244735718,0.29793187975883484,3.495042872428894,3.8991391172236067,-0.9568027081142453,5.500973735801784e-22,-0.9859287054409007,3.9326991771672595e-31,-3.855265405689518,1.7168028699677318,0.1
12.0,0.13425691425800323,0.13425691425800323,0.3408929407596588,0.5265675187110901,0.18464024364948273,0.18464024364948273,0.29586535692214966,3.4690974950790405,3.8698879892922524,-0.9553524210667803,1.0172582721729084e-21,-0.9846153846153848,2.1187533741968886e-30,-3.8675274708949856,1.7138008068483015,0.1
13.0,0.13173764944076538,0.13173764944076538,0.3386179804801941,0.6097520589828491,0.18357446789741516,0.18357446789741516,0.29406729340553284,3.4411131262779238,3.838546641173165,-0.9550623636572872,1.1475344928568054e-21,-0.9834896810506568,8.027447655681988e-30,-3.885472292035716,1.7103528864588746,0.1
14.0,0.1312078982591629,0.1312078982591629,0.3366161584854126,0.8893364667892456,0.17799460887908936,0.17799460887908936,0.29255715012550354,3.411308562755585,3.805394379832905,-0.9535153908066579,2.1536741141611225e-21,-0.9808630393996248,1.297110673532399e-28,-3.908264395590958,1.7067621669482391,0.1
15.0,0.12676838040351868,0.12676838040351868,0.334911584854126,0.37362024188041687,0.17487867176532745,0.17487867176532745,0.29127246141433716,3.3797609329223635,3.770559036340551,-0.949454587073756,1.0205646588736275e-20,-0.9771106941838652,3.7700138841324045e-27,-3.936995622047163,1.7022796270449299,0.1
16.0,0.12495923787355423,0.12495923787355423,0.33343997597694397,0.4991074502468109,0.1742757111787796,0.1742757111787796,0.2902069389820099,3.346559762954712,3.734183588212414,-0.9394959493478295,2.8500821942669504e-19,-0.9684803001876174,1.5273371986303868e-24,-3.9732963138904496,1.6963202197685205,0.1
17.0,0.12394872307777405,0.12394872307777405,0.33219295740127563,0.729452908039093,0.1734279990196228,0.1734279990196228,0.2894108295440674,3.31236332654953,3.696548330699499,-0.9232527344162216,2.2641001403708168e-17,-0.9521575984990619,3.677899549751432e-21,-4.015773694652832,1.6896204143755493,0.1
18.0,0.12023267149925232,0.12023267149925232,0.33122578263282776,0.357471764087677,0.17436902225017548,0.17436902225017548,0.28888484835624695,3.2818993806838987,3.6578914364944164,-0.8997580842472884,2.9359704130377406e-15,-0.928330206378987,6.450561669684467e-18,-4.064336937952697,1.6822113416715994,0.1
19.0,0.11849918216466904,0.11849918216466904,0.3305406868457794,0.3364139497280121,0.17486083507537842,0.17486083507537842,0.28863105177879333,3.250403892993927,3.6183746815163107,-0.8690119988410304,3.5870650571178784e-13,-0.8986866791744842,3.558850092587117e-15,-4.119601377032769,1.6739231692498417,0.1
20.0,0.11780897527933121,0.11780897527933121,0.3301396369934082,0.6030564308166504,0.1718806028366089,0.1718806028366089,0.2886400520801544,3.218140411376953,3.578364993986413,-0.8176718373607692,1.1978296606279101e-10,-0.8529080675422139,2.8036216916937793e-12,-4.17971966960677,1.6652618150136829,0.1
21.0,0.11550410836935043,0.11550410836935043,0.33001768589019775,0.37062302231788635,0.1684454381465912,0.1684454381465912,0.28888997435569763,3.1852526545524595,3.538069259218007,-0.7539558930754734,1.9478019538875208e-08,-0.7915572232645406,1.1928466834885879e-09,-4.243774015451834,1.6563651447875933,0.1
22.0,0.1132720410823822,0.1132720410823822,0.3301553726196289,0.19668865203857422,0.1664605736732483,0.1664605736732483,0.2893524467945099,3.1518900394439697,3.497696576504904,-0.6453777361219268,6.9161127973450095e-06,-0.6861163227016887,1.0251291815219792e-06,-4.310780133575652,1.6473202441446315,0.1
23.0,0.11249612271785736,0.11249612271785736,0.33052611351013184,0.49752745032310486,0.16450235247612,0.16450235247612,0.2900077700614929,3.1181233286857606,3.4573568244047554,-0.5157220740785554,0.0006594574134441553,-0.5628517823639776,0.00015638679663895237,-4.380521084485028,1.638052552513782,0.1
24.0,0.11112521588802338,0.11112521588802338,0.33111080527305603,0.38650134205818176,0.1632867008447647,0.1632867008447647,0.2907510995864868,3.0844019293785094,3.4176045334135376,-0.3881934997047994,0.0133151152905191,-0.4424015009380864,0.004257832448739615,-4.4474382192319855,1.6294375344403496,0.15
25.0,0.10914414376020432,0.10914414376020432,0.33181214332580566,0.13633859157562256,0.16287779808044434,0.16287779808044434,0.2915443778038025,3.050897216796875,3.378642475659169,-0.19675560943941886,0.22365369225076603,-0.27335834896810507,0.08787307308482419,-4.5112425533288665,1.62128329745098,0.15
26.0,0.10790035873651505,0.10790035873651505,0.33259105682373047,0.39558136463165283,0.16061845421791077,0.16061845421791077,0.29233258962631226,3.0176950693130493,3.340565385421141,0.0031906315044230088,0.9844107539609925,-0.075046904315197,0.6453457566510707,-4.570240005720597,1.6136643846946028,0.15
27.0,0.10663393139839172,0.10663393139839172,0.333392471075058,0.34710708260536194,0.15688484907150269,0.15688484907150269,0.293028324842453,2.9850990772247314,3.3037054623587934,0.22421437753808962,0.16426445111262758,0.1476547842401501,0.3632255123126616,-4.621087621708515,1.6069410569174019,0.15
28.0,0.10505006462335587,0.10505006462335587,0.3341303765773773,0.08670391887426376,0.15402568876743317,0.15402568876743317,0.2935522794723511,2.9533193349838256,3.2682678448100027,0.3959283639579461,0.01144014089221415,0.3120075046904316,0.049999121533611746,-4.66088387301557,1.6013933958165718,0.15
29.0,0.10434389114379883,0.10434389114379883,0.3347243666648865,0.35665974020957947,0.1520276814699173,0.1520276814699173,0.29387107491493225,2.922481644153595,3.23434684358853,0.5622279454005998,0.00015962201929208106,0.47560975609756106,0.0019242938682744908,-4.688873748891042,1.5970429865218447,0.15
30.0,0.10335671901702881,0.10335671901702881,0.3351374566555023,0.3422705829143524,0.1510266214609146,0.1510266214609146,0.29392725229263306,2.8928311467170715,3.2021514895394407,0.7147981427939183,2.2033772876992483e-07,0.6384615384615385,9.304113803441274e-06,-4.702685108800755,1.59421537005456,0.15
31.0,0.1017562672495842,0.1017562672495842,0.335308700799942,0.07775574922561646,0.15086017549037933,0.15086017549037933,0.29373180866241455,2.86441992521286,3.1716648942425913,0.819895610833549,9.685634185165159e-11,0.7592870544090057,1.3521251374323448e-08,-4.702994000498683,1.5928509584108383,0.15
32.0,0.10090664029121399,0.10090664029121399,0.33524349331855774,0.2923409640789032,0.14890138804912567,0.14890138804912567,0.293277382850647,2.8374364495277407,3.143003822155647,0.8868021866232678,2.6313916723374784e-14,0.8508442776735461,3.5848955929323646e-12,-4.689019386483005,1.593233882014692,0.15
33.0,0.09988874942064285,0.09988874942064285,0.33492884039878845,0.2504323422908783,0.14593800902366638,0.14593800902366638,0.292620986700058,2.8119190335273743,3.116116484602942,0.9182250726516762,7.229676191966766e-17,0.8904315196998125,1.4638011029268058e-14,-4.662804648288286,1.5952869140500232,0.15
34.0,0.09835878759622574,0.09835878759622574,0.33441537618637085,0.13839608430862427,0.14446285367012024,0.14446285367012024,0.2918144464492798,2.7880040526390077,3.0910472785478365,0.9365953752528996,6.763455904513174e-19,0.9305816135084428,3.588084479804013e-18,-4.625730383275903,1.5991299020272205,0.15
35.0,0.09803733974695206,0.09803733974695206,0.333748459815979,0.31747642159461975,0.14404845237731934,0.14404845237731934,0.2909401059150696,2.76578768491745,3.067795394526477,0.9513883031370425,4.946610909261548e-21,0.9634146341463417,2.4809086857093575e-23,-4.580611432489673,1.604670295992669,0.15
36.0,0.09586196392774582,0.09586196392774582,0.33300524950027466,0.12646633386611938,0.1446230709552765,0.1446230709552765,0.29006463289260864,2.7453835248947143,3.0463801931146484,0.952645218578179,3.040303387704904e-21,0.9658536585365854,6.831467456910466e-24,-4.529193122689949,1.6119955578499627,0.15
