epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_atm_count_spearman_rho,val_kstar_proxy_atm_count_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_terminal_count_spearman_rho,val_kstar_proxy_terminal_count_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_credit_card_depth_spearman_rho,val_kstar_proxy_credit_card_depth_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q2_mean,val_kstar_anchor_q3_mean,val_kstar_anchor_q4_mean,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_z_std,val_z_proxy_spearman_rho,val_z_proxy_spearman_p,val_z_proxy_spearman_adjusted_rho,val_z_proxy_metric_valid,val_z_anchor_spearman_rho,val_z_anchor_spearman_p,val_z_anchor_expected_sign,val_z_anchor_adjusted_rho,val_z_anchor_metric_valid,val_lag_gate_sensitivity_slope,val_lag_gate_sensitivity_range,val_lag_gate_grid_min_kstar,val_lag_gate_grid_max_kstar,val_proxy_recon_r2,val_proxy_anchor_recon_r2,val_proxy_metric_valid,val_proxy_1_recon_r2,val_proxy_proxy_atm_count_recon_r2,val_proxy_2_recon_r2,val_proxy_proxy_terminal_count_recon_r2,val_proxy_3_recon_r2,val_proxy_proxy_credit_card_depth_recon_r2
1.0,0.9590451121330261,0.9590451121330261,0.23232027888298035,0.011985174380242825,0.0,0.0,0.0,12.982638249293693,12.982638249293693,12.982638249293693,0.0,1.0,18.82733917236328,18.82733917236328,0.22807875275611877,0.009971142746508121,0.0,0.0,0.0,18.82733823795207,4.322688418484869,0.0,1.0777949094772339,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.27335041536594257,5.551115123125783e-17,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,0.561302661895752,0.561302661895752,0.22807875275611877,0.009971142746508121,0.0,0.0,0.0,9.247498405480561,9.247498405480561,9.247498405480561,0.0,1.0,17.672231674194336,17.672231674194336,0.22468718886375427,0.008384227752685547,0.0,0.0,0.0,17.672230679412277,4.188896349498203,0.0,1.0765180587768555,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2701821157835955,5.551115123125783e-17,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.29375654458999634,0.29375654458999634,0.22468718886375427,0.008384227752685547,0.0,0.0,0.0,5.890916570808581,5.890916570808581,5.890916570808581,0.0,1.0,16.59832191467285,16.59832191467285,0.221823588013649,0.007064587902277708,0.0,0.0,0.0,16.598322980866417,4.060615736813772,0.0,1.0758863687515259,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2686056152220245,0.0,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.0,0.1424606442451477,0.1424606442451477,0.221823588013649,0.007064587902277708,0.0,0.0,0.0,3.1650122390093416,3.1650122390093416,3.1650122390093416,0.0,1.0,15.616805076599121,15.616805076599121,0.21935439109802246,0.005945107899606228,0.0,0.0,0.0,15.616805086732757,3.9397930077144077,0.0,1.0754942893981934,4.681071355930578e-08,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.26762428468178584,2.3166905897431528e-08,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,0.07863735407590866,0.07863735407590866,0.21935439109802246,0.005945107899606228,0.0,0.0,0.0,1.3203499037504072,1.3203499037504072,1.3203499037504072,0.0,1.0,14.847631454467773,14.847631454467773,0.21726638078689575,0.005014825612306595,0.0,0.0,0.0,14.847630622378428,3.842778410230364,0.0,1.0752732753753662,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.26706986703532554,0.0,1.0,1.0,0.0,6.346668452023863e-09,,,,0.0,,,-1.0,,0.0,1.799594833773711,0.0,1.075273036956787,1.075273036956787,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,0.07121287286281586,0.07121287286281586,0.21726638078689575,0.005014825612306595,0.0,0.0,0.0,1.6826935990313034,1.6826935990313034,1.6826935990313034,0.0,1.0,14.419358253479004,14.419358253479004,0.215859055519104,0.004397995304316282,0.0,0.0,0.0,14.419356779330375,3.7880266252018155,0.0,1.0751255750656128,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.26669955367283177,6.193153025098754e-08,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
7.0,0.07585375756025314,0.07585375756025314,0.215859055519104,0.004397995304316282,0.0,0.0,0.0,2.292715132038884,2.292715132038884,2.292715132038884,0.0,1.0,14.240617752075195,14.240617752075195,0.2149989902973175,0.004025755915790796,0.0,0.0,0.0,14.240618075239132,3.765263932091849,0.0,1.075021743774414,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2664389856542782,2.3665636278346443e-08,1.0,1.0,0.0,6.346668452023863e-09,,,,0.0,,,-1.0,,0.0,1.7161042478247852,0.0,1.075021743774414,1.075021743774414,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,0.07056283950805664,0.07056283950805664,0.2149989902973175,0.004025755915790796,0.0,0.0,0.0,2.4020528723051005,2.4020528723051005,2.4020528723051005,0.0,1.0,14.237760543823242,14.237760543823242,0.21454216539859772,0.0038296368438750505,0.0,0.0,0.0,14.237761763474644,3.7654207888103666,0.0,1.0749284029006958,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2662044501321689,0.0,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9.0,0.05531410500407219,0.05531410500407219,0.21454216539859772,0.0038296368438750505,0.0,0.0,0.0,2.1509727115893567,2.1509727115893567,2.1509727115893567,0.0,1.0,14.363466262817383,14.363466262817383,0.2143843173980713,0.003762159263715148,0.0,0.0,0.0,14.363466572584779,3.782338539759318,0.0,1.074825406074524,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2659459228988537,5.053839401112287e-09,1.0,1.0,0.0,6.346668452023863e-09,,,,0.0,,,-1.0,,0.0,1.6933711568050807,0.0,1.0748255252838135,1.0748255252838135,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,0.03562670573592186,0.03562670573592186,0.2143843173980713,0.003762159263715148,0.0,0.0,0.0,1.7085178696001202,1.7085178696001202,1.7085178696001202,0.0,1.0,14.587199211120605,14.587199211120605,0.21446017920970917,0.0037945618387311697,0.0,0.0,0.0,14.587200240110116,3.8118759791056314,0.0,1.0747028589248657,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,,,,,0.2656367644635938,5.551115123125783e-17,1.0,1.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
