epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_income_level_spearman_rho,val_kstar_proxy_income_level_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_income_recent_level_spearman_rho,val_kstar_proxy_income_recent_level_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_income_growth_signal_spearman_rho,val_kstar_proxy_income_growth_signal_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2
1.0,1.4160550832748413,1.4160550832748413,,,,,,9.251171462910909,9.251171462910909,9.251171462910909,0.0,1.0,3.0420544147491455,3.0420544147491455,,,,,,3.042054345354765,1.7011274744623475,0.0,1.5061067342758179,0.026868927721561228,0.0,-1.0,-0.269991565735407,0.23655718931278194,0.269991565735407,1.0,-0.36978787513330824,0.09896245686194886,0.36978787513330824,1.0,-0.269991565735407,0.23655718931278194,0.269991565735407,1.0,-0.269991565735407,0.269991565735407,-0.3558628087056941,0.11336465450036025,0.3558628087056941,1.0,-0.3558628087056941,0.3558628087056941,-0.3195029130335906,0.158003907124856,0.3195029130335906,1.0,-0.3195029130335906,0.3195029130335906,1.5216288367907207,6.0,1.4988048076629639,5.0,1.4988021373748779,5.0,1.502087140083313,5.0,0.6916128698653308,0.006706917024560085,0.8571428571428571,0.8571428571428571,0.14285714285714285
2.0,1.13422691822052,1.13422691822052,,,,,,7.624065399065295,7.624065399065295,7.624065399065295,0.0,1.0,2.9753856658935547,2.9753856658935547,,,,,,2.9753856700751684,1.6967579763205278,0.0,1.522475004196167,0.10776361404408379,0.0,-1.0,-0.018934485065929516,0.9350741613379078,0.018934485065929516,1.0,-0.13254139546150662,0.5668304370329019,0.13254139546150662,1.0,-0.018934485065929516,0.9350741613379078,0.018934485065929516,1.0,-0.018934485065929516,0.018934485065929516,-0.050041139102813714,0.8294477729179731,0.050041139102813714,1.0,-0.050041139102813714,0.050041139102813714,-0.13389385868050158,0.5628435955446953,0.13389385868050158,1.0,-0.13389385868050158,0.13389385868050158,1.583118200302124,6.0,1.4877522468566895,5.0,1.5058705806732178,5.0,1.5010304212570191,5.0,0.6597127040785976,0.1475232051280262,0.7142857142857143,0.7142857142857143,0.2857142857142857
3.0,0.9143900275230408,0.9143900275230408,,,,,,6.317285146492163,6.317285146492163,6.317285146492163,0.0,1.0,2.818901538848877,2.818901538848877,,,,,,2.818901446595503,1.6605762600721348,0.0,1.503442406654358,0.00996902803287242,0.0,-1.0,-0.034527870470572944,0.8818838260060061,0.034527870470572944,1.0,-0.2912067566103039,0.20028617726335585,0.2912067566103039,1.0,-0.034527870470572944,0.8818838260060061,0.034527870470572944,1.0,-0.034527870470572944,0.034527870470572944,-0.14527764367807106,0.5297893405324665,0.14527764367807106,1.0,-0.14527764367807106,0.14527764367807106,-0.446907908354963,0.04224396718298409,0.446907908354963,1.0,-0.446907908354963,0.446907908354963,1.5033985773722331,6.0,1.5012431144714355,5.0,1.509026551246643,5.0,1.5001100063323975,5.0,0.6929245762412943,0.0006085686620934322,0.5714285714285714,0.5714285714285714,0.42857142857142855
4.0,0.7520285844802856,0.7520285844802856,,,,,,5.500643868661844,5.500643868661844,5.500643868661844,0.0,1.0,2.562436819076538,2.562436819076538,,,,,,2.562436817930391,1.5870787992718673,0.0,1.5015255212783813,0.004015527495383362,0.0,-1.0,-0.18175992191112927,0.4303882188299844,0.18175992191112927,1.0,-0.4215006074426546,0.05703409291027551,0.4215006074426546,1.0,-0.18175992191112927,0.4303882188299844,0.18175992191112927,1.0,-0.18175992191112927,0.18175992191112927,-0.2886008795936569,0.20452742033531257,0.2886008795936569,1.0,-0.2886008795936569,0.2886008795936569,-0.5459312349875496,0.010462686032515739,0.5459312349875496,1.0,-0.5459312349875496,0.5459312349875496,1.5025776028633118,6.0,1.5000518321990968,5.0,1.5031400442123413,5.0,1.5001219749450683,5.0,0.6931102766507361,6.748431034441963e-05,0.5238095238095238,0.5238095238095238,0.47619047619047616
5.0,0.6159161329269409,0.6159161329269409,,,,,,4.941839751846449,4.941839751846449,4.941839751846449,0.0,1.0,2.2383291721343994,2.2383291721343994,,,,,,2.2383291947330206,1.4824477686058908,0.0,1.5053869485855103,0.011565037648544331,0.0,-1.0,-0.06820396592259458,0.7689463075817164,0.06820396592259458,1.0,-0.25073076996306193,0.2729625647544469,0.25073076996306193,1.0,-0.06820396592259458,0.7689463075817164,0.06820396592259458,1.0,-0.06820396592259458,0.06820396592259458,-0.1182202075991639,0.6097883040874753,0.1182202075991639,1.0,-0.1182202075991639,0.1182202075991639,-0.34946413015577027,0.12046747111245258,0.34946413015577027,1.0,-0.34946413015577027,0.34946413015577027,1.5027047395706177,6.0,1.5076234817504883,5.0,1.5027814388275147,5.0,1.5089747667312623,5.0,0.6928213035334265,0.0009503331429206604,0.7142857142857143,0.2857142857142857,0.7142857142857143
6.0,0.4996017515659332,0.4996017515659332,,,,,,4.389409219406728,4.389409219406728,4.389409219406728,0.0,1.0,1.8914190530776978,1.8914190530776978,,,,,,1.8914190520281053,1.357372567412399,0.0,1.5088145732879639,0.01531268083656148,0.0,-1.0,-0.21038961038961035,0.35998449216768674,0.21038961038961035,1.0,-0.32727272727272727,0.14757448251475364,0.32727272727272727,1.0,-0.21038961038961035,0.35998449216768674,0.21038961038961035,1.0,-0.21038961038961035,0.21038961038961035,-0.24415584415584415,0.286152904374841,0.24415584415584415,1.0,-0.24415584415584415,0.24415584415584415,-0.2727272727272727,0.2316557954857192,0.2727272727272727,1.0,-0.2727272727272727,0.2727272727272727,1.5079394181569417,6.0,1.5057405948638916,5.0,1.5034181118011474,5.0,1.5183351993560792,5.0,0.6925213981116605,0.0019758219743412405,0.8571428571428571,0.14285714285714285,0.8571428571428571
7.0,0.39864397048950195,0.39864397048950195,,,,,,3.7520443050655667,3.7520443050655667,3.7520443050655667,0.0,1.0,1.5584630966186523,1.5584630966186523,,,,,,1.5584630768821321,1.2225909651744933,0.0,1.5062261819839478,0.005179135698379273,0.0,-1.0,-0.29480519480519485,0.19452701576620293,0.29480519480519485,1.0,-0.36233766233766235,0.10649069901450199,0.36233766233766235,1.0,-0.29480519480519485,0.19452701576620293,0.29480519480519485,1.0,-0.29480519480519485,0.29480519480519485,-0.3155844155844156,0.16345354043341237,0.3155844155844156,1.0,-0.3155844155844156,0.3155844155844156,-0.26883116883116887,0.23865637920307153,0.26883116883116887,1.0,-0.26883116883116887,0.26883116883116887,1.507072885831197,6.0,1.5061967849731446,5.0,1.5047319173812865,5.0,1.5067339658737182,5.0,0.6930159844988796,0.00020519303723921095,1.0,0.0,1.0
8.0,0.31301137804985046,0.31301137804985046,,,,,,3.098541417975248,3.098541417975248,3.098541417975248,0.0,1.0,1.2610015869140625,1.2610015869140625,,,,,,1.2610014939746539,1.0868520892801738,0.0,1.5072681903839111,0.004189238639111034,0.0,-1.0,-0.2792207792207792,0.22028859486514027,0.2792207792207792,1.0,-0.2792207792207792,0.22028859486514027,0.2792207792207792,1.0,-0.2792207792207792,0.22028859486514027,0.2792207792207792,1.0,-0.2792207792207792,0.2792207792207792,-0.2545454545454545,0.26548784934396497,0.2545454545454545,1.0,-0.2545454545454545,0.2545454545454545,-0.18311688311688312,0.4268950962943347,0.18311688311688312,1.0,-0.18311688311688312,0.18311688311688312,1.5083726247151692,6.0,1.5075058937072754,5.0,1.5067075729370116,5.0,1.5062651872634887,5.0,0.6930064140948383,0.0001665233089690502,1.0,0.0,1.0
9.0,0.23940055072307587,0.23940055072307587,,,,,,2.5471879523014187,2.5471879523014187,2.5471879523014187,0.0,1.0,1.0121848583221436,1.0121848583221436,,,,,,1.0121848130762383,0.9587457889602298,0.0,1.509111762046814,0.004344105017165407,0.0,-1.0,-0.45324675324675323,0.03906674594941221,0.45324675324675323,1.0,-0.35454545454545455,0.11480159086511355,0.35454545454545455,1.0,-0.45324675324675323,0.03906674594941221,0.45324675324675323,1.0,-0.45324675324675323,0.45324675324675323,-0.38051948051948054,0.08881428785517563,0.38051948051948054,1.0,-0.38051948051948054,0.38051948051948054,-0.2025974025974026,0.37845167579960404,0.2025974025974026,1.0,-0.2025974025974026,0.2025974025974026,1.510641078154246,6.0,1.5093868970870972,5.0,1.5093079566955567,5.0,1.5068055868148804,5.0,0.6929433606138748,0.00019798598174714308,1.0,0.0,1.0
10.0,0.18235240876674652,0.18235240876674652,,,,,,2.1373569766928697,2.1373569766928697,2.1373569766928697,0.0,1.0,0.815654456615448,0.815654456615448,,,,,,0.8156544543192435,0.8453223861399151,0.0,1.5114635229110718,0.005286028296792449,0.0,-1.0,-0.4584415584415585,0.03660450993249761,0.4584415584415585,1.0,-0.3701298701298701,0.0986265069357616,0.3701298701298701,1.0,-0.4584415584415585,0.03660450993249761,0.4584415584415585,1.0,-0.4584415584415585,0.4584415584415585,-0.3948051948051948,0.07652675452161194,0.3948051948051948,1.0,-0.3948051948051948,0.3948051948051948,-0.21168831168831168,0.35695806367272104,0.21168831168831168,1.0,-0.21168831168831168,0.21168831168831168,1.5134880344072978,6.0,1.511683988571167,5.0,1.5123761653900147,5.0,1.5079015016555786,5.0,0.6928283969395153,0.0003184819921993076,1.0,0.0,1.0
