epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_effective_labor_anchor_spearman_rho,val_kstar_proxy_effective_labor_anchor_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_employment_level_spearman_rho,val_kstar_proxy_employment_level_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_hc_level_spearman_rho,val_kstar_proxy_hc_level_spearman_adjusted_rho,val_kstar_proxy_4_spearman_rho,val_kstar_proxy_4_spearman_p,val_kstar_proxy_4_spearman_adjusted_rho,val_kstar_proxy_4_metric_valid,val_kstar_proxy_hc_trend_spearman_rho,val_kstar_proxy_hc_trend_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_omega_peak_share_3,val_omega_peak_share_4,val_omega_peak_share_5,val_omega_peak_share_6,val_omega_peak_share_7,val_omega_peak_share_8,val_omega_peak_share_9,val_omega_peak_share_10,val_z_std,val_z_proxy_spearman_rho,val_z_proxy_spearman_p,val_z_proxy_spearman_adjusted_rho,val_z_proxy_metric_valid,val_lag_gate_sensitivity_slope,val_lag_gate_sensitivity_range,val_lag_gate_grid_min_kstar,val_lag_gate_grid_max_kstar,val_proxy_recon_r2,val_proxy_anchor_recon_r2,val_proxy_metric_valid,val_proxy_1_recon_r2,val_proxy_proxy_effective_labor_anchor_recon_r2,val_proxy_2_recon_r2,val_proxy_proxy_employment_level_recon_r2,val_proxy_3_recon_r2,val_proxy_proxy_hc_level_recon_r2,val_proxy_4_recon_r2,val_proxy_proxy_hc_trend_recon_r2
1.0,1.2963052988052368,1.1848787069320679,1.1142655611038208,1.058566927909851,5.959128611401165,5.959128611401165,5.959001299640023,0.038952767661722947,1.0,3.2240443229675293,3.1129679679870605,1.110763669013977,1.0529927015304565,3.112967775630304,1.366929112356791,-0.12013821327296974,5.1185832023620605,0.13032939693545342,0.0,-1.0,-0.11915747948293474,0.26883096654183414,0.11915747948293474,1.0,0.24845901870311016,0.019587575902951418,-0.24845901870311016,1.0,-0.11915747948293474,0.26883096654183414,0.11915747948293474,1.0,-0.11915747948293474,0.11915747948293474,-0.07299848543552537,0.4991055290074331,0.07299848543552537,1.0,-0.07299848543552537,0.07299848543552537,0.9207319220879857,6.587364887659364e-37,-0.9207319220879857,1.0,0.9207319220879857,-0.9207319220879857,-0.18269874255926177,0.08843106660445695,0.18269874255926177,1.0,-0.18269874255926177,0.18269874255926177,5.172215895219282,22.0,5.099343018098311,22.0,5.077179020101374,22.0,5.125593987378207,22.0,2.0703056790024146,0.05227836637555817,0.625,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.375,0.0,0.0,0.17827850321366215,-0.11915747948293474,0.26883096654183414,0.11915747948293474,1.0,0.7256391524705961,0.38143014907836914,4.9267354011535645,5.308165550231934,-0.11076377745387167,-0.05299273379785241,1.0,-0.05299273379785241,-0.05299273379785241,-0.015134815225146259,-0.015134815225146259,-0.1206827066990277,-0.1206827066990277,-0.2542448540934612,-0.2542448540934612
