epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_formal_income_level_spearman_rho,val_kstar_proxy_formal_income_level_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_formalization_ratio_spearman_rho,val_kstar_proxy_formalization_ratio_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_formal_capacity_signal_spearman_rho,val_kstar_proxy_formal_capacity_signal_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_z_std,val_z_proxy_spearman_rho,val_z_proxy_spearman_p,val_z_proxy_spearman_adjusted_rho,val_z_proxy_metric_valid,val_z_anchor_spearman_rho,val_z_anchor_spearman_p,val_z_anchor_expected_sign,val_z_anchor_adjusted_rho,val_z_anchor_metric_valid,val_lag_gate_sensitivity_slope,val_lag_gate_sensitivity_range,val_lag_gate_grid_min_kstar,val_lag_gate_grid_max_kstar,val_proxy_recon_r2,val_proxy_anchor_recon_r2,val_proxy_metric_valid,val_proxy_1_recon_r2,val_proxy_proxy_formal_income_level_recon_r2,val_proxy_2_recon_r2,val_proxy_proxy_formalization_ratio_recon_r2,val_proxy_3_recon_r2,val_proxy_proxy_formal_capacity_signal_recon_r2
1.0,2.8566460609436035,2.8566460609436035,1.333423137664795,1.875752568244934,0.0,0.0,0.0,26.732721504476913,26.732721504476913,26.732721504476913,0.0,1.0,22.40895652770996,22.40895652770996,1.3337733745574951,1.8774181604385376,0.0,0.0,0.0,22.40895792307086,4.72428098320961,0.0,1.8181612491607666,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.8181614875793457,6.0,1.8181614875793457,5.0,1.8181614875793457,5.0,1.8181614875793457,5.0,0.47416987896837004,4.4720938855133415e-09,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.3337733294296521,-0.8774180103043316,1.0,-0.8774180103043316,-0.8774180103043316,-0.12389646360625406,-0.12389646360625406,-5.514378371040962e-06,-5.514378371040962e-06
2.0,1.937892198562622,1.937892198562622,1.3337733745574951,1.8774181604385376,0.0,0.0,0.0,21.213329910802056,21.213329910802056,21.213329910802056,0.0,1.0,20.227651596069336,20.227651596069336,1.3341238498687744,1.879082441329956,0.0,0.0,0.0,20.227650764864432,4.4887346130396635,0.0,1.8187482357025146,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.8187483549118042,6.0,1.8187483549118042,5.0,1.8187483549118042,5.0,1.8187483549118042,5.0,0.4732861393957992,5.551115123125783e-17,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.33412394216448543,-0.8790823698077506,1.0,-0.8790823698077506,-0.8790823698077506,-0.12328374109408102,-0.12328374109408102,-5.715591624655403e-06,-5.715591624655403e-06
3.0,1.2378816604614258,1.2378816604614258,1.3341238498687744,1.879082441329956,0.0,0.0,0.0,15.851650788791149,15.851650788791149,15.851650788791149,0.0,1.0,18.27981185913086,18.27981185913086,1.3344751596450806,1.880746603012085,0.0,0.0,0.0,18.279813815340486,4.267424672842026,0.0,1.8193342685699463,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.8193345069885254,6.0,1.8193345069885254,5.0,1.8193345069885254,5.0,1.8193345069885254,5.0,0.4724012497278859,5.551115123125783e-17,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.33447520704383044,-0.8807465163523296,1.0,-0.8807465163523296,-0.8807465163523296,-0.12267318459762255,-0.12267318459762255,-5.9201815392206925e-06,-5.9201815392206925e-06
4.0,0.7346766591072083,0.7346766591072083,1.3344751596450806,1.880746603012085,0.0,0.0,0.0,11.13576366096988,11.13576366096988,11.13576366096988,0.0,1.0,16.55942726135254,16.55942726135254,1.3348294496536255,1.8824210166931152,0.0,0.0,0.0,16.559427938095773,4.062042378953525,0.0,1.8199236392974854,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.8199235200881958,6.0,1.8199235200881958,5.0,1.8199235200881958,5.0,1.8199235200881958,5.0,0.47150930418974835,5.551115123125783e-17,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.33482935967755,-0.8824209711337667,1.0,-0.8824209711337667,-0.8824209711337667,-0.12206097843124164,-0.12206097843124164,-6.12946764189104e-06,-6.12946764189104e-06
5.0,0.40642112493515015,0.40642112493515015,1.3348294496536255,1.8824210166931152,0.0,0.0,0.0,7.443081227218418,7.443081227218418,7.443081227218418,0.0,1.0,15.04762077331543,15.04762077331543,1.33518648147583,1.8841056823730469,0.0,0.0,0.0,15.04762032302279,3.872783926271257,0.0,1.8205128908157349,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.8205128908157349,6.0,1.8205128908157349,5.0,1.8205128908157349,5.0,1.8205128908157349,5.0,0.4706149970034943,0.0,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.3351863692629671,-0.8841055348480245,1.0,-0.8841055348480245,-0.8841055348480245,-0.12144722946585129,-0.12144722946585129,-6.343475025927248e-06,-6.343475025927248e-06
6.0,0.20122332870960236,0.20122332870960236,1.33518648147583,1.8841056823730469,0.0,0.0,0.0,4.579478989479701,4.579478989479701,4.579478989479701,0.0,1.0,13.72337818145752,13.72337818145752,1.3355461359024048,1.885799765586853,0.0,0.0,0.0,13.723379437790706,3.6993013393311274,0.0,1.82107675075531,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.82107675075531,6.0,1.82107675075531,5.0,1.82107675075531,5.0,1.82107675075531,5.0,0.46975679267135123,5.551115123125783e-17,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.3355461130275361,-0.8857996708732834,1.0,-0.8857996708732834,-0.8857996708732834,-0.12083210600984695,-0.12083210600984695,-6.562199477588848e-06,-6.562199477588848e-06
7.0,0.09074381738901138,0.09074381738901138,1.3355461359024048,1.885799765586853,0.0,0.0,0.0,2.47609507780808,2.47609507780808,2.47609507780808,0.0,1.0,12.583660125732422,12.583660125732422,1.335905909538269,1.8874906301498413,0.0,0.0,0.0,12.583659898199038,3.5434455076853433,0.0,1.8214728832244873,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.8214728832244873,6.0,1.8214728832244873,5.0,1.8214728832244873,5.0,1.8214728832244873,5.0,0.4691526177007657,5.551115123125783e-17,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.3359058947997901,-0.8874905994670022,1.0,-0.8874905994670022,-0.8874905994670022,-0.12022030094893155,-0.12022030094893155,-6.7839834370087004e-06,-6.7839834370087004e-06
8.0,0.04317529499530792,0.04317529499530792,1.335905909538269,1.8874906301498413,0.0,0.0,0.0,1.0631493005042745,1.0631493005042745,1.0631493005042745,0.0,1.0,11.720499038696289,11.720499038696289,1.3362629413604736,1.8891650438308716,0.0,0.0,0.0,11.720498860141163,3.4209832407179332,0.0,1.8213979005813599,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.8213980197906494,6.0,1.8213980197906494,5.0,1.8213980197906494,5.0,1.8213980197906494,5.0,0.4692669364771457,0.0,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.3362628470555416,-0.889164930094942,1.0,-0.889164930094942,-0.889164930094942,-0.1196166040543869,-0.1196166040543869,-7.007017297055995e-06,-7.007017297055995e-06
9.0,0.038642995059490204,0.038642995059490204,1.3362629413604736,1.8891650438308716,0.0,0.0,0.0,1.1842638929275437,1.1842638929275437,1.1842638929275437,0.0,1.0,11.232122421264648,11.232122421264648,1.3365331888198853,1.8904308080673218,0.0,0.0,0.0,11.23212199523779,3.349725916272118,0.0,1.8211517333984375,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.8211517333984375,6.0,1.8211517333984375,5.0,1.8211517333984375,5.0,1.8211517333984375,5.0,0.46964264857567284,1.1102230246251565e-16,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.3365331748196964,-0.8904307689062667,1.0,-0.8904307689062667,-0.8904307689062667,-0.11916157767061941,-0.11916157767061941,-7.177882203279751e-06,-7.177882203279751e-06
10.0,0.044868774712085724,0.044868774712085724,1.3365331888198853,1.8904308080673218,0.0,0.0,0.0,1.694804800116859,1.694804800116859,1.694804800116859,0.0,1.0,11.018282890319824,11.018282890319824,1.3367403745651245,1.8913991451263428,0.0,0.0,0.0,11.018282614052989,3.3179190840039934,0.0,1.8208330869674683,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,1.8208330869674683,6.0,1.8208330869674683,5.0,1.8208330869674683,5.0,1.8208330869674683,5.0,0.4701277821384706,5.551115123125783e-17,1.0,0.0,1.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.3367402143638367,-0.8913990000742329,1.0,-0.8913990000742329,-0.8913990000742329,-0.11881433313111289,-0.11881433313111289,-7.3098861648190905e-06,-7.3098861648190905e-06
