family,display_name,test_r2_mean,test_r2_std,test_mae_mean,test_mae_std,test_proxy_signal_r2_mean,test_proxy_signal_r2_std,test_effective_kstar_proxy_spearman_rho_mean,test_effective_kstar_proxy_spearman_rho_std,test_effective_kstar_std_mean,test_effective_kstar_std_std
cmdl,CMDL,-0.028238205360960677,0.005129792959541964,16.829351220938623,0.16871753506260545,0.7006971898904811,0.20442793815837737,-0.23498442485784263,0.9718562380801863,0.10586224993069966,0.04123664692997249
plain_lstm,Plain LSTM,-0.03305412234875885,0.0023050939366432333,16.98241793318317,0.08591551512394657,,,-0.059827809638291866,0.12607486666100037,1.3567357460657756,0.23278536724175053
