display_name,family,variant,seed,experiment,target_column,feature_bundle,best_epoch,best_val_task_loss,test_r2,test_mae,test_mse
No AC Encoder,ablation,no_ac_encoder,0,E3_energy_ablation_no_ac_encoder_seed0,co2_per_unit_energy,minimal,15,13.791987419128418,-0.018752371823882712,16.552313984950814,24173.059528783895
CMDL,cmdl,,1,E3_energy_cmdl_seed1,co2_per_unit_energy,minimal,21,13.996672630310059,-0.024177986134401325,16.774848719905567,24180.133730314352
Uniform Lag,ablation,uniform_lag,0,E3_energy_ablation_uniform_lag_seed0,co2_per_unit_energy,minimal,20,14.200980186462402,-0.0244605899912043,16.739663560267807,24180.637765120297
CMDL,cmdl,,0,E3_energy_cmdl_seed0,co2_per_unit_energy,minimal,20,14.245157241821289,-0.026533245941146772,16.69462187177279,24185.8184047654
No Recon Regularization,ablation,no_recon_regularization,0,E3_energy_ablation_no_recon_regularization_seed0,co2_per_unit_energy,minimal,20,14.245144844055176,-0.026533306724202732,16.694616209411134,24185.81888396687
Plain LSTM,plain_lstm,,1,E3_energy_lstm_seed1,co2_per_unit_energy,minimal,27,14.483810424804688,-0.03110201977340643,17.040018666052045,24183.932358156748
Plain LSTM,plain_lstm,,0,E3_energy_lstm_seed0,co2_per_unit_energy,minimal,20,14.458306312561035,-0.03246319255543051,16.88366692401588,24186.494681613876
CMDL,cmdl,,2,E3_energy_cmdl_seed2,co2_per_unit_energy,minimal,23,14.601487159729004,-0.03400338400733394,17.018583071137517,24183.9377870247
Plain LSTM,plain_lstm,,2,E3_energy_lstm_seed2,co2_per_unit_energy,minimal,25,14.848111152648926,-0.03559715471743963,17.023568209481592,24212.288915379777
