display_name,family,variant,seed,experiment,target_column,feature_bundle,anchor_proxy_name,anchor_expected_sign,proxy_index,proxy_name,expected_sign,rho,p_value,adjusted_rho,metric_valid
CMDL,cmdl,,0,multiseed_energy_cmdl_seed0,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,1,government_effectiveness,-1.0,-0.644153315039391,1.983269612554617e-10,0.644153315039391,True
CMDL,cmdl,,0,multiseed_energy_cmdl_seed0,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,2,regulatory_quality,-1.0,-0.6444062266847077,1.941001513314155e-10,0.6444062266847077,True
CMDL,cmdl,,0,multiseed_energy_cmdl_seed0,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,3,rule_of_law,-1.0,-0.6819636060142389,6.241712422860166e-12,0.6819636060142389,True
CMDL,cmdl,,1,multiseed_energy_cmdl_seed1,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,1,government_effectiveness,-1.0,0.8708886050658202,3.7399101838305135e-25,-0.8708886050658202,True
CMDL,cmdl,,1,multiseed_energy_cmdl_seed1,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,2,regulatory_quality,-1.0,0.8339887960141124,2.5753395462892787e-21,-0.8339887960141124,True
CMDL,cmdl,,1,multiseed_energy_cmdl_seed1,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,3,rule_of_law,-1.0,0.8940047294477673,3.226590735672781e-28,-0.8940047294477673,True
CMDL,cmdl,,2,multiseed_energy_cmdl_seed2,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,1,government_effectiveness,-1.0,-0.8706862757495668,3.9538086072073026e-25,0.8706862757495668,True
CMDL,cmdl,,2,multiseed_energy_cmdl_seed2,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,2,regulatory_quality,-1.0,-0.9397058637564967,3.7221572012036466e-37,0.9397058637564967,True
CMDL,cmdl,,2,multiseed_energy_cmdl_seed2,co2_per_unit_energy,minimal,proxy_government_effectiveness,-1.0,3,rule_of_law,-1.0,-0.9163368277292328,6.126709305149336e-32,0.9163368277292328,True
