display_name,family,variant,n_seeds,test_r2_mean,test_r2_std,anchor_adjusted_rho_mean,anchor_positive_seed_share,mean_proxy_adjusted_rho_mean,mean_proxy_positive_seed_share,kstar_std_mean,entropy_mean,lag_gate_sensitivity_range_mean,proxy_signal_r2_mean
No AC Encoder,ablation,no_ac_encoder,3,-0.018333685988720812,0.0008068103422539999,,,,,0.0,1.8144071159695,0.0,
No Recon Regularization,ablation,no_recon_regularization,3,-0.028237820071796232,0.005128856798221399,0.21465032857437918,0.6666666666666666,0.23498442485784263,0.6666666666666666,0.10587574881136926,1.8374220978153357,0.28380242983500165,0.7007141436075303
Uniform Lag,ablation,uniform_lag,3,-0.02562943386740937,0.003568528820875485,,,,,0.0,2.3025851124040755,1.0763190587361653,0.8296305197025037
CMDL,cmdl,,3,-0.028238080868681167,0.0051295842703898056,0.21465032857437918,0.6666666666666666,0.23498442485784263,0.6666666666666666,0.10586233686279382,1.8374300479790335,0.2837707996368408,0.7006969706515446
Plain LSTM,plain_lstm,,3,-0.03305412234875885,0.0023050939366432324,0.05490457384074245,0.6666666666666666,0.059827809638291866,0.6666666666666666,1.3567357437907257,2.080625805041063,,
