variant,scenario,best_epoch_mean,best_epoch_std,best_val_task_loss_mean,best_val_task_loss_std,total_loss_mean,total_loss_std,task_loss_mean,task_loss_std,recon_loss_mean,recon_loss_std,kstar_mae_mean,kstar_mae_std,kstar_rmse_mean,kstar_rmse_std,kstar_spearman_rho_mean,kstar_spearman_rho_std,kstar_spearman_p_mean,kstar_spearman_p_std,z_spearman_rho_mean,z_spearman_rho_std,z_spearman_p_mean,z_spearman_p_std,proxy_recon_r2_mean,proxy_recon_r2_std,omega_entropy_mean_mean,omega_entropy_mean_std,omega_peak_accuracy_mean,omega_peak_accuracy_std
no_ac_encoder,linear,21.666666666666668,10.598742063723098,0.10411365330219269,0.00990923642473828,0.07680799563725789,0.008546292226023915,0.07680799563725789,0.008546292226023915,7246942530327893.0,7795996270484535.0,1.7983279212315877,0.07820561146113454,2.097785107148369,0.10286597399515936,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.015427175282384e+17,1.1372218264253746e+17,1.9938870566988818,0.07224943541556343,0.1416666666666667,0.007637626158259729
no_ac_encoder,nonlinear,101.66666666666667,96.55223111525353,0.19983128706614176,0.06500571617877514,0.09851643691460292,0.07574754585175929,0.09851643691460292,0.07574754585175929,5022739588860587.0,8697935449116110.0,2.8001846726735433,0.7002802117381484,3.1757205371179427,0.7324235890627924,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-7.446725810091234e+16,1.2895779773900424e+17,1.442373035020763,0.4431875281984863,0.30333333333333334,0.20762546407734608
no_recon_regularization,linear,138.33333333333334,102.49064998005103,0.09737836569547653,0.013590334905522116,0.04702699805299441,0.027554250526053183,0.04702699805299441,0.027554250526053183,0.018536435052131612,0.026362442610608727,1.2125333825747173,0.5679120102329055,1.4626669155165761,0.6003143352502038,0.8388377577756558,0.24982781528909448,1.0382515977029017e-17,1.798304518260988e-17,-0.18237005925148142,1.040688918474371,1.2138673837581167e-17,2.1024799823197664e-17,0.7206914638603604,0.3854947979999097,1.8579693289500414,0.11246247935129612,0.3733333333333333,0.22507406188482343
no_recon_regularization,nonlinear,118.66666666666667,102.2464343306569,0.1983248988787333,0.08742227377225789,0.10629455621043842,0.10498293834912668,0.10629455621043842,0.10498293834912668,0.004172544150302808,0.0011659409393547072,1.9020387840270996,1.6094631053971413,2.1248754446090743,1.8009648959046465,0.32265196797563284,1.0920277419526097,1.0114305320308158e-93,1.751843319132165e-93,0.9833135828395712,0.012147181426512554,2.7874515612650753e-123,4.8280077277483015e-123,0.9287086415060601,0.02398718281927289,1.3620219055122977,0.15871332081338077,0.36166666666666664,0.2571154085879206
uniform_lag,linear,41.666666666666664,7.637626158259734,0.09346766769886017,0.010908346734314935,0.08872754375139873,0.0238562300482949,0.06825813899437587,0.0009789208387627818,0.020469404757022858,0.024580969579930396,1.9066666666666665,0.04645786621588784,2.266500173574262,0.06682398358193999,0.0,0.0,1.0,0.0,-0.19264831620790523,1.0391732175013573,5.132690178757665e-22,8.890080169118058e-22,0.6874004439009974,0.3445311941594104,2.3025851124040755,0.0,0.0,0.0
uniform_lag,nonlinear,27.666666666666668,7.0945988845975885,0.12915533035993576,0.01612214809488541,0.10227469603220622,0.007410793021604641,0.09779654443264008,0.006519257043106142,0.004478151521955927,0.0013902028159741005,3.1466666666666665,0.13269639532908714,3.479066539734841,0.09562435958563496,0.0,0.0,1.0,0.0,0.3243866096652417,1.1383101472401853,1.3057697886887031e-127,2.2616596169973107e-127,0.925349789348239,0.023604647859824718,2.3025851124040755,0.0,0.4183333333333333,0.023629078131263026
