epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_income_level_spearman_rho,val_kstar_proxy_income_level_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_income_recent_level_spearman_rho,val_kstar_proxy_income_recent_level_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_income_growth_signal_spearman_rho,val_kstar_proxy_income_growth_signal_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2
1.0,0.8889986276626587,0.8889986276626587,,,,,,6.599061540127662,6.599061540127662,6.599061540127662,0.0,1.0,3.232029914855957,3.232029914855957,,,,,,3.2320298657403157,1.775255873089745,0.0,1.5044339895248413,0.015680629574687348,0.0,-1.0,0.515698002439354,0.016718262359651924,-0.515698002439354,1.0,0.5038087113168328,0.01988226603533287,-0.5038087113168328,1.0,0.515698002439354,0.016718262359651924,-0.515698002439354,1.0,0.515698002439354,-0.515698002439354,0.5201564866102993,0.015641995333580672,-0.5201564866102993,1.0,0.5201564866102993,-0.5201564866102993,0.5231288093909296,0.014956077922076804,-0.5231288093909296,1.0,0.5231288093909296,-0.5231288093909296,1.5,6.0,1.509889507293701,5.0,1.495870018005371,5.0,1.512863278388977,5.0,0.6926153999847071,0.001341961095260077,0.6666666666666666,0.6666666666666666,0.3333333333333333
2.0,0.6804741024971008,0.6804741024971008,,,,,,5.182871158792894,5.182871158792894,5.182871158792894,0.0,1.0,2.555326461791992,2.555326461791992,,,,,,2.5553264013325303,1.5790202928086121,0.0,1.5418847799301147,0.11007016416362544,0.0,-1.0,-0.25401181254056093,0.2665256293364027,0.25401181254056093,1.0,-0.03175147656757012,0.8913250317298979,0.03175147656757012,1.0,-0.25401181254056093,0.2665256293364027,0.25401181254056093,1.0,-0.25401181254056093,0.25401181254056093,-0.17727907750226646,0.44203043251994084,0.17727907750226646,1.0,-0.17727907750226646,0.17727907750226646,0.21696842321172913,0.34480594499795436,-0.21696842321172913,1.0,0.21696842321172913,-0.21696842321172913,1.5478661060333252,6.0,1.603325319290161,5.0,1.508905577659607,5.0,1.5062460899353027,5.0,0.6561249181029181,0.14751668656018938,0.6190476190476191,0.38095238095238093,0.6190476190476191
3.0,0.5258157849311829,0.5258157849311829,,,,,,4.277842507005261,4.277842507005261,4.277842507005261,0.0,1.0,2.035679817199707,2.035679817199707,,,,,,2.035679558994755,1.4066018852449598,0.0,1.5097981691360474,0.01007055635780337,0.0,-1.0,-0.211963768293697,0.35631805131655736,0.211963768293697,1.0,-0.1261379480029976,0.5858733236568846,0.1261379480029976,1.0,-0.211963768293697,0.35631805131655736,0.211963768293697,1.0,-0.211963768293697,0.211963768293697,-0.13914186016825508,0.5474923127811182,0.13914186016825508,1.0,-0.13914186016825508,0.13914186016825508,-0.05201564866102994,0.8228189205758911,0.05201564866102994,1.0,-0.05201564866102994,0.05201564866102994,1.5109285116195679,6.0,1.5137213706970214,5.0,1.508848214149475,5.0,1.5054678440093994,5.0,0.6927521038950241,0.0007575116701379904,0.8095238095238095,0.19047619047619047,0.8095238095238095
4.0,0.4189005494117737,0.4189005494117737,,,,,,3.85038382163079,3.85038382163079,3.85038382163079,0.0,1.0,1.6595487594604492,1.6595487594604492,,,,,,1.6595488278925241,1.2648735912073226,0.0,1.5089120864868164,0.005598252606066078,0.0,-1.0,-0.5688311688311689,0.007125381298647016,0.5688311688311689,1.0,-0.3974025974025974,0.0744368401691811,0.3974025974025974,1.0,-0.5688311688311689,0.007125381298647016,0.5688311688311689,1.0,-0.5688311688311689,0.5688311688311689,-0.5285714285714286,0.013763170931280443,0.5285714285714286,1.0,-0.5285714285714286,0.5285714285714286,-0.18181818181818182,0.43023793249590314,0.18181818181818182,1.0,-0.18181818181818182,0.18181818181818182,1.5134109656016033,6.0,1.5099261045455932,5.0,1.5054553747177124,5.0,1.5059558153152466,5.0,0.6929256079963393,0.00027557809707472744,0.9523809523809523,0.047619047619047616,0.9523809523809523
5.0,0.3322458267211914,0.3322458267211914,,,,,,3.572098891103674,3.572098891103674,3.572098891103674,0.0,1.0,1.3891264200210571,1.3891264200210571,,,,,,1.3891263327112193,1.1514498045047123,0.0,1.507338047027588,0.003243095874949393,0.0,-1.0,-0.348051948051948,0.12207717550592732,0.348051948051948,1.0,-0.07922077922077922,0.7328457347746481,0.07922077922077922,1.0,-0.348051948051948,0.12207717550592732,0.348051948051948,1.0,-0.348051948051948,0.348051948051948,-0.2571428571428571,0.2604731897004084,0.2571428571428571,1.0,-0.2571428571428571,0.2571428571428571,0.18181818181818182,0.43023793249590314,-0.18181818181818182,1.0,0.18181818181818182,-0.18181818181818182,1.5085821151733398,6.0,1.5084994316101075,5.0,1.5052231788635253,5.0,1.5067983865737915,5.0,0.6930184437660271,0.00010853405927570086,1.0,0.0,1.0
6.0,0.2622183561325073,0.2622183561325073,,,,,,3.1526136487555934,3.1526136487555934,3.1526136487555934,0.0,1.0,1.1835695505142212,1.1835695505142212,,,,,,1.1835696008271928,1.0575787425041199,0.0,1.5073689222335815,0.002870671742940694,0.0,-1.0,-0.174025974025974,0.4505852392484295,0.174025974025974,1.0,0.08571428571428572,0.7118136961291482,-0.08571428571428572,1.0,-0.174025974025974,0.4505852392484295,0.174025974025974,1.0,-0.174025974025974,0.174025974025974,-0.06363636363636363,0.7840544504932396,0.06363636363636363,1.0,-0.06363636363636363,0.06363636363636363,0.3077922077922078,0.17467404944767495,-0.3077922077922078,1.0,0.3077922077922078,-0.3077922077922078,1.5076189239819844,6.0,1.5085541009902954,5.0,1.5054746627807618,5.0,1.5077784299850463,5.0,0.6930220864783946,9.397262316745036e-05,1.0,0.0,1.0
7.0,0.20188523828983307,0.20188523828983307,,,,,,2.589218547233001,2.589218547233001,2.589218547233001,0.0,1.0,1.0117590427398682,1.0117590427398682,,,,,,1.0117590936406926,0.9731930934247517,0.0,1.5078307390213013,0.002898046074799491,0.0,-1.0,-0.08181818181818182,0.7244098408074375,0.08181818181818182,1.0,0.17272727272727273,0.45402436101288696,-0.17272727272727273,1.0,-0.08181818181818182,0.7244098408074375,0.08181818181818182,1.0,-0.08181818181818182,0.08181818181818182,0.03766233766233767,0.8712435420745898,-0.03766233766233767,1.0,0.03766233766233767,-0.03766233766233767,0.38311688311688313,0.0864783097986004,-0.38311688311688313,1.0,0.38311688311688313,-0.38311688311688313,1.5075494647026062,6.0,1.5090585947036743,5.0,1.5059880495071412,5.0,1.5087836027145385,5.0,0.6930077299544948,0.00010134964041936867,1.0,0.0,1.0
8.0,0.1521846055984497,0.1521846055984497,,,,,,1.925896226746307,1.925896226746307,1.925896226746307,0.0,1.0,0.8547430634498596,0.8547430634498596,,,,,,0.8547430611058557,0.8897180755933126,0.0,1.5086086988449097,0.003049294365521191,0.0,-1.0,-0.06103896103896104,0.7926796536257745,0.06103896103896104,1.0,0.18311688311688312,0.4268950962943347,-0.18311688311688312,1.0,-0.06103896103896104,0.7926796536257745,0.06103896103896104,1.0,-0.06103896103896104,0.06103896103896104,0.05584415584415584,0.8099992137199937,-0.05584415584415584,1.0,0.05584415584415584,-0.05584415584415584,0.4090909090909091,0.06555816920931516,-0.4090909090909091,1.0,0.4090909090909091,-0.4090909090909091,1.5080774625142415,6.0,1.5098677635192872,5.0,1.5067973375320434,5.0,1.5097986698150634,5.0,0.6929803494968402,0.00011755465624496384,1.0,0.0,1.0
9.0,0.11431263387203217,0.11431263387203217,,,,,,1.345102238986951,1.345102238986951,1.345102238986951,0.0,1.0,0.6978051662445068,0.6978051662445068,,,,,,0.6978051190809194,0.7973045834473201,0.0,1.509883999824524,0.003301330219640047,0.0,-1.0,-0.02077922077922078,0.9287633909628463,0.02077922077922078,1.0,0.18961038961038962,0.41039115439621604,-0.18961038961038962,1.0,-0.02077922077922078,0.9287633909628463,0.02077922077922078,1.0,-0.02077922077922078,0.02077922077922078,0.08831168831168833,0.7034559950013928,-0.08831168831168833,1.0,0.08831168831168833,-0.08831168831168833,0.38311688311688313,0.0864783097986004,-0.38311688311688313,1.0,0.38311688311688313,-0.38311688311688313,1.5093378623326619,6.0,1.5111949443817139,5.0,1.508132028579712,5.0,1.5109803199768066,5.0,0.692929971381216,0.00014289090312412503,1.0,0.0,1.0
10.0,0.0886661484837532,0.0886661484837532,,,,,,0.9805311621805604,0.9805311621805604,0.9805311621805604,0.0,1.0,0.5418007373809814,0.5418007373809814,,,,,,0.5418007485698918,0.6925501085463024,0.0,1.5119234323501587,0.0037990693254761915,0.0,-1.0,-0.005194805194805195,0.9821704184352004,0.005194805194805195,1.0,0.14025974025974028,0.5442470998307317,-0.14025974025974028,1.0,-0.005194805194805195,0.9821704184352004,0.005194805194805195,1.0,-0.005194805194805195,0.005194805194805195,0.08441558441558442,0.7160045730938803,-0.08441558441558442,1.0,0.08441558441558442,-0.08441558441558442,0.27662337662337666,0.22479050345941629,-0.27662337662337666,1.0,0.27662337662337666,-0.27662337662337666,1.5115606784820557,6.0,1.5133697748184205,5.0,1.5102241039276123,5.0,1.5126124143600463,5.0,0.6928339264682036,0.00019075021781964446,1.0,0.0,1.0
