epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_effective_labor_anchor_spearman_rho,val_kstar_proxy_effective_labor_anchor_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_employment_level_spearman_rho,val_kstar_proxy_employment_level_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_hc_level_spearman_rho,val_kstar_proxy_hc_level_spearman_adjusted_rho,val_kstar_proxy_4_spearman_rho,val_kstar_proxy_4_spearman_p,val_kstar_proxy_4_spearman_adjusted_rho,val_kstar_proxy_4_metric_valid,val_kstar_proxy_hc_trend_spearman_rho,val_kstar_proxy_hc_trend_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_omega_peak_share_3,val_omega_peak_share_4,val_omega_peak_share_5,val_omega_peak_share_6,val_omega_peak_share_7,val_omega_peak_share_8,val_omega_peak_share_9,val_omega_peak_share_10,val_z_std,val_z_proxy_spearman_rho,val_z_proxy_spearman_p,val_z_proxy_spearman_adjusted_rho,val_z_proxy_metric_valid,val_z_anchor_spearman_rho,val_z_anchor_spearman_p,val_z_anchor_expected_sign,val_z_anchor_adjusted_rho,val_z_anchor_metric_valid,val_lag_gate_sensitivity_slope,val_lag_gate_sensitivity_range,val_lag_gate_grid_min_kstar,val_lag_gate_grid_max_kstar,val_proxy_recon_r2,val_proxy_anchor_recon_r2,val_proxy_metric_valid,val_proxy_1_recon_r2,val_proxy_proxy_effective_labor_anchor_recon_r2,val_proxy_2_recon_r2,val_proxy_proxy_employment_level_recon_r2,val_proxy_3_recon_r2,val_proxy_proxy_hc_level_recon_r2,val_proxy_4_recon_r2,val_proxy_proxy_hc_trend_recon_r2
1.0,1.9566758871078491,1.8166842460632324,1.399916648864746,1.4453195333480835,0.0,0.0,0.0,13.618831635418529,13.618831635418529,13.618662535808154,0.06786641033639511,1.0,3.126304864883423,2.9868855476379395,1.3941940069198608,1.4413204193115234,0.0,0.0,0.0,2.9868855957251466,1.367541419545005,-0.07912524393968856,2.987877368927002,0.013014202048244793,0.0,-1.0,-0.41729773519777397,5.237212334688011e-05,0.41729773519777397,1.0,-0.6426156176253038,1.484545506808828e-11,0.6426156176253038,1.0,-0.41729773519777397,5.237212334688011e-05,0.41729773519777397,1.0,-0.41729773519777397,0.41729773519777397,-0.3892430699869677,0.00017813000243150276,0.3892430699869677,1.0,-0.3892430699869677,0.3892430699869677,-0.04779683702581805,0.6583329126399525,0.04779683702581805,1.0,-0.04779683702581805,0.04779683702581805,-0.7860589623472228,1.172565427677634e-19,0.7860589623472228,1.0,-0.7860589623472228,0.7860589623472228,2.9892803972417656,22.0,2.9955825697291982,22.0,2.9918773391030054,22.0,2.974767901680686,22.0,1.698668376629365,0.008980881689139913,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12032184882777003,0.41729773519777397,5.237212334688011e-05,-0.41729773519777397,1.0,0.41729773519777397,5.237212334688011e-05,-1.0,-0.41729773519777397,1.0,-0.10669283376992922,0.041986942291259766,2.9668612480163574,3.008848190307617,-0.38241240157599726,-0.4413204021602988,1.0,-0.4413204021602988,-0.4413204021602988,-0.009178610243499197,-0.009178610243499197,-0.36224225205851424,-0.36224225205851424,-0.7169083418416782,-0.7169083418416782
2.0,1.2635421752929688,1.1241227388381958,1.3941940069198608,1.4413204193115234,0.0,0.0,0.0,6.0445603579638805,6.0445603579638805,6.044183816193828,0.06746789702551183,1.0,2.965710401535034,2.8268332481384277,1.3887720108032227,1.4375289678573608,0.0,0.0,0.0,2.826833117104685,1.2814844657691675,-0.019795821814774628,2.97891902923584,0.013779420153993497,0.0,-1.0,-0.4024162586735234,0.0001016210169470169,0.4024162586735234,1.0,-0.6448522419076469,1.1976582136921578e-11,0.6448522419076469,1.0,-0.4024162586735234,0.0001016210169470169,0.4024162586735234,1.0,-0.4024162586735234,0.4024162586735234,-0.3767214962488113,0.00029726289292379715,0.3767214962488113,1.0,-0.3767214962488113,0.3767214962488113,-0.0856257264626114,0.4276532309133835,0.0856257264626114,1.0,-0.0856257264626114,0.0856257264626114,-0.7741009474833577,9.24223056534834e-19,0.7741009474833577,1.0,-0.7741009474833577,0.7741009474833577,2.979654312133789,22.0,2.9869294491681186,22.0,2.983558427203785,22.0,2.9655333107168023,22.0,1.6954187394667775,0.008973741376518615,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11651182862055219,0.4024162586735234,0.0001016210169470169,-0.4024162586735234,1.0,0.4024162586735234,0.0001016210169470169,-1.0,-0.4024162586735234,1.0,-0.11775302673094329,0.04565572738647461,2.9568424224853516,3.002498149871826,-0.37658272593824504,-0.4375289502890092,1.0,-0.4375289502890092,-0.4375289502890092,-0.009997639484087717,-0.009997639484087717,-0.34119895854696947,-0.34119895854696947,-0.7176053554329147,-0.7176053554329147
3.0,1.087649941444397,0.9487727284431458,1.3887720108032227,1.4375289678573608,0.0,0.0,0.0,3.725719019083123,3.725719019083123,3.725114591354321,0.06710805046218508,1.0,2.960899829864502,2.82254958152771,1.383501648902893,1.4338423013687134,0.0,0.0,0.0,2.8225494687640817,1.266849612444992,-0.017691395018734974,2.9679617881774902,0.014583226987612911,0.0,-1.0,-0.3845937092740658,0.00021595207871730505,0.3845937092740658,1.0,-0.6357648550597021,2.8349781878187484e-11,0.6357648550597021,1.0,-0.3845937092740658,0.00021595207871730505,0.3845937092740658,1.0,-0.3845937092740658,0.3845937092740658,-0.35918072628649933,0.0005888990937454703,0.35918072628649933,1.0,-0.35918072628649933,0.35918072628649933,-0.1088725300271213,0.31263086371946647,0.1088725300271213,1.0,-0.1088725300271213,0.1088725300271213,-0.7666161811841782,3.1594362213287964e-18,0.7666161811841782,1.0,-0.7666161811841782,0.7666161811841782,2.967873974279924,22.0,2.976219426501881,22.0,2.973283789374612,22.0,2.9544705260883677,22.0,1.6917666006530943,0.009078889508181422,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1134319790312697,0.3845937092740658,0.00021595207871730505,-0.3845937092740658,1.0,0.3845937092740658,0.00021595207871730505,-1.0,-0.3845937092740658,1.0,-0.12861148342950324,0.049135446548461914,2.945068597793579,2.994204044342041,-0.3709163481410153,-0.4338422295455999,1.0,-0.4338422295455999,-0.4338422295455999,-0.010859064006117913,-0.010859064006117913,-0.320922355333793,-0.320922355333793,-0.7180417436785524,-0.7180417436785524
4.0,1.0453307628631592,0.906980574131012,1.383501648902893,1.4338423013687134,0.0,0.0,0.0,4.851670822751273,4.851670822751273,4.85121130258694,0.06677327301208177,1.0,2.9040098190307617,2.766185998916626,1.3782387971878052,1.430161952972412,0.0,0.0,0.0,2.7661859430683773,1.2495499904652014,0.005888164020079393,2.9512388706207275,0.015279797627239943,0.0,-1.0,-0.34115714996786395,0.0011429472027020295,0.34115714996786395,1.0,-0.6053265353803492,4.17576723514622e-10,0.6053265353803492,1.0,-0.34115714996786395,0.0011429472027020295,0.34115714996786395,1.0,-0.34115714996786395,0.34115714996786395,-0.3176901028970548,0.0025602045991377134,0.3176901028970548,1.0,-0.3176901028970548,0.3176901028970548,-0.1539931404031181,0.15200401805446556,0.1539931404031181,1.0,-0.1539931404031181,0.1539931404031181,-0.7448960273399456,8.757683516007789e-17,0.7448960273399456,1.0,-0.7448960273399456,0.7448960273399456,2.9501366940411655,22.0,2.9595726294951006,22.0,2.9572434425354004,22.0,2.938002488829873,22.0,1.6872452626693961,0.009346964353110039,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1112228044934818,0.3411468423091826,0.001143368067618753,-0.3411468423091826,1.0,0.3411468423091826,0.001143368067618753,-1.0,-0.3411468423091826,1.0,-0.13837003922446475,0.05155801773071289,2.9285099506378174,2.9800679683685303,-0.3652579422426224,-0.43016193372741407,1.0,-0.43016193372741407,-0.43016193372741407,-0.01173465492227721,-0.01173465492227721,-0.3003581550854011,-0.3003581550854011,-0.7187770252353995,-0.7187770252353995
5.0,0.950452446937561,0.8126285672187805,1.3782387971878052,1.430161952972412,0.0,0.0,0.0,3.9794184591166224,3.9794184591166224,3.978863639822092,0.06644853993735028,1.0,2.836397171020508,2.6990966796875,1.37300443649292,1.4264920949935913,0.0,0.0,0.0,2.6990968491653513,1.2330605964208106,0.03316462596897988,2.931940793991089,0.015956143439693277,0.0,-1.0,-0.292275721179247,0.005723804163618006,0.292275721179247,1.0,-0.568983128456201,7.301250999067114e-09,0.568983128456201,1.0,-0.292275721179247,0.005723804163618006,0.292275721179247,1.0,-0.292275721179247,0.292275721179247,-0.26864147088866197,0.01138181181505087,0.26864147088866197,1.0,-0.26864147088866197,0.26864147088866197,-0.20089112746997292,0.06055076061441464,0.20089112746997292,1.0,-0.20089112746997292,0.20089112746997292,-0.7191011235955057,3.004377875184612e-15,0.7191011235955057,1.0,-0.7191011235955057,0.7191011235955057,2.92968411879106,22.0,2.9402121522209863,22.0,2.938629215413874,22.0,2.9192369959571143,22.0,1.6822741501691099,0.009734326017718462,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10991249355564502,0.292275721179247,0.005723804163618006,-0.292275721179247,1.0,0.292275721179247,0.005723804163618006,-1.0,-0.292275721179247,1.0,-0.14574058669457918,0.05464029312133789,2.909059762954712,2.96370005607605,-0.35963240828406823,-0.4264920423831342,1.0,-0.4264920423831342,-0.4264920423831342,-0.012649666234697987,-0.012649666234697987,-0.2796917585619587,-0.2796917585619587,-0.7196961659564831,-0.7196961659564831
6.0,0.8490114808082581,0.711711049079895,1.37300443649292,1.4264920949935913,0.0,0.0,0.0,2.3484718264319726,2.3484718264319726,2.3475403889397866,0.06613653937999257,1.0,2.797703266143799,2.660914897918701,1.3678829669952393,1.4228847026824951,0.0,0.0,0.0,2.6609147500480237,1.233578941453192,0.04788968514398253,2.911644458770752,0.016668289204942177,0.0,-1.0,-0.24557077947236805,0.021102027887160528,0.24557077947236805,1.0,-0.5302208446338629,1.0789458966797523e-07,0.5302208446338629,1.0,-0.24557077947236805,0.021102027887160528,0.24557077947236805,1.0,-0.24557077947236805,0.24557077947236805,-0.22383854038251563,0.03604245802575209,0.22383854038251563,1.0,-0.22383854038251563,0.22383854038251563,-0.25659539995068864,0.01581256616484046,0.25659539995068864,1.0,-0.25659539995068864,0.25659539995068864,-0.6759536472825897,4.979665068744864e-13,0.6759536472825897,1.0,-0.6759536472825897,0.6759536472825897,2.9081500551917334,22.0,2.919743873856284,22.0,2.919008417563005,22.0,2.8996750983324917,22.0,1.6771573266684492,0.010220974523022872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10958344273720505,0.24557077947236805,0.021102027887160528,-0.24557077947236805,1.0,0.24557077947236805,0.021102027887160528,-1.0,-0.24557077947236805,1.0,-0.15200419905074114,0.05752229690551758,2.8887577056884766,2.946280002593994,-0.35413263691093944,-0.4228846840222926,1.0,-0.4228846840222926,-0.4228846840222926,-0.01359035949188403,-0.01359035949188403,-0.25936093273130134,-0.25936093273130134,-0.7206945713982804,-0.7206945713982804
7.0,0.7868737578392029,0.65008544921875,1.3678829669952393,1.4228847026824951,0.0,0.0,0.0,1.742449872246824,1.742449872246824,1.7412053996006749,0.06584309906457801,1.0,2.764833450317383,2.628546953201294,1.362864375114441,1.419338583946228,0.0,0.0,0.0,2.6285471214500133,1.2363561653553254,0.05918564721970145,2.8913228511810303,0.01743904361225664,0.0,-1.0,-0.20694938536860275,0.053039655699903876,0.20694938536860275,1.0,-0.49903138318481216,7.468077983623455e-07,0.49903138318481216,1.0,-0.20694938536860275,0.053039655699903876,0.20694938536860275,1.0,-0.20694938536860275,0.20694938536860275,-0.18859849952449723,0.0784514085120363,0.18859849952449723,1.0,-0.18859849952449723,0.18859849952449723,-0.30671691733295764,0.003654712066516615,0.30671691733295764,1.0,-0.30671691733295764,0.30671691733295764,-0.6327709485400304,3.7424335927917214e-11,0.6327709485400304,1.0,-0.6327709485400304,0.6327709485400304,2.8865421360189263,22.0,2.89915715564381,22.0,2.899345202879472,22.0,2.880246552554044,22.0,1.6725506015765959,0.010771385467990613,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11023756037836621,0.20694938536860275,0.053039655699903876,-0.20694938536860275,1.0,0.20694938536860275,0.053039655699903876,-1.0,-0.20694938536860275,1.0,-0.1575143823638166,0.06004142761230469,2.8686606884002686,2.9287021160125732,-0.3487458682644475,-0.4193384978405006,1.0,-0.4193384978405006,-0.4193384978405006,-0.014551490465112504,-0.014551490465112504,-0.2393290561300061,-0.2393290561300061,-0.7217644286221727,-0.7217644286221727
8.0,0.7548912167549133,0.6186047792434692,1.362864375114441,1.419338583946228,0.0,0.0,0.0,2.0615595151739012,2.0615595151739012,2.0605165660691145,0.0655676410952504,1.0,2.715311288833618,2.5795252323150635,1.3578606843948364,1.4158281087875366,0.0,0.0,0.0,2.579525321555767,1.229935583554448,0.0768460396001096,2.871917486190796,0.01833271976841212,0.0,-1.0,-0.1672008735162552,0.11946115705127648,0.1672008735162552,1.0,-0.4638089535416154,5.335673684346732e-06,0.4638089535416154,1.0,-0.1672008735162552,0.11946115705127648,0.1672008735162552,1.0,-0.1672008735162552,0.1672008735162552,-0.15089288859145505,0.16052421152242238,0.15089288859145505,1.0,-0.15089288859145505,0.15089288859145505,-0.35754288330809064,0.0006264905435185202,0.35754288330809064,1.0,-0.35754288330809064,0.35754288330809064,-0.5808883096756015,2.9720394545400865e-09,0.5808883096756015,1.0,-0.5808883096756015,0.5808883096756015,2.865800911729986,22.0,2.879425287246704,22.0,2.8805997263301504,22.0,2.8618434342471035,22.0,1.6685212808371708,0.011389814517649595,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11187191966782288,0.1672008735162552,0.11946115705127648,-0.1672008735162552,1.0,0.1672008735162552,0.11946115705127648,-1.0,-0.1672008735162552,1.0,-0.16150883179085526,0.0631260871887207,2.848881244659424,2.9120073318481445,-0.34336880882323384,-0.41582807353063456,1.0,-0.41582807353063456,-0.41582807353063456,-0.015546260190401062,-0.015546260190401062,-0.2192637459883231,-0.2192637459883231,-0.7228371555835775,-0.7228371555835775
9.0,0.7239639759063721,0.5881779193878174,1.3578606843948364,1.4158281087875366,0.0,0.0,0.0,1.80720614774536,1.80720614774536,1.8060257160180753,0.06530829602755316,1.0,2.6590542793273926,2.5237667560577393,1.3528741598129272,1.4123567342758179,0.0,0.0,0.0,2.5237667234180776,1.2143342328032083,0.09770427024514139,2.853123903274536,0.019379549410444067,0.0,-1.0,-0.1065302384558487,0.32321730546542327,0.1065302384558487,1.0,-0.41652284174562365,5.425339508650768e-05,0.41652284174562365,1.0,-0.1065302384558487,0.32321730546542327,0.1065302384558487,1.0,-0.1065302384558487,0.1065302384558487,-0.09386777499911945,0.3843604308488578,0.09386777499911945,1.0,-0.09386777499911945,0.09386777499911945,-0.4130358212109472,6.352362502862324e-05,0.4130358212109472,1.0,-0.4130358212109472,0.4130358212109472,-0.5281251100700927,1.2363098769037014e-07,0.5281251100700927,1.0,-0.5281251100700927,0.5281251100700927,2.845634167844599,22.0,2.8602628816257822,22.0,2.8624729243191807,22.0,2.844124913215637,22.0,1.6647271002543425,0.012108375035280687,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11452082864121933,0.1065302384558487,0.32321730546542327,-0.1065302384558487,1.0,0.1065302384558487,0.32321730546542327,-1.0,-0.1065302384558487,1.0,-0.1675714827414987,0.06618928909301758,2.830669403076172,2.8968586921691895,-0.33800364575001773,-0.41235676255068787,1.0,-0.41235676255068787,-0.41235676255068787,-0.016553355151247562,-0.016553355151247562,-0.19911326518392203,-0.19911326518392203,-0.7239912001142144,-0.7239912001142144
10.0,0.6932679414749146,0.5579805374145508,1.3528741598129272,1.4123567342758179,0.0,0.0,0.0,1.3576248110453537,1.3576248110453537,1.3560647813265543,0.06506486311133441,1.0,2.621309995651245,2.486518144607544,1.3479183912277222,1.4089000225067139,0.0,0.0,0.0,2.4865183234785904,1.199708411224878,0.1120836718942022,2.8344199657440186,0.02059984001204211,0.0,-1.0,-0.06975802190835124,0.5183965442909091,0.06975802190835124,1.0,-0.3812651896727837,0.00024743679118188067,0.3812651896727837,1.0,-0.06975802190835124,0.5183965442909091,0.06975802190835124,1.0,-0.06975802190835124,0.06975802190835124,-0.06023035468986652,0.5772277936885959,0.06023035468986652,1.0,-0.06023035468986652,0.06023035468986652,-0.4595998731992534,6.6533710176200255e-06,0.4595998731992534,1.0,-0.4595998731992534,0.4595998731992534,-0.46722552921700544,4.4508769341474706e-06,0.46722552921700544,1.0,-0.46722552921700544,0.46722552921700544,2.825500087304549,22.0,2.8411522886969824,22.0,2.844460216435519,22.0,2.8265678882598877,22.0,1.6608137763735902,0.012956324478951764,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11815948639754997,0.06975802190835124,0.5183965442909091,-0.06975802190835124,1.0,0.06975802190835124,0.5183965442909091,-1.0,-0.06975802190835124,1.0,-0.17200574112952066,0.07026839256286621,2.811610698699951,2.8818790912628174,-0.3326731807154885,-0.4088999195819245,1.0,-0.4088999195819245,-0.4088999195819245,-0.017588621624470502,-0.017588621624470502,-0.1788822941839674,-0.1788822941839674,-0.7253218874715932,-0.7253218874715932
