column_index,flattened_name,first_level,second_level,observed_block_code,mapped_variable_code,is_global_key,is_year_like_subcolumn,period_year,period_label,codebook_match
41,rcw__number_of_transactions_withdrawals_millions,rcw,"number of transactions, withdrawals (millions)",RCW,RCV,False,False,,,False
42,rcw__transaction_value_withdrawals_sek_billions,rcw,"transaction value, withdrawals (sek billions)",RCW,RCV,False,False,,,False
43,rcw__number_of_payment_terminals,rcw,number of payment terminals,RCW,RCV,False,False,,,False
44,rcw__number_of_transactions_millions,rcw,number of transactions (millions),RCW,RCV,False,False,,,False
45,rcw__transaction_value_sek_billions,rcw,transaction value (sek billions),RCW,RCV,False,False,,,False
46,rcw__unnamed_46,rcw,unnamed: 46,RCW,RCV,False,False,,,False
47,rcw__unnamed_47,rcw,unnamed: 47,RCW,RCV,False,False,,,False
48,rcw__unnamed_48,rcw,unnamed: 48,RCW,RCV,False,False,,,False
49,rcw__unnamed_49,rcw,unnamed: 49,RCW,RCV,False,False,,,False
50,rcw__unnamed_50,rcw,unnamed: 50,RCW,RCV,False,False,,,False
51,rcw__unnamed_51,rcw,unnamed: 51,RCW,RCV,False,False,,,False
52,rcw__unnamed_52,rcw,unnamed: 52,RCW,RCV,False,False,,,False
53,rcw__unnamed_53,rcw,unnamed: 53,RCW,RCV,False,False,,,False
54,rcw__unnamed_54,rcw,unnamed: 54,RCW,RCV,False,False,,,False
55,rcw__card__dup2,rcw,card,RCW,RCV,False,False,,,False
56,rcw__debet_cards,rcw,debet cards,RCW,RCV,False,False,,,False
57,rcw__credit_cards,rcw,credit cards,RCW,RCV,False,False,,,False
58,rcw__credit_transfers,rcw,credit transfers,RCW,RCV,False,False,,,False
59,rcw__electronic__dup2,rcw,electronic,RCW,RCV,False,False,,,False
60,rcw__paper_based_form,rcw,paper-based form,RCW,RCV,False,False,,,False
61,rcw__direct_debet,rcw,direct debet,RCW,RCV,False,False,,,False
62,rcw__cheques_including_bank_drafts,rcw,"cheques, including bank drafts",RCW,RCV,False,False,,,False
63,rcw__total__dup2,rcw,total,RCW,RCV,False,False,,,False
64,rcw__cards,rcw,cards,RCW,RCV,False,False,,,False
65,rcw__debet_cards_1,rcw,debet cards.1,RCW,RCV,False,False,,,False
66,rcw__credit_cards_1,rcw,credit cards.1,RCW,RCV,False,False,,,False
67,rcw__credit_transfers_1,rcw,credit transfers.1,RCW,RCV,False,False,,,False
68,rcw__electronic_1__dup2,rcw,electronic.1,RCW,RCV,False,False,,,False
69,rcw__paper_based_form_1,rcw,paper-based form.1,RCW,RCV,False,False,,,False
70,rcw__direct_debet_1,rcw,direct debet.1,RCW,RCV,False,False,,,False
71,rcw__cheques_including_bank_drafts_1,rcw,"cheques, including bank drafts.1",RCW,RCV,False,False,,,False
72,rcw__total_1__dup2,rcw,total.1,RCW,RCV,False,False,,,False
73,rpcyd__unnamed_73_level_1,RPCYD,Unnamed: 73_level_1,RPCYD,RPCYD,False,False,,,True
74,rpcyd__unnamed_74_level_1,RPCYD,Unnamed: 74_level_1,RPCYD,RPCYD,False,False,,,True
75,rpcyd__unnamed_75_level_1,RPCYD,Unnamed: 75_level_1,RPCYD,RPCYD,False,False,,,True
76,rpcyd__all_persons,RPCYD,All persons,RPCYD,RPCYD,False,False,,,True
77,rpcyd__unnamed_77_level_1,RPCYD,Unnamed: 77_level_1,RPCYD,RPCYD,False,False,,,True
78,rpcyd__unnamed_78_level_1,RPCYD,Unnamed: 78_level_1,RPCYD,RPCYD,False,False,,,True
79,rpcyd__unnamed_79_level_1,RPCYD,Unnamed: 79_level_1,RPCYD,RPCYD,False,False,,,True
80,rpcyd__unnamed_80_level_1,RPCYD,Unnamed: 80_level_1,RPCYD,RPCYD,False,False,,,True
81,rpcyd__unnamed_81_level_1,RPCYD,Unnamed: 81_level_1,RPCYD,RPCYD,False,False,,,True
82,rpcyd__unnamed_82_level_1,RPCYD,Unnamed: 82_level_1,RPCYD,RPCYD,False,False,,,True
83,rpcyd__unnamed_83_level_1,RPCYD,Unnamed: 83_level_1,RPCYD,RPCYD,False,False,,,True
84,rpcyd__born_in_sweden,RPCYD,Born in Sweden,RPCYD,RPCYD,False,False,,,True
85,rpcyd__unnamed_85_level_1,RPCYD,Unnamed: 85_level_1,RPCYD,RPCYD,False,False,,,True
86,rpcyd__unnamed_86_level_1,RPCYD,Unnamed: 86_level_1,RPCYD,RPCYD,False,False,,,True
87,rpcyd__unnamed_87_level_1,RPCYD,Unnamed: 87_level_1,RPCYD,RPCYD,False,False,,,True
88,rpcyd__unnamed_88_level_1,RPCYD,Unnamed: 88_level_1,RPCYD,RPCYD,False,False,,,True
89,rpcyd__unnamed_89_level_1,RPCYD,Unnamed: 89_level_1,RPCYD,RPCYD,False,False,,,True
90,rpcyd__unnamed_90_level_1,RPCYD,Unnamed: 90_level_1,RPCYD,RPCYD,False,False,,,True
91,rpcyd__unnamed_91_level_1,RPCYD,Unnamed: 91_level_1,RPCYD,RPCYD,False,False,,,True
