column_index,flattened_name,first_level,second_level,observed_block_code,mapped_variable_code,is_global_key,is_year_like_subcolumn,period_year,period_label,codebook_match
92,rpcyd__foreign_born,RPCYD,Foreign-born,RPCYD,RPCYD,False,False,,,True
93,rpcyd__unnamed_93_level_1,RPCYD,Unnamed: 93_level_1,RPCYD,RPCYD,False,False,,,True
94,rpcyd__unnamed_94_level_1,RPCYD,Unnamed: 94_level_1,RPCYD,RPCYD,False,False,,,True
95,rpcyd__unnamed_95_level_1,RPCYD,Unnamed: 95_level_1,RPCYD,RPCYD,False,False,,,True
96,rpcyd__unnamed_96_level_1,RPCYD,Unnamed: 96_level_1,RPCYD,RPCYD,False,False,,,True
97,rpcyd__unnamed_97_level_1,RPCYD,Unnamed: 97_level_1,RPCYD,RPCYD,False,False,,,True
98,rpcyd__unnamed_98_level_1,RPCYD,Unnamed: 98_level_1,RPCYD,RPCYD,False,False,,,True
99,rpcyd__unnamed_99_level_1,RPCYD,Unnamed: 99_level_1,RPCYD,RPCYD,False,False,,,True
100,rpcyd__women_and_men,RPCYD,Women and men,RPCYD,RPCYD,False,False,,,True
101,rpcyd__unnamed_101_level_1,RPCYD,Unnamed: 101_level_1,RPCYD,RPCYD,False,False,,,True
102,rpcyd__unnamed_102_level_1,RPCYD,Unnamed: 102_level_1,RPCYD,RPCYD,False,False,,,True
103,rpcyd__unnamed_103_level_1,RPCYD,Unnamed: 103_level_1,RPCYD,RPCYD,False,False,,,True
104,rpcyd__unnamed_104_level_1,RPCYD,Unnamed: 104_level_1,RPCYD,RPCYD,False,False,,,True
105,rpcyd__unnamed_105_level_1,RPCYD,Unnamed: 105_level_1,RPCYD,RPCYD,False,False,,,True
106,rpcyd__women,RPCYD,Women,RPCYD,RPCYD,False,False,,,True
107,rpcyd__unnamed_107_level_1,RPCYD,Unnamed: 107_level_1,RPCYD,RPCYD,False,False,,,True
108,rpcyd__unnamed_108_level_1,RPCYD,Unnamed: 108_level_1,RPCYD,RPCYD,False,False,,,True
109,rpcyd__unnamed_109_level_1,RPCYD,Unnamed: 109_level_1,RPCYD,RPCYD,False,False,,,True
110,rpcyd__unnamed_110_level_1,RPCYD,Unnamed: 110_level_1,RPCYD,RPCYD,False,False,,,True
111,rpcyd__unnamed_111_level_1,RPCYD,Unnamed: 111_level_1,RPCYD,RPCYD,False,False,,,True
112,rpcyd__men,RPCYD,Men,RPCYD,RPCYD,False,False,,,True
113,rpcyd__unnamed_113_level_1,RPCYD,Unnamed: 113_level_1,RPCYD,RPCYD,False,False,,,True
114,rpcyd__unnamed_114_level_1,RPCYD,Unnamed: 114_level_1,RPCYD,RPCYD,False,False,,,True
115,rpcyd__unnamed_115_level_1,RPCYD,Unnamed: 115_level_1,RPCYD,RPCYD,False,False,,,True
116,rpcyd__unnamed_116_level_1,RPCYD,Unnamed: 116_level_1,RPCYD,RPCYD,False,False,,,True
117,rpcyd__unnamed_117_level_1,RPCYD,Unnamed: 117_level_1,RPCYD,RPCYD,False,False,,,True
118,rpcyd__unnamed_118_level_1,RPCYD,Unnamed: 118_level_1,RPCYD,RPCYD,False,False,,,True
119,rpcyd__unnamed_119_level_1,RPCYD,Unnamed: 119_level_1,RPCYD,RPCYD,False,False,,,True
120,rpcyd__all_persons_1,RPCYD,All persons.1,RPCYD,RPCYD,False,False,,,True
121,rpcyd__unnamed_121_level_1,RPCYD,Unnamed: 121_level_1,RPCYD,RPCYD,False,False,,,True
122,rpcyd__unnamed_122_level_1,RPCYD,Unnamed: 122_level_1,RPCYD,RPCYD,False,False,,,True
123,rpcyd__unnamed_123_level_1,RPCYD,Unnamed: 123_level_1,RPCYD,RPCYD,False,False,,,True
124,rpcyd__unnamed_124_level_1,RPCYD,Unnamed: 124_level_1,RPCYD,RPCYD,False,False,,,True
125,rpcyd__unnamed_125_level_1,RPCYD,Unnamed: 125_level_1,RPCYD,RPCYD,False,False,,,True
126,rpcyd__unnamed_126_level_1,RPCYD,Unnamed: 126_level_1,RPCYD,RPCYD,False,False,,,True
127,rpcyd__unnamed_127_level_1,RPCYD,Unnamed: 127_level_1,RPCYD,RPCYD,False,False,,,True
128,rpcyd__born_in_sweden_1,RPCYD,Born in Sweden.1,RPCYD,RPCYD,False,False,,,True
129,rpcyd__unnamed_129_level_1,RPCYD,Unnamed: 129_level_1,RPCYD,RPCYD,False,False,,,True
130,rpcyd__unnamed_130_level_1,RPCYD,Unnamed: 130_level_1,RPCYD,RPCYD,False,False,,,True
131,rpcyd__unnamed_131_level_1,RPCYD,Unnamed: 131_level_1,RPCYD,RPCYD,False,False,,,True
132,rpcyd__unnamed_132_level_1,RPCYD,Unnamed: 132_level_1,RPCYD,RPCYD,False,False,,,True
133,rpcyd__unnamed_133_level_1,RPCYD,Unnamed: 133_level_1,RPCYD,RPCYD,False,False,,,True
134,rpcyd__unnamed_134_level_1,RPCYD,Unnamed: 134_level_1,RPCYD,RPCYD,False,False,,,True
135,rpcyd__unnamed_135_level_1,RPCYD,Unnamed: 135_level_1,RPCYD,RPCYD,False,False,,,True
136,rpcyd__foreign_born_1,RPCYD,Foreign-born.1,RPCYD,RPCYD,False,False,,,True
137,rpcyd__unnamed_137_level_1,RPCYD,Unnamed: 137_level_1,RPCYD,RPCYD,False,False,,,True
138,rpcyd__unnamed_138_level_1,RPCYD,Unnamed: 138_level_1,RPCYD,RPCYD,False,False,,,True
139,rpcyd__unnamed_139_level_1,RPCYD,Unnamed: 139_level_1,RPCYD,RPCYD,False,False,,,True
140,rpcyd__unnamed_140_level_1,RPCYD,Unnamed: 140_level_1,RPCYD,RPCYD,False,False,,,True
141,rpcyd__unnamed_141_level_1,RPCYD,Unnamed: 141_level_1,RPCYD,RPCYD,False,False,,,True
142,rpcyd__unnamed_142_level_1,RPCYD,Unnamed: 142_level_1,RPCYD,RPCYD,False,False,,,True
143,rpcyd__unnamed_143_level_1,RPCYD,Unnamed: 143_level_1,RPCYD,RPCYD,False,False,,,True
144,rpcyd__1991,RPCYD,1991,RPCYD,RPCYD,False,True,1991.0,1991,True
145,rpcyd__unnamed_145_level_1,RPCYD,Unnamed: 145_level_1,RPCYD,RPCYD,False,False,,,True
146,rpcyd__unnamed_146_level_1,RPCYD,Unnamed: 146_level_1,RPCYD,RPCYD,False,False,,,True
147,rpcyd__unnamed_147_level_1,RPCYD,Unnamed: 147_level_1,RPCYD,RPCYD,False,False,,,True
148,rpcyd__1992,RPCYD,1992,RPCYD,RPCYD,False,True,1992.0,1992,True
149,rpcyd__unnamed_149_level_1,RPCYD,Unnamed: 149_level_1,RPCYD,RPCYD,False,False,,,True
150,rpcyd__unnamed_150_level_1,RPCYD,Unnamed: 150_level_1,RPCYD,RPCYD,False,False,,,True
151,rpcyd__unnamed_151_level_1,RPCYD,Unnamed: 151_level_1,RPCYD,RPCYD,False,False,,,True
152,rpcyd__1993,RPCYD,1993,RPCYD,RPCYD,False,True,1993.0,1993,True
153,rpcyd__unnamed_153_level_1,RPCYD,Unnamed: 153_level_1,RPCYD,RPCYD,False,False,,,True
154,rpcyd__unnamed_154_level_1,RPCYD,Unnamed: 154_level_1,RPCYD,RPCYD,False,False,,,True
155,rpcyd__unnamed_155_level_1,RPCYD,Unnamed: 155_level_1,RPCYD,RPCYD,False,False,,,True
156,rpcyd__1994,RPCYD,1994,RPCYD,RPCYD,False,True,1994.0,1994,True
157,rpcyd__unnamed_157_level_1,RPCYD,Unnamed: 157_level_1,RPCYD,RPCYD,False,False,,,True
158,rpcyd__unnamed_158_level_1,RPCYD,Unnamed: 158_level_1,RPCYD,RPCYD,False,False,,,True
159,rpcyd__unnamed_159_level_1,RPCYD,Unnamed: 159_level_1,RPCYD,RPCYD,False,False,,,True
160,rpcyd__1995,RPCYD,1995,RPCYD,RPCYD,False,True,1995.0,1995,True
161,rpcyd__unnamed_161_level_1,RPCYD,Unnamed: 161_level_1,RPCYD,RPCYD,False,False,,,True
162,rpcyd__unnamed_162_level_1,RPCYD,Unnamed: 162_level_1,RPCYD,RPCYD,False,False,,,True
163,rpcyd__unnamed_163_level_1,RPCYD,Unnamed: 163_level_1,RPCYD,RPCYD,False,False,,,True
164,rpcyd__1996,RPCYD,1996,RPCYD,RPCYD,False,True,1996.0,1996,True
165,rpcyd__unnamed_165_level_1,RPCYD,Unnamed: 165_level_1,RPCYD,RPCYD,False,False,,,True
166,rpcyd__unnamed_166_level_1,RPCYD,Unnamed: 166_level_1,RPCYD,RPCYD,False,False,,,True
167,rpcyd__unnamed_167_level_1,RPCYD,Unnamed: 167_level_1,RPCYD,RPCYD,False,False,,,True
168,rpcyd__1997,RPCYD,1997,RPCYD,RPCYD,False,True,1997.0,1997,True
169,rpcyd__unnamed_169_level_1,RPCYD,Unnamed: 169_level_1,RPCYD,RPCYD,False,False,,,True
170,rpcyd__unnamed_170_level_1,RPCYD,Unnamed: 170_level_1,RPCYD,RPCYD,False,False,,,True
171,rpcyd__unnamed_171_level_1,RPCYD,Unnamed: 171_level_1,RPCYD,RPCYD,False,False,,,True
172,rpcyd__1998,RPCYD,1998,RPCYD,RPCYD,False,True,1998.0,1998,True
173,rpcyd__unnamed_173_level_1,RPCYD,Unnamed: 173_level_1,RPCYD,RPCYD,False,False,,,True
174,rpcyd__unnamed_174_level_1,RPCYD,Unnamed: 174_level_1,RPCYD,RPCYD,False,False,,,True
175,rpcyd__unnamed_175_level_1,RPCYD,Unnamed: 175_level_1,RPCYD,RPCYD,False,False,,,True
176,rpcyd__1999,RPCYD,1999,RPCYD,RPCYD,False,True,1999.0,1999,True
177,rpcyd__unnamed_177_level_1,RPCYD,Unnamed: 177_level_1,RPCYD,RPCYD,False,False,,,True
178,rpcyd__unnamed_178_level_1,RPCYD,Unnamed: 178_level_1,RPCYD,RPCYD,False,False,,,True
179,rpcyd__unnamed_179_level_1,RPCYD,Unnamed: 179_level_1,RPCYD,RPCYD,False,False,,,True
180,rpcyd__2000,RPCYD,2000,RPCYD,RPCYD,False,True,2000.0,2000,True
181,rpcyd__unnamed_181_level_1,RPCYD,Unnamed: 181_level_1,RPCYD,RPCYD,False,False,,,True
182,rpcyd__unnamed_182_level_1,RPCYD,Unnamed: 182_level_1,RPCYD,RPCYD,False,False,,,True
183,rpcyd__unnamed_183_level_1,RPCYD,Unnamed: 183_level_1,RPCYD,RPCYD,False,False,,,True
184,rpcyd__2001,RPCYD,2001,RPCYD,RPCYD,False,True,2001.0,2001,True
185,rpcyd__unnamed_185_level_1,RPCYD,Unnamed: 185_level_1,RPCYD,RPCYD,False,False,,,True
186,rpcyd__unnamed_186_level_1,RPCYD,Unnamed: 186_level_1,RPCYD,RPCYD,False,False,,,True
187,rpcyd__unnamed_187_level_1,RPCYD,Unnamed: 187_level_1,RPCYD,RPCYD,False,False,,,True
188,rpcyd__2002,RPCYD,2002,RPCYD,RPCYD,False,True,2002.0,2002,True
189,rpcyd__unnamed_189_level_1,RPCYD,Unnamed: 189_level_1,RPCYD,RPCYD,False,False,,,True
190,rpcyd__unnamed_190_level_1,RPCYD,Unnamed: 190_level_1,RPCYD,RPCYD,False,False,,,True
191,rpcyd__unnamed_191_level_1,RPCYD,Unnamed: 191_level_1,RPCYD,RPCYD,False,False,,,True
192,rpcyd__2003,RPCYD,2003,RPCYD,RPCYD,False,True,2003.0,2003,True
193,rpcyd__unnamed_193_level_1,RPCYD,Unnamed: 193_level_1,RPCYD,RPCYD,False,False,,,True
194,rpcyd__unnamed_194_level_1,RPCYD,Unnamed: 194_level_1,RPCYD,RPCYD,False,False,,,True
195,rpcyd__unnamed_195_level_1,RPCYD,Unnamed: 195_level_1,RPCYD,RPCYD,False,False,,,True
196,rpcyd__2004,RPCYD,2004,RPCYD,RPCYD,False,True,2004.0,2004,True
197,rpcyd__unnamed_197_level_1,RPCYD,Unnamed: 197_level_1,RPCYD,RPCYD,False,False,,,True
198,rpcyd__unnamed_198_level_1,RPCYD,Unnamed: 198_level_1,RPCYD,RPCYD,False,False,,,True
199,rpcyd__unnamed_199_level_1,RPCYD,Unnamed: 199_level_1,RPCYD,RPCYD,False,False,,,True
200,rpcyd__2005,RPCYD,2005,RPCYD,RPCYD,False,True,2005.0,2005,True
201,rpcyd__unnamed_201_level_1,RPCYD,Unnamed: 201_level_1,RPCYD,RPCYD,False,False,,,True
202,rpcyd__unnamed_202_level_1,RPCYD,Unnamed: 202_level_1,RPCYD,RPCYD,False,False,,,True
203,rpcyd__unnamed_203_level_1,RPCYD,Unnamed: 203_level_1,RPCYD,RPCYD,False,False,,,True
204,rpcyd__2006,RPCYD,2006,RPCYD,RPCYD,False,True,2006.0,2006,True
205,rpcyd__unnamed_205_level_1,RPCYD,Unnamed: 205_level_1,RPCYD,RPCYD,False,False,,,True
206,rpcyd__unnamed_206_level_1,RPCYD,Unnamed: 206_level_1,RPCYD,RPCYD,False,False,,,True
207,rpcyd__unnamed_207_level_1,RPCYD,Unnamed: 207_level_1,RPCYD,RPCYD,False,False,,,True
208,rpcyd__2007,RPCYD,2007,RPCYD,RPCYD,False,True,2007.0,2007,True
209,rpcyd__unnamed_209_level_1,RPCYD,Unnamed: 209_level_1,RPCYD,RPCYD,False,False,,,True
210,rpcyd__unnamed_210_level_1,RPCYD,Unnamed: 210_level_1,RPCYD,RPCYD,False,False,,,True
211,rpcyd__unnamed_211_level_1,RPCYD,Unnamed: 211_level_1,RPCYD,RPCYD,False,False,,,True
212,rpcyd__2008,RPCYD,2008,RPCYD,RPCYD,False,True,2008.0,2008,True
213,rpcyd__unnamed_213_level_1,RPCYD,Unnamed: 213_level_1,RPCYD,RPCYD,False,False,,,True
214,rpcyd__unnamed_214_level_1,RPCYD,Unnamed: 214_level_1,RPCYD,RPCYD,False,False,,,True
215,rpcyd__unnamed_215_level_1,RPCYD,Unnamed: 215_level_1,RPCYD,RPCYD,False,False,,,True
216,rpcyd__2009,RPCYD,2009,RPCYD,RPCYD,False,True,2009.0,2009,True
217,rpcyd__unnamed_217_level_1,RPCYD,Unnamed: 217_level_1,RPCYD,RPCYD,False,False,,,True
218,rpcyd__unnamed_218_level_1,RPCYD,Unnamed: 218_level_1,RPCYD,RPCYD,False,False,,,True
219,rpcyd__unnamed_219_level_1,RPCYD,Unnamed: 219_level_1,RPCYD,RPCYD,False,False,,,True
220,rpcyd__2010,RPCYD,2010,RPCYD,RPCYD,False,True,2010.0,2010,True
221,rpcyd__unnamed_221_level_1,RPCYD,Unnamed: 221_level_1,RPCYD,RPCYD,False,False,,,True
222,rpcyd__unnamed_222_level_1,RPCYD,Unnamed: 222_level_1,RPCYD,RPCYD,False,False,,,True
223,rpcyd__unnamed_223_level_1,RPCYD,Unnamed: 223_level_1,RPCYD,RPCYD,False,False,,,True
224,rpcyd__2011,RPCYD,2011,RPCYD,RPCYD,False,True,2011.0,2011,True
225,rpcyd__unnamed_225_level_1,RPCYD,Unnamed: 225_level_1,RPCYD,RPCYD,False,False,,,True
226,rpcyd__unnamed_226_level_1,RPCYD,Unnamed: 226_level_1,RPCYD,RPCYD,False,False,,,True
227,rpcyd__unnamed_227_level_1,RPCYD,Unnamed: 227_level_1,RPCYD,RPCYD,False,False,,,True
228,rpcyd__2012,RPCYD,2012,RPCYD,RPCYD,False,True,2012.0,2012,True
229,rpcyd__unnamed_229_level_1,RPCYD,Unnamed: 229_level_1,RPCYD,RPCYD,False,False,,,True
230,rpcyd__unnamed_230_level_1,RPCYD,Unnamed: 230_level_1,RPCYD,RPCYD,False,False,,,True
231,rpcyd__unnamed_231_level_1,RPCYD,Unnamed: 231_level_1,RPCYD,RPCYD,False,False,,,True
232,rpcyd__2013,RPCYD,2013,RPCYD,RPCYD,False,True,2013.0,2013,True
233,rpcyd__unnamed_233_level_1,RPCYD,Unnamed: 233_level_1,RPCYD,RPCYD,False,False,,,True
234,rpcyd__unnamed_234_level_1,RPCYD,Unnamed: 234_level_1,RPCYD,RPCYD,False,False,,,True
235,rpcyd__unnamed_235_level_1,RPCYD,Unnamed: 235_level_1,RPCYD,RPCYD,False,False,,,True
236,rpcyd__2014,RPCYD,2014,RPCYD,RPCYD,False,True,2014.0,2014,True
237,rpcyd__unnamed_237_level_1,RPCYD,Unnamed: 237_level_1,RPCYD,RPCYD,False,False,,,True
238,rpcyd__unnamed_238_level_1,RPCYD,Unnamed: 238_level_1,RPCYD,RPCYD,False,False,,,True
239,rpcyd__unnamed_239_level_1,RPCYD,Unnamed: 239_level_1,RPCYD,RPCYD,False,False,,,True
240,rpcyd__2015,RPCYD,2015,RPCYD,RPCYD,False,True,2015.0,2015,True
241,rpcyd__unnamed_241_level_1,RPCYD,Unnamed: 241_level_1,RPCYD,RPCYD,False,False,,,True
242,rpcyd__unnamed_242_level_1,RPCYD,Unnamed: 242_level_1,RPCYD,RPCYD,False,False,,,True
243,rpcyd__unnamed_243_level_1,RPCYD,Unnamed: 243_level_1,RPCYD,RPCYD,False,False,,,True
244,rpcyd__2016,RPCYD,2016,RPCYD,RPCYD,False,True,2016.0,2016,True
245,rpcyd__unnamed_245_level_1,RPCYD,Unnamed: 245_level_1,RPCYD,RPCYD,False,False,,,True
246,rpcyd__unnamed_246_level_1,RPCYD,Unnamed: 246_level_1,RPCYD,RPCYD,False,False,,,True
247,rpcyd__unnamed_247_level_1,RPCYD,Unnamed: 247_level_1,RPCYD,RPCYD,False,False,,,True
248,rpcyd__2017,RPCYD,2017,RPCYD,RPCYD,False,True,2017.0,2017,True
249,rpcyd__unnamed_249_level_1,RPCYD,Unnamed: 249_level_1,RPCYD,RPCYD,False,False,,,True
250,rpcyd__unnamed_250_level_1,RPCYD,Unnamed: 250_level_1,RPCYD,RPCYD,False,False,,,True
251,rpcyd__unnamed_251_level_1,RPCYD,Unnamed: 251_level_1,RPCYD,RPCYD,False,False,,,True
252,rpcyd__2018,RPCYD,2018,RPCYD,RPCYD,False,True,2018.0,2018,True
253,rpcyd__unnamed_253_level_1,RPCYD,Unnamed: 253_level_1,RPCYD,RPCYD,False,False,,,True
254,rpcyd__unnamed_254_level_1,RPCYD,Unnamed: 254_level_1,RPCYD,RPCYD,False,False,,,True
255,rpcyd__unnamed_255_level_1,RPCYD,Unnamed: 255_level_1,RPCYD,RPCYD,False,False,,,True
256,rpcyd__2019,RPCYD,2019,RPCYD,RPCYD,False,True,2019.0,2019,True
257,rpcyd__unnamed_257_level_1,RPCYD,Unnamed: 257_level_1,RPCYD,RPCYD,False,False,,,True
258,rpcyd__unnamed_258_level_1,RPCYD,Unnamed: 258_level_1,RPCYD,RPCYD,False,False,,,True
259,rpcyd__unnamed_259_level_1,RPCYD,Unnamed: 259_level_1,RPCYD,RPCYD,False,False,,,True
260,rpcyd__2020,RPCYD,2020,RPCYD,RPCYD,False,True,2020.0,2020,True
261,rpcyd__unnamed_261_level_1,RPCYD,Unnamed: 261_level_1,RPCYD,RPCYD,False,False,,,True
262,rpcyd__unnamed_262_level_1,RPCYD,Unnamed: 262_level_1,RPCYD,RPCYD,False,False,,,True
263,rpcyd__unnamed_263_level_1,RPCYD,Unnamed: 263_level_1,RPCYD,RPCYD,False,False,,,True
264,rpcyd__2021,RPCYD,2021,RPCYD,RPCYD,False,True,2021.0,2021,True
265,rpcyd__unnamed_265_level_1,RPCYD,Unnamed: 265_level_1,RPCYD,RPCYD,False,False,,,True
266,rpcyd__unnamed_266_level_1,RPCYD,Unnamed: 266_level_1,RPCYD,RPCYD,False,False,,,True
267,rpcyd__unnamed_267_level_1,RPCYD,Unnamed: 267_level_1,RPCYD,RPCYD,False,False,,,True
268,rpcyd__2022,RPCYD,2022,RPCYD,RPCYD,False,True,2022.0,2022,True
269,rpcyd__unnamed_269_level_1,RPCYD,Unnamed: 269_level_1,RPCYD,RPCYD,False,False,,,True
270,rpcyd__unnamed_270_level_1,RPCYD,Unnamed: 270_level_1,RPCYD,RPCYD,False,False,,,True
271,rpcyd__unnamed_271_level_1,RPCYD,Unnamed: 271_level_1,RPCYD,RPCYD,False,False,,,True
272,rpcyd__2023,RPCYD,2023,RPCYD,RPCYD,False,True,2023.0,2023,True
273,rpcyd__unnamed_273_level_1,RPCYD,Unnamed: 273_level_1,RPCYD,RPCYD,False,False,,,True
274,rpcyd__unnamed_274_level_1,RPCYD,Unnamed: 274_level_1,RPCYD,RPCYD,False,False,,,True
275,rpcyd__unnamed_275_level_1,RPCYD,Unnamed: 275_level_1,RPCYD,RPCYD,False,False,,,True
276,rpcyd__women_and_men_1,RPCYD,Women and men.1,RPCYD,RPCYD,False,False,,,True
277,rpcyd__unnamed_277_level_1,RPCYD,Unnamed: 277_level_1,RPCYD,RPCYD,False,False,,,True
278,rpcyd__unnamed_278_level_1,RPCYD,Unnamed: 278_level_1,RPCYD,RPCYD,False,False,,,True
279,rpcyd__unnamed_279_level_1,RPCYD,Unnamed: 279_level_1,RPCYD,RPCYD,False,False,,,True
280,rpcyd__unnamed_280_level_1,RPCYD,Unnamed: 280_level_1,RPCYD,RPCYD,False,False,,,True
281,rpcyd__unnamed_281_level_1,RPCYD,Unnamed: 281_level_1,RPCYD,RPCYD,False,False,,,True
282,rpcyd__women_1,RPCYD,Women.1,RPCYD,RPCYD,False,False,,,True
283,rpcyd__unnamed_283_level_1,RPCYD,Unnamed: 283_level_1,RPCYD,RPCYD,False,False,,,True
284,rpcyd__unnamed_284_level_1,RPCYD,Unnamed: 284_level_1,RPCYD,RPCYD,False,False,,,True
285,rpcyd__unnamed_285_level_1,RPCYD,Unnamed: 285_level_1,RPCYD,RPCYD,False,False,,,True
286,rpcyd__unnamed_286_level_1,RPCYD,Unnamed: 286_level_1,RPCYD,RPCYD,False,False,,,True
287,rpcyd__unnamed_287_level_1,RPCYD,Unnamed: 287_level_1,RPCYD,RPCYD,False,False,,,True
288,rpcyd__men_1,RPCYD,Men.1,RPCYD,RPCYD,False,False,,,True
289,rpcyd__unnamed_289_level_1,RPCYD,Unnamed: 289_level_1,RPCYD,RPCYD,False,False,,,True
290,rpcyd__unnamed_290_level_1,RPCYD,Unnamed: 290_level_1,RPCYD,RPCYD,False,False,,,True
291,rpcyd__unnamed_291_level_1,RPCYD,Unnamed: 291_level_1,RPCYD,RPCYD,False,False,,,True
292,rpcyd__unnamed_292_level_1,RPCYD,Unnamed: 292_level_1,RPCYD,RPCYD,False,False,,,True
293,rpcyd__unnamed_293_level_1,RPCYD,Unnamed: 293_level_1,RPCYD,RPCYD,False,False,,,True
294,rpcyd__unnamed_294_level_1,RPCYD,Unnamed: 294_level_1,RPCYD,RPCYD,False,False,,,True
295,rpcyd__unnamed_295_level_1,RPCYD,Unnamed: 295_level_1,RPCYD,RPCYD,False,False,,,True
296,rpcyd__persistent_at_risk_of_poverty,RPCYD,Persistent at risk of poverty (%),RPCYD,RPCYD,False,False,,,True
297,rpcyd__unnamed_297_level_1,RPCYD,Unnamed: 297_level_1,RPCYD,RPCYD,False,False,,,True
298,rpcyd__unnamed_298_level_1,RPCYD,Unnamed: 298_level_1,RPCYD,RPCYD,False,False,,,True
299,rpcyd__unnamed_299_level_1,RPCYD,Unnamed: 299_level_1,RPCYD,RPCYD,False,False,,,True
300,rpcyd__number_of_persons,RPCYD,Number of persons,RPCYD,RPCYD,False,False,,,True
301,rpcyd__unnamed_301_level_1,RPCYD,Unnamed: 301_level_1,RPCYD,RPCYD,False,False,,,True
302,rpcyd__unnamed_302_level_1,RPCYD,Unnamed: 302_level_1,RPCYD,RPCYD,False,False,,,True
303,rpcyd__unnamed_303_level_1,RPCYD,Unnamed: 303_level_1,RPCYD,RPCYD,False,False,,,True
304,rpcyd__unnamed_304_level_1,RPCYD,Unnamed: 304_level_1,RPCYD,RPCYD,False,False,,,True
305,rpcyd__unnamed_305_level_1,RPCYD,Unnamed: 305_level_1,RPCYD,RPCYD,False,False,,,True
306,rpcyd__number_of_households,RPCYD,Number of households,RPCYD,RPCYD,False,False,,,True
307,rpcyd__mean_value_sek_thousands,RPCYD,"Mean value, SEK thousands",RPCYD,RPCYD,False,False,,,True
308,rpcyd__mean_value_household_with_interest_deduction_sek_thousands,RPCYD,"Mean value, household with interest deduction, SEK thousands",RPCYD,RPCYD,False,False,,,True
309,rpcyd__share_of_households_according_to_the_size_of_the_deduction_sek_thousands,RPCYD,"Share of households according to the size of the deduction, SEK thousands",RPCYD,RPCYD,False,False,,,True
310,rpcyd__unnamed_310_level_1,RPCYD,Unnamed: 310_level_1,RPCYD,RPCYD,False,False,,,True
311,rpcyd__unnamed_311_level_1,RPCYD,Unnamed: 311_level_1,RPCYD,RPCYD,False,False,,,True
312,rpcyd__unnamed_312_level_1,RPCYD,Unnamed: 312_level_1,RPCYD,RPCYD,False,False,,,True
313,rpcyd__unnamed_313_level_1,RPCYD,Unnamed: 313_level_1,RPCYD,RPCYD,False,False,,,True
314,rpcyd__unnamed_314_level_1,RPCYD,Unnamed: 314_level_1,RPCYD,RPCYD,False,False,,,True
315,rpcyd__unnamed_315_level_1,RPCYD,Unnamed: 315_level_1,RPCYD,RPCYD,False,False,,,True
316,rpcyd__unnamed_316_level_1,RPCYD,Unnamed: 316_level_1,RPCYD,RPCYD,False,False,,,True
317,rpcyd__share_with_capital_income,RPCYD,Share (%) with capital income,RPCYD,RPCYD,False,False,,,True
318,rpcyd__unnamed_318_level_1,RPCYD,Unnamed: 318_level_1,RPCYD,RPCYD,False,False,,,True
319,rpcyd__unnamed_319_level_1,RPCYD,Unnamed: 319_level_1,RPCYD,RPCYD,False,False,,,True
320,rpcyd__unnamed_320_level_1,RPCYD,Unnamed: 320_level_1,RPCYD,RPCYD,False,False,,,True
321,rpcyd__mean_value_capital_income_sek,RPCYD,"Mean value capital income, SEK",RPCYD,RPCYD,False,False,,,True
322,rpcyd__unnamed_322_level_1,RPCYD,Unnamed: 322_level_1,RPCYD,RPCYD,False,False,,,True
323,rpcyd__unnamed_323_level_1,RPCYD,Unnamed: 323_level_1,RPCYD,RPCYD,False,False,,,True
324,rpcyd__unnamed_324_level_1,RPCYD,Unnamed: 324_level_1,RPCYD,RPCYD,False,False,,,True
325,rpcyd__median_value_capital_income_sek,RPCYD,"Median value capital income, SEK",RPCYD,RPCYD,False,False,,,True
326,rpcyd__unnamed_326_level_1,RPCYD,Unnamed: 326_level_1,RPCYD,RPCYD,False,False,,,True
327,rpcyd__unnamed_327_level_1,RPCYD,Unnamed: 327_level_1,RPCYD,RPCYD,False,False,,,True
328,rpcyd__unnamed_328_level_1,RPCYD,Unnamed: 328_level_1,RPCYD,RPCYD,False,False,,,True
329,rpcyd__unnamed_329_level_1,RPCYD,Unnamed: 329_level_1,RPCYD,RPCYD,False,False,,,True
330,rpcyd__unnamed_330_level_1,RPCYD,Unnamed: 330_level_1,RPCYD,RPCYD,False,False,,,True
331,rpcyd__persistent_low_income_standard,RPCYD,Persistent low income standard (%),RPCYD,RPCYD,False,False,,,True
332,rpcyd__unnamed_332_level_1,RPCYD,Unnamed: 332_level_1,RPCYD,RPCYD,False,False,,,True
333,rpcyd__unnamed_333_level_1,RPCYD,Unnamed: 333_level_1,RPCYD,RPCYD,False,False,,,True
334,rpcyd__unnamed_334_level_1,RPCYD,Unnamed: 334_level_1,RPCYD,RPCYD,False,False,,,True
335,rpcyd__number_of_persons_1,RPCYD,Number of persons.1,RPCYD,RPCYD,False,False,,,True
336,rpcyd__unnamed_336_level_1,RPCYD,Unnamed: 336_level_1,RPCYD,RPCYD,False,False,,,True
337,rpcyd__unnamed_337_level_1,RPCYD,Unnamed: 337_level_1,RPCYD,RPCYD,False,False,,,True
338,rpcyd__unnamed_338_level_1,RPCYD,Unnamed: 338_level_1,RPCYD,RPCYD,False,False,,,True
339,rpcyd__unnamed_339_level_1,RPCYD,Unnamed: 339_level_1,RPCYD,RPCYD,False,False,,,True
