entity_code,entity_name,year,x_rpcyd_total_income_raw,qa_rpcyd_candidate_count
SE221,Blekinge,2022,334513.824312334,1
SE224,Skåne,2022,341103.759242828,1
SE231,Halland,2022,364827.959183673,1
SE232,Västra Götaland,2022,362937.057083703,1
SE311,Värmland,2022,337924.395149364,1
SE312,Dalarna,2022,337733.351079562,1
SE313,Gävleborg,2022,332939.881691807,1
SE321,Västernorrland,2022,345061.4108252,1
SE322,Jämtland,2022,335212.871931381,1
SE331,Västerbotten,2022,347428.837622005,1
SE332,Norrbotten,2022,357970.996746525,1
SE110,Stockholm,2023,387712.0,2
SE121,Uppsala,2023,338872.5,2
SE122,Södermanland,2023,323257.0,1
SE123,Östergötland,2023,331299.0,1
SE124,Örebro,2023,327354.0,2
SE125,Västmanland,2023,330839.0,1
SE211,Jönköping,2023,341395.5,2
SE212,Kronoberg,2023,325870.0,1
SE213,Kalmar,2023,327324.0,2
SE214,Gotland,2023,308294.0,2
SE221,Blekinge,2023,322526.0,1
SE224,Skåne,2023,326494.0,1
SE231,Halland,2023,347944.0,1
SE232,Västra Götaland,2023,348365.0,1
SE311,Värmland,2023,324177.0,1
SE312,Dalarna,2023,323461.0,1
SE313,Gävleborg,2023,318487.0,1
SE321,Västernorrland,2023,331037.0,1
SE322,Jämtland,2023,322264.0,1
SE331,Västerbotten,2023,335987.0,1
SE332,Norrbotten,2023,344314.0,1
