year,entity_code,entity_name,duplicate_row_count,conflicted_measure_count,qa_available_feature_count,y_t,x_cards,x_credit_transfers,x_electronic,x_direct_debit,proxy_atm_count,proxy_terminal_count,proxy_credit_card_depth,static_noncash_value,static_withdrawal_value
2019,SE122,Södermanland,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE123,Östergötland,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE124,Örebro,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE125,Västmanland,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE211,Jönköping,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE212,Kronoberg,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE213,Kalmar,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE214,Gotland,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE221,Blekinge,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE224,Skåne,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE231,Halland,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE232,Västra Götaland,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE311,Värmland,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE312,Dalarna,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE313,Gävleborg,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE321,Västernorrland,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE322,Jämtland,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE331,Västerbotten,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2019,SE332,Norrbotten,1,0,14,5593.636105,1126.64420731344,1490.789746,1451.147724,400.0,2508.0,274945.0,628.862131,920.0,103.0
2020,SE110,Stockholm,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE121,Uppsala,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE122,Södermanland,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE123,Östergötland,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE124,Örebro,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE125,Västmanland,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE211,Jönköping,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE212,Kronoberg,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE213,Kalmar,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE214,Gotland,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE221,Blekinge,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE224,Skåne,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE231,Halland,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE232,Västra Götaland,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE311,Värmland,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE312,Dalarna,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE313,Gävleborg,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE321,Västernorrland,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE322,Jämtland,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE331,Västerbotten,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2020,SE332,Norrbotten,1,0,14,5560.491601144,1025.379167,1725.763601144,1691.643301144,447.89,2414.0,236082.0,551.0,726.0,83.64
2021,SE110,Stockholm,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE121,Uppsala,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE122,Södermanland,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE123,Östergötland,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE124,Örebro,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE125,Västmanland,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE211,Jönköping,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE212,Kronoberg,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE213,Kalmar,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE214,Gotland,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE221,Blekinge,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE224,Skåne,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE231,Halland,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE232,Västra Götaland,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE311,Värmland,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE312,Dalarna,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE313,Gävleborg,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE321,Västernorrland,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE322,Jämtland,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE331,Västerbotten,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2021,SE332,Norrbotten,1,0,14,5926.651085,1115.28,1918.051085,1888.756085,470.32,2304.0,269336.0,568.64,903.0,79.156
2022,SE110,Stockholm,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE121,Uppsala,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE122,Södermanland,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE123,Östergötland,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE124,Örebro,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE125,Västmanland,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE211,Jönköping,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE212,Kronoberg,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE213,Kalmar,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE214,Gotland,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE221,Blekinge,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE224,Skåne,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE231,Halland,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE232,Västra Götaland,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE311,Värmland,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE312,Dalarna,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE313,Gävleborg,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE321,Västernorrland,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE322,Jämtland,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE331,Västerbotten,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2022,SE332,Norrbotten,1,0,14,6486.574,1245.73,2132.13,2104.404,489.118,2128.0,245960.0,615.897,965.0,82.353
2023,SE110,Stockholm,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE121,Uppsala,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE122,Södermanland,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE123,Östergötland,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE124,Örebro,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE125,Västmanland,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE211,Jönköping,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE212,Kronoberg,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE213,Kalmar,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE214,Gotland,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE221,Blekinge,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE224,Skåne,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE231,Halland,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE232,Västra Götaland,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE311,Värmland,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE312,Dalarna,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE313,Gävleborg,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE321,Västernorrland,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE322,Jämtland,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE331,Västerbotten,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
2023,SE332,Norrbotten,1,0,14,6716.748,1306.306,2211.854,2187.767,520.634,2049.0,238512.0,647.765,984.922,72.067
