epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_government_effectiveness_spearman_rho,val_kstar_proxy_government_effectiveness_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_regulatory_quality_spearman_rho,val_kstar_proxy_regulatory_quality_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_rule_of_law_spearman_rho,val_kstar_proxy_rule_of_law_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_omega_peak_share_3,val_omega_peak_share_4,val_omega_peak_share_5,val_omega_peak_share_6,val_omega_peak_share_7,val_omega_peak_share_8,val_omega_peak_share_9,val_omega_peak_share_10,val_z_std,val_z_proxy_spearman_rho,val_z_proxy_spearman_p,val_z_proxy_spearman_adjusted_rho,val_z_proxy_metric_valid,val_lag_gate_sensitivity_slope,val_lag_gate_sensitivity_range,val_lag_gate_grid_min_kstar,val_lag_gate_grid_max_kstar,val_proxy_recon_r2,val_proxy_anchor_recon_r2,val_proxy_metric_valid,val_proxy_1_recon_r2,val_proxy_proxy_government_effectiveness_recon_r2,val_proxy_2_recon_r2,val_proxy_proxy_regulatory_quality_recon_r2,val_proxy_3_recon_r2,val_proxy_proxy_rule_of_law_recon_r2
1.0,1.7622599601745605,1.635092854499817,1.2716714143753052,1.1252198219299316,7.718422157655567,7.718422157655567,7.7182257095575295,0.0550681406404792,1.0,17.728700637817383,17.602277755737305,1.2642252445220947,1.1121987104415894,17.602277169753087,2.547576552768373,-0.06416887979653689,4.760511875152588,0.06493940919774459,0.0,-1.0,-0.8966855928881244,1.2824916652970042e-28,0.8966855928881244,1.0,-0.9193211851439699,1.629653915356064e-32,0.9193211851439699,1.0,-0.8966855928881244,1.2824916652970042e-28,0.8966855928881244,1.0,-0.8966855928881244,0.8966855928881244,-0.9182589562336396,2.6261031023286817e-32,0.9182589562336396,1.0,-0.9182589562336396,0.9182589562336396,-0.9167161951972078,5.191781402624413e-32,0.9167161951972078,1.0,-0.9167161951972078,0.9167161951972078,4.843978762626648,20.0,4.792334832643208,19.0,4.708797655607524,19.0,4.695940279960633,20.0,1.9561806286787458,0.002976033856699897,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11017090830200005,-0.8966855928881244,1.2824916652970042e-28,0.8966855928881244,1.0,0.5915485726588245,0.1584615707397461,4.691078186035156,4.849539756774902,-0.26422523464096076,-0.11219873580294681,1.0,-0.11219873580294681,-0.11219873580294681,-0.027825028911083738,-0.027825028911083738,-0.6526519392088515,-0.6526519392088515
