epoch,train_total_loss,train_task_loss,train_recon_loss,train_grad_norm,val_total_loss,val_task_loss,val_recon_loss,val_mse,val_mae,val_r2,val_proxy_recon_r2,val_proxy_metric_valid,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_mean,val_kstar_std,val_kstar_proxy_metric_valid,val_omega_entropy_mean
1.0,1.2163344621658325,1.2163344621658325,1.0553292036056519,7.0932087898254395,3.1362693309783936,3.1362693309783936,1.05864417552948,3.136269057131886,1.3480022968088705,-0.11201107962793055,-0.05864417066209393,1.0,-0.6773999585320339,2.1080250073158094e-15,6.071045398712158,0.10693573206663132,1.0,1.7120060920715332
2.0,0.9816464185714722,0.9816464185714722,1.05864417552948,2.950540542602539,3.0608224868774414,3.0608224868774414,1.060335397720337,3.060822423015709,1.3014050624052447,-0.07979385227111342,-0.06033534462036916,1.0,-0.6845428156748911,8.198826610180417e-16,6.0861945152282715,0.11168599128723145,1.0,1.7052843570709229
3.0,0.9081544876098633,0.9081544876098633,1.060335397720337,3.1437087059020996,3.034635543823242,3.034635543823242,1.0605084896087646,3.034635753831281,1.290876913230334,-0.0666618618806107,-0.06050846348300987,1.0,-0.6889384200704954,4.523982500322063e-16,6.0613298416137695,0.12089435011148453,1.0,1.7077349424362183
4.0,0.8282900452613831,0.8282900452613831,1.0605084896087646,2.1707849502563477,3.0119636058807373,3.0119636058807373,1.0600481033325195,3.011963531670808,1.2960749740224509,-0.057381265177238794,-0.060048074228696846,1.0,-0.6964855898818163,1.5897806458340406e-16,6.024855613708496,0.13063944876194,1.0,1.7137147188186646
5.0,0.7685472965240479,0.7685472965240479,1.0600481033325195,1.7490061521530151,2.9580087661743164,2.9580087661743164,1.0594158172607422,2.958008850445509,1.2951981549077327,-0.03781133217095841,-0.05941591999950402,1.0,-0.7006531204644412,8.800017626059205e-17,5.982264518737793,0.1406092345714569,1.0,1.720945954322815
6.0,0.7240356802940369,0.7240356802940369,1.0594158172607422,1.4011337757110596,2.887571334838867,2.887571334838867,1.0588022470474243,2.887571085237388,1.282205779483867,-0.011718075362621224,-0.05880223405277696,1.0,-0.7053597346050177,4.456980604056356e-17,5.936526298522949,0.15064315497875214,1.0,1.7284811735153198
7.0,0.6924657225608826,0.6924657225608826,1.0588022470474243,1.1058709621429443,2.8443307876586914,2.8443307876586914,1.0582138299942017,2.844330603601905,1.2688000728036204,0.005112903517522656,-0.058213863997144566,1.0,-0.7139954385237405,1.2347670137691634e-17,5.889025688171387,0.16078384220600128,1.0,1.7358946800231934
8.0,0.6670801639556885,0.6670801639556885,1.0582138299942017,1.2733125686645508,2.8320014476776123,2.8320014476776123,1.0576249361038208,2.8320015181818183,1.2594705101161723,0.010287723821389686,-0.057625050061963834,1.0,-0.7295873937383371,1.0746171909620812e-18,5.838081359863281,0.1718348115682602,1.0,1.7433021068572998
9.0,0.6388729214668274,0.6388729214668274,1.0576249361038208,0.9317744970321655,2.850637435913086,2.850637435913086,1.0570564270019531,2.850637426495901,1.2593057345658067,0.0026936633692382452,-0.05705646507281048,1.0,-0.7415820029027576,1.459552576106203e-19,5.784764289855957,0.18375734984874725,1.0,1.7503694295883179
10.0,0.6164556741714478,0.6164556741714478,1.0570564270019531,0.6253767013549805,2.8683056831359863,2.8683056831359863,1.0565223693847656,2.868305641776966,1.2636338720866849,-0.005650201233604417,-0.056522304537296675,1.0,-0.7510366991499066,2.7947311697624954e-20,5.728564262390137,0.1963852345943451,1.0,1.7571197748184204
11.0,0.601600706577301,0.601600706577301,1.0565223693847656,1.122824788093567,2.8560256958007812,2.8560256958007812,1.0560386180877686,2.8560254579842383,1.2616162591392086,-0.0030484687606741425,-0.056038680147777464,1.0,-0.7571843251088534,9.16394055665802e-21,5.669966697692871,0.20950627326965332,1.0,1.7634674310684204
12.0,0.5811882615089417,0.5811882615089417,1.0560386180877686,0.871023416519165,2.8328967094421387,2.8328967094421387,1.0556198358535767,2.83289691894503,1.2602031747795759,0.002798461800861777,-0.055619858361521834,1.0,-0.7629691063653328,3.112408604121046e-21,5.609221458435059,0.22316968441009521,1.0,1.7692322731018066
13.0,0.5606387257575989,0.5606387257575989,1.0556198358535767,0.4549102783203125,2.8307225704193115,2.8307225704193115,1.0551989078521729,2.8307224410771785,1.2665855750618946,-0.0011225911880805757,-0.05519889935933198,1.0,-0.7719676549865229,5.4500099505676635e-22,5.546355247497559,0.237210214138031,1.0,1.7742162942886353
14.0,0.5465335845947266,0.5465335845947266,1.0551989078521729,0.8589479327201843,2.8518996238708496,2.8518996238708496,1.0548803806304932,2.8518996724611037,1.2782038022571849,-0.01541889895190838,-0.05488039833471703,1.0,-0.7826041882645656,6.253303502396077e-23,5.482178211212158,0.2518526017665863,1.0,1.778238296508789
15.0,0.5313165783882141,0.5313165783882141,1.0548803806304932,0.7525196075439453,2.8798203468322754,2.8798203468322754,1.0546010732650757,2.879820678861522,1.2884131146269657,-0.032041942493278054,-0.0546010843817184,1.0,-0.7894982376114452,1.4387384600845878e-23,5.416940689086914,0.26678189635276794,1.0,1.7812687158584595
16.0,0.5163785219192505,0.5163785219192505,1.0546010732650757,0.5354921221733093,2.892759323120117,2.892759323120117,1.0543888807296753,2.8927592106465148,1.2926509726142126,-0.04103855339065023,-0.054388861057783344,1.0,-0.7978643997511923,2.242819473901395e-24,5.351424217224121,0.28159719705581665,1.0,1.783341884613037
17.0,0.503895103931427,0.503895103931427,1.0543888807296753,0.57160484790802,2.8850486278533936,2.8850486278533936,1.0542107820510864,2.885048536299625,1.2928598218819216,-0.04067947350642798,-0.05421087911899092,1.0,-0.8070391872278665,2.6355721343364314e-25,5.286097526550293,0.2959732711315155,1.0,1.7844501733779907
18.0,0.49214473366737366,0.49214473366737366,1.0542107820510864,0.5952494740486145,2.8809611797332764,2.8809611797332764,1.0539919137954712,2.8809614322162194,1.2964899802669174,-0.042562008530716566,-0.053991932658502606,1.0,-0.8113414886999792,9.278843782930383e-26,5.221730709075928,0.30970677733421326,1.0,1.7845745086669922
19.0,0.48074471950531006,0.48074471950531006,1.0539919137954712,0.5327675342559814,2.8927459716796875,2.8927459716796875,1.0538195371627808,2.89274606661974,1.3052900949493051,-0.05147115428094349,-0.053819580010671886,1.0,-0.8174165457184325,2.028437952886703e-26,5.158597469329834,0.3228335678577423,1.0,1.7837518453598022
20.0,0.4675828516483307,0.4675828516483307,1.0538195371627808,0.3611084222793579,2.9046812057495117,2.9046812057495117,1.0535833835601807,2.9046811208475978,1.3130484333971426,-0.05901287760114169,-0.05358340229987457,1.0,-0.8217292141820443,6.657592570093426e-27,5.096629619598389,0.33505335450172424,1.0,1.7820632457733154
21.0,0.45491522550582886,0.45491522550582886,1.0535833835601807,0.6071708798408508,2.888155698776245,2.888155698776245,1.0533016920089722,2.888155675132349,1.3096110753094157,-0.05210319223065468,-0.05330164156608208,1.0,-0.826612067178105,1.8177161778679693e-27,5.036334037780762,0.34627434611320496,1.0,1.779593825340271
22.0,0.44158127903938293,0.44158127903938293,1.0533016920089722,0.6017482876777649,2.848557710647583,2.848557710647583,1.0529899597167969,2.8485579862168113,1.2965079485039626,-0.03392753521097117,-0.05299004674376645,1.0,-0.828654364503421,1.04343861922053e-27,4.978644847869873,0.35652661323547363,1.0,1.7765319347381592
23.0,0.4276120066642761,0.4276120066642761,1.0529899597167969,0.30836936831474304,2.8158082962036133,2.8158082962036133,1.0528055429458618,2.8158083529027516,1.2846397602516744,-0.01891102316097158,-0.052805674757179843,1.0,-0.833599419448476,2.638554081304756e-28,4.924081802368164,0.3659191131591797,1.0,1.7730531692504883
24.0,0.4157814383506775,0.4157814383506775,1.0528055429458618,0.43792861700057983,2.8041694164276123,2.8041694164276123,1.0528361797332764,2.804169536538231,1.2806198199737877,-0.014357425337289675,-0.05283616124554913,1.0,-0.8365436450342111,1.1388843851421893e-28,4.874310493469238,0.37428200244903564,1.0,1.7695585489273071
25.0,0.40425291657447815,0.40425291657447815,1.0528361797332764,0.4693589508533478,2.803929090499878,2.803929090499878,1.0531108379364014,2.8039290034983306,1.2831673815994271,-0.016008789797605266,-0.05311088314144763,1.0,-0.8391561268919759,5.328370795548838e-29,4.8287224769592285,0.3814880847930908,1.0,1.7661736011505127
26.0,0.3930705189704895,0.3930705189704895,1.0531108379364014,0.33119773864746094,2.804764986038208,2.804764986038208,1.053552508354187,2.8047650683486522,1.2869551083013888,-0.01835911606119626,-0.05355261264476874,1.0,-0.8415405349367613,2.632247258602812e-29,4.787101745605469,0.38756126165390015,1.0,1.763031005859375
