epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_income_level_spearman_rho,val_kstar_proxy_income_level_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_income_recent_level_spearman_rho,val_kstar_proxy_income_recent_level_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_income_growth_signal_spearman_rho,val_kstar_proxy_income_growth_signal_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_omega_peak_share_3
1.0,1.3758984804153442,1.3758984804153442,,,,,,10.136075305210147,10.136075305210147,10.136075305210147,0.0,1.0,2.4123432636260986,2.4123432636260986,,,,,,2.412343325467618,1.4757219428817432,0.0,1.9295945167541504,0.11264771664272799,0.0,-1.0,-0.02230758544625046,0.923538013425551,0.02230758544625046,1.0,-0.05972676103350931,0.7970460230165674,0.05972676103350931,1.0,-0.02230758544625046,0.923538013425551,0.02230758544625046,1.0,-0.02230758544625046,0.02230758544625046,-0.07915594835766293,0.733056677882992,0.07915594835766293,1.0,-0.07915594835766293,0.07915594835766293,-0.048932768075646185,0.8331737352869034,0.048932768075646185,1.0,-0.048932768075646185,0.048932768075646185,1.9180100560188293,6.0,1.9773677587509155,5.0,1.928459596633911,5.0,1.896857213973999,5.0,1.0581106072030446,0.091389821159244,0.5714285714285714,0.5714285714285714,0.42857142857142855,0.0
2.0,1.0711582899093628,1.0711582899093628,,,,,,8.329024205553083,8.329024205553083,8.329024205553083,0.0,1.0,2.4423253536224365,2.4423253536224365,,,,,,2.4423252413891583,1.5078251617295402,0.0,1.9438029527664185,0.09454219972785075,0.0,-1.0,0.3462305840627111,0.1241760095782168,-0.3462305840627111,1.0,0.1866399242213052,0.4178972513190142,-0.1866399242213052,1.0,0.3462305840627111,0.1241760095782168,-0.3462305840627111,1.0,0.3462305840627111,-0.3462305840627111,0.23262367366713405,0.3102257843834807,-0.23262367366713405,1.0,0.23262367366713405,-0.23262367366713405,0.006762316094974827,0.9767916486574143,-0.006762316094974827,1.0,0.006762316094974827,-0.006762316094974827,1.8819186687469482,6.0,1.9687212228775024,5.0,1.966230607032776,5.0,1.9707182884216308,5.0,1.0664408719732232,0.08587219497880241,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.0
3.0,0.8258159160614014,0.8258159160614014,,,,,,6.545823934618621,6.545823934618621,6.545823934618621,0.0,1.0,2.414857864379883,2.414857864379883,,,,,,2.414857895338307,1.5159753592950957,0.0,1.938022255897522,0.08935941954183169,0.0,-1.0,0.08208512602438095,0.7235445750141615,-0.08208512602438095,1.0,-0.05276900958710203,0.8202927593383171,0.05276900958710203,1.0,0.08208512602438095,0.7235445750141615,-0.08208512602438095,1.0,0.08208512602438095,-0.08208512602438095,0.019544077624852607,0.9329883358446909,-0.019544077624852607,1.0,0.019544077624852607,-0.019544077624852607,-0.2019554687901436,0.37999649521375994,0.2019554687901436,1.0,-0.2019554687901436,0.2019554687901436,1.9100363651911418,6.0,1.9795456886291505,5.0,1.9422715902328491,5.0,1.9258327245712281,5.0,0.9863717164341681,0.2582313723968337,0.8571428571428571,0.14285714285714285,0.8571428571428571,0.0
4.0,0.6496192812919617,0.6496192812919617,,,,,,5.269425166346139,5.269425166346139,5.269425166346139,0.0,1.0,2.2933223247528076,2.2933223247528076,,,,,,2.2933222536810627,1.4872464228953635,0.0,1.9438916444778442,0.062247643729115516,0.0,-1.0,-0.2792207792207792,0.22028859486514027,0.2792207792207792,1.0,-0.5337662337662338,0.012697637214593745,0.5337662337662338,1.0,-0.2792207792207792,0.22028859486514027,0.2792207792207792,1.0,-0.2792207792207792,0.2792207792207792,-0.36623376623376624,0.10250352982629483,0.36623376623376624,1.0,-0.36623376623376624,0.36623376623376624,-0.6831168831168831,0.0006422902406314428,0.6831168831168831,1.0,-0.6831168831168831,0.6831168831168831,1.959364652633667,6.0,1.9685831308364867,5.0,1.9628043174743652,5.0,1.881719160079956,5.0,1.020109434748817,0.2297155788269218,1.0,0.0,1.0,0.0
5.0,0.5294926166534424,0.5294926166534424,,,,,,4.785594127403829,4.785594127403829,4.785594127403829,0.0,1.0,2.0645947456359863,2.0645947456359863,,,,,,2.0645948089951376,1.4152321130746888,0.0,1.966304063796997,0.013263984775032437,0.0,-1.0,-0.2909090909090909,0.2007676414411941,0.2909090909090909,1.0,-0.438961038961039,0.04650647377632556,0.438961038961039,1.0,-0.2909090909090909,0.2007676414411941,0.2909090909090909,1.0,-0.2909090909090909,0.2909090909090909,-0.32597402597402597,0.14928317187962065,0.32597402597402597,1.0,-0.32597402597402597,0.32597402597402597,-0.5363636363636364,0.012190563732810203,0.5363636363636364,1.0,-0.5363636363636364,0.5363636363636364,1.9691748817761738,6.0,1.9700540065765382,5.0,1.9714532136917113,5.0,1.9539598226547241,5.0,1.079159036367269,0.010083345775400763,1.0,0.0,1.0,0.0
6.0,0.43390536308288574,0.43390536308288574,,,,,,4.559297801589889,4.559297801589889,4.559297801589889,0.0,1.0,1.7687784433364868,1.7687784433364868,,,,,,1.7687785909601608,1.3097597239982515,0.0,1.974764347076416,0.008731893337164922,0.0,-1.0,-0.2532467532467532,0.26801791447109463,0.2532467532467532,1.0,-0.4896103896103896,0.024270522021007424,0.4896103896103896,1.0,-0.2532467532467532,0.26801791447109463,0.2532467532467532,1.0,-0.2532467532467532,0.2532467532467532,-0.32597402597402597,0.14928317187962065,0.32597402597402597,1.0,-0.32597402597402597,0.32597402597402597,-0.6402597402597403,0.0017697930503508552,0.6402597402597403,1.0,-0.6402597402597403,0.6402597402597403,1.975081205368042,6.0,1.9794472694396972,5.0,1.9775679588317872,5.0,1.9668967008590699,5.0,1.0810504731706039,0.005467735380880395,1.0,0.0,1.0,0.0
7.0,0.34748977422714233,0.34748977422714233,,,,,,4.103187417450851,4.103187417450851,4.103187417450851,0.0,1.0,1.4525172710418701,1.4525172710418701,,,,,,1.4525172944345155,1.1835140188535054,0.0,1.980751633644104,0.007352942200996842,0.0,-1.0,-0.2324675324675325,0.31055989862791317,0.2324675324675325,1.0,-0.47922077922077916,0.027944448062011983,0.47922077922077916,1.0,-0.2324675324675325,0.31055989862791317,0.2324675324675325,1.0,-0.2324675324675325,0.2324675324675325,-0.3181818181818181,0.1598268955547498,0.3181818181818181,1.0,-0.3181818181818181,0.3181818181818181,-0.6246753246753247,0.002467394475033326,0.6246753246753247,1.0,-0.6246753246753247,0.6246753246753247,1.979808231194814,6.0,1.9854465484619142,5.0,1.9830905437469482,5.0,1.9748499870300293,5.0,1.081267168388129,0.004454012208955003,1.0,0.0,1.0,0.0
8.0,0.2663407325744629,0.2663407325744629,,,,,,3.379144905375845,3.379144905375845,3.379144905375845,0.0,1.0,1.1520683765411377,1.1520683765411377,,,,,,1.1520683972283141,1.0477496484915416,0.0,1.9863170385360718,0.006826696668317958,0.0,-1.0,-0.022077922077922082,0.9243230289105082,0.022077922077922082,1.0,-0.28181818181818186,0.2158464834864693,0.28181818181818186,1.0,-0.022077922077922082,0.9243230289105082,0.022077922077922082,1.0,-0.022077922077922082,0.022077922077922082,-0.12077922077922078,0.6020154473326507,0.12077922077922078,1.0,-0.12077922077922078,0.12077922077922078,-0.48181818181818176,0.026987226111659643,0.48181818181818176,1.0,-0.48181818181818176,0.48181818181818176,1.9842120011647542,6.0,1.9906386375427245,5.0,1.9888115644454956,5.0,1.9820273160934447,5.0,1.0809639443290915,0.00412251998885937,1.0,0.0,1.0,0.0
9.0,0.2005235105752945,0.2005235105752945,,,,,,2.611982702507611,2.611982702507611,2.611982702507611,0.0,1.0,0.8933724164962769,0.8933724164962769,,,,,,0.8933724450147812,0.9134843342360996,0.0,1.992026686668396,0.0068484148694710435,0.0,-1.0,0.12987012987012986,0.5747411951907224,-0.12987012987012986,1.0,-0.15324675324675324,0.5072039302125892,0.15324675324675324,1.0,0.12987012987012986,0.5747411951907224,-0.12987012987012986,1.0,0.12987012987012986,-0.12987012987012986,0.012987012987012986,0.9554439323134464,-0.012987012987012986,1.0,0.012987012987012986,-0.012987012987012986,-0.4116883116883117,0.06369892951455675,0.4116883116883117,1.0,-0.4116883116883117,0.4116883116883117,1.988637884457906,6.0,1.9954808473587036,5.0,1.9950854539871217,5.0,1.9895801544189453,5.0,1.0803790488768268,0.004082260826675588,1.0,0.0,1.0,0.0
10.0,0.14829523861408234,0.14829523861408234,,,,,,2.059523990812733,2.059523990812733,2.059523990812733,0.0,1.0,0.6918272376060486,0.6918272376060486,,,,,,0.6918272374129065,0.7924036426203591,0.0,1.997856855392456,0.007545228181163366,0.0,-1.0,0.27662337662337666,0.22479050345941629,-0.27662337662337666,1.0,0.04155844155844156,0.858047776266044,-0.04155844155844156,1.0,0.27662337662337666,0.22479050345941629,-0.27662337662337666,1.0,0.27662337662337666,-0.27662337662337666,0.18311688311688312,0.4268950962943347,-0.18311688311688312,1.0,0.18311688311688312,-0.18311688311688312,-0.2155844155844156,0.3479675136622996,0.2155844155844156,1.0,-0.2155844155844156,0.2155844155844156,1.993148148059845,6.0,1.999955415725708,5.0,2.0018930435180664,5.0,1.9973728895187377,5.0,1.0795895704132956,0.004272924265815037,1.0,0.0,1.0,0.0
