epoch,train_total_loss,train_task_loss,train_recon_loss,train_anchor_recon_loss,train_omega_entropy_penalty,train_omega_entropy_band_violation_share,train_z_anchor_loss,train_grad_norm,train_grad_norm_total,train_grad_norm_main,train_grad_norm_proxy_head,train_clip_applied,val_total_loss,val_task_loss,val_recon_loss,val_anchor_recon_loss,val_omega_entropy_penalty,val_omega_entropy_band_violation_share,val_z_anchor_loss,val_mse,val_mae,val_r2,val_kstar_mean,val_kstar_std,val_kstar_anchor_proxy_index,val_kstar_anchor_expected_sign,val_kstar_proxy_spearman_rho,val_kstar_proxy_spearman_p,val_kstar_proxy_spearman_adjusted_rho,val_kstar_proxy_metric_valid,val_kstar_proxy_mean_spearman_rho,val_kstar_proxy_mean_spearman_p,val_kstar_proxy_mean_spearman_adjusted_rho,val_kstar_proxy_mean_metric_valid,val_kstar_proxy_1_spearman_rho,val_kstar_proxy_1_spearman_p,val_kstar_proxy_1_spearman_adjusted_rho,val_kstar_proxy_1_metric_valid,val_kstar_proxy_government_effectiveness_spearman_rho,val_kstar_proxy_government_effectiveness_spearman_adjusted_rho,val_kstar_proxy_2_spearman_rho,val_kstar_proxy_2_spearman_p,val_kstar_proxy_2_spearman_adjusted_rho,val_kstar_proxy_2_metric_valid,val_kstar_proxy_regulatory_quality_spearman_rho,val_kstar_proxy_regulatory_quality_spearman_adjusted_rho,val_kstar_proxy_3_spearman_rho,val_kstar_proxy_3_spearman_p,val_kstar_proxy_3_spearman_adjusted_rho,val_kstar_proxy_3_metric_valid,val_kstar_proxy_rule_of_law_spearman_rho,val_kstar_proxy_rule_of_law_spearman_adjusted_rho,val_kstar_anchor_q1_mean,val_kstar_anchor_q1_count,val_kstar_anchor_q2_mean,val_kstar_anchor_q2_count,val_kstar_anchor_q3_mean,val_kstar_anchor_q3_count,val_kstar_anchor_q4_mean,val_kstar_anchor_q4_count,val_omega_entropy_mean,val_omega_entropy_std,val_omega_top1_share,val_omega_peak_share_1,val_omega_peak_share_2,val_omega_peak_share_3,val_omega_peak_share_4,val_omega_peak_share_5,val_omega_peak_share_6,val_omega_peak_share_7,val_omega_peak_share_8,val_omega_peak_share_9,val_omega_peak_share_10,val_z_std,val_z_proxy_spearman_rho,val_z_proxy_spearman_p,val_z_proxy_spearman_adjusted_rho,val_z_proxy_metric_valid,val_z_anchor_spearman_rho,val_z_anchor_spearman_p,val_z_anchor_expected_sign,val_z_anchor_adjusted_rho,val_z_anchor_metric_valid,val_lag_gate_sensitivity_slope,val_lag_gate_sensitivity_range,val_lag_gate_grid_min_kstar,val_lag_gate_grid_max_kstar,val_proxy_recon_r2,val_proxy_anchor_recon_r2,val_proxy_metric_valid,val_proxy_1_recon_r2,val_proxy_proxy_government_effectiveness_recon_r2,val_proxy_2_recon_r2,val_proxy_proxy_regulatory_quality_recon_r2,val_proxy_3_recon_r2,val_proxy_proxy_rule_of_law_recon_r2
1.0,1.5222351551055908,1.5222351551055908,1.11697518825531,1.1120831966400146,0.0,0.0,0.0,7.480375366415015,7.480375366415015,7.480375366415015,0.0,1.0,17.092300415039062,17.092300415039062,1.116858959197998,1.1117936372756958,0.0,0.0,0.0,17.09229847135875,2.526444402744229,-0.030733085539654387,5.484762668609619,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.484762668609619,20.0,5.484762668609619,19.0,5.484762668609619,19.0,5.484762668609619,20.0,1.9947058950224057,4.440892098500626e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.11685883748567005,-0.11179362648737734,1.0,-0.11179362648737734,-0.11179362648737734,-0.03524742623602206,-0.03524742623602206,-0.2035354597336132,-0.2035354597336132
2.0,1.2480299472808838,1.2480299472808838,1.116858959197998,1.1117936372756958,0.0,0.0,0.0,3.0018275936549115,3.0018275936549115,3.0018275936549115,0.0,1.0,16.401987075805664,16.401987075805664,1.1167432069778442,1.111505389213562,0.0,0.0,0.0,16.401985474534317,2.4350659248446966,0.022075708146119272,5.528666019439697,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.5286664962768555,20.0,5.5286664962768555,19.0,5.5286664962768555,19.0,5.5286664962768555,20.0,1.9954051491753462,6.661338147750939e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.11674317609683434,-0.11150539794537861,1.0,-0.11150539794537861,-0.11150539794537861,-0.03534826178832917,-0.03534826178832917,-0.20337586855679657,-0.20337586855679657
3.0,1.1567401885986328,1.1567401885986328,1.1167432069778442,1.111505389213562,0.0,0.0,0.0,3.2903467067443892,3.2903467067443892,3.2903467067443892,0.0,1.0,16.229509353637695,16.229509353637695,1.1166315078735352,1.1112265586853027,0.0,0.0,0.0,16.22950810092945,2.4069827635688945,0.03958273027873762,5.572732925415039,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.572732925415039,20.0,5.572732925415039,19.0,5.572732925415039,19.0,5.572732925415039,20.0,1.9956529066855706,6.661338147750939e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.11663137376853339,-0.1112266655058447,1.0,-0.1112266655058447,-0.1112266655058447,-0.03544603746267461,-0.03544603746267461,-0.2032214183370804,-0.2032214183370804
4.0,1.064289927482605,1.064289927482605,1.1166315078735352,1.1112265586853027,0.0,0.0,0.0,2.211267479430738,2.211267479430738,2.211267479430738,0.0,1.0,16.295766830444336,16.295766830444336,1.1165180206298828,1.1109437942504883,0.0,0.0,0.0,16.29576624426607,2.410130230230319,0.0379352576028902,5.616689682006836,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.616690158843994,20.0,5.616690158843994,19.0,5.616690158843994,19.0,5.616690158843994,20.0,1.9955383128558875,8.881784197001252e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.11651794555135704,-0.11094377514599629,1.0,-0.11094377514599629,-0.11094377514599629,-0.035545532657824674,-0.035545532657824674,-0.20306452885024928,-0.20306452885024928
5.0,0.9990999102592468,0.9990999102592468,1.1165180206298828,1.1109437942504883,0.0,0.0,0.0,1.968488841237855,1.968488841237855,1.968488841237855,0.0,1.0,16.283933639526367,16.283933639526367,1.1164045333862305,1.1106606721878052,0.0,0.0,0.0,16.28393198277682,2.399036780085303,0.03895762612998025,5.660832405090332,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.660831928253174,20.0,5.660831928253174,19.0,5.660831928253174,19.0,5.660831928253174,20.0,1.995139566529852,6.661338147750939e-16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.11640446545793208,-0.11066066998163615,1.0,-0.11066066998163615,-0.11066066998163615,-0.03564537548288271,-0.03564537548288271,-0.20290735090927914,-0.20290735090927914
6.0,0.944931149482727,0.944931149482727,1.1164045333862305,1.1106606721878052,0.0,0.0,0.0,1.9612083653444503,1.9612083653444503,1.9612083653444503,0.0,1.0,16.134878158569336,16.134878158569336,1.116289734840393,1.1103743314743042,0.0,0.0,0.0,16.134878676485123,2.3692043563171934,0.04842289885415304,5.705253601074219,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.7052531242370605,20.0,5.7052531242370605,19.0,5.7052531242370605,19.0,5.7052531242370605,20.0,1.9944915086870076,1.1102230246251565e-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.11628976889685812,-0.11037440166467949,1.0,-0.11037440166467949,-0.11037440166467949,-0.03574660358255932,-0.03574660358255932,-0.2027483014433351,-0.2027483014433351
7.0,0.8922470808029175,0.8922470808029175,1.116289734840393,1.1103743314743042,0.0,0.0,0.0,1.2573583677312825,1.2573583677312825,1.2573583677312825,0.0,1.0,15.90034294128418,15.90034294128418,1.1161752939224243,1.1100884675979614,0.0,0.0,0.0,15.900342552359486,2.3273129896121496,0.06356062873360097,5.749761581420898,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.749761581420898,20.0,5.749761581420898,19.0,5.749761581420898,19.0,5.749761581420898,20.0,1.9936214666627512,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.1161752297018459,-0.11008842499519345,1.0,-0.11008842499519345,-0.11008842499519345,-0.03584800342884442,-0.03584800342884442,-0.20258926068150118,-0.20258926068150118
8.0,0.853407084941864,0.853407084941864,1.1161752939224243,1.1100884675979614,0.0,0.0,0.0,1.2941462084920667,1.2941462084920667,1.2941462084920667,0.0,1.0,15.712814331054688,15.712814331054688,1.1160808801651,1.10985267162323,0.0,0.0,0.0,15.712812612382207,2.292607779819598,0.07662023195021578,5.793097496032715,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.793097496032715,20.0,5.793097496032715,19.0,5.793097496032715,19.0,5.793097496032715,20.0,1.9923775641498418,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.11608080810638215,-0.1098525774333452,1.0,-0.1098525774333452,-0.1098525774333452,-0.035931834347920244,-0.035931834347920244,-0.20245801253788143,-0.20245801253788143
9.0,0.8173826932907104,0.8173826932907104,1.1160808801651,1.10985267162323,0.0,0.0,0.0,1.533220351832554,1.533220351832554,1.533220351832554,0.0,1.0,15.586505889892578,15.586505889892578,1.1160242557525635,1.1097108125686646,0.0,0.0,0.0,15.58650555632875,2.2680208437745737,0.08638679275787804,5.8333892822265625,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.8333892822265625,20.0,5.8333892822265625,19.0,5.8333892822265625,19.0,5.8333892822265625,20.0,1.9906951245547997,2.220446049250313e-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.11602406290454481,-0.10971081912882652,1.0,-0.10971081912882652,-0.10971081912882652,-0.035982305394904435,-0.035982305394904435,-0.2023790641899048,-0.2023790641899048
10.0,0.7759441137313843,0.7759441137313843,1.1160242557525635,1.1097108125686646,0.0,0.0,0.0,1.0891192003118566,1.0891192003118566,1.0891192003118566,0.0,1.0,15.48623275756836,15.48623275756836,1.1160093545913696,1.109674096107483,0.0,0.0,0.0,15.486232133287709,2.248480379794382,0.09434161356269011,5.869068622589111,0.0,0.0,-1.0,,,,0.0,,,,0.0,,,,0.0,,,,,,0.0,,,,,,0.0,,,5.869068622589111,20.0,5.869068622589111,19.0,5.869068622589111,19.0,5.869068622589111,20.0,1.9885234245196308,8.881784197001252e-16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,0.0,,,-1.0,,0.0,,0.0,,,-0.11600937332606868,-0.10967412066355875,1.0,-0.10967412066355875,-0.10967412066355875,-0.03599539375032346,-0.03599539375032346,-0.20235860556432472,-0.20235860556432472
